text,created_at,author_id,edit_history_tweet_ids,id,lang
"RT @JasonHise64: To fully understand finite group theory, understand that every action moves things around repeating circles. Solutions don…",2022-11-22T21:17:22.000Z,860184781,['1595164559987585024'],1595164559987585024,en
"RT @ml_perception: New paper in Science today on playing the classic negotiation game ""Diplomacy"" at a human level, by connecting language…",2022-11-22T19:19:15.000Z,860184781,['1595134836913893376'],1595134836913893376,en
"RT @emollick: AI has been destroying humans at adversarial games, like Chess or Go, for a bit. 

But now it is successfully outperforming h…",2022-11-22T19:17:16.000Z,860184781,['1595134337636532225'],1595134337636532225,en
"Many congratulations on your ERC Starting grants, @SandySchmidt24 and @KamenLab!

@univgroningen",2022-11-22T19:15:18.000Z,860184781,['1595133842347610113'],1595133842347610113,en
"RT @dmonett: This bingo is so, so, so good!

I (unfortunately!) witnessed many of the original tweets as they were tweeted, and even sent t…",2022-11-22T19:04:22.000Z,860184781,['1595131090561536000'],1595131090561536000,en
@marthewalvoort @ERC_Research @StratinghInst @univgroningen Many congratulations Marthe!,2022-11-22T19:01:02.000Z,860184781,['1595130252510244865'],1595130252510244865,en
@BernoulliInsti2 https://t.co/bBMPlidYWP,2022-11-22T17:53:22.000Z,860184781,['1595113223459856387'],1595113223459856387,qme
@QuillRKukla Brave that you tried. I'm not even going to.,2022-11-20T09:05:54.000Z,860184781,['1594255706336952321'],1594255706336952321,en
@SarahBiskowitz @Jausdschneider @ingeveb Ot azoy! Ober... Vi azoy zogt men 'gateway drug' af Yidish?,2022-11-17T18:41:21.000Z,860184781,['1593313358975012874'],1593313358975012874,und
@Jausdschneider @SarahBiskowitz @bachwards @RukhlSchaechter @Forverts @ingeveb Great idea. I would never have found out about the online intermediate Yiddish course by poet Beruriah Wiegand at Oxford University if not for Duolingo.,2022-11-17T18:39:54.000Z,860184781,['1593312994171183104'],1593312994171183104,en
"Great article by @SarahBiskowitz about the experiences of users of the Duolingo Yiddish course, which started in April 2021. It's based on a survey of more than 300 users of all ages. https://t.co/G6Mdai8ceK",2022-11-17T18:26:47.000Z,860184781,['1593309692679360514'],1593309692679360514,en
"""Higher-order theory of mind is especially useful in unpredictable negotiations” by Harmen de Weerd, @brtvrh &amp; me appeared in JAAMAS.

Question: Why did humans evolve 2nd-order theory of mind? 
Short answer: to negotiate dynamic environments.

Long answer:
https://t.co/z5DH3hB6u0 https://t.co/2wsDKPQL7l",2022-11-17T12:09:44.000Z,860184781,['1593214804973748226'],1593214804973748226,en
@Helenreflects @TobyMeadows It's not about a given other Turing machine. But there is no *one* Turing machine that can decide for *each* Turing machine whether it halts or not.,2022-11-17T10:41:52.000Z,860184781,['1593192690363281408'],1593192690363281408,en
@DMortini @AidanMcGlynn where they have accepted = at least one has accepted...,2022-11-15T16:43:45.000Z,860184781,['1592558986993479680'],1592558986993479680,en
"@raymondpoot @NWONieuws Bij de vooraanmelding lijkt het CV juist veel gewicht in de schaal te leggen, alleen bij het volledige voorstel niet meer.",2022-11-15T12:30:46.000Z,860184781,['1592495323867672577'],1592495323867672577,nl
"@lastpositivist Haha, just checked and I'm at the same point today: + 1 https://t.co/BIBLy37IBq",2022-11-15T09:29:19.000Z,860184781,['1592449657791447041'],1592449657791447041,en
@Jausdschneider האָסטו געלעענט די נײַעס װעגנ באַסקיש? זעײַער ינטערעסאַנט! https://t.co/HMuqOkpiSD,2022-11-14T19:48:13.000Z,860184781,['1592243022544408576'],1592243022544408576,iw
@joshraclaw !אָט אַזױ,2022-11-14T19:45:24.000Z,860184781,['1592242311152693249'],1592242311152693249,iw
@nescio13 My main problem with applied longtermism is: sweeping the current problems and those of the near future under the carpet.,2022-11-14T19:36:57.000Z,860184781,['1592240187970813952'],1592240187970813952,en
"@joshraclaw Ah great, thank you, now I recognize it! And then the last word after ""zeyer gut"" must be ""eykhet"" (alternative pronunciation of ""oykhet""), so the whole sentence would be ""I'm doing very well, too"".",2022-11-14T19:35:15.000Z,860184781,['1592239758922911744'],1592239758922911744,en
@joshraclaw Aza sheyn! Can you understand the last few words before 'It's Yiddish'? I didn't get it.,2022-11-14T18:59:59.000Z,860184781,['1592230883582701569'],1592230883582701569,en
@bylinina @GroNlp Welcome in Groningen!,2022-11-14T18:57:27.000Z,860184781,['1592230244765028352'],1592230244765028352,en
@SimonWi05593721 @a_a_viswanath Seconded.,2022-11-14T14:34:50.000Z,860184781,['1592164157671239683'],1592164157671239683,en
@matt_boot_ @linguanumerate It is! I understand what it says :-),2022-11-11T11:53:55.000Z,860184781,['1591036494915178496'],1591036494915178496,en
"@Jausdschneider דאָס קענ אַיך פֿאַרשטענ. 
האָסטו געלעענט דאָס בוך פֿונ @TheRaDR ? דאָס בוך באַשרײַבט פּונקט דאָס, דאָס עס יז נישט דײַנ עסק מוחל צו זײַן. https://t.co/j15KHYoX0D",2022-11-11T10:49:21.000Z,860184781,['1591020247418822657'],1591020247418822657,iw
"@joshraclaw I still have the old tree as well, and relieved about that. https://t.co/N4r7Ejg11J",2022-11-09T19:41:52.000Z,860184781,['1590429485387567106'],1590429485387567106,en
"""Whether it’s manual RTs appearing for a moment before retweets slowly morph into their standard form, ghostly follower counts that race ahead of the number of people actually following you, or replies that simply refuse to load, small bugs are appearing at Twitter’s periphery."" https://t.co/liKXLorPhM",2022-11-09T16:40:04.000Z,860184781,['1590383732862525440'],1590383732862525440,en
"@RebeccaSchorr @ChelseaRaeMoses Yes, you are completely right! I'm also happy that I finished the Duolingo course and now know all about camels, elephants, penguins, giraffes and pandas. It was just time for something else :-)",2022-11-08T19:23:12.000Z,860184781,['1590062400635830274'],1590062400635830274,en
"@ChelseaRaeMoses Using the same textbook and being in the same class, I'm actually happy to learn some of these more old-fashioned words after all the tselkes and komputers from Duolingo. I find that words like drukerai, shuster &amp; stolier make it easier to read Yiddish texts by famous authors.",2022-11-08T15:50:28.000Z,860184781,['1590008861817118720'],1590008861817118720,en
@Jausdschneider Cool!,2022-11-08T07:34:51.000Z,860184781,['1589884135338016770'],1589884135338016770,en
"The 19th Conference on Theoretical Aspects of Rationality &amp; Knowledge, TARK 2023, will be held June 28-30, 2023 at the University of Oxford:
https://t.co/IIFr6xAuPb

Computer science, AI, game &amp; decision theory, philosophy, logic, linguistics &amp; cognitive science.

See you there! https://t.co/suNibuBJJm",2022-11-07T20:50:12.000Z,860184781,['1589721906168889344'],1589721906168889344,en
RT @garicgymro: Anyone else garden-pathed by this headline? https://t.co/9GeDwpNi9p,2022-11-05T08:19:48.000Z,860184781,['1588808286253772800'],1588808286253772800,en
"@IdoLiven At least most of the meat options contain chicken or turkey, which are less bad for the ecology than eating beef :-)",2022-11-04T11:01:07.000Z,860184781,['1588486492632281091'],1588486492632281091,en
"@IvovanVulpen @eppobruins @PartijvdDieren @NWONieuws @JonaLendering Cato lijkt de zin niet eens als zodanig te hebben uitgesproken; in 1821 werd de uitspraak 'Ceterum censeo Carthaginem delendam esse' pas voor het eerst in die woorden gepubliceerd. Zie:

https://t.co/9EnPcHLAi0",2022-11-01T17:18:13.000Z,860184781,['1587494229751861256'],1587494229751861256,nl
"@ankahajkova Of course! Sorry, I didn't put 2 and 2 together.",2022-11-01T14:59:58.000Z,860184781,['1587459440701210624'],1587459440701210624,en
"@ankahajkova Could it have been a Schwarzwalder Kirsch Torte?
https://t.co/UzjHVGTr3R",2022-11-01T14:53:40.000Z,860184781,['1587457854159691781'],1587457854159691781,de
"Kudos to Dima Pasechnik @dimpase, James Hanson, Will Sawin and other (mainly pseudonymous) mathematicians and logicians on MathOverflow for noticing that the theorem is false and then within a day finding and explaining the precise gap in the proof. https://t.co/kSVVNn8dci",2022-11-01T14:47:22.000Z,860184781,['1587456269337649152'],1587456269337649152,en
"@Blumenkauf The portrait reminds me of author Vasily Grossman. See here other images of him: https://t.co/A0FUSdZPrC

And here his Wikipedia page: https://t.co/jvXG2qRAYc",2022-11-01T12:29:05.000Z,860184781,['1587421469713244163'],1587421469713244163,en
@ja_bakker Zou ze naar jullie vorige huis kunnen zijn teruggelopen?,2022-11-01T10:25:00.000Z,860184781,['1587390239559090180'],1587390239559090180,nl
@SaraLUckelman You did it! So this is the best possible world :-),2022-10-31T23:41:35.000Z,860184781,['1587228319724044290'],1587228319724044290,en
RT @deraamlikker: Zelfs de speld is nu op mastodon en hun fipo is weer on point. https://t.co/pn2tCIUS90,2022-10-31T20:30:53.000Z,860184781,['1587180329051324420'],1587180329051324420,nl
"@SaraLUckelman temporal logic for planning unmanned aerial vehicles:

https://t.co/1Ou8CPXA96",2022-10-31T19:15:55.000Z,860184781,['1587161464196026370'],1587161464196026370,en
@Katherine_McDon Problem is: kiwis destroy the structure of milk and yoghurt. But you could try a nice dairy-free sherbet: https://t.co/TSzQjQkYVb,2022-10-31T16:35:46.000Z,860184781,['1587121162047340544'],1587121162047340544,en
"@SaraLUckelman G(l -&gt; Ps)

\Box (Leaves(s,r) -&gt; Submitted(s,b))

Good luck!",2022-10-31T11:50:48.000Z,860184781,['1587049447317553152'],1587049447317553152,en
"@amberwalraven @totheleonie Als je het boek niet meer wilt houden kun je er anderen een plezier mee doen via BookCrossing, een internationale website met als doel van de hele wereld een bibliotheek te maken: https://t.co/t5p0IMJuJ5

Ieder boek heeft een eigen pagina. Je kunt volgen wat de vinder ervan vindt https://t.co/O67kFXoaEN",2022-10-30T18:18:57.000Z,860184781,['1586784737661796353'],1586784737661796353,nl
"@joshraclaw I already got a report back. The account of the person has been locked by Twitter, thanks to a number of reports they received.",2022-10-28T19:48:51.000Z,860184781,['1586082588552486913'],1586082588552486913,en
"@joshraclaw Sorry, 'repeated' -&gt; 'reported'",2022-10-28T18:34:59.000Z,860184781,['1586063996611870721'],1586063996611870721,en
@joshraclaw I repeated something for antisemitic hate just now. Let's see how that goes.,2022-10-28T18:14:00.000Z,860184781,['1586058717107085312'],1586058717107085312,en
@RobertTalbert Great!,2022-10-28T14:51:24.000Z,860184781,['1586007732875821056'],1586007732875821056,en
@standefer @rhenderson It was!,2022-10-27T15:36:07.000Z,860184781,['1585656596717359106'],1585656596717359106,en
"@NadineBoke Gefeliciteerd met de financiering en gecondoleerd met jullie verlies.

En wat naar van die trollen, juist nu. Sterkte!",2022-10-25T10:49:44.000Z,860184781,['1584859749237293057'],1584859749237293057,nl
RT @epistemic_botS5: K₁K₂¬K₁K₁¬(¬(b → b) → b),2022-10-25T07:20:20.000Z,860184781,['1584807052832276482'],1584807052832276482,pt
"@aserebrenik Yes I am! After the Duolingo tree, I started a 'lower-intermediate' Zoom course of the U of Oxford, based on a nice textbook by Sheva Zucker.",2022-10-24T19:54:55.000Z,860184781,['1584634561564377088'],1584634561564377088,en
RT @epistemic_botS5: K₂¬(¬M₂b ∧ (¬¬b ∧ ¬¬b)),2022-10-24T11:40:44.000Z,860184781,['1584510197187645444'],1584510197187645444,en
@jlucasnh @Nolan_Mc Maybe she will reply in a moment and explain Zermelo's theorem about the determinacy of finite games to him.,2022-10-23T14:59:51.000Z,860184781,['1584197917132623874'],1584197917132623874,en
At least this one could also be seen as mildly romantic: https://t.co/JJcFdssGj0,2022-10-23T14:51:02.000Z,860184781,['1584195698366775296'],1584195698366775296,en
"...and today once more, in a completely different lesson: https://t.co/KSd7MbVJqm",2022-10-23T14:49:30.000Z,860184781,['1584195313619062784'],1584195313619062784,en
"@benwritesthings @ankahajkova True, but in my experience their shirts do not last a decade. Small holes appear much earlier.",2022-10-23T14:19:03.000Z,860184781,['1584187651372257282'],1584187651372257282,en
@JohannaF_math Much better!,2022-10-22T18:05:34.000Z,860184781,['1583882268572938240'],1583882268572938240,en
Duolingo is math-bashing again... https://t.co/Cb4A5C3i3b,2022-10-22T16:10:17.000Z,860184781,['1583853255980769280'],1583853255980769280,en
@vosnynke *houdt 🙈,2022-10-22T15:32:52.000Z,860184781,['1583843840473329664'],1583843840473329664,nl
"@vosnynke Gefeliciteerd. Leuk #Bremen!

We vonden lekkere taartjes bij https://t.co/HWEhIcP4TN 
en https://t.co/I8s92he5Yn
Te vermijden: Café im Schnoor.

Als je van schilderkunst houd: het Paula Modersohn-Becker Museum in de beroemde/beruchte Böttcherstraße is zeer de moeite waard.",2022-10-22T11:42:32.000Z,860184781,['1583785872750940160'],1583785872750940160,nl
