lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595195615772049409'],23629150,2022-11-22T23:20:46.000Z,"RT @golrizghahraman: It is a travesty that the Gov has left women, the Rainbow and disabilities communities out of proposed Hate Speech law…",1595195615772049409
en,['1595133512113614848'],23629150,2022-11-22T19:14:00.000Z,Day 23: Thanks be to rain. I walked home in it last night reflecting on how life-giving it truly is. It makes our city glow green. It gave our laundry a second rinse. It's free water. Hallelujah!🌈 https://t.co/f0mBsQVqyA,1595133512113614848
und,['1594826037271343105'],23629150,2022-11-21T22:52:12.000Z,@BremnersHeroes 😅,1594826037271343105
en,['1594789051252756480'],23629150,2022-11-21T20:25:14.000Z,What a save! 🤞🏽@USMNT @FIFAWorldCup,1594789051252756480
en,['1594777140767387648'],23629150,2022-11-21T19:37:54.000Z,"Goal!!!!!!⚽️🇺🇸🇺🇸🇺🇸
@FIFAWorldCup @USMNT",1594777140767387648
en,['1594753251551105024'],23629150,2022-11-21T18:02:58.000Z,@nicoletabak I studied virtual economies in college by playing multiple mmorpg's and funded part of my tuition thru selling those characters on eBay.,1594753251551105024
en,['1594749553500356610'],23629150,2022-11-21T17:48:17.000Z,"Day 22: giving thanks to the Libby app today. I've read far more books on it this year than I thought I could. The access to free library books, audio and mags has been such a gamechanger. I reach for it every time I find myself in a doomscroll situation.📚",1594749553500356610
en,['1594745395644858369'],23629150,2022-11-21T17:31:45.000Z,Let's go boys! 🇺🇸 https://t.co/8K0bd6WVHE,1594745395644858369
en,['1594552346637664258'],23629150,2022-11-21T04:44:39.000Z,My urgent and important quadrant overfloweth. Gnite.,1594552346637664258
en,['1594398633373609984'],23629150,2022-11-20T18:33:51.000Z,Day 21: I'm thankful for the care of my naturopath this year. My GP just wasn't cutting it early days so I got a recommendation for Manami at Wellington Apothecary. Super skeptical at first but delighted by her ability to listen and care. Lifesaver 💛,1594398633373609984
