text,created_at,author_id,edit_history_tweet_ids,id,lang
"@johnredwood You put the blame for the state of the economy anywhere but where it started . Twelve years of low growth , lack of investment by your party not forgetting the Brexit disaster",2022-11-22T20:00:21.000Z,420554142,['1595145179895595008'],1595145179895595008,en
RT @SocialistNHS: Rishi Sunak has urged the NHS to embrace the use of robots as the health service prepares to cut its workforce by half in…,2022-11-22T19:23:30.000Z,420554142,['1595135904104214528'],1595135904104214528,en
"RT @jeremycorbyn: Without immigration, the trains wouldn’t run, businesses wouldn’t function and the NHS wouldn’t exist.

We will not end c…",2022-11-22T19:18:02.000Z,420554142,['1595134527374249984'],1595134527374249984,en
"RT @Rachael_Swindon: Tory MP @KemiBadenoch claimed £1,827 on expenses to pay her utility bill. 

This seems morally wrong to me. 

Retweet…",2022-11-22T19:17:34.000Z,420554142,['1595134411229757441'],1595134411229757441,en
RT @JohnLewisEU: Anyone who still thinks Starmer should be openly supporting a return to the Single Market right now needs to sit back and…,2022-11-21T15:59:58.000Z,420554142,['1594722296769531911'],1594722296769531911,en
"RT @katetaylor93: My role as an NHS ""pen pusher"" meant our psychiatrists didn't have to type &amp; send multiple clinic letters or referrals a…",2022-11-21T15:56:19.000Z,420554142,['1594721375448862721'],1594721375448862721,en
RT @PeterStefanovi2: Thank you so much everyone who has followed/re-followed me tonight &amp; all those who have stuck with me this far. It rea…,2022-11-21T15:56:02.000Z,420554142,['1594721305185615872'],1594721305185615872,en
"RT @CWUnews: This is going to be one hell of a week for postal workers. 

Facing an out of control CEO and threats to their job, terms and…",2022-11-21T15:54:55.000Z,420554142,['1594721025450807296'],1594721025450807296,en
@80_mcswan No,2022-11-21T15:53:51.000Z,420554142,['1594720754762915842'],1594720754762915842,und
RT @mhdksafa: Twitter shadow banned me and removed thousands of my followers. all my hard work and my human rights’ voice i built here gone…,2022-11-21T15:53:33.000Z,420554142,['1594720679739674624'],1594720679739674624,en
@johnredwood More nonsense from you,2022-11-21T10:39:02.000Z,420554142,['1594641530673074176'],1594641530673074176,en
"RT @SocialistNHS: We need your support

If you want to support any future NHS picket lines then please reply with a 💙

Together we can save…",2022-11-19T16:44:02.000Z,420554142,['1594008611667283971'],1594008611667283971,en
"RT @CWUnews: Royal Mail Group who are pleading poverty have today offered Parcelforce workers up to £300 to break next weeks strikes. 

RT…",2022-11-19T08:13:31.000Z,420554142,['1593880134263734277'],1593880134263734277,en
"@johnredwood We shouldn’t t have to keep reminding your government has been in power for twelve years, twelve years to put things right and failed",2022-11-19T08:11:31.000Z,420554142,['1593879631605686275'],1593879631605686275,en
@80_mcswan Yes,2022-11-18T17:46:14.000Z,420554142,['1593661874146607106'],1593661874146607106,und
RT @wallacemick: Now could the #DailyMirror please tell us who blew up #NordStream Gas pipelines that caused untold #environmental damage..…,2022-11-17T07:30:06.000Z,420554142,['1593144433712967681'],1593144433712967681,en
@didoh @LBC @mrjamesob Is it the man or the truth that he speaks that you don’t like.,2022-11-17T07:17:37.000Z,420554142,['1593141290182803458'],1593141290182803458,en
@MrJohnNicolson @LEMacdon This decision brings the Speaker and  his office into disrepute,2022-11-17T07:10:00.000Z,420554142,['1593139375302676480'],1593139375302676480,en
