created_at,text,edit_history_tweet_ids,author_id,lang,id
2022-11-22T19:17:26.000Z,"RT @POBScout: 2024 Micah Robinson (Oak Hill) continuing to attract eyes with his stellar play; recruitment staying strong #PhenomHoops 

👉…",['1595134378597720065'],736934141430616068,en,1595134378597720065
2022-11-21T19:43:33.000Z,"RT @POBScout: POB’s Best of the Best: #PhenomGeorgeLynch

'24 Austin Swartz
'24 Jaeden Mustaf
'23 Dallas Gardner
'24 Langston Boyd
'23 Jord…",['1594778560937529364'],736934141430616068,en,1594778560937529364
2022-11-13T21:26:06.000Z,"RT @McFarland_Shawn: In print today: As national prep schools grow, some of DFW’s best basketball players have opted to leave home.

“For w…",['1591905268564168707'],736934141430616068,en,1591905268564168707
2022-11-12T00:12:57.000Z,RT @SportsDayHS: Seven highly-ranked boys basketball recruits from the Dallas area transferred to out-of-state prep schools this past offse…,['1591222481301356544'],736934141430616068,en,1591222481301356544
2022-11-05T01:53:47.000Z,"RT @HSCircuit: The HS Circuit Interview Series | Post-Game 🎙️

2024 4-Star Micah Robinson // Oak Hill Academy (VA)

@MicahhRobinson breaks…",['1588711142989660161'],736934141430616068,en,1588711142989660161
2022-10-19T02:24:05.000Z,RT @AssaultSouthern: 😳 OMG !!!! MICAH ROBINSON 👀👀 @MicahhRobinson #3SSB #unbreakablefamily https://t.co/2uNxgm7bug,['1582558170467405825'],736934141430616068,en,1582558170467405825
2022-10-07T18:44:12.000Z,RT @MicahhRobinson: year 3 loading … #MJR5 https://t.co/rbuqMDjcme,['1578456172482686981'],736934141430616068,en,1578456172482686981
2022-10-06T16:08:16.000Z,RT @PaulBiancardi: Prospects To Watch: @Wootten_Camp &amp; @SCNext https://t.co/ATI0WghRtU,['1578054540900933632'],736934141430616068,en,1578054540900933632
2022-10-05T16:05:20.000Z,RT @BJenkins247: Four-star forward Micah Robinson says he will take his first official visit to #TCU this fall. He discussed his thoughts o…,['1577691418247811074'],736934141430616068,en,1577691418247811074
2022-10-04T23:47:08.000Z,RT @Andrew__Slater: ⭐️⭐️⭐️⭐️ 6’6” Micah Robinson’24 @MicahhRobinson of @oakhillacademy &amp; @AssaultSouthern will take an OV to #TCU soon. He…,['1577445245998039041'],736934141430616068,en,1577445245998039041
2022-10-04T23:46:28.000Z,RT @MicahhRobinson: #AGTG thankful for the opportunity to compete against the best ! @Wootten_Camp @PaulBiancardi https://t.co/dR0AVO5tdS,['1577445077294927874'],736934141430616068,en,1577445077294927874
2022-10-02T20:22:32.000Z,"RT @Cassidy_Rob: Salutations from Day 2 at @Wootten_Camp. 

This 2023 Arkansas commit Layden Blocker finding 2024 F Micah Robinson (Kansas,…",['1576668978898173952'],736934141430616068,en,1576668978898173952
2022-09-24T16:51:46.000Z,Congratulations Samson!  A Yale man.....outstanding!! https://t.co/d2XWA5wXSb,['1573716836239155208'],736934141430616068,en,1573716836239155208
2022-09-22T22:51:07.000Z,"Patrick and I are overjoyed to support two fine young men we've come to know through AAU basketball.  @JuniorSileu, @nazarmahmoud4. Good luck to you guys this season! https://t.co/rdaYBqc7TC",['1573082494034911237'],736934141430616068,en,1573082494034911237
2022-09-21T03:15:41.000Z,RT @HeliumSEM: Micah Robinson made a tough decision to leave home and go to Oak Hill Academy to further his academic &amp; athletic goals. He s…,['1572424296659648512'],736934141430616068,en,1572424296659648512
2022-09-15T17:53:22.000Z,"RT @JamieShaw5: After my trek to Mouth of Wilson, Virginia I quickly found out, Oak Hill is still Oak Hill

READ: https://t.co/E2s6q2CIV3 h…",['1570470848326438912'],736934141430616068,en,1570470848326438912
2022-09-13T18:26:09.000Z,"RT @TAMUyell: The 12th Man is committed, dedicated, and holds a monumental amount of pride in who we are. No matter what happens, we stand…",['1569754319410413572'],736934141430616068,en,1569754319410413572
2022-08-01T22:42:51.000Z,@chance_puryear @aggiembk @AssaultSouthern @Carter__Hoops @coachvonzell1 @YGC362021 @T_Lust11 @KingLuq Gig 'Em Chance!! Congratulations!!,['1554236245127168001'],736934141430616068,en,1554236245127168001
2022-08-01T22:27:38.000Z,@MrAletan @YGC362021 @TeamCoachBuzz @coachrock18 @LHWildcatHoops @CRic972 @coachvonzell1 @AssaultSouthern Gig 'Em Samson!! Congratulations!!,['1554232413647249410'],736934141430616068,en,1554232413647249410
2022-07-21T17:34:38.000Z,"RT @ebosshoops: Baylor bound Ja'Kobe Walter goes off and Ole Miss commit Rashaud Marshall looks good, takeaways from the first day of #adid…",['1550172412452294660'],736934141430616068,en,1550172412452294660
2022-07-10T16:32:59.000Z,"RT @MaxFeldman6: #3SSB Saturday Notables

2023
Jadyn Toppin
JaQualon Roberts
Eddie Ricks III

2024
Nicolas Codie
Jaylen Robinson
Cooper Koc…",['1546170630168518658'],736934141430616068,en,1546170630168518658
2022-07-09T00:59:45.000Z,"RT @jakeweingarten: Top-30 2024 prospect Micah Robinson talked his recruitment, the pro route, &amp; game w/@stockrisers.

• Which program talk…",['1545573386956537856'],736934141430616068,en,1545573386956537856
2022-06-24T13:20:44.000Z,@coachvonzell1 Happy birthday Coach and thank you for all you do!,['1540324045224378369'],736934141430616068,en,1540324045224378369
2022-06-19T16:09:15.000Z,"RT @MicahhRobinson: happy father’s day to all the father figures , but especially to my dad and papa ! you two have helped so i’m so many d…",['1538554513749168129'],736934141430616068,en,1538554513749168129
2022-06-16T13:11:07.000Z,RT @MicahhRobinson: we do it on and off the court ‼️,['1537422520177016841'],736934141430616068,en,1537422520177016841
2022-06-16T03:12:31.000Z,RT @MicahhRobinson: @JalenShelley since kids !! 😭 https://t.co/nqvFBeRkp1,['1537271877684842496'],736934141430616068,en,1537271877684842496
2022-06-08T17:56:29.000Z,"RT @MicahhRobinson: beyond blessed ! #3SSB
@adidas3SSB @AssaultSouthern @coachvonzell1 https://t.co/mOdYJrcNRS",['1534595230829256708'],736934141430616068,en,1534595230829256708
2022-05-22T16:47:33.000Z,RT @GradyMajors: 2024 G Micah Robinson (@MicahhRobinson) of @AssaultSouthern is making people take notice today with back-to-back posters‼️…,['1528417292429697031'],736934141430616068,en,1528417292429697031
2022-05-17T19:08:07.000Z,"RT @AndrewHatts: Top-50 SF Micah Robinson garnering early interest, has Texas A&amp;M ties. (VIP) 

https://t.co/zS0h4EThjE https://t.co/QBbCrF…",['1526640728524333056'],736934141430616068,en,1526640728524333056
2022-05-11T19:04:14.000Z,@chance_puryear @PhilForte13 @CoachTFord5 @coachvonzell1 @YGC362021 @AssaultSouthern @Carter__Hoops Congratulations!!,['1524465421591760898'],736934141430616068,en,1524465421591760898
2022-05-09T20:29:14.000Z,RT @TravisGrafHoops: 2024 four-star Micah Robinson (@MicahhRobinson) is being heavily courted by some BIG 12 &amp; SEC schools early in his rec…,['1523762036651438080'],736934141430616068,en,1523762036651438080
2022-05-03T01:53:56.000Z,@MicahhRobinson @jermainekimbrou @SunDevilHoops @coachvonzell1 @AssaultSouthern @Derrick__Shelby Awesome Micah! Congratulations!,['1521307034439897098'],736934141430616068,en,1521307034439897098
2022-04-25T21:22:25.000Z,@gcodie24 @AssaultSouthern @CodieNicolas Enjoyed meeting your fam and cheering for the SA boys. Beautiful and kind people!  The money shot was the back of the shirts!,['1518701992297877504'],736934141430616068,en,1518701992297877504
2022-04-24T12:45:17.000Z,@jshell1908 @JalenShelley Awesome! Congratulations!!,['1518209460975587328'],736934141430616068,en,1518209460975587328
2022-03-26T23:05:53.000Z,RT @DMurrayHoops: Live @Warb4storm: ‘24 Micah Robinson (@MicahhRobinson) is ranked in the top-75 nationally &amp; has looked the part today. Pl…,['1507856393881079808'],736934141430616068,en,1507856393881079808
2022-03-21T14:33:27.000Z,"RT @HillaryClinton: I'd say she's qualified.

Source: @washingtonpost https://t.co/u18lPpQh1b",['1505915497266790401'],736934141430616068,en,1505915497266790401
2022-03-15T22:40:21.000Z,Michael and Micah..great interview and article! https://t.co/tM30ZkkH9D,['1503863701786570754'],736934141430616068,en,1503863701786570754
2022-03-05T00:28:50.000Z,Awesome Micah! CONGRATULATIONS!!! https://t.co/n8YZ4wuJqf,['1499904734639108105'],736934141430616068,en,1499904734639108105
2022-03-02T06:01:19.000Z,@MicahhRobinson @TonyLBenford @TCUBasketball @coachvonzell1 @AssaultSouthern @GreenhillMBB @coachjoey24 @Derrick__Shelby Awesome Micah!! Congratulations!!,['1498901243036635137'],736934141430616068,en,1498901243036635137
2022-02-28T16:55:48.000Z,"RT @Aggie_Band: Remembering Kevin Roberts '89 and his legacy of leadership, dedication, and kindness. 
https://t.co/dfa2XOvadc https://t.co…",['1498341174633017349'],736934141430616068,en,1498341174633017349
2022-02-23T22:54:42.000Z,"I met Mr Williams &amp; even though I didn't know his A&amp;M story...I was impressed nonetheless by his stature, kindness and love for A&amp;M.
 Thank you FSs for sharing some of his story &amp; TU Mr Williams for 'paving the way' for a future Class of '87 Afr Am Aggie. Gig 'Em! https://t.co/GW1vIE3jVK",['1496619555661271043'],736934141430616068,en,1496619555661271043
2022-02-17T23:22:49.000Z,Wow...it took my breath away!! Congratulation Micah! I am so happy for you!! Gig'Em!!! https://t.co/GQlTuV11BB https://t.co/GNda3G4xk8,['1494452305873321984'],736934141430616068,en,1494452305873321984
2022-02-15T00:11:22.000Z,"@Derrick__Shelby @noahshelby_ @VandyMBB @Ghillbasketball @GreenhillATH @GreenhillSchool Noah played &amp; led Greenhill during the state championship game. He showed Tenaciousness, Tuffness, &amp; Talent. His Tremen 3s were the catalyst for the boys to make a run. It was a ♡breaking 1 point loss...but what an epic performance by this young man. Get well and Thank You!",['1493377360430870530'],736934141430616068,en,1493377360430870530
2022-02-14T03:58:32.000Z,"RT @ihss_dfw: .@GreenhillATH advanced to the SPC State Championship Game with a 55-46 win over @SMTXbasketball. #IHSS #TXHSHoops 
@CorvinOp…",['1493072139406172162'],736934141430616068,en,1493072139406172162
2022-02-12T17:37:03.000Z,RT @GreenhillATH: SPC CHAMPIONSHIP GAME TODAY AT 4PM. LET'S GO!!!! https://t.co/5IUemHWYLA,['1492553350025465859'],736934141430616068,en,1492553350025465859
2022-02-12T05:30:10.000Z,RT @theovisuals9: Micah Robinson 2023 so much upside @Derrick__Shelby https://t.co/93xXdRjuR3,['1492370422528098304'],736934141430616068,en,1492370422528098304
2022-02-09T19:35:34.000Z,"RT @SportsDayHS: “𝐖𝐞 𝐬𝐭𝐢𝐥𝐥 𝐡𝐚𝐯𝐞 𝐨𝐮𝐫 𝐛𝐞𝐬𝐭 𝐛𝐚𝐬𝐤𝐞𝐭𝐛𝐚𝐥𝐥 𝐭𝐨 𝐩𝐥𝐚𝐲"" 😤

Undefeated in the SPC, Greenhill is riding a 10-game win streak into the st…",['1491496011277254664'],736934141430616068,en,1491496011277254664
2022-02-08T22:19:43.000Z,"RT @StellarHoops: Class of 2024 6’7 Micah Robinson scored 14 points &amp; 4 rebounds in a win. He is versatile, has good size, athletic, hits s…",['1491174932310794241'],736934141430616068,en,1491174932310794241
2022-02-08T03:42:00.000Z,"RT @McFarland_Shawn: 5:35, Q1 — Tough finish for the four-star sophomore Micah Robinson (@MicahhRobinson). 

He’s averaging 13 and 6 this s…",['1490893649462267905'],736934141430616068,en,1490893649462267905
2022-02-08T03:37:23.000Z,"RT @McFarland_Shawn: FINAL — Greenhill 79, Oakridge 36. 

Noah Shelby (@noahshelby_) finished with a game-high 27 points. Lee Dort (@LeeDor…",['1490892487913009152'],736934141430616068,en,1490892487913009152
2022-01-29T16:40:49.000Z,RT @ihss_dfw: Greenhill wins! @GreenhillMBB beats St. Mark’s 44-26! @MicahhRobinson scores 14 points and @noahshelby_ scores 11 points! @Le…,['1487465766739922950'],736934141430616068,en,1487465766739922950
2022-01-17T05:33:57.000Z,"RT @MicahhRobinson: some highlights through mid season. 5️⃣- https://t.co/R4P9cMb3Hq
⁦@coachvonzell1⁩ ⁦@AssaultSouthern⁩ ⁦@Derrick__Shelby⁩…",['1482949292973252611'],736934141430616068,en,1482949292973252611
2022-01-09T00:51:31.000Z,RT @ihss_dfw: Excellent ball movement leads to open shots! @noahshelby_ finds @LeeDort in the post. Dort whips it out to @MicahhRobinson wh…,['1479979111724380160'],736934141430616068,en,1479979111724380160
2021-12-12T14:32:13.000Z,RT @ontargethoops: Micah Robinson is so good at getting downhill and playing at his own pace. Tough drive and Finish at the rim by the supe…,['1470038787849924608'],736934141430616068,en,1470038787849924608
2021-12-12T14:31:21.000Z,RT @ontargethoops: Micah Robinson @MicahhRobinson does a nice job here attacking the basket and how about the acrobatic finish for the and1…,['1470038568374517764'],736934141430616068,en,1470038568374517764
