author_id,edit_history_tweet_ids,lang,created_at,text,id
1579079577565003776,['1595153067808546816'],en,2022-11-22T20:31:42.000Z,RT @kephasjoe1: Actives drop your Twitter handles let's gain some followers 🌠,1595153067808546816
1579079577565003776,['1595152878284349441'],en,2022-11-22T20:30:57.000Z,RT @Daffydre2: Never too late to gain Twitter followers 🥂 follow me and all Retweeters 💥 Retweet fast let follow you 🌍🔐🎉,1595152878284349441
1579079577565003776,['1595152768687394816'],en,2022-11-22T20:30:31.000Z,RT @aystickz: I’m actively following everyone that hits the follow button now 👍,1595152768687394816
1579079577565003776,['1595152688857157636'],en,2022-11-22T20:30:12.000Z,RT @TheMiddleBorn: drop your usernames let’s gain 🍭,1595152688857157636
1579079577565003776,['1595152573044084736'],en,2022-11-22T20:29:44.000Z,RT @Sofiagains: Drop your handles let's follow you🎓 🛩️,1595152573044084736
1579079577565003776,['1595152076509773826'],en,2022-11-22T20:27:46.000Z,RT @Kumar_yashanshu: Retweet Fast🔥Keep Gaining🔥💐,1595152076509773826
1579079577565003776,['1595152005776887808'],und,2022-11-22T20:27:29.000Z,RT @Popie4044: シ︎ᴀᴄᴛɪᴠᴇ? ʀᴛ + ᴋᴏᴍᴍᴇɴᴛ ᴛᴏ ɢᴀɪɴ ғᴏʟʟᴏᴡᴇʀs 🦠..,1595152005776887808
1579079577565003776,['1595151982230212608'],en,2022-11-22T20:27:23.000Z,RT @GainmutualGain: retweet to gain active followers🍓&gt;🔥🌠,1595151982230212608
1579079577565003776,['1595151973992448004'],in,2022-11-22T20:27:21.000Z,RT @spongebobnfess: SS! mutualan sama akun baru rt aja 🐭,1595151973992448004
1579079577565003776,['1595151391806222336'],en,2022-11-22T20:25:02.000Z,"RT @AltitudeKE: Sizes: 40-45

Ksh. 3850

0704767954 https://t.co/GpTr1lE36V",1595151391806222336
1579079577565003776,['1595151351528292353'],en,2022-11-22T20:24:53.000Z,RT @Bellaa254: Can i tag your account to gain ? OK retweet &amp; follow me😍👋,1595151351528292353
1579079577565003776,['1595151205806018560'],en,2022-11-22T20:24:18.000Z,RT @_CAPTAINFISH_: Late night drunkards drop handles 🔥🔥🔥,1595151205806018560
1579079577565003776,['1595150788258680833'],qam,2022-11-22T20:22:39.000Z,@Ashar_wil @DominaCalypso_ @Sullivan_kiptoo,1595150788258680833
1579079577565003776,['1595150739352866816'],en,2022-11-22T20:22:27.000Z,RT @Ashar_wil: Let’s connect in no time🌺just hit dem tweet🫧,1595150739352866816
1579079577565003776,['1595150428513107990'],en,2022-11-22T20:21:13.000Z,RT @Remiazania1: I'm here at @BenBestDeals +@PatriciaLindaI +@OnikaLove16 Follow for follow Space. No stress of retweeting. N.B. No. Cheati…,1595150428513107990
1579079577565003776,['1595150248707588096'],in,2022-11-22T20:20:30.000Z,RT @c__msa: Wale wamama huharibu vijana wadogo kwani hawanioni?.,1595150248707588096
