edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595133883909287937'],1452262723157430273,en,"On this #NationalHousingDay, we refuse to accept the City’s deliberate neglect of our meager social housing supply and we’re prepared to escalate the fight to restore the dignity that is stolen from us every day. https://t.co/w8a2uiHxbR",1595133883909287937,2022-11-22T19:15:28.000Z
['1595133882172833793'],1452262723157430273,en,"(""Jason"" is using a pseudonym here out of fear of retribution)",1595133882172833793,2022-11-22T19:15:28.000Z
['1595133880792936449'],1452262723157430273,en,"Jason had to recover in a tent after his unit’s air quality made him sick. He returned to find someone who had broken in, sleeping in his bed. 

“If you’re staying in a place where you want drugs because you’re so stressed out about your situation, they’re setting you up to die.”",1595133880792936449,2022-11-22T19:15:27.000Z
['1595133878296903681'],1452262723157430273,en,"“[The inspector] goes, ""There's rust and corrosion all under the water tank. It’s seeping out carbon marks like poisons."" The expression on his face… He was almost gonna pass out.”

Double Trouble unearthed a long-term carbon monoxide leak after months of trying to alert TCH. https://t.co/E7GvonYGc7",1595133878296903681,2022-11-22T19:15:27.000Z
['1595133875537457152'],1452262723157430273,en,"“I’m just trying to get basic stuff that a normal landlord would be taken care of, and I imagine they’re getting rent from somewhere.”

Chris is a recently-housed ESNP organizer living with a severe roach infestation from a hole in the wall that maintenance left open for weeks. https://t.co/lecY2lFpBa",1595133875537457152,2022-11-22T19:15:26.000Z
['1595133873666809856'],1452262723157430273,en,"You wouldn’t want to live with constant infestations, gas leaks, guest limits, restricted access to other floors, threats from management, faulty plumbing, asbestos exposure, black mold, fire hazards, and broken elevators — so why should anyone?",1595133873666809856,2022-11-22T19:15:26.000Z
['1595133872122998784'],1452262723157430273,en,"It’s no secret that Toronto’s shelters are so squalid &amp; deadly that many take their chances freezing in a tent.

But did you know that the City’s “permanent housing solutions” are often so bad, even after fighting to get housing for years, many are forced back to the street?",1595133872122998784,2022-11-22T19:15:25.000Z
['1595040525299896323'],1452262723157430273,en,Happening today! https://t.co/bhGsB8aVAt,1595040525299896323,2022-11-22T13:04:30.000Z
['1592684916558659587'],1452262723157430273,en,"Can't think of a more on-the-nose visual: @NovotelTO and @BondResidentsTO shelter hotel residents facing evictions, out in the snow to confront the Shelter &amp; Housing offices. City staffers, in anticipation of the rally, were instructed to stay home

https://t.co/I8Ognwhg3V",1592684916558659587,2022-11-16T01:04:09.000Z
['1592581689418874880'],1452262723157430273,en,RT @NovotelTO: We are setting up at the south doors facing Wellington! See you soon!! https://t.co/dWNJ7ebRqp,1592581689418874880,2022-11-15T18:13:58.000Z
