created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T19:16:32.000Z,1081351865684672514,['1595134149664608256'],en,"RT @c_chizz: Contact us to beautify ur house

Location : Largos
Delivery : Nationwide

Kindly Rt and patronize us🙏 https://t.co/tOJ91UlNZJ",1595134149664608256
2022-11-22T19:15:56.000Z,1081351865684672514,['1595133999357493250'],en,"RT @Oluwafunnmi: Our able Manager for @Fumbamfoods and special advisor for all things,CIA  FBI and https://t.co/nMbBmDfIbU, stubborn agbero…",1595133999357493250
2022-11-22T19:15:48.000Z,1081351865684672514,['1595133966553870336'],en,RT @DeleMotors: Happy Birthday 🎁🎉🎂🎊🎈 @prettymayor1 wishing you long life and prosperity. Peace and greatness in all areas of your life. You…,1595133966553870336
2022-11-22T19:15:44.000Z,1081351865684672514,['1595133950502277121'],en,"RT @OritsFavour1: Gud evening sir @heeeroooh 🙏 Incase u want to bless few friends/families, followers, widow during December with Hampers/f…",1595133950502277121
2022-11-22T19:14:16.000Z,1081351865684672514,['1595133579432202241'],en,"RT @OritsFavour1: Things I do👇
A Unisex fashion designer
A Curator of period care,Gift, TreatBox 4 ladies,new born, newest mom, birthday, a…",1595133579432202241
2022-11-22T19:13:30.000Z,1081351865684672514,['1595133386217357318'],en,RT @roqzee: Only a tree that has leaves can provide shade for others. Take care of yourself and stand strong so you can help others without…,1595133386217357318
2022-11-22T19:13:23.000Z,1081351865684672514,['1595133360497909761'],en,"RT @Jack_ng01: Tomorrow we shutdown Ibadan

If you are anywhere around SW, please make find your way to the venue 😁😁😁

#OyoWelcomesObiDatti…",1595133360497909761
2022-11-22T19:11:20.000Z,1081351865684672514,['1595132844380422144'],en,"RT @Desmuyee: Hello twitter, 
This is the mum of a friend, repost as much as you can &amp; don't forget to give feedback too, her last location…",1595132844380422144
2022-11-22T19:11:10.000Z,1081351865684672514,['1595132800310874112'],de,"RT @Aaura_fragrance: Lamsat Harir

Underrated 😍

N8000 https://t.co/wNah1bjkXv",1595132800310874112
2022-11-22T19:10:54.000Z,1081351865684672514,['1595132735743746049'],en,"RT @Morris_Monye: This was in 2017. 

All Nigerians know how this is going. 

We must not reinforce failure. Don’t say they didn’t warn you…",1595132735743746049
2022-11-22T19:10:43.000Z,1081351865684672514,['1595132686959783938'],en,"RT @royalties_pc: To let 

A spacious 3bedroom SELF COMPOUND with modern facilities POP, tiles, wardrobe, running water,water heater, fence…",1595132686959783938
2022-11-22T19:10:08.000Z,1081351865684672514,['1595132539345457152'],en,"RT @vickyomolara: Due to popular demand our best seller is back in limited stock 😍💃🏾.

6/4 bedsheet with two pillowcase #5,000

6/7 bedshee…",1595132539345457152
