text,created_at,lang,id,edit_history_tweet_ids,author_id
@BourneConnector @David_Ruddle open the bidding with  the rivera hotel.,2022-11-22T21:01:44.000Z,en,1595160624862007298,['1595160624862007298'],4172368283
RT @DadJokeMan: He sets off earlier every year! https://t.co/8DI4oS7JA0,2022-11-22T20:50:35.000Z,en,1595157818902208512,['1595157818902208512'],4172368283
@JaneHillNews what ?!,2022-11-22T20:46:54.000Z,en,1595156894343385090,['1595156894343385090'],4172368283
@RussellKane @DawnNeesom The boss making an entrance.,2022-11-22T20:33:42.000Z,en,1595153572940976128,['1595153572940976128'],4172368283
@THEJamesWhale @Beverleyknight @GaryBarlow nice jacket guvnor.,2022-11-22T20:08:54.000Z,en,1595147328373293056,['1595147328373293056'],4172368283
@DawnNeesom @JeremyVineOn5 @theJeremyVine have you been on when @SangitaMyska is on the JV show.?,2022-11-22T20:03:57.000Z,en,1595146085902827524,['1595146085902827524'],4172368283
@jenny_kellands @MartineBBC a science show with the MC interesting .,2022-11-22T19:59:52.000Z,en,1595145055412826113,['1595145055412826113'],4172368283
@LayahHeilpern @meggiefoster what more incentive do you need,2022-11-22T19:57:25.000Z,en,1595144441630978050,['1595144441630978050'],4172368283
@KimberleyeLeo @skynewsniall liked the serious looking picture at the end mr p .,2022-11-22T19:36:04.000Z,en,1595139069096656896,['1595139069096656896'],4172368283
@DawnNeesom and also the usual Wednesday mention of your daily star column by steve ....,2022-11-22T19:27:06.000Z,en,1595136808949411845,['1595136808949411845'],4172368283
@MartineBBC @peterctid1965 @andrewlaughland @Ri_Science Rocking the shoes.,2022-11-22T19:16:45.000Z,en,1595134206442700800,['1595134206442700800'],4172368283
"@MorganBroadcast Now if you'll excuse me I have a meeting with this ,enjoy  x",2022-11-22T18:24:01.000Z,en,1595120934314283013,['1595120934314283013'],4172368283
@kellebryan I see that you abs and Charlene are on celebrity antiques Road trip on Wednesday .,2022-11-22T18:05:37.000Z,en,1595116306524942336,['1595116306524942336'],4172368283
"RT @PAdugout: #Breaking Cristiano Ronaldo is to leave Manchester United by mutual agreement with immediate effect, the club have announced.…",2022-11-22T17:34:40.000Z,en,1595108514896089088,['1595108514896089088'],4172368283
@SangitaMyska @MarinaPurkiss @TheTrawlPodcast There's a lady to get on your weekend shows lovely x,2022-11-22T17:34:03.000Z,en,1595108359015137280,['1595108359015137280'],4172368283
@KasiaMadera will you be watching the poland world cup match ?,2022-11-22T15:56:43.000Z,en,1595083865273823232,['1595083865273823232'],4172368283
@AvaSantina @tobytarrant wonder what your dad would make of this..?,2022-11-22T15:16:07.000Z,en,1595073650335838210,['1595073650335838210'],4172368283
"@Shaimaakhalil indeed, lets see what happens when they they poland on saturday.",2022-11-22T15:02:03.000Z,en,1595070110171267073,['1595070110171267073'],4172368283
@JAMESMARTlN @KasiaMadera touche Miss Madera .,2022-11-22T14:00:34.000Z,ht,1595054635756425217,['1595054635756425217'],4172368283
@tracey_crouch @CarrieHorlock @CumbriaUni This girl can and bloody well did congratulations,2022-11-22T13:56:26.000Z,en,1595053595539476481,['1595053595539476481'],4172368283
@prodnose if thats a headline tomorrow we know where we saw it first .,2022-11-22T12:09:52.000Z,en,1595026777591599104,['1595026777591599104'],4172368283
@CStewart_CS @KarenPenny2 @AlStewartOBE His latest guest on Jimmy Stewart and friends,2022-11-22T11:52:51.000Z,en,1595022493659561985,['1595022493659561985'],4172368283
@MartineBBC @Ri_Science @CentreProPolicy good luck with the conference MC.,2022-11-22T11:42:11.000Z,en,1595019810659778564,['1595019810659778564'],4172368283
@JAMESMARTlN @murrell_richard @chrisckmedia @njb @KasiaMadera spot todays mistake  blimey,2022-11-22T11:06:21.000Z,en,1595010790754508800,['1595010790754508800'],4172368283
@clemserrell happy birthday lovely have a fabulous day xx,2022-11-22T10:29:27.000Z,en,1595001507161640960,['1595001507161640960'],4172368283
"@StephConnellArt @BBCBargainHunt @VarietyGB @CTrevanion @Raj_Bisram @HansonsAuctions thats some jacket Mr B ,lordy",2022-11-22T08:56:02.000Z,en,1594977996619718656,['1594977996619718656'],4172368283
@_HannahClarkson @jonwyer @producertom @NessarTee @marmite i thought marmite girl was Zora .,2022-11-22T07:51:00.000Z,en,1594961632437805056,['1594961632437805056'],4172368283
@_HannahClarkson thinking of getting one of those duvet covers.,2022-11-22T07:50:25.000Z,en,1594961484903501824,['1594961484903501824'],4172368283
