lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1593539217623322624'],1580485390921879553,2022-11-18T09:38:50.000Z,"CHECKERS

Requirements:
+You must not have problems with transport of getting from and to work
+You must be able to be a team player and get the work done
+You should have at least 12 months experience...

Apply online: https://t.co/Ezx2PRNCw9",1593539217623322624
en,['1593538443753177089'],1580485390921879553,2022-11-18T09:35:46.000Z,"EXPRESS

Requirements:
-Matric certificate
-Forklift license
-Forklift experience
-Must live in Saulsville/Atteridgeville/Laudium/Olievenhoutbosch/Erasmia
-Must be a trustworthy person
-Must be punctual

Apply online: https://t.co/zkTikxYhhD",1593538443753177089
en,['1593233425015934981'],1580485390921879553,2022-11-17T13:23:44.000Z,"MOTHEO CONSTRUCTION GROUP

We are looking for employees with the following criteria:
-Must be registered with the MICT SETA and ETDP SETA
-Must be in possession of a level 5 or higher qualification with
-Must have at least 2 years training 
Apply online: https://t.co/YiGL8bcOnF",1593233425015934981
en,['1593167931328069638'],1580485390921879553,2022-11-17T09:03:29.000Z,"JOHANNESBURG WATER

Essential experience:
+ Grade 9
+ 1 year general working experience

Apply online: https://t.co/aMXJPJcIwb",1593167931328069638
en,['1593159931259387904'],1580485390921879553,2022-11-17T08:31:41.000Z,"THE FUEL COMPANY
Minimum requirements:
-Must have a reliable transport
-Obtained a grade 12 qualification
-Only exact personnel (African/Coloured/Indian)
-Documents to aid your application...

Apply online: https://t.co/ym5KUMRGXa",1593159931259387904
en,['1593149233842237440'],1580485390921879553,2022-11-17T07:49:11.000Z,"CITY OF JOHANNESBURG

The City of Johannesburg (CoJ) is offering bursaries to South African youth, to pursue full-time undergraduate studies in some of the technical and vocational study faculties. See site for more

Apply online: https://t.co/6bGHbZi173",1593149233842237440
en,['1592849961032757248'],1580485390921879553,2022-11-16T11:59:59.000Z,"EMPLOY A LAWYER-ES ASSOCIATES
Experience:
-A minimum of 3 years working in a conveyancing law firm...

Apply online: https://t.co/9AzfeKBmLs",1592849961032757248
en,['1592837671587811332'],1580485390921879553,2022-11-16T11:11:09.000Z,"BEACON QUANTITY SURVEYORS

Requirements:
*Good telephone skills
*A strong knowledge of Excel &amp; word
*Advantage  will be added if you have a BTECH or Diploma in Quantity Surveying (Not critical)...

Apply online: https://t.co/KKQGAseoxb",1592837671587811332
en,['1592820098376822784'],1580485390921879553,2022-11-16T10:01:19.000Z,"MEDICARE
Competencies:
-- Sales, switchboard and support
-- Strong administrative skills
-- Excellent financial acumen

Apply online: https://t.co/0nffydUYRS",1592820098376822784
en,['1592812528232693761'],1580485390921879553,2022-11-16T09:31:14.000Z,"CLOVER (YES)

Eligibility Criteria:
*Currently between 18-35 years old
*Has a grade 12

Apply online: https://t.co/8xcWkdLljF",1592812528232693761
en,['1592801382633189377'],1580485390921879553,2022-11-16T08:46:57.000Z,"PUMA ENERGY

-Requirements:
-Proven experience in extra-curricular activities
-Consistent academic excellence
-Graduated in the top 5% of your class
-Fresh graduate with Bachelor's degree (2022-2023)...

Apply online: https://t.co/UkhR9q9Vc1",1592801382633189377
en,['1592790922835943424'],1580485390921879553,2022-11-16T08:05:23.000Z,"Department of Employment &amp; Labour

Requirements:
+ 3 year relevant tertiary qualification in Social Science(Psychology/Public/Business Administration
+ 1 year functional experience in recruitment services

Apply online: https://t.co/5ypDyJuPTK",1592790922835943424
en,['1592534345881112576'],1580485390921879553,2022-11-15T15:05:50.000Z,"ADMINISTRATION CLERK: HR

Requirements:
Grade 12
Advantageous:
+ a National diploma/Degree in Administration related studies will be an added advantage

Apply online: https://t.co/gvqZ9AfO2z",1592534345881112576
en,['1592517375068356608'],1580485390921879553,2022-11-15T13:58:24.000Z,"COCA-COLA
Requirements:
-Grade 12
-Applications must be unemployed
-Must have both Mathematics/Maths literacy and English at 40%
-No experience required
-Advantageous:  valid code 8 driver's license will be advantageous

Apply online: https://t.co/Z5CbfwzfY3",1592517375068356608
en,['1592501337295839232'],1580485390921879553,2022-11-15T12:54:40.000Z,"@HonestNgobeni2 Hi Honest Ngobeni. Here is the email: 
WC-Applications@sassa.gov.za",1592501337295839232
en,['1592470821494468609'],1580485390921879553,2022-11-15T10:53:25.000Z,"VUWANI SECONDARY SCHOOL

Requirements:
+ South African ID/Smart card
+ No experience required

Apply online: https://t.co/xH7kkanCAj",1592470821494468609
en,['1592457268330909696'],1580485390921879553,2022-11-15T09:59:33.000Z,"EASTERN CAPE LIQUOR BOARD
INTERNSHIP
Required study fields:
-Supply Chain management/Logistics
-Legal services/Legal secretary/Paralegal
-Human Resources Management/Organisation
 -Development/Industrial Psychology...

Apply online: https://t.co/emfIbDcDMh",1592457268330909696
en,['1592441993271312384'],1580485390921879553,2022-11-15T08:58:51.000Z,"SAPS (Audit Committee)
Requirements:
+A relevant/appropriate professional Bachelor's &amp; Post graduate qualification in Accounting/Internal audit/risk management
+Willingness to serve the interests of the public in a responsible manner...

Apply online: https://t.co/889tMYbh9t",1592441993271312384
en,['1592430589269127170'],1580485390921879553,2022-11-15T08:13:33.000Z,"SUMMIT
-Requirements:
-Detailed Curriculum vitae
-Motivational letter
-A certified ID
-A certified copy of Matric certificate or highest qualification
-Proof of residence

Apply online: https://t.co/U7IEUxNstl",1592430589269127170
en,['1592159946409644032'],1580485390921879553,2022-11-14T14:18:06.000Z,"SPEC SAVERS
Requirements:
~~Previous retail or Optometric experience beneficial
~~Fluent in English and Zulu
~~Should be able to work well under pressure
~~Must be computer literate/Calico experience will be beneficial...

Apply online: https://t.co/aqW7TEv0Tn",1592159946409644032
en,['1592149014904209411'],1580485390921879553,2022-11-14T13:34:40.000Z,"SASSA
Minimum requirements:
*Candidates should hold a senior certificate
*At least 0-2 years working experience
*Computer literacy
*Valid driver's license

Apply online: https://t.co/tmC70NEvS4",1592149014904209411
en,['1592141693758984194'],1580485390921879553,2022-11-14T13:05:35.000Z,"SAPPI NGODWANA MILL

Candidate ought to possess:
-No experience
-Must reside in the neighbourhood
-Substantial driving permit
-Matric (Maths &amp; Science)/N3 in Engineering studies...

Apply online: https://t.co/0OE1wYp5Dt",1592141693758984194
en,['1592113241051877378'],1580485390921879553,2022-11-14T11:12:31.000Z,"MERCEDES BENZ SA
Requirements:
-Diploma/Degree in the following streams:
-Logistics
-Supply chain
-Human resource
-Mechanical/Electrical/Computer/Industrial Engineering
-Finance/accounting...

Apply online: https://t.co/xx3FFrkzpR",1592113241051877378
en,['1592080861960491015'],1580485390921879553,2022-11-14T09:03:51.000Z,"RANDWATER
Minimum Requirements:
+Must be literate
+Must be computer savvy
+Must at least possess of 12 months experience as a messenger in an ordinary admin environment
+Matric
+At least 1 year applicable administrative experience
Apply online: https://t.co/UJX6nHimr7",1592080861960491015
en,['1592072166052618241'],1580485390921879553,2022-11-14T08:29:18.000Z,"FIDELITY SECURITY SERVICES

-Minimum requirements:
-Should reside within Tembisa/East Rand area
-SAPS/navy journey will be beneficial
-PSIRA Grade B/A - Registered and accredited
-Matric or equivalent
-Drivers license (PDP)

Apply online: https://t.co/aJOHgTkQTg",1592072166052618241
en,['1592063553644949504'],1580485390921879553,2022-11-14T07:55:04.000Z,"ADENDORFF MACHINERY MART
Minimum requirements:
- National Senior Certificate

Apply online: https://t.co/J8NPPLCNUU",1592063553644949504
en,['1591071251828977664'],1580485390921879553,2022-11-11T14:12:01.000Z,"ASTRON ENERGY BURSARY

-Eligibility requirements:
-Must be south African
-Must be under 35
-Strong academic record
-Must be currently in matric or have completed
-Must be studying full-time towards the mentioned fields

Apply online: https://t.co/pPtq3NsyFB",1591071251828977664
en,['1591056512746934272'],1580485390921879553,2022-11-11T13:13:27.000Z,"FUTURE NATION SCHOOL

Experience:

-You must have at least 2 years experience in education environment. Be familiar with social media management, managing closing cycles and marketing and sales industry.

Apply online: https://t.co/jU1S6KjHaF",1591056512746934272
en,['1591040986817626112'],1580485390921879553,2022-11-11T12:11:46.000Z,"Small Enterprise Development Agency

Requirements:
*Matric (NQF L4)
*Degree/National diploma in accounting or financial management

Apply: https://t.co/hu6sxLSzKw",1591040986817626112
en,['1591040244409040896'],1580485390921879553,2022-11-11T12:08:49.000Z,"BURGISS
Requirements:

- A final year undergraduate
- A post graduate commerce degree in: Finance/Economics (NQF8)
-Must be productive in a team and individually
-Must have analytical thinking capability...

Apply online: https://t.co/bniz08ukas",1591040244409040896
en,['1591039584598573056'],1580485390921879553,2022-11-11T12:06:11.000Z,"FRIDAY TIP💡

Send follow-up emails. Doing a follow -up in general for everything shows seriousness and concern. It is highly recommended as well when applying for jobs because by so doing, you have the chances of remaining memorable to your employer.",1591039584598573056
en,['1590693769573445633'],1580485390921879553,2022-11-10T13:12:02.000Z,"OUTSIDE CAPITAL

Experience:
-Tertiary qualification
-Active salesforce applications
-6+ years experience on salesforce
-Web development background...

Apply online: https://t.co/cWnTfiyxnD",1590693769573445633
en,['1590676921201078273'],1580485390921879553,2022-11-10T12:05:06.000Z,"CITY LOGISTICS

Minimum requirements:
-Full knowledge of transport regulations and operation of vehicles
-Matric and a certificate as a driver trainer would be preferred
-Have code 10 code EC driving experience with valid PRDP...

Apply online: https://t.co/PL7caeuUvE",1590676921201078273
en,['1590666801490206722'],1580485390921879553,2022-11-10T11:24:53.000Z,"MPC RECRUITMENT
Minimum Requirements:

-Matric
-Graduates from a technical college with a sales flair or
-A marketing graduate who has technical ability and a sales flair.

Apply online: https://t.co/SW4Zq19wsC",1590666801490206722
en,['1590666232071860224'],1580485390921879553,2022-11-10T11:22:37.000Z,"GEEKS4LEARNING

Education
Grade 12 is essential:

Maths (Minimum Level 4 – 50%)
English (Minimum Level 4 – 50%)
Maths Literacy (Minimum Level 5 - 60% )
2nd language (Minimum Level 4 – 50%)
National Diploma or Degree in Information Technology

Apply online: https://t.co/fxdv4Hp0C9",1590666232071860224
en,['1590664443465109504'],1580485390921879553,2022-11-10T11:15:31.000Z,"PEPKOR LOGISTICS

QUALIFICATION/EXPERIENCE:
Business/ Financial Administration Certificate (NQF level 5 or above)
Min 2-3 years experience in a similar role (Logistical industry exposure advantageous)...

Apply online: https://t.co/8nHGpZS13j",1590664443465109504
en,['1590608286164082689'],1580485390921879553,2022-11-10T07:32:22.000Z,"DUNNS STORE

Qualifications
Matric
Attention to detail
Tolerance for stress
High stage of integrity or initiative
Ability to speak with people
Capable of planning each day duties effectively
Must be computer savvy...

Apply online: https://t.co/iyxZbDmiCo",1590608286164082689
en,['1590328506885738497'],1580485390921879553,2022-11-09T13:00:37.000Z,"VERMEULENS BUILD IT

Desired Requirements:
-Grade 12
must be computer savvy
-Previous sales experience in similar position
-Hardware knowledge will be an added advantage

Apply online: https://t.co/1aF3npjrMU",1590328506885738497
en,['1590309471334854656'],1580485390921879553,2022-11-09T11:44:59.000Z,"UDM

Minimum requirements:
-Matric
-South African citizen
-No criminal record

Apply online: https://t.co/2iCkkQ882O",1590309471334854656
en,['1590282362893762560'],1580485390921879553,2022-11-09T09:57:15.000Z,"DELI SPICES HEADQUARTERS

Qualifications &amp; skills:
-Attention to detail
-Customer focused
-Substantial knowledge of ERP systems
-Matric
-Minimum 2 years experience within the food manufacturing or equivalent experience

Apply online: https://t.co/v66ENNBAUs",1590282362893762560
en,['1590265978554028032'],1580485390921879553,2022-11-09T08:52:09.000Z,"MEDTRONIC

Job Qualifications:
-Bachelor of Health Science in Clinical Technology-Compulsory

Apply online: https://t.co/tmmFkcpbzS",1590265978554028032
en,['1590256138012200960'],1580485390921879553,2022-11-09T08:13:03.000Z,"RCL FOODS

Minimum Education Requirements:
*Completed SAICA articles at an Audit firm and minimum of ITC exams passed
*Good academic results

Apply online: https://t.co/PoMvgbSAgG",1590256138012200960
en,['1590255503015571456'],1580485390921879553,2022-11-09T08:10:32.000Z,"MOTUS AFTERMARKETS PARTS
Requirements:
Must be between 18-35 years in age
Certified copy of ID
Must be based in Gauteng
Must be unemployed at time of appointment
No preceding work experience-desirable
Clear criminal record

Apply online: https://t.co/sqAB7HwkAi",1590255503015571456
en,['1589885558163066880'],1580485390921879553,2022-11-08T07:40:30.000Z,"PSIRA
Requirements:
National diploma/degree in Accounting or related qualification
Knowledge of PSIRA and debt collection
Recognition of prior learning and applicable knowledge

Apply online: https://t.co/FkZOJUf3u4",1589885558163066880
en,['1589619145007837190'],1580485390921879553,2022-11-07T14:01:52.000Z,"CLAREMONT HIFH SCHOOL

Requirements:
+Passion for education in SA
+Social Media skills required
+Fundraising and marketing experience essential
+Well organised, good written &amp; verbal communication skills

Apply online: https://t.co/elatz3IxKH",1589619145007837190
en,['1589617453289869314'],1580485390921879553,2022-11-07T13:55:09.000Z,"TRUWORTHS

Qualification:
*South African Citizen
*Graduate with the relevant completed degree(BCom general/BAdmin/B.Bus Admin)

Apply online: https://t.co/VLXMbqvuhM",1589617453289869314
en,['1589585450817056768'],1580485390921879553,2022-11-07T11:47:59.000Z,"BMK LOGISTICS

&gt;Qualifying Criteria:
&gt;Matric certificate
&gt;Experience within the logistics industry
&gt;Knowledge of MS Office suite (MS Word, MS Excel, Outlook &amp; Power Point)
&gt;Qualification in supply chain management

Apply online: https://t.co/y31QAw4GiQ",1589585450817056768
en,['1589559204322631690'],1580485390921879553,2022-11-07T10:03:41.000Z,"BEAM TREE
Major requirements:
&gt;A minimum of  1 year experience working in a restuarant kitchen
&gt;A professional chef qualification will be advantageous
&gt;Must be South African

Apply online: https://t.co/H2LVvJMsdM",1589559204322631690
en,['1589550298753744896'],1580485390921879553,2022-11-07T09:28:18.000Z,"TYCH
Requirements:
*Bachelor's degree or diploma in civil engineering
*Must have a computer
*Developing construction plans and resource requirement
*Study the constructability and offer technical advice to construction team...

Apply online:  https://t.co/mhzVCQmcMa",1589550298753744896
en,['1589536499644928000'],1580485390921879553,2022-11-07T08:33:28.000Z,"SAPS
Generic Requirements:
~Must not have have any tattoos visible when wearing the SAPS uniform
~Applicants must display competency in the post-specific core functions
Applicants will be subjected to a vetting process...

Apply online: https://t.co/106Fqq9QU2",1589536499644928000
en,['1589516901864345600'],1580485390921879553,2022-11-07T07:15:35.000Z,"DEPT. AGRICULTURE, LAND REFORM &amp; RURAL DEVELOPMENT RECRUITING: Driver
Requirements:
-A Grade 10 certificate/ABET
-Valid code 8 driver's license
-Familiar with the cities where the function will be performed...

Apply online: https://t.co/jCr2kVzAx2",1589516901864345600
en,['1588550218391629824'],1580485390921879553,2022-11-04T15:14:20.000Z,"XIANITY

Requirements:
Male/Female
Age must be between 16-35
Minimum of 0-5 years
Minimum of Bachelor's degree
Adequate qualificationsin related fields

Apply online:  https://t.co/pz0OYj15Lu",1588550218391629824
en,['1588522396197457927'],1580485390921879553,2022-11-04T13:23:47.000Z,"INTERCON RECRUITMENT
DUTIES:
Supervise the pulling of stock, if required, pull the stock
Reply to all emails
Supervise of loading vehicle
Report accidents and damage of vehicles...

APPLY ONLINE: https://t.co/TWtXDt9fzr",1588522396197457927
en,['1588486010299875328'],1580485390921879553,2022-11-04T10:59:12.000Z,"SERITI COAL MINE
Requirements:

*N2 and the four relatde subjects
*Trade theory in the trade relevant aspects
*A minimun of symbol E
*Must be willing to work flexible hours including standby and over time...

Apply online: https://t.co/cX9xpyy9J5",1588486010299875328
en,['1588467705471975424'],1580485390921879553,2022-11-04T09:46:27.000Z,"TUT
Requiremnets:

Graduate in Sports management
A well performing student
Must be computer literate
Successful candidates must be will to working after hours and weekends
Knowledge and experience 

Apply online: https://t.co/Sh7F0Iuudx",1588467705471975424
en,['1588456837971873792'],1580485390921879553,2022-11-04T09:03:16.000Z,"FIDELITY SECURITY GROUP
Requirements:
~Valid driver's license
~Clear criminal record
~Willing to job rotate
~Must be computer savvy
~Own reliable transport
~0-1 year experience...

Apply online: https://t.co/hEdL0gaaxb",1588456837971873792
en,['1588440363764973568'],1580485390921879553,2022-11-04T07:57:49.000Z,"DHET (Mthashana College)
Requirements:
-A valid driver's license (Code 😎
-Grade 10
-A Public Driving Permit
-Your experience must have a traceable reference
-Knowledge of relevant prescripts, and procedure...

Apply online: https://t.co/uuySea7TOH",1588440363764973568
en,['1588429998377304064'],1580485390921879553,2022-11-04T07:16:37.000Z,"FRIDAY TIP💡
Network. when you interact with other parties professionally , you are expanding yourself for a job opportunity simultaneously. It is easier for you to be referred to by other people due to you known skills or profession. 

#JobSeekersSA",1588429998377304064
en,['1588429482574348288'],1580485390921879553,2022-11-04T07:14:34.000Z,"BOXER STORE

+Location: Nation wide
+Salary: Market related
+Job type: Traineeship

Apply online: https://t.co/a17cA5PPUw",1588429482574348288
en,['1588188761493487616'],1580485390921879553,2022-11-03T15:18:02.000Z,"SA TAXI

We have a number of market-leading internship offering for a period of 12 months fixed tern employment. You will receive a monthly stipend, plus valuable coaching and mentoring to apply the practical skills of your qualification.

Apply online: https://t.co/cKtyKk1EqO",1588188761493487616
en,['1588170900549017601'],1580485390921879553,2022-11-03T14:07:04.000Z,"ESKOM

Electrical Apprentices Minimum Requirements:
+Grade 12 with 50% pass in Maths, Physical Science and English OR
+N3 Engineering with 50% pass in Maths, Physical Science 50% and English 40% OR
+NCV Level 4 with Physical Science 50%...

Apply online: https://t.co/yrD2TQgPah",1588170900549017601
en,['1588098899696287744'],1580485390921879553,2022-11-03T09:20:57.000Z,"Jobs/Learnerships plug&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
https://t.co/4tTrPPSA2a
https://t.co/Uwc3L0EQwZ

#JobSeekersSA | #Checkpoint",1588098899696287744
en,['1588098176657006592'],1580485390921879553,2022-11-03T09:18:05.000Z,"EDWARD SNELL &amp; CO
Requirements:
-Grade 12 or equivalent (with minimum 50% pass in 2 languages and mathematics
-Applicants must be between the ages of 18-30
-Applicants must be fit towork on a packaging line...

Apply online: https://t.co/4tTrPPSA2a",1588098176657006592
en,['1588087528170610689'],1580485390921879553,2022-11-03T08:35:46.000Z,"PALABORA MINING COMPANY

Selection/Qualifying criteria:
+Must be South African
+Must be aged between the ages of 18-35
+Must have a clear criminal record
+Preference will be given to candidates with excellent academic record...

Apply online: https://t.co/9WGZb9UpLn",1588087528170610689
en,['1588077350842994688'],1580485390921879553,2022-11-03T07:55:20.000Z,"VKB GROUP LEARNERSHIP
Requirements:
Unemployment individuals only
Qualification equivalent to grade 12
Competent in basic Mathematics
Computer literate in MS Office will be an advantage
Constantly adding value to the business

Apply online:  https://t.co/mHXVrO9j6E",1588077350842994688
en,['1588064346877444097'],1580485390921879553,2022-11-03T07:03:39.000Z,"PG GROUP
Entry Requirements:
*Grade 12/TVET with English and Mathematics marks of 50% or above
*Must be 18-30 years of age

Apply online:  https://t.co/IyhQlCDAlO",1588064346877444097
en,['1587810728014237696'],1580485390921879553,2022-11-02T14:15:52.000Z,"LEJWELEPUTSWA DISTRICT MUNICIPALITY
Requirements:
+Preference will be given to peole from previously +disadvantaged groups
+A recognised 3-year diploma in Financial management (Accounting/Finance) Literary...

Apply: https://t.co/8jfq8ef7sy",1587810728014237696
en,['1587799607148482561'],1580485390921879553,2022-11-02T13:31:40.000Z,"MEDIA24
~Requirements:
~Drive, energy and basic awesomeness
~Excellent storytelling skills both in words and in video format
~Ability to cope under pressure
~Good knowledge of adobe premiere pro
~Excellent general knowlegde...

Apply online: https://t.co/QqfcpHA03M",1587799607148482561
en,['1587787817647841283'],1580485390921879553,2022-11-02T12:44:50.000Z,Apply online: https://t.co/wVItBwDy3l,1587787817647841283
