author_id,lang,id,created_at,edit_history_tweet_ids,text
2210672052,en,1595145344098406401,2022-11-22T20:01:01.000Z,['1595145344098406401'],@wabmaster His arguments fall flat. So not a candidate for Mensa.
2210672052,en,1595132884633149440,2022-11-22T19:11:30.000Z,['1595132884633149440'],"@SteveGuest @n7cpu1 Illegals in Washington the City, and maybe outside the VP residence has caused a kerfuffle."
2210672052,en,1595124343033729024,2022-11-22T18:37:34.000Z,['1595124343033729024'],"@SteveGuest @n7cpu1 Well, dang. Seems it's all unraveling. Pull one thread and then another. Keep it up."
2210672052,und,1595113644085239808,2022-11-22T17:55:03.000Z,['1595113644085239808'],@LivePDDave1 🤣🤣🤣
2210672052,en,1595111744086560768,2022-11-22T17:47:30.000Z,['1595111744086560768'],@StevePratico Nodding my head like bobble doll
2210672052,en,1595110949761216512,2022-11-22T17:44:20.000Z,['1595110949761216512'],"@StevePratico Yes, Oh very much YES!"
2210672052,en,1595110749277671425,2022-11-22T17:43:33.000Z,['1595110749277671425'],@StevePratico Better be if the GOP knows what's good for them!
2210672052,und,1595109503082860544,2022-11-22T17:38:35.000Z,['1595109503082860544'],@trapperjohn37 👍
2210672052,en,1595104356944445443,2022-11-22T17:18:08.000Z,['1595104356944445443'],"@catturd2 As far as I am concerned, Fauci is a discredited death merchant."
2210672052,en,1595087678802132992,2022-11-22T16:11:52.000Z,['1595087678802132992'],@RepAndyBiggsAZ @cosari_linda We'll hold you to that - Light the griddle &amp; grill him until well past burnt.
2210672052,en,1595081131266781184,2022-11-22T15:45:51.000Z,['1595081131266781184'],@catturd2 Well past sick.
2210672052,en,1595079494792261632,2022-11-22T15:39:21.000Z,['1595079494792261632'],@RotNScoundrel Heard it my memory before I even clicked PLAY
2210672052,en,1595078878141161473,2022-11-22T15:36:54.000Z,['1595078878141161473'],@Windoctorx Beats the heck out of me.
2210672052,en,1595071438960365569,2022-11-22T15:07:20.000Z,['1595071438960365569'],"@DLA0318 Ideally, the NWO would like say over children, not parents. Why did the feds investigate parents at school board meetings?
If that's not a feature of Communist doctrine, I don't what is."
