id,edit_history_tweet_ids,created_at,author_id,lang,text
1595195167102885893,['1595195167102885893'],2022-11-22T23:18:59.000Z,1555135230746529792,en,"RT @MillfClub: 40 years, looking for friends on twitter to exchange whatsapp. Want to see my secret Facebook?
RT 👉DM😘 https://t.co/E9vaf7Nu…"
1595195127391293447,['1595195127391293447'],2022-11-22T23:18:50.000Z,1555135230746529792,en,RT @Sweethaylx: Mommy’s body... do I need a gym session? Be sincere! 🙈 https://t.co/IUAlmabDp6
1595195114577661957,['1595195114577661957'],2022-11-22T23:18:47.000Z,1555135230746529792,tr,RT @susbiq: Yeniyim ekle Takipleşelim canim çok yeni 👗🖤🤩
1595195107413729282,['1595195107413729282'],2022-11-22T23:18:45.000Z,1555135230746529792,en,RT @GainsDrive: connect with the first likers 😂♘
1595195089483177985,['1595195089483177985'],2022-11-22T23:18:41.000Z,1555135230746529792,en,"RT @MayleeWife: I switched from Facebook to Twitter, mind if follow you? https://t.co/5XorB6iStH"
1595195078355685378,['1595195078355685378'],2022-11-22T23:18:38.000Z,1555135230746529792,en,"RT @my_lungs: Congrats to Dr. Viral Gandhi &amp; team at Lovelace Medical Center in Albuquerque, NM for launching their Zephyr Valve program an…"
1595194845127184384,['1595194845127184384'],2022-11-22T23:17:43.000Z,1555135230746529792,en,RT @Annamariix: Should I send you naughty pics while you’re gaming? 😽 https://t.co/V3zDOh8lsg
1595194186684416001,['1595194186684416001'],2022-11-22T23:15:06.000Z,1555135230746529792,en,"RT @ayoola_sirm: Throwback to these “IF SUPERHEROES WERE IN NIGERIA” thread 🧵 😂😂😂

Let’s go https://t.co/YrlFY2f7iw"
1595194174613213187,['1595194174613213187'],2022-11-22T23:15:03.000Z,1555135230746529792,en,"RT @Megan3_m: I need new friends on facebook, who wants to add me? https://t.co/bQr2lEUjRl"
1595194158993514496,['1595194158993514496'],2022-11-22T23:14:59.000Z,1555135230746529792,en,RT @ClaireFoxx1: I canceled my Facebook! I need friends on Twitter! 😋 https://t.co/75JmjVLjEj
1595194148742725635,['1595194148742725635'],2022-11-22T23:14:56.000Z,1555135230746529792,en,RT @wany0ike: @piersmorgan We are okay sir
1595194104908058625,['1595194104908058625'],2022-11-22T23:14:46.000Z,1555135230746529792,qam,@alfuratyalatiqe @clive27526183
1595194072137957378,['1595194072137957378'],2022-11-22T23:14:38.000Z,1555135230746529792,en,"RT @marriedmothersd: Can a grandmother who likes MMA, NFL and movies based on true stories follow you?❤️💋 https://t.co/vSpbpWdZyl"
1595194028332666881,['1595194028332666881'],2022-11-22T23:14:28.000Z,1555135230746529792,en,RT @Cjamehk: Rigathi Gachagua will still blame Raila Odinga for importing GMO maize planning to kill maize farming in the country 🙄
1595193984900632579,['1595193984900632579'],2022-11-22T23:14:17.000Z,1555135230746529792,es,RT @Dreamdaisyx: quien se anime a cogerme? 💓 https://t.co/vWxkpZbV9u
1595193962830221313,['1595193962830221313'],2022-11-22T23:14:12.000Z,1555135230746529792,en,"RT @Ammar_Kassim8: Kenya took the largest delegation to COP27 to discuss  climate change. And when they came back,they cut down baobab tree…"
1595193918672584704,['1595193918672584704'],2022-11-22T23:14:02.000Z,1555135230746529792,en,"RT @MaxySantty: Let's gain massively, follow for follow back comment, like and and follow whoever Rt"
1595193902184775685,['1595193902184775685'],2022-11-22T23:13:58.000Z,1555135230746529792,en,RT @travelerdoor: Here are 35 unusual Japanese items that are completely normal to the people there 😲🤯
1595193760304054273,['1595193760304054273'],2022-11-22T23:13:24.000Z,1555135230746529792,en,"RT @Portia_boateng1: Respect yourself enough to walk away from anything that no longer serves you, grows you, or makes you happy. https://t…"
1595193722958143488,['1595193722958143488'],2022-11-22T23:13:15.000Z,1555135230746529792,en,RT @Yoh_crushie: Dating a comrade was fun until?? 😂💀
1595193705694199809,['1595193705694199809'],2022-11-22T23:13:11.000Z,1555135230746529792,en,"RT @Mille88MM: Can a mom who likes MMA, NFL and poker dating you?❤️💋 https://t.co/SY2RxhJfRC"
1595193682055122951,['1595193682055122951'],2022-11-22T23:13:05.000Z,1555135230746529792,in,@gabrieloguda Seeikali ya Mtu wa bodaboda ameni piga nyongolo leo tao
1595192470018605057,['1595192470018605057'],2022-11-22T23:08:16.000Z,1555135230746529792,en,"RT @gabrieloguda: Nikiweka Bibilia Chini Hivi, Hao Cartels Wataniona, And Other Short Stories."
1595192429778550784,['1595192429778550784'],2022-11-22T23:08:07.000Z,1555135230746529792,qam,@iamjuddah @clive27526183
1595192391643930627,['1595192391643930627'],2022-11-22T23:07:58.000Z,1555135230746529792,en,RT @neidhartjenni: A solid throwback from the summer with my sissy! Who else is missing Summer?! 🥹🌴💞 https://t.co/7KbQAiZdsD
