created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T23:08:03.000Z,1595192413005512707,"🙌 @jpearce05

🔴⚪️ #cafc https://t.co/cjLomAcDr9",63687427,['1595192413005512707'],und
2022-11-22T23:00:00.000Z,1595190389207494656,"👏 A huge thank you to the travelling Addicks for supporting our youngsters tonight.

↗️ Wishing you all a safe journey home.

🔴⚪️ #cafc https://t.co/4o0qt9rxbd",63687427,['1595190389207494656'],en
2022-11-22T22:30:00.000Z,1595182837912637440,"❤️ Moments to remember for @danielkanu_ and @k_aando tonight...

🔴⚪️ #cafc | #MadeInCharlton https://t.co/JsXVjXAUhN",63687427,['1595182837912637440'],en
2022-11-22T22:29:53.000Z,1595182809748062209,"👊 @NathanAsiimwe2 

🔴⚪️ #cafc https://t.co/a2ktMB5uO7",63687427,['1595182809748062209'],und
2022-11-22T22:02:46.000Z,1595175985418506240,"🗣 Assistant Coach Scott Marshall on a valiant effort from our young players at Plymouth this evening. 

🔴⚪️ #cafc https://t.co/rdaAMwHDIg",63687427,['1595175985418506240'],en
2022-11-22T21:50:32.000Z,1595172907394732043,"👏 @danielkanu_ 

🔴⚪️ #cafc https://t.co/TVNBANp859",63687427,['1595172907394732043'],und
2022-11-22T20:54:48.000Z,1595158879125483522,"⏹️ A youthful Charlton side bow out of the @PapaJohnsTrophy 🏆

🔴⚪️ #cafc https://t.co/CGoKUdrXUr",63687427,['1595158879125483522'],en
2022-11-22T20:53:39.000Z,1595158589861396480,"⚽ @k_aando 

The ball falls invitingly for debutant Anderson, who drills home!

#pafc 3 #cafc 2 https://t.co/AietDou1V2",63687427,['1595158589861396480'],en
2022-11-22T20:51:57.000Z,1595158165041328128,"90+2' 🎯 GOAL! On debut!!!

#pafc 3 #cafc 2 https://t.co/acAtYSUJpR",63687427,['1595158165041328128'],en
2022-11-22T20:50:20.000Z,1595157754993430528,"90+1' 3️⃣ added minutes... 
 
#pafc 3 #cafc 1",63687427,['1595157754993430528'],en
2022-11-22T20:50:14.000Z,1595157729844289538,"90' 😬 Close from Chin...

The full-back curls just wide of Burton's left upright. 
 
#pafc 3 #cafc 1",63687427,['1595157729844289538'],en
2022-11-22T20:43:53.000Z,1595156135312506880,"83' 😬 Big chance for Argyle...

Roberts gets played through on goal but he drags his effort wide.
 
#pafc 3 #cafc 1",63687427,['1595156135312506880'],en
2022-11-22T20:36:11.000Z,1595154195371499520,"75' 🔄 A debut for Karoy Anderson 👏

🔛 Anderson
↩️ Henry
  
#pafc 3 #cafc 1",63687427,['1595154195371499520'],en
2022-11-22T20:35:13.000Z,1595153954463252487,"75' ⏸️ Break in play here as Elerewe receives treatment...

The centre-back fell awkwardly after going in for a header at the far post.  
  
#pafc 3 #cafc 1",63687427,['1595153954463252487'],en
2022-11-22T20:31:14.000Z,1595152950384631819,"71'  ✈️ Henry lets fly...

The midfielder picks up a loose ball on the halfway line and tries his luck, but his effort goes just over.
  
#pafc 3 #cafc 1",63687427,['1595152950384631819'],en
2022-11-22T20:06:42.000Z,1595146775752589353,"46' Goal Argyle.

Roberts adds the hosts' third.
 
#pafc 3 #cafc 1",63687427,['1595146775752589353'],en
2022-11-22T20:05:51.000Z,1595146560253444107,"⏯️ 46' 🔙 under way in Devon...

🔄 One change...

🔛 Rylah
↩️ Forster-Caskey

🔴⚪️ #cafc",63687427,['1595146560253444107'],en
2022-11-22T19:47:51.000Z,1595142032271581184,"⏸️ Behind at the break.

🔴⚪️ #cafc",63687427,['1595142032271581184'],en
2022-11-22T19:47:46.000Z,1595142012034072588,"45+2' 😲 Big chance for Ennis...

The striker somehow heads over from close range. 
 
#pafc 2 #cafc 1",63687427,['1595142012034072588'],en
2022-11-22T19:45:41.000Z,1595141488387801089,"45+1' 2️⃣ added minutes... 
 
#pafc 2 #cafc 1",63687427,['1595141488387801089'],en
2022-11-22T19:39:36.000Z,1595139957726887939,"39' 💪 Strong play from Campbell...

The winger wins the ball down the left and crosses for Payne, who steers just wide.
 
#pafc 2 #cafc 1",63687427,['1595139957726887939'],en
2022-11-22T19:37:14.000Z,1595139361892450322,"36' 🤏 Kanu goes close...

The forward steals possession from Halls but Burton is out quickly to smother the ball.

#pafc 2 #cafc 1",63687427,['1595139361892450322'],en
2022-11-22T19:28:35.000Z,1595137182024466432,"28' 💪 Big block from Mitchell...

The defender bravely denies Cosgrove. 

#pafc 2 #cafc 1",63687427,['1595137182024466432'],en
2022-11-22T19:20:56.000Z,1595135260592947206,"20' 😬 Close from Campbell!

The winger forces Burton into a smart stop and the rebound just evades Payne.

#pafc 2 #cafc 1",63687427,['1595135260592947206'],en
2022-11-22T19:17:43.000Z,1595134449863344145,"17' 🧤 Harness is forced into action...

The stopper palms away Roberts' drive. 

#pafc 2 #cafc 1",63687427,['1595134449863344145'],en
2022-11-22T19:15:15.000Z,1595133826593968128,"15' Goal Argyle.

Ennis capitalises on a defensive mix-up to fire the hosts ahead.

#pafc 2 #cafc 1",63687427,['1595133826593968128'],en
2022-11-22T19:13:20.000Z,1595133345276608531,"13' Goal Argyle.

Cosgrove draws the hosts level, latching onto Ennis' through ball and drilling past Harness.

#pafc 1 #cafc 1",63687427,['1595133345276608531'],en
2022-11-22T19:11:56.000Z,1595132993131216897,"11' 🟨 Booking for Henry.

The midfielder mistimes his challenge on Miller.

#pafc 0 #cafc 1",63687427,['1595132993131216897'],en
2022-11-22T19:10:22.000Z,1595132599042985984,"⚽ @danielkanu_ 

💪 Kanu steals possession from Halls in the final third and although Burton saves his initial effort, the striker is on hand to bury the rebound! 

#pafc 0 #cafc 1 https://t.co/tareppKmn5",63687427,['1595132599042985984'],en
2022-11-22T19:08:29.000Z,1595132124943683584,"8' 🎯 GOAL! KANUUUUU!!

#pafc 0 #cafc 1 https://t.co/64U6ZBkNAh",63687427,['1595132124943683584'],in
2022-11-22T19:08:08.000Z,1595132038801244166,"7' 🎯 Campbell takes aim.

The winger takes the ball past Craske before shooting over on the angle.

#pafc 0 #cafc 0",63687427,['1595132038801244166'],en
2022-11-22T19:00:33.000Z,1595130128400629765,"▶️ KICK-OFF | 1' Off and running at Home Park...

UTA! 🗡️

🔴⚪️ #cafc",63687427,['1595130128400629765'],en
2022-11-22T18:50:00.000Z,1595127472948903936,"💪 Warm-ups in the bag ✅

⏳ Kick-off is just 🔟 minutes away here at Home Park…

🔴⚪️ #cafc",63687427,['1595127472948903936'],en
2022-11-22T18:40:00.000Z,1595124956278378497,"🔜 Full debut 🙌

🔴⚪️ #cafc",63687427,['1595124956278378497'],en
2022-11-22T18:30:00.000Z,1595122442384674825,"🧤

🔴⚪️ #cafc",63687427,['1595122442384674825'],und
2022-11-22T18:25:00.000Z,1595121181652389894,"⌚ Time to get warm...

🔴⚪️ #cafc https://t.co/vOFIvc0ZXs",63687427,['1595121181652389894'],en
2022-11-22T18:05:00.000Z,1595116148772642819,"⚪ Payne captains a youthful Charlton side
⚪ Asiimwe set for full debut
⚪ Toure, Oguntayo and Kedwell named in a senior squad for the first time

🔴⚪️ #cafc",63687427,['1595116148772642819'],en
2022-11-22T18:00:01.000Z,1595114895200194572,"🚨 TEAM NEWS 🔢

🏆 Your Addicks to take on Plymouth Argyle...

🔴⚪ #cafc https://t.co/fh0vLfxBkZ",63687427,['1595114895200194572'],en
2022-11-22T17:55:18.000Z,1595113708551815168,"👋 The lads have arrived...

⏱️ Team news is coming your way in 5️⃣ minutes.

🔴⚪️ #cafc",63687427,['1595113708551815168'],en
2022-11-22T16:30:00.000Z,1595092242628321280,"📍 Home Park

🔴⚪️ #cafc https://t.co/pAcn1JpLdo",63687427,['1595092242628321280'],en
2022-11-22T16:00:57.000Z,1595084931796967425,"🗓️ Wednesday, December 21st (1pm KO GMT)
🆚 Fulham U21s
🏆 Premier League Cup
🏟️ Princes Park

🔴⚪️ #cafc",63687427,['1595084931796967425'],en
2022-11-22T15:00:03.000Z,1595069603654287362,"📺 Where are you following the Addicks from today?

Let us know!👇

🔴⚪ #cafc",63687427,['1595069603654287362'],en
2022-11-22T14:00:00.000Z,1595054494315855873,"ℹ️ Your one-stop Tweet with everything you need to get set for today's 
@PapaJohnsTrophy clash at Plymouth ⤵️

🔴⚪️ #cafc",63687427,['1595054494315855873'],en
2022-11-22T13:00:02.000Z,1595039402530549760,"📝 In text
📺 On video

🎙️ Scott Marshall previews today's @PapaJohnsTrophy tie...

🔴⚪️ #cafc",63687427,['1595039402530549760'],en
