text,lang,author_id,created_at,id,edit_history_tweet_ids
RT @OceanCityDental: #Shorts POV You’re on set of an HGTV show | HGTV https://t.co/g6KplDobiR,en,1044630630682816513,2022-11-22T22:35:04.000Z,1595184114197737473,['1595184114197737473']
RT @OceanCityDental: Ultimate Living Room Makeover! | Flip or Flop | HGTV https://t.co/Xk5GyiqwEO,en,1044630630682816513,2022-11-22T22:35:02.000Z,1595184106220158977,['1595184106220158977']
Popular NFL Games Led To County-Wide Covid Spikes At Height Of Pandemic—As Researchers Seek To Understand Superspreader Events https://t.co/39XTtMB48D,en,1044630630682816513,2022-11-22T20:20:08.000Z,1595150155439042560,['1595150155439042560']
"New Pfizer-BioNTech Covid Vaccine Is More Effective Than The Original, Study Shows https://t.co/qWtAVbUO3t",en,1044630630682816513,2022-11-22T20:20:06.000Z,1595150147683766272,['1595150147683766272']
Bill Gates’ Foundation Pledges $7 Billion To Support Africa Health And Agriculture https://t.co/srRxmfCiVo,en,1044630630682816513,2022-11-22T20:20:04.000Z,1595150140259852289,['1595150140259852289']
RT @LogoArchitect: VIVIDESIGN Group -  Top Ten Wine Varieties/Styles To Pair With Thanksgiving Turkey https://t.co/qvwbow3BAy  - Call 270-7…,en,1044630630682816513,2022-11-22T20:18:47.000Z,1595149819076837376,['1595149819076837376']
RT @LogoArchitect: VIVIDESIGN Group -  FTX Collapse: A ‘Substantial Amount’ Of Assets Are Missing And May Have Been Stolen https://t.co/zts…,en,1044630630682816513,2022-11-22T20:18:46.000Z,1595149811883597826,['1595149811883597826']
RT @LogoArchitect: VIVIDESIGN Group -  Musk Delays Relaunch Of Twitter Blue Until There Is ‘High Confidence’ Of Stopping Impersonators http…,en,1044630630682816513,2022-11-22T20:18:44.000Z,1595149805151735808,['1595149805151735808']
RT @LogoArchitect: VIVIDESIGN Group -  New High School Basketball National Championship Event To Launch In 2023 Supported By NBA Players As…,en,1044630630682816513,2022-11-22T20:18:43.000Z,1595149798767988737,['1595149798767988737']
RT @LogoArchitect: VIVIDESIGN Group -  Denver Broncos: Time To Pull The Plug On Disastrous Nathaniel Hackett Hire https://t.co/dus23Xt38U…,en,1044630630682816513,2022-11-22T20:18:41.000Z,1595149791708991488,['1595149791708991488']
