lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595133485701660672'],1544263290196561920,2022-11-22T19:13:53.000Z,RT @YousefA15346417: Rt. Taliban forces carried out a largescale and sustained offensive from September1998 to January 1999 in several vill…,1595133485701660672
fa,['1594924150686203909'],1544263290196561920,2022-11-22T05:22:04.000Z,"RT @L_jafari_77: میگویند نسل‌کشی نگویید ، بگويندچه بگوييم؟
 شنبه ۱۴اسد۱۳۹۶ در ولایت سرپل در روستای  هزاره نشین میرزااولنگ طالبان ۵۲ نفر از…",1594924150686203909
en,['1594740868853940241'],1544263290196561920,2022-11-21T17:13:46.000Z,"RT @KazimTamim: August 8, 1998, Taliban militia forces captured the city of Mazar-i Sharif.
Afghanistan, the only major city controlled by…",1594740868853940241
fa,['1594642769204711426'],1544263290196561920,2022-11-21T10:43:57.000Z,"RT @azada321: #StopHazaraGenocide
#StopHazaraGenocide
#StopHazaraGenocide
حادثه غم انگیز بود یادم است 
خداوند نابود کند دشمنان هزاره را",1594642769204711426
fa,['1594523653391122432'],1544263290196561920,2022-11-21T02:50:38.000Z,"RT @Karbang_1: به امید بهبودی کامل صبرینا
#StopHazaraGenocide https://t.co/FMaOlXHWTM",1594523653391122432
fa,['1594393764465876992'],1544263290196561920,2022-11-20T18:14:30.000Z,"@pooyarezayee @NajafiSofiya این عکس از لت و کوپ یک ترنس توسط یک گروه در پاکستان است
نوت: طالبان خوب نیستند 
#StopHazaraGenocide",1594393764465876992
en,['1594376041937702914'],1544263290196561920,2022-11-20T17:04:05.000Z,"The vision of better future doesn't have to deny the crimes and suffering of present
#StopHazaraGenocide",1594376041937702914
fa,['1594347915983847424'],1544263290196561920,2022-11-20T15:12:19.000Z,RT @Safariontweeter: عبدالرحمان خان در جنگ با هزاره ها از آدرس دولت، دو بار شکست خفت بار را تجربه کرد. اما بار سوم از عموم مردم عام پشتون ک…,1594347915983847424
fa,['1594320932021084160'],1544263290196561920,2022-11-20T13:25:05.000Z,RT @BamyanDokht: در ولایت جوزجان، شهر شبرغان در گوشه‌ای از شهر که از همه فقیر نشین‌تر بود و انگار به دست فراموشی سپرده شده بود، هزاره‌ها زن…,1594320932021084160
fa,['1594320244973375491'],1544263290196561920,2022-11-20T13:22:22.000Z,"RT @MehranMahre_140: ملک الشعرای بهار:

غم مخور جانا در این عالم که عالم هیچ نیست
نیست هستی جز دمی ناچیز و آن دم هیچ نیست

#StopHazaraGenoc…",1594320244973375491
fa,['1594309192776458240'],1544263290196561920,2022-11-20T12:38:27.000Z,"RT @fatimasharifi70: و‌موهای صورت پسرها هنوز در نیامده. و دختر ها را می بینی؟
چه پاهای لطیفی دارند!
جنگ است، اینجا هم جنگ است اسماعیل!
#Sto…",1594309192776458240
en,['1594308584514670594'],1544263290196561920,2022-11-20T12:36:02.000Z,"RT @MaryamM40286593: In October 2021, the bombing of a Hazara mosque in Kunduz resulted in the death of more than 100 people. Another bombi…",1594308584514670594
fa,['1594307035272724483'],1544263290196561920,2022-11-20T12:29:52.000Z,"در جغرافیایی که حتّی پروانه‌ها هم 
از کودکان بیشتر عمر می‌کنند
شما بگویید 
من چه شعری بنویسم؟

- احمد عارف؛ فارسیِ سیامک تقی‌زاده.
این داستان کودکان هزاره است
#StopHazaraGenocide",1594307035272724483
en,['1594305446265106439'],1544263290196561920,2022-11-20T12:23:33.000Z,"RT @aminwahidi1: Hazara women are culturally rich. Hazara women are educated, open-minded, hardworking, talented, brave &amp;  supporters of th…",1594305446265106439
fa,['1594302878855962624'],1544263290196561920,2022-11-20T12:13:21.000Z,"RT @MehranMahre_140: دانته در کمدی الهی می‌گوید: 
پست‌ترین جای دوزخ برای افرادی است که در بحران‌های اخلاقی، بی‌طرفی را انتخاب می‌کنند
#Stop…",1594302878855962624
fa,['1594301127029555200'],1544263290196561920,2022-11-20T12:06:24.000Z,"RT @Sharif80800: طالبان بر همان ایدئولوژی زور وتبعیض. سرکوب و استبداد استوارند هیچ تغییری نکرده اند.
#StopHazaraGenocide https://t.co/OfgN4…",1594301127029555200
fa,['1594176030969036801'],1544263290196561920,2022-11-20T03:49:18.000Z,RT @blockcluod: لطفا این تویت را #ریتویت. #کوتویت کنید تا بتوانم همه ی شما دوستان را فالو کنم کافی است کامنت کنید فراموشم نشود.…,1594176030969036801
fa,['1594031054670602241'],1544263290196561920,2022-11-19T18:13:13.000Z,RT @DhkryJwya: من از ميانِ نسلِ جديد و آگاهِ هزاره يِ امروز بوي پيروزي و اميد به مشامم ميرسد! زنده باد خودمان!   #StopHazaraGenocide,1594031054670602241
fa,['1594028693801865216'],1544263290196561920,2022-11-19T18:03:50.000Z,RT @AbdulazizDanesh: محکمه بین المللی برای رواندا در پاراگراف 521 حکم آکایسو ارتکاب اعمال ممنوعه علیه یک نفر را نیز نسل کشی میداند. در صورت…,1594028693801865216
fa,['1593987142673436672'],1544263290196561920,2022-11-19T15:18:44.000Z,"RT @SmartBoy9010: برای پدران زحمت کش.❤
#StopHazaraGenocide https://t.co/fxbIPMFO5I",1593987142673436672
fa,['1593959628630593536'],1544263290196561920,2022-11-19T13:29:24.000Z,"RT @MahdiDaiFoladi: اندوهگین نباش سرزمین من!
در شکاف زخم‌های تو، بذر گل کاشته‌ام
تو روزی سراسر گلستان خواهی شد !
#StopHazaraGenocide",1593959628630593536
en,['1593877082773274632'],1544263290196561920,2022-11-19T08:01:23.000Z,"RT @DilsozNowroz: It’s being 48 days that we loses our sisters in Kaj educational. I can’t even imagine how tough it’s for their mothers, p…",1593877082773274632
fa,['1593666073395712001'],1544263290196561920,2022-11-18T18:02:55.000Z,"RT @soheila_nazari: فکر به آزادی هم قشنگه چه برسه به تجربش...
فقط تصور کن... به چیزایی که آرزو داری با مهاجرت بهشون برسی رو تو کشور خودت به…",1593666073395712001
en,['1593665763596025863'],1544263290196561920,2022-11-18T18:01:41.000Z,"RT @Havaa2000: Hazaras are facing genocide in Afghanistan. 
@UN Your silence may cause the death of more children and girls of the Hazara.…",1593665763596025863
fa,['1593665684394868736'],1544263290196561920,2022-11-18T18:01:22.000Z,"RT @Nigar1385: صحرا رضای کجااااست؟؟؟
#StopHazaraGenocide https://t.co/XNAn6x3K3C",1593665684394868736
en,['1593665596448772097'],1544263290196561920,2022-11-18T18:01:01.000Z,"RT @kubra0345: Baba Mazari: We believe that women make up half of the Afghan society, and in the election plan we had, we said that women s…",1593665596448772097
en,['1593603433952591877'],1544263290196561920,2022-11-18T13:54:01.000Z,"RT @Jale_Akbari: As an American, I’m devastated by the outcome of US intervention in #Afghanistan. When our troops left, it did not relieve…",1593603433952591877
fa,['1593602661592563712'],1544263290196561920,2022-11-18T13:50:56.000Z,RT @Sungirl44165804: هر رخداد تاریخی سه مرحله دارد: ۱. مرحله ای که انگیزه ساخت رخداد شکل می گیرد. ۲. مرحله شکل گیری یا حادث شدن رخداد. ۳. م…,1593602661592563712
fa,['1593602614599581703'],1544263290196561920,2022-11-18T13:50:45.000Z,"RT @HazaristaniM: قومای  که در جام جهانی2022 قطر شرکت میکند وظیفه و مسولیت  دارند 
که پلاکارت ⁦#StopHazaraGenocide⁩ را نیز با خود داشته باش…",1593602614599581703
fa,['1593601821255278597'],1544263290196561920,2022-11-18T13:47:36.000Z,"RT @ajarts4you: من می خواهم که هزاره بودن دیگر جرم نباشد. « بابه مزاری
#StopHazaraGenocide https://t.co/JVtwoIBMPv",1593601821255278597
fa,['1593601748475809793'],1544263290196561920,2022-11-18T13:47:19.000Z,"RT @whyyouar: #StopHazaraGenocide 
#MahsaAmini 
اینکه هیچ‌واکنشی به اتفاقات دور برت نشون ندی یعنی واقعا بی وژدانی! https://t.co/1muQNbZZob",1593601748475809793
und,['1593601561959157761'],1544263290196561920,2022-11-18T13:46:34.000Z,"RT @daichopanazmo: #StopHazaraGenocide 
👇 https://t.co/5idTLHDL4V",1593601561959157761
en,['1593601063252271104'],1544263290196561920,2022-11-18T13:44:35.000Z,"@Suzzysuzzy45 Thanks Suzzy, but I am back now. No need to contact them.",1593601063252271104
fa,['1590940050178838528'],1544263290196561920,2022-11-11T05:30:40.000Z,"RT @LiaqatHamed: تو کاجی از غرورت ترس دارند
چه پنهان از حضورت ترس دارند
هزاره خار چشم کیستی تو
که از شور و شعورت ترس دارند؟!
#StopHazaraGen…",1590940050178838528
fa,['1590932777452863489'],1544263290196561920,2022-11-11T05:01:46.000Z,"RT @AliReza86576283: من رنج تورا درگ کرده نمیتوانم.
#StopHazaraGenocide https://t.co/wm3vwOaBWz",1590932777452863489
fa,['1590789312874184704'],1544263290196561920,2022-11-10T19:31:42.000Z,"RT @Ameneh07335095: میگن خاک سرده ، فراموشی میاره ، اما چطور بعداز گذشت چهل روز داغ کاج هنوز تازه است ! 
#StopHazaraGenocide",1590789312874184704
en,['1590760272180150272'],1544263290196561920,2022-11-10T17:36:18.000Z,RT @FarhadAmiri2060: Join us through below link. The event is a memorial event and a discussion about the ongoing genocide of Hazaras in Af…,1590760272180150272
en,['1590757643177848832'],1544263290196561920,2022-11-10T17:25:51.000Z,"RT @_KarimaGK: Thousands of Hazaras massacred,including doctors, school/university students, pregnant women, unborn/newborn babies. Hazaras…",1590757643177848832
