lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595139183437238272,1588935948305256448,['1595139183437238272'],2022-11-22T19:36:32.000Z,"@InTheFinalAbyss @neiltyson Instead of spending all his time hawking merchandise Tyson should open a physics textbook once in awhile. Or fact check the fictions he passes off as history.
https://t.co/Rt6GMGNHcs"
en,1595138659376037890,1588935948305256448,['1595138659376037890'],2022-11-22T19:34:27.000Z,"@Lucy_Novyy @neiltyson Trump's NASA administrator Bridenstine wanted to establish bases at the lunar poles to exploit propellent not at the bottom of an 11.2 km/s gravity well.

However Tyson will tell you propellent mass rises exponentially with payload mass, not delta V. Which is wrong physics."
en,1595137320939704320,1588935948305256448,['1595137320939704320'],2022-11-22T19:29:08.000Z,"@ClaudioDDGomez1 @neiltyson And I imagine you will be sneering at the poor deluded Christians if any are at your Thanksgiving dinner.
Far from being a peacemaker, Neil is sowing division and pouring gasoline on the fire. He is the flip side of Trump. https://t.co/jslyRwxlc8"
en,1595136032533381125,1588935948305256448,['1595136032533381125'],2022-11-22T19:24:01.000Z,@resonant_theory @neiltyson @skdh @bgreene @ThallerMichelle @michiokaku 🤦‍♂️ is the facepalm emoji. Something people do when they something horribly stupid.
en,1595135515090890753,1588935948305256448,['1595135515090890753'],2022-11-22T19:21:57.000Z,@resonant_theory @neiltyson @skdh @bgreene @ThallerMichelle @michiokaku Why is it you don't facepalm when Neil botches basic math and physics?
en,1595134174100279296,1588935948305256448,['1595134174100279296'],2022-11-22T19:16:37.000Z,"@resonant_theory @neiltyson @skdh @bgreene @ThallerMichelle @michiokaku I'm guessing you f*****g love science.
https://t.co/ErtTQYdaU2"
en,1594903694033780738,1588935948305256448,['1594903694033780738'],2022-11-22T04:00:47.000Z,"@TimFVB @neiltyson Tyson will tell you stuff like artificial gravity scales with RPMs. Or that rocket propellent goes exponentially with payload mass. 
His grasp of physics is poor. This pop science celebrity spends more time thinking of his wardrobe than science."
en,1594903053936824321,1588935948305256448,['1594903053936824321'],2022-11-22T03:58:14.000Z,"@Perringaiden @neiltyson ""1) Rigor, reproducibility and accurate data sources.""

Something Neil consistently fails at. He not only botches basic math and science, he's also a source of false history.
https://t.co/Rt6GMH5iB2

Disagreeing with you and Tyson is not disagreeing with science."
en,1594901566041227265,1588935948305256448,['1594901566041227265'],2022-11-22T03:52:19.000Z,"@SolSantanaXY @MAstronomers @MAstronomers put Tyson and Sagan ahead of Kepler, Planck, Lemaître, Huygens and other legitimately renowned scientists.
So yeah, we do put celebrity before science."
en,1594900415912595458,1588935948305256448,['1594900415912595458'],2022-11-22T03:47:45.000Z,"@MAstronomers You put in Tyson and Sagan among Newton, Einstein, Galileo, etc.. But left out Lemaître, Planck, Maxwell, Euler, Kepler, etc.?
Rather ironic if your point is that people are more familiar with celebrities than scientists."
en,1594897314908631040,1588935948305256448,['1594897314908631040'],2022-11-22T03:35:26.000Z,"@Cthulhu_is_lord @jumbhinoo @David7716 @Aron_Ra @RichardDawkins And here is Tyson admitting there's no Ghazali text containing the assertion that math is the work of the devil:
https://t.co/3DJnwnSYqL
Can you or Dawkins produce the Ghazali text Tyson claims exists. You cannot. You throw insults instead of providing evidence. https://t.co/uLlLcvuUjG"
en,1594895704438153217,1588935948305256448,['1594895704438153217'],2022-11-22T03:29:02.000Z,"@Cthulhu_is_lord @jumbhinoo @David7716 @Aron_Ra @RichardDawkins My blog posts cites sources. For example:
https://t.co/ah3Sewh461"
