lang,edit_history_tweet_ids,author_id,created_at,text,id
de,['1595138986598871040'],1048883100753809408,2022-11-22T19:35:45.000Z,@NjengaWill @odhis_ls @KBonimtetezi Underline the word 'We',1595138986598871040
en,['1595136864885039104'],1048883100753809408,2022-11-22T19:27:19.000Z,@smutoro @WilliamsRuto @NCPB_KE @DidmusWaBarasa @HonMoses_Kuria The constituents of Kimilili you got a leader who value and defend your rights and maintain firm stand. 5-more,1595136864885039104
en,['1595136337220624386'],1048883100753809408,2022-11-22T19:25:13.000Z,"RT @smutoro: 'Mr President (@WilliamsRuto) we are NAKED... When anyone claims farmers are hoarding maize, I feel like crying. There is enou…",1595136337220624386
en,['1595135182050594816'],1048883100753809408,2022-11-22T19:20:38.000Z,@KBonimtetezi Completely misleading representatives...may your constituents take note of this as a marking scheme in 2027 Election,1595135182050594816
en,['1595134682902863873'],1048883100753809408,2022-11-22T19:18:39.000Z,@PerpsMO GMO results,1595134682902863873
en,['1595134305239732224'],1048883100753809408,2022-11-22T19:17:09.000Z,@ledamalekina As much as I agree with you on rejecting GMO staff...I don't get the point of making it look like we're imitating others nation's decisions... it's totally misleading. I say No to GMO for my own reasons,1595134305239732224
en,['1595131149525061632'],1048883100753809408,2022-11-22T19:04:36.000Z,@kibeandy Self - Answered Question🤣,1595131149525061632
en,['1595129351401402368'],1048883100753809408,2022-11-22T18:57:28.000Z,"@NjiruAdv @OleSapit @WilliamsRuto Don't maliciously involve spiritual leaders in your politically failed campaigns,just be real and run your own race. Period",1595129351401402368
en,['1594770320401268736'],1048883100753809408,2022-11-21T19:10:48.000Z,@RodgersKipembe Another walk out 🤣,1594770320401268736
en,['1594381851635884034'],1048883100753809408,2022-11-20T17:27:10.000Z,@NPSOfficial_KE This one should list his partners before getting rid of him,1594381851635884034
en,['1594370655860174848'],1048883100753809408,2022-11-20T16:42:40.000Z,"Kariobangi sharks ...come rescue this early mess
#Qatar2022 
#FIFAWorldCup https://t.co/lQvI2zpQmm",1594370655860174848
tl,['1594369554171543555'],1048883100753809408,2022-11-20T16:38:18.000Z,@RobertAlai Kumbe pia wewe umenotice🤣,1594369554171543555
en,['1594369378459566082'],1048883100753809408,2022-11-20T16:37:36.000Z,@FIFAWorldCup FIFA IS NOT FIFA WITHOUT VALENCIA - CURRENT TOP SCORER,1594369378459566082
en,['1594368822059876352'],1048883100753809408,2022-11-20T16:35:23.000Z,@FIFAWorldCup It's FIFA with Valencia,1594368822059876352
en,['1594366917061607424'],1048883100753809408,2022-11-20T16:27:49.000Z,@SakajaJohnson @ntsa_kenya @edwinsifuna @EstherPassaris Future is Expectant @EstherPassaris,1594366917061607424
en,['1593864114543202304'],1048883100753809408,2022-11-19T07:09:52.000Z,@RobertAlai Take it as it is... Martha No Baba is the current mt Kenya rythm,1593864114543202304
en,['1593861521393827843'],1048883100753809408,2022-11-19T06:59:33.000Z,@HManyora Don't be against everything....at one moment learn to Appreciate,1593861521393827843
en,['1593856826432520193'],1048883100753809408,2022-11-19T06:40:54.000Z,@ntvkenya @DannMwangi @NginaKirori Men should be accorded as much attention as women... otherwise soon we'll be talking of No men in the society,1593856826432520193
en,['1593640939532214272'],1048883100753809408,2022-11-18T16:23:03.000Z,@ledamalekina @citizentvkenya @johnnjenga It's too late - prepare Active daycare in the county if you have a heart of helping... otherwise maji yamemwakika,1593640939532214272
en,['1593639501670367235'],1048883100753809408,2022-11-18T16:17:20.000Z,@charlruto Great move Charlene - Apart from this I only want to work with Weston Hotel as Relationships officer. May God bless you as you plan to have me onboard. Thank,1593639501670367235
in,['1593320172688916482'],1048883100753809408,2022-11-17T19:08:26.000Z,@UDAPartyKe Amak imbuu kemoo,1593320172688916482
in,['1593317698821300225'],1048883100753809408,2022-11-17T18:58:36.000Z,@scherargei Waskie mhesh - But Hadi wewe ujue mapema ndo best. Ulichelewa ukapata EALA si yetu man,1593317698821300225
cy,['1593316823126138881'],1048883100753809408,2022-11-17T18:55:07.000Z,@Winnie_Odinga Dynasty for Dynasties,1593316823126138881
en,['1593288568327258113'],1048883100753809408,2022-11-17T17:02:51.000Z,@paulakahumbu @SakajaJohnson This guy is mislead...go back to the drawing board,1593288568327258113
en,['1593287627066712067'],1048883100753809408,2022-11-17T16:59:06.000Z,@RobertAlai It's called Democracy,1593287627066712067
en,['1593287294034796544'],1048883100753809408,2022-11-17T16:57:47.000Z,@SakajaJohnson @jumaf3 🤣🤣🤣Hii has No Comeback 🤣,1593287294034796544
en,['1593286471964065792'],1048883100753809408,2022-11-17T16:54:31.000Z,@kaninikega1 It's good that you now know...Who made WSR president our president is still the same one working up to date,1593286471964065792
en,['1593285817270779904'],1048883100753809408,2022-11-17T16:51:55.000Z,@ledamalekina Spreading of rumours won't fatten your Bank Account. Kindly keep calm Freedom is here,1593285817270779904
en,['1592902809875537920'],1048883100753809408,2022-11-16T15:29:59.000Z,@kaninikega1 Finally...All of us Are for the opinion of 'Bwana Asifiwe'...Asifiwe milele,1592902809875537920
en,['1592901944502521856'],1048883100753809408,2022-11-16T15:26:32.000Z,@SakajaJohnson Hustlers for hustlers it's working Actually...Good work mhesh,1592901944502521856
en,['1592531089255714817'],1048883100753809408,2022-11-15T14:52:54.000Z,@makaumutua Just speak out for your client...No problem,1592531089255714817
en,['1592261466505232384'],1048883100753809408,2022-11-14T21:01:31.000Z,"RT @BrianOngere: Matiangi was always point blank, sincere and patriotic for Kenya. Yes, you refused to listen to him and trusted the robber…",1592261466505232384
en,['1592257001400434688'],1048883100753809408,2022-11-14T20:43:46.000Z,@DidmusWaBarasa @SafaricomPLC We'll subject you to delivery of your utterance. Take note,1592257001400434688
en,['1592256598642397184'],1048883100753809408,2022-11-14T20:42:10.000Z,@MigunaMiguna The real chapo madondo media ....No ceremonial whatever... Daydreaming here,1592256598642397184
