id,created_at,text,lang,author_id,edit_history_tweet_ids
1595156128954200065,2022-11-22T20:43:52.000Z,"RT @alandiseharris: Y’all get me to 10k followers, Arkansas will win the Maui tournament!",en,266099337,['1595156128954200065']
1595156014105780225,2022-11-22T20:43:24.000Z,"RT @GoodmanHoops: Louisville with 13 points at halftime en route to 0-5.

Cardinals get loser Ohio State/Cincinnati next in Maui last-place…",en,266099337,['1595156014105780225']
1595147123607343104,2022-11-22T20:08:05.000Z,RT @mtgreenee: People who are vaxxed &amp; boosted and still wear their masks w/ a smug feeling of superiority can never stop masking bc covid…,en,266099337,['1595147123607343104']
1595147059832979456,2022-11-22T20:07:50.000Z,RT @ClayTravis: Fauci says you should feel great when you wear a mask and you look terrific. I hate this dude. He should be in prison. http…,en,266099337,['1595147059832979456']
1595146089031946240,2022-11-22T20:03:58.000Z,"RT @laurenboebert: Rather than utilizing American energy, we’re cutting dirty deals with the Saudis.

Biden should be ashamed of himself, e…",en,266099337,['1595146089031946240']
1595137574216994816,2022-11-22T19:30:08.000Z,"RT @seanhannity: WHITE HOUSE STRESS SECRETARY! Watch KJP Yell ‘I’m Done,’ Won’t Take COVID Questions https://t.co/ORh3NmdltZ",en,266099337,['1595137574216994816']
1595137526075129857,2022-11-22T19:29:57.000Z,"RT @charliekirk11: Anthony Fauci: ""The real danger is in the people who have not been vaccinated.""

I can't believe we're still being lectu…",en,266099337,['1595137526075129857']
1595135212735774721,2022-11-22T19:20:45.000Z,Why not? https://t.co/638q5zGxYU,en,266099337,['1595135212735774721']
1595135177893629953,2022-11-22T19:20:37.000Z,RT @sourpatchlyds: @elonmusk @kylenabecker @Twitter Isn't that interesting. 🤔 Seems... Biased,en,266099337,['1595135177893629953']
1595134919147413504,2022-11-22T19:19:35.000Z,💯 https://t.co/pnr3ySA5jV,art,266099337,['1595134919147413504']
1595134438115278849,2022-11-22T19:17:40.000Z,"RT @bmarcello: Butkus Award finalists

Jack Campbell, Iowa

Jamon Dumas-Johnson, Georgia

Daiyan Henley, Washington State

Ivan Pace Jr., C…",en,266099337,['1595134438115278849']
1595134405387120640,2022-11-22T19:17:33.000Z,"RT @ChoateMason: Arkansas junior linebacker Drew Sanders has been named one of five finalists for the Butkus Award, which is presented annu…",en,266099337,['1595134405387120640']
1595130255089446912,2022-11-22T19:01:03.000Z,@NWAHutch @RuscinZach Next argument?,en,266099337,['1595130255089446912']
