text,lang,id,author_id,edit_history_tweet_ids,created_at
RT @FinalAntiFaXIV: A photographer took a picture before and after giving this woman a sword https://t.co/jmXzJQPmBB,en,1595187519385206784,625070121,['1595187519385206784'],2022-11-22T22:48:36.000Z
RT @WeAreTheMutants: This is how you sold peppermint schnapps in 1987. https://t.co/1Ab3peeGY7,en,1595137242506219520,625070121,['1595137242506219520'],2022-11-22T19:28:49.000Z
RT @0rjdan: Love this against the exposed red brick. At Fulton Street Collective in the Hubbard Street Lofts until Dec 19th! It turned out…,en,1595134037617958912,625070121,['1595134037617958912'],2022-11-22T19:16:05.000Z
@Chuullips What’s Hive like?? I didn’t even know there was a new site,en,1594841626664468481,625070121,['1594841626664468481'],2022-11-21T23:54:09.000Z
@birdfrogdraws Oh I love that!!,en,1594792366229143554,625070121,['1594792366229143554'],2022-11-21T20:38:24.000Z
@rubylovesbirds Pot Roast cornering a mouse “Ruby sends her regards…”,en,1594779893346275329,625070121,['1594779893346275329'],2022-11-21T19:48:50.000Z
RT @nabihaiderali: Unrecognizable https://t.co/KXxMKb8wqG,en,1594779522376892418,625070121,['1594779522376892418'],2022-11-21T19:47:22.000Z
RT @ArtofNickRobles: Louis🩸 https://t.co/CnmLp7vLuM,fr,1594779471265075203,625070121,['1594779471265075203'],2022-11-21T19:47:10.000Z
RT @JoshCrewsReally: Incredible Batman drawing by the great John Paul Leon. The background work is exquisite. https://t.co/OJgwasOIoI,en,1594544915362549761,625070121,['1594544915362549761'],2022-11-21T04:15:07.000Z
"RT @MonyPich2: Lost Jewel. 24/31.
#knight #armor #inktober2022 https://t.co/O4gZJRX9BV",en,1594544236204113927,625070121,['1594544236204113927'],2022-11-21T04:12:25.000Z
Love this against the exposed red brick. At Fulton Street Collective in the Hubbard Street Lofts until Dec 19th! It turned out to be a really great show https://t.co/B95JPt3ilv,en,1594512520957415424,625070121,['1594512520957415424'],2022-11-21T02:06:24.000Z
RT @gofundme: Here is a thread of verified fundraisers to support those affected by the mass shooting at Club Q—an LGBTQ bar—in Colorado Sp…,en,1594511273491763200,625070121,['1594511273491763200'],2022-11-21T02:01:26.000Z
RT @M628Yik: https://t.co/arEln1tRvv,zxx,1594510240577298432,625070121,['1594510240577298432'],2022-11-21T01:57:20.000Z
"RT @MilesJohnston: Learn anatomy with me. First lesson, the eyeball. https://t.co/swaAEas6cy",en,1594380586566680579,625070121,['1594380586566680579'],2022-11-20T17:22:08.000Z
RT @johnfreiler: hey before this website goes away does anyone want to admit that they poisoned a bunch of tylenol in the chicago area in t…,en,1594188157054234627,625070121,['1594188157054234627'],2022-11-20T04:37:29.000Z
"RT @XLarimeX: Not sure I'm going to be able to work tonight, between Sylv's health and the cold. Need art? Just feel like donating? It's ap…",en,1594183014178660354,625070121,['1594183014178660354'],2022-11-20T04:17:03.000Z
I think a lot about how I finally felt like I started finding a lot of artists whose work I really dug and enjoyed posting with because we all hated en-eff-tees 😭,en,1593676339642523649,625070121,['1593676339642523649'],2022-11-18T18:43:43.000Z
"RT @testosteronejew: In August, I flew to Miami to get top surgery from Dr. Gallagher. 3 weeks later, a local surgeon had to rush me in to…",en,1593655864241651714,625070121,['1593655864241651714'],2022-11-18T17:22:21.000Z
RT @zachhazard: Gewd mourning https://t.co/1NvTHLK57o,en,1593640845911228418,625070121,['1593640845911228418'],2022-11-18T16:22:40.000Z
"Tumblr has been fun for just blogging aimlessly again but I am hating doing anything art-related. I think I’m just gonna stick this out and also use IG, maybe one of the newer sites. I think I have too many bad tumblr art memories lol",en,1593494454387646464,625070121,['1593494454387646464'],2022-11-18T06:40:58.000Z
RT @ADegenart: Teenage pregnancy info pamphlet https://t.co/ZlWDZpi2cj,en,1593488914278453248,625070121,['1593488914278453248'],2022-11-18T06:18:57.000Z
RT @Srirachachau: One more ride https://t.co/iB3bEhavc3,en,1593485065622900738,625070121,['1593485065622900738'],2022-11-18T06:03:39.000Z
RT @lukeisamazing: logging off after spending all night posting about how this place is shutting down https://t.co/mSpKFBzOje,en,1593484761946898432,625070121,['1593484761946898432'],2022-11-18T06:02:27.000Z
RT @pizzalawyer420: https://t.co/oSt0geqvQF,zxx,1593461074505891840,625070121,['1593461074505891840'],2022-11-18T04:28:19.000Z
@LispyGeniusKid AHHHH!!!!!,und,1593439463056629761,625070121,['1593439463056629761'],2022-11-18T03:02:27.000Z
RT @JasminDarnell: https://t.co/ccoSLvwQv9,zxx,1593436007466246146,625070121,['1593436007466246146'],2022-11-18T02:48:43.000Z
@LispyGeniusKid I’ll be cheering down below as your neighbors start pelting me with tomatoes so I shut up!,en,1593434125750476801,625070121,['1593434125750476801'],2022-11-18T02:41:14.000Z
@LispyGeniusKid Omw,und,1593432072437235712,625070121,['1593432072437235712'],2022-11-18T02:33:05.000Z
@NoContextErotic Best of luck. This account rocked 😔,en,1593429176320757760,625070121,['1593429176320757760'],2022-11-18T02:21:34.000Z
@tankbearclaw Phew idk if I can do that one chief,en,1593428448999079942,625070121,['1593428448999079942'],2022-11-18T02:18:41.000Z
@zachhazard Lol same 🫡,en,1593427838207524864,625070121,['1593427838207524864'],2022-11-18T02:16:15.000Z
RT @Srirachachau: I will not leave this place until forced though to be clear,en,1593427739121397760,625070121,['1593427739121397760'],2022-11-18T02:15:52.000Z
I’m gonna be combing my moots and follows to see who has outgoing accounts but it might be worth it to repost this. I am most active rn on IG and tumblr fwiw https://t.co/8xb8X4D6jV,en,1593427582061617152,625070121,['1593427582061617152'],2022-11-18T02:15:14.000Z
RT @ecto_fun: more movies should be like this. i’m sick of knowing what the fuck is going on https://t.co/GWGtLRbrUC,en,1593399947189157888,625070121,['1593399947189157888'],2022-11-18T00:25:26.000Z
"RT @dialmformichele: Listen up kids, I'm going to tell you the secret of networking:

It's just getting along with your coworkers and makin…",en,1593375468375494657,625070121,['1593375468375494657'],2022-11-17T22:48:09.000Z
RT @Seinpeaks: Added Laura Palmer's Theme to my favorite Sunny scene for @DannyDeVito's birthday https://t.co/9tFo4aSIxa,en,1593316091450867714,625070121,['1593316091450867714'],2022-11-17T18:52:13.000Z
RT @horribleimp: me 1 bong hit deep receiving diabolically good news from the skeleton https://t.co/opyK1igWzE,en,1593107192672288773,625070121,['1593107192672288773'],2022-11-17T05:02:07.000Z
RT @EliotETC: https://t.co/LI3jf1mfT4,zxx,1593104110500605952,625070121,['1593104110500605952'],2022-11-17T04:49:53.000Z
