author_id,lang,id,created_at,edit_history_tweet_ids,text,geo
810473529665814528,en,1595142140870656000,2022-11-22T19:48:17.000Z,['1595142140870656000'],"@dondatimes This is just showing us that we need to stop participating in building others idea of how things should be run. We need to hoard reaources and segregate from these thought camps. 
No one will have the authority to administer “consequences” if you dont depend on them.",
810473529665814528,en,1595141993478651904,2022-11-22T19:47:42.000Z,['1595141993478651904'],"@RedxRedxWhine @dondatimes This is just showing us that we need to stop participating in building other idea of how things should be run. 
We need to hoard reaources and segregate from these thought camps. 
No one will have the authority to administer “consequences” if you dont depend on them.",
810473529665814528,en,1595134329944178688,2022-11-22T19:17:15.000Z,['1595134329944178688'],"@honestsportz @akilc34 @KyrieIrving Actors practice to get into character. You dont need to get in charater when you are naturally born into favor, blessings and promise of a nation. You just need be aware of your autonomy and refuse the synagogue of satan.",
810473529665814528,en,1595089406079422466,2022-11-22T16:18:44.000Z,['1595089406079422466'],@honestsportz @akilc34 @KyrieIrving Practicer huh 📉 https://t.co/m4YHWcePKC,
810473529665814528,en,1594953208480387074,2022-11-22T07:17:32.000Z,['1594953208480387074'],"@Cobratate Tate is helping de-populate the white race 🤣🤣🤣 Look at all these proud incels who aint gonna realize this is all clown behavior till they 50, lonely and undesirable. 
This is the lords work , carry on 📉",
810473529665814528,en,1594948784844574720,2022-11-22T06:59:57.000Z,['1594948784844574720'],"🤣🤣🤣 @KyrieIrving bout to conjure the ancestor Johnnie Cochran on the  @Nba &amp; @BrooklynNets
#kyrie #nba https://t.co/kEClfCEyRe",
810473529665814528,en,1594787177871081472,2022-11-21T20:17:47.000Z,['1594787177871081472'],"@MnDOT does not care about North Mpls. That bridge on Broadway &amp; Washington its getting shakier by the day. This tweet is for accountability,  cause we know theyre going to play innocent/surprised like they always do when they neglect certain communities safety",
810473529665814528,en,1594731789750501382,2022-11-21T16:37:42.000Z,['1594731789750501382'],"@Maksiiimillion @lllebzlll @lmTheReasonWhy Working out, eating healthy and taking care of your skin with your partner isnt manly🤣🤣 cut it out 
… you a lil ass boy 😂",
810473529665814528,en,1594729390214111232,2022-11-21T16:28:09.000Z,['1594729390214111232'],"@smino might be one of the most original artist out now as far as his sound/range goes. And Bruh too creative for niggas like @Drake to vulture and commercialize the sound. 
Music is getting good again",
810473529665814528,en,1594532240129941504,2022-11-21T03:24:45.000Z,['1594532240129941504'],"Banning the AR-15 is a violation of human rights. I should be entitled to the most up to date technology regardless of Americas metal health crisis. Black folks should be cautious voting Dem, our autonomy and saftey is in question following them.",
810473529665814528,en,1594477288782852096,2022-11-20T23:46:24.000Z,['1594477288782852096'],@heron4488 @KaheemVinson @KyrieIrving God lil bish,
810473529665814528,en,1590489352152715264,2022-11-09T23:39:46.000Z,['1590489352152715264'],RT @RicosWay: @nia_louisee That’s the problem lol. Black politicians have to stop trying to pander to us and actually come to the table wit…,
