created_at,author_id,edit_history_tweet_ids,lang,text,id,geo
2022-11-22T22:12:51.000Z,1366877843527974912,['1595178522334691328'],en,@purpleherself 😂the way i was shaking eh ei 🤣,1595178522334691328,
2022-11-22T22:08:44.000Z,1366877843527974912,['1595177487457304578'],en,RT @MmoaNkoaaa: your man give up 🤣🤣twilight better https://t.co/Zv8lStqKyh,1595177487457304578,
2022-11-22T22:08:39.000Z,1366877843527974912,['1595177463872626690'],en,"RT @MmoaNkoaaa: “many are called but few are chosen”congratulations camavinga,deserved https://t.co/16PrtYxaqm",1595177463872626690,
2022-11-22T22:07:30.000Z,1366877843527974912,['1595177175187165185'],en,"RT @MillsReggie: Don't rush the process. Good things take time, you've got to keep working and stay patient.",1595177175187165185,
2022-11-22T22:07:28.000Z,1366877843527974912,['1595177168878948357'],en,RT @ghanayesu: Can we do some shoutouts now?,1595177168878948357,
2022-11-22T22:07:16.000Z,1366877843527974912,['1595177117242777606'],en,"i posted some vid be on my snap i del after 2 mins 😭🤣chale bad bitch isn’t for everyone, i didn’t feel okay posting herh!",1595177117242777606,{'place_id': '009b4bcc18019797'}
2022-11-22T22:05:52.000Z,1366877843527974912,['1595176765554556928'],en,bruh i can dance,1595176765554556928,{'place_id': '009b4bcc18019797'}
2022-11-22T22:05:24.000Z,1366877843527974912,['1595176647174520832'],en,"RT @ransfordddd: Study ,sturdy and steady more people for here don’t know the difference😂🤝",1595176647174520832,
2022-11-22T22:04:48.000Z,1366877843527974912,['1595176496263532545'],en,RT @jordan1zz: Am I the only one that feels like Adam’s curse is greater than Eve’s curse🥶,1595176496263532545,
2022-11-22T22:04:44.000Z,1366877843527974912,['1595176479318491136'],en,This is nice https://t.co/otA8fnwaZc,1595176479318491136,
2022-11-22T22:04:36.000Z,1366877843527974912,['1595176446225530881'],en,if i want to recreate this unless i go back to my childhood bf ooo we get throwback pics paaa😂😂 https://t.co/otA8fnwaZc,1595176446225530881,{'place_id': '009b4bcc18019797'}
2022-11-22T22:03:03.000Z,1366877843527974912,['1595176054783676430'],en,"RT @SIKAOFFICIAL1: If you're reading this, this can be you, yes you. https://t.co/QMlXKyCIjH",1595176054783676430,
2022-11-22T22:01:38.000Z,1366877843527974912,['1595175701438730247'],en,"RT @callmeNii: Chale brimming dierrrr formula dey ooooo, you for do research all cos “I’m taken” fit give you sleepless nights 🤣🤣🤣",1595175701438730247,
2022-11-22T21:02:13.000Z,1366877843527974912,['1595160749286264832'],en,RT @ohanxiety: i feel like i’m waiting for something that isn’t gonna happen.,1595160749286264832,
2022-11-22T20:54:59.000Z,1366877843527974912,['1595158929029632000'],en,RT @_akpene_: They really made us March to our classrooms 🤣🤣🤣🤣,1595158929029632000,
2022-11-22T20:53:14.000Z,1366877843527974912,['1595158488111788032'],en,RT @ama_serwaaa: This world Cup isn't about the big boys anymore 🤣🤣🤣,1595158488111788032,
2022-11-22T20:50:56.000Z,1366877843527974912,['1595157907892363264'],en,@GhConcra @the_marcoli_boy @AsieduMends @Kayjnr10 @__Sharyf @Aboa_Banku1 @ellyserwaaa @I_Am_Winter @IzzatElKhawaja @attah_akor 🔥🔥nice one,1595157907892363264,
2022-11-22T20:49:30.000Z,1366877843527974912,['1595157546830278656'],en,"RT @GhConcra: Since I will start my project soon, I needed a MacBook and one guy said I should bring Ghs5500. Bro with the ongoing https://…",1595157546830278656,
2022-11-22T20:48:37.000Z,1366877843527974912,['1595157323206754304'],pt,@ForeverPurple17 asem ooo,1595157323206754304,
2022-11-22T20:47:42.000Z,1366877843527974912,['1595157092431974400'],und,@sugarbread__ @Regular_NiceGuy 😂,1595157092431974400,
2022-11-22T20:32:56.000Z,1366877843527974912,['1595153377662754816'],en,@ransfordddd oh i beg 😣,1595153377662754816,
2022-11-22T20:29:34.000Z,1366877843527974912,['1595152530925027328'],en,@SpOOkyThEManiaC I’m just Jealous 😂,1595152530925027328,
2022-11-22T20:28:33.000Z,1366877843527974912,['1595152272878538752'],und,@kwekuyeboah67 😂,1595152272878538752,
2022-11-22T20:28:05.000Z,1366877843527974912,['1595152159037067265'],en,@SpOOkyThEManiaC 😂no please,1595152159037067265,
2022-11-22T20:27:52.000Z,1366877843527974912,['1595152101872930816'],en,RT @SpOOkyThEManiaC: Witchcraft,1595152101872930816,
2022-11-22T20:27:43.000Z,1366877843527974912,['1595152066124840960'],en,@Regular_NiceGuy @elorm_fcb Good,1595152066124840960,
2022-11-22T20:27:17.000Z,1366877843527974912,['1595151957374926848'],en,RT @Ruf_ayi: And please don’t forget RONALDO IS UNEMPLOYED!!,1595151957374926848,
2022-11-22T20:27:10.000Z,1366877843527974912,['1595151928560062464'],en,@WeGoTalkAm1 You are being loyal to your future girlfriend,1595151928560062464,
2022-11-22T20:24:56.000Z,1366877843527974912,['1595151365906763777'],en,@Kwa_dwo_ Text dey twitter or,1595151365906763777,
2022-11-22T20:24:41.000Z,1366877843527974912,['1595151303285821440'],en,@WeGoTalkAm1 I’m happy,1595151303285821440,
2022-11-22T20:21:15.000Z,1366877843527974912,['1595150437111713793'],und,@Mrbelgium1 😂,1595150437111713793,
2022-11-22T20:21:09.000Z,1366877843527974912,['1595150413082562560'],en,@BuletDada @medSaaka Good,1595150413082562560,
2022-11-22T20:21:01.000Z,1366877843527974912,['1595150381138743297'],und,@Thattguy__ 😂,1595150381138743297,
2022-11-22T20:20:55.000Z,1366877843527974912,['1595150353695387649'],en,@jay_iheke Good,1595150353695387649,
2022-11-22T20:20:49.000Z,1366877843527974912,['1595150330768936960'],en,@GhConcra That’s good,1595150330768936960,
2022-11-22T20:20:41.000Z,1366877843527974912,['1595150296376045568'],und,@lfcyaw 🥲oh,1595150296376045568,
