edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595134342195335168'],1585944936335249409,en,"@faking_space I’ve been saying this for decades. Like WWE/F - sure it’s entertaining to watch the athletes, but it’s obviously scripted. Makes me a nuisance at parties though.",1595134342195335168,2022-11-22T19:17:17.000Z
['1595131908912222208'],1585944936335249409,en,"@BiggestComeback For me, just straight almond butter and 100 % chocolate satisfies my sweet tooth. Throw in half a dried fig or date, and it’s like eating a whole birthday cake 🎂",1595131908912222208,2022-11-22T19:07:37.000Z
['1595129006969753600'],1585944936335249409,en,@thatpowerslady @MarkHamill Rent free,1595129006969753600,2022-11-22T18:56:05.000Z
['1595128694418595841'],1585944936335249409,en,@MMAfangirl @MarkHamill And Trump is questionable too!,1595128694418595841,2022-11-22T18:54:51.000Z
['1595111123153747969'],1585944936335249409,en,@KimDotcom Prove it!,1595111123153747969,2022-11-22T17:45:02.000Z
['1595099188584656896'],1585944936335249409,en,@AlpacaAurelius Only 62 died of Suddenly. That one’s making a comeback!,1595099188584656896,2022-11-22T16:57:36.000Z
['1595097914564661250'],1585944936335249409,en,@redsteeze Rockies = toast; Florida = good to go - seems reasonable!,1595097914564661250,2022-11-22T16:52:32.000Z
['1595096586933215233'],1585944936335249409,en,@MexicanKeto @TuitNutrition Damned chemicals!,1595096586933215233,2022-11-22T16:47:16.000Z
['1595094248734466050'],1585944936335249409,en,@KimDotcom We’re the sheep being sheared by the insurance fraudsters behind the Titanic!,1595094248734466050,2022-11-22T16:37:58.000Z
['1595090196940439555'],1585944936335249409,en,@CryptoR99451212 @NewDawn7411 Take a trip down into Germany - beef is way cheaper here!,1595090196940439555,2022-11-22T16:21:52.000Z
['1595089663186042881'],1585944936335249409,en,"@NewDawn7411 Except finding bacon without sugar, dextrose or (yech) maple syrup!",1595089663186042881,2022-11-22T16:19:45.000Z
['1595074623301128192'],1585944936335249409,en,@MinervaBane Minerva is such a beautiful name. It comes from Frisian and means “my treasure” lit. “my inheritance” (MINA.ERVA),1595074623301128192,2022-11-22T15:19:59.000Z
['1595071108931272707'],1585944936335249409,qme,@AlpacaAurelius https://t.co/1933VThqtP,1595071108931272707,2022-11-22T15:06:02.000Z
['1595069620666642434'],1585944936335249409,en,"@MinervaBane @trsam97 @AlpacaAurelius Life expectancy figures are skewed by infant mortality, workplace accidents and war deaths. Of course those earlier generations were/are more robust and longer lived. The bias of the people in this thread is not going to save them from awful morbidity later on!",1595069620666642434,2022-11-22T15:00:07.000Z
['1595044023718547456'],1585944936335249409,en,"@ClaireFosterPHD They’ll be paying for it the rest of their lives anyway, might as well get used to it now.",1595044023718547456,2022-11-22T13:18:24.000Z
['1595032479802527744'],1585944936335249409,en,@binnahar85 White privileged: DENIED,1595032479802527744,2022-11-22T12:32:32.000Z
['1595030158599401472'],1585944936335249409,en,@ClownWorld_ Who hires teachers in the US? If it’s not one perversion it’s another. 🤡🌎indeed!,1595030158599401472,2022-11-22T12:23:18.000Z
['1595014824378990593'],1585944936335249409,en,"@oltmannd @samanthamarika1 Why argue? It’s like a bot war. You all defend your entrenched positions, for what? Better, imo, would be to agree that personal choice/individual health considerations must be the basis for any medical decision. n'est-ce pas?",1595014824378990593,2022-11-22T11:22:22.000Z
['1594996879971991558'],1585944936335249409,en,"@GuntherEagleman Grift, oh and: ain’t gonna happen!",1594996879971991558,2022-11-22T10:11:04.000Z
['1594983120180477953'],1585944936335249409,en,@kathyjowells @JackMCostigan Just read his “manifesto” 😂,1594983120180477953,2022-11-22T09:16:23.000Z
['1594982600778579968'],1585944936335249409,en,@BitcoinHodl4 @SBakerMD This may just be the rightest answer!,1594982600778579968,2022-11-22T09:14:20.000Z
['1594982299673690112'],1585944936335249409,en,@TheCrypt0Cowb0y @SBakerMD Most of them cannot raise their arms and grab the bar - much less jump up to get near one.,1594982299673690112,2022-11-22T09:13:08.000Z
['1594981628345974786'],1585944936335249409,en,@Richard_Weiss62 @SBakerMD Perhaps cabinet ministers should be subject to popular consent rather than politically appointed?,1594981628345974786,2022-11-22T09:10:28.000Z
['1594981270190161920'],1585944936335249409,en,@SBakerMD They should certainly be subject to questions about their own health issues.,1594981270190161920,2022-11-22T09:09:02.000Z
['1594980410425212928'],1585944936335249409,en,"@jestdeserts @tmsilverman Read Oera Linda, god is by no means a patriarchal invention - and don’t call me Shirley!",1594980410425212928,2022-11-22T09:05:37.000Z
['1594977452727713792'],1585944936335249409,en,@SBakerMD It is really a grand farce Dr Baker. Thanks for injecting sanity - throws the humor into sharper relief!,1594977452727713792,2022-11-22T08:53:52.000Z
['1594959492793384963'],1585944936335249409,en,@DuncanHenry78 @ra_tigger @Romero_Chris714 Paranoid delusions are part of many disorders related to gender dysphoria. I applaud you for this post - a position shared by all of my gay friends!,1594959492793384963,2022-11-22T07:42:30.000Z
['1594782452077236239'],1585944936335249409,en,@KariLake Boys working double time in here!,1594782452077236239,2022-11-21T19:59:00.000Z
['1594710478537859074'],1585944936335249409,en,@brixwe Dad #DiedSuddenly 2-weeks ago.,1594710478537859074,2022-11-21T15:13:01.000Z
['1594681897351008256'],1585944936335249409,en,@hrkbenowen I wager that a tweet will eventually come: link to Truth Social,1594681897351008256,2022-11-21T13:19:26.000Z
['1594586500951416833'],1585944936335249409,en,@NelsonNils You’re!,1594586500951416833,2022-11-21T07:00:22.000Z
['1594411275420930049'],1585944936335249409,en,"@MrJosephValente I did for a year. Got ripped, had boundless energy and saved money because I was literally never hungry. Then I moved to the US for 16 months and lost it, gained 25 lbs, developed a hernia and haven’t gotten back on track since!",1594411275420930049,2022-11-20T19:24:05.000Z
['1594401345875779584'],1585944936335249409,en,"@JackPosobiec Uh,  Charlotte!",1594401345875779584,2022-11-20T18:44:38.000Z
['1594399170240172035'],1585944936335249409,en,"@south_23rd @NelsonNils @Molly18138170 Ok, I was truly confused by that. Thanks for being forthright!",1594399170240172035,2022-11-20T18:35:59.000Z
['1594394527904800769'],1585944936335249409,en,"@NelsonNils @south_23rd @Molly18138170 He apparently considers a children’s advocate to be a neo-nazi, so let that sink in. It is interesting what you learn by joining Twitter instead of getting it all secondhand.",1594394527904800769,2022-11-20T18:17:32.000Z
['1594392599967711233'],1585944936335249409,en,@isthisyourtrash @JhnAdmz @south_23rd He asked them to deliver value equivalent to their wage - it’s irrelevant what changed in the tactical minutiae,1594392599967711233,2022-11-20T18:09:52.000Z
['1594392046210617346'],1585944936335249409,en,@south_23rd “Workers” 😂,1594392046210617346,2022-11-20T18:07:40.000Z
['1594378923810426888'],1585944936335249409,en,@JackPosobiec People are following @realDonaldTrump literally just in case he says something - #LETTHATSINKIN,1594378923810426888,2022-11-20T17:15:32.000Z
['1594377228535603201'],1585944936335249409,en,RT @lawrencekingyo: Defund self checkouts https://t.co/7JBY3of0RK,1594377228535603201,2022-11-20T17:08:48.000Z
['1594375731437789184'],1585944936335249409,en,"@Phil_Lewis_ Twitter is done with the ad-based model. People and organizations are such laggards in their understanding of emerging trends. Boycott away, the internet has moved on.",1594375731437789184,2022-11-20T17:02:51.000Z
['1594370615615819776'],1585944936335249409,en,I’m sorry but: WTF is this? #META #Metaverse #stupidity #wtf https://t.co/Xpvkhmtieo,1594370615615819776,2022-11-20T16:42:31.000Z
['1594360773140414465'],1585944936335249409,en,"@cbouzy All these alternatives always fail, they just don’t have the pull of the big platforms. Even Twitter, YT and co. took years to gain traction. I see no hope for your initiative, sorry to say.",1594360773140414465,2022-11-20T16:03:24.000Z
['1594357624006496256'],1585944936335249409,en,"@stoicmomma @cbouzy No, I was not following him by default.",1594357624006496256,2022-11-20T15:50:53.000Z
['1594337605423882241'],1585944936335249409,en,@giorgibiberidis @catturd2 That’s indeed very creepy!,1594337605423882241,2022-11-20T14:31:21.000Z
['1594335921968926725'],1585944936335249409,en,@catturd2 The one in white? Agreed!,1594335921968926725,2022-11-20T14:24:39.000Z
['1594317112742404102'],1585944936335249409,qme,@BrianDogeMiller @DavidSacks https://t.co/Bgb2ni9NA6,1594317112742404102,2022-11-20T13:09:55.000Z
['1594315798210048000'],1585944936335249409,en,"@Plasticgirl99 @1GLulu @AdamInHTownTX @MonicaLewinsky Of course, silly",1594315798210048000,2022-11-20T13:04:41.000Z
['1594313122860236801'],1585944936335249409,en,"@Twitter asks “What’s happening?“ I say, “Good question?”
#whatshappening #eyesclosed #WWIII https://t.co/xW5QJ27VoW",1594313122860236801,2022-11-20T12:54:04.000Z
['1594285179060850692'],1585944936335249409,en,Time to take down the liars and bots #EatMeat #COP27 #savetheplanet #SaveAmerica https://t.co/u8fGtbP1BN,1594285179060850692,2022-11-20T11:03:01.000Z
['1594281324688416769'],1585944936335249409,en,RT @flatline_cowboy: @elizableu These were the people who didn’t do anything about child sex abuse https://t.co/4w4TIN5uJk,1594281324688416769,2022-11-20T10:47:42.000Z
