text,created_at,author_id,edit_history_tweet_ids,id,lang
Creedence Clearwater Revival - Susie Q,2022-11-22T23:23:03.000Z,433120880,['1595196189716418560'],1595196189716418560,en
Johnsons HVAC,2022-11-22T23:16:58.000Z,433120880,['1595194659709411328'],1595194659709411328,da
Merle Haggard - If We're Not Back In Love By Monday,2022-11-22T23:11:57.000Z,433120880,['1595193396313829376'],1595193396313829376,en
Walker Hayes - Fancy Like,2022-11-22T23:06:34.000Z,433120880,['1595192039767003274'],1595192039767003274,en
Kat &amp; Alex - We Bought a House,2022-11-22T22:58:08.000Z,433120880,['1595189919085105152'],1595189919085105152,en
Parker McCollum - Pretty Heart,2022-11-22T22:51:04.000Z,433120880,['1595188142075691010'],1595188142075691010,en
The Marshall Tucker Band - Fire on the Mountain,2022-11-22T22:44:06.000Z,433120880,['1595186387485179904'],1595186387485179904,en
Adam Doleac - Girl in Love,2022-11-22T22:37:59.000Z,433120880,['1595184847835856900'],1595184847835856900,en
Cody Johnson - 'Til You Can't,2022-11-22T22:30:54.000Z,433120880,['1595183066468814849'],1595183066468814849,en
Niko Moon feat. Anna Moon - I CAN'T WAIT TO LOVE YOU,2022-11-22T22:24:24.000Z,433120880,['1595181431495725057'],1595181431495725057,en
Mitchell Tenpenny - This Is the Heavy,2022-11-22T22:17:32.000Z,433120880,['1595179701479383045'],1595179701479383045,en
Central Self Storage Produced,2022-11-22T22:12:16.000Z,433120880,['1595178376028979209'],1595178376028979209,en
Peachy RV Rentals ad,2022-11-22T22:05:28.000Z,433120880,['1595176666132783104'],1595176666132783104,en
Sammy Hagar - I Can't Drive 55,2022-11-22T21:57:48.000Z,433120880,['1595174737021440018'],1595174737021440018,en
Riley Green - I Wish Grandpas Never Died,2022-11-22T21:50:07.000Z,433120880,['1595172802382159872'],1595172802382159872,en
Alison Krauss and Union Station - When You Say Nothing At All,2022-11-22T21:42:23.000Z,433120880,['1595170857751613451'],1595170857751613451,en
Eric Church - Drink In My Hand,2022-11-22T21:32:47.000Z,433120880,['1595168438217019395'],1595168438217019395,en
Alan Jackson - Midnight In Montgomery,2022-11-22T21:24:09.000Z,433120880,['1595166268629417985'],1595166268629417985,en
Patsy Cline - Crazy [feat. The Jordanaires],2022-11-22T21:17:59.000Z,433120880,['1595164715281678336'],1595164715281678336,en
Stevie Nicks - Stand Back (2016 Remaster),2022-11-22T21:07:53.000Z,433120880,['1595162171528589313'],1595162171528589313,en
