author_id,text,created_at,lang,edit_history_tweet_ids,id
1389311147803807746,"RT @CarmelEncounter: What is a pilgrimage? 

Find out more here: https://t.co/R8aoW9Je3U https://t.co/K7YNyo3PX3",2022-11-22T22:11:54.000Z,en,['1595178284161040384'],1595178284161040384
1389311147803807746,🙏💙🤗 https://t.co/vaZNzjFxnQ,2022-11-22T21:00:00.000Z,art,['1595160187618308096'],1595160187618308096
1389311147803807746,RT @JustinDGentry: When the Pulse shooting happened I was a quietly affirming pastor in a non-affirming denomination. I wasn't allowed to s…,2022-11-22T20:16:49.000Z,en,['1595149323771457537'],1595149323771457537
1389311147803807746,💙🙏🤗 https://t.co/zHYoG6mTVF,2022-11-22T20:14:50.000Z,art,['1595148823420350464'],1595148823420350464
1389311147803807746,In my prayers Hedy 🙏💙🤗 https://t.co/pUH8ZrhmXQ,2022-11-22T20:14:34.000Z,en,['1595148754398871552'],1595148754398871552
1389311147803807746,"RT @Conatser1969: Please say a prayer for my 12-year old granddaughter, Emree. She had a seizure this morning and on the way to Children’s…",2022-11-22T19:26:24.000Z,en,['1595136636224167936'],1595136636224167936
1389311147803807746,🙏🏻💙🤗 https://t.co/NTWVIAHMYv,2022-11-22T19:20:20.000Z,art,['1595135107299299328'],1595135107299299328
1389311147803807746,🙏🏻💙🤗 https://t.co/O50KPYJmg5,2022-11-22T19:20:08.000Z,art,['1595135055562952704'],1595135055562952704
1389311147803807746,Help support WESTERN DOMINICAN PROVINCE Rosary Center by donating or retweeting. https://t.co/QRAG9hr5nv,2022-11-22T19:14:24.000Z,en,['1595133614827589632'],1595133614827589632
1389311147803807746,RT @SisterWalburga: Lovely pics!,2022-11-22T17:16:06.000Z,en,['1595103845046259712'],1595103845046259712
1389311147803807746,💙🙏 https://t.co/ISFDYLr7FQ,2022-11-22T17:14:54.000Z,art,['1595103539692699650'],1595103539692699650
1389311147803807746,"Fully agree but would go further &amp; say:

If you cannot truly love LGBTQ people you cannot love God.

“How can I say I love God who I cannot see but not love my brother (or sister) who I can see?”

Thank you for your posts! https://t.co/nCu0opmVM0",2022-11-22T15:51:13.000Z,en,['1595082480905773056'],1595082480905773056
1389311147803807746,RT @goodgrieftrust: Thankyou @coopuk @CoopFuneralcare for using our images to promote #NationalGriefAwarenessWeek &amp; invite anyone passing b…,2022-11-22T15:48:33.000Z,en,['1595081809326649344'],1595081809326649344
1389311147803807746,RT @ctrlamb: Pope Francis places the head office of Caritas — the Church’s global charitable network — under temporary leadership after a r…,2022-11-22T15:46:57.000Z,en,['1595081409806360576'],1595081409806360576
1389311147803807746,"RT @Mccrimmons: St. Cecilia 😇

Patron Saint of Musicians

#FeastDay 22 November

A3 Poster https://t.co/5KNXJVKFtW

+ boards, banners, roll…",2022-11-22T15:46:08.000Z,en,['1595081204243603456'],1595081204243603456
1389311147803807746,"Really enjoy your posts, thank you.
The Eucharist was the major key to my conversion reading St John 6.
🙏🏻💙 https://t.co/VUjixQV4zw",2022-11-22T15:44:54.000Z,en,['1595080893491998721'],1595080893491998721
1389311147803807746,Behold Him! https://t.co/3hmAIcVYRY,2022-11-22T15:42:06.000Z,en,['1595080185963057154'],1595080185963057154
1389311147803807746,"I prefer on my tongue for one valid reason.
I am a wheelchair user, rubbish etc from the ground transfers to my wheels which then transfers to my hands. No way do I want the Body, Blood, Soul &amp; divinity on my filthy hands!
I know God understands, I would rather refuse politely https://t.co/8cIyKiEI9k",2022-11-22T15:39:06.000Z,en,['1595079431713849344'],1595079431713849344
1389311147803807746,"RT @kevinmyoung: WHEN COMMENTING on LGBTQIA+ MURDERS:

— DO express sympathy.
— DO mean it, or don't say anything.
— DO use preferred prono…",2022-11-22T15:34:12.000Z,en,['1595078198202859520'],1595078198202859520
1389311147803807746,"RT @catholicstuf: ""My God, I choose all!  I don't want to be a saint by halves; I choose all that You will!.""

 St. Therese of Lisieux",2022-11-22T15:32:28.000Z,en,['1595077764520243202'],1595077764520243202
1389311147803807746,🙏💙🤗 https://t.co/A0rJ9z8UFG,2022-11-22T15:13:53.000Z,art,['1595073086818340864'],1595073086818340864
1389311147803807746,💙🙏🤗 https://t.co/I4665A3gAH,2022-11-22T15:13:38.000Z,art,['1595073022159114245'],1595073022159114245
1389311147803807746,🙏💙🤗 https://t.co/ASxSH1SSFQ,2022-11-22T14:13:20.000Z,art,['1595057848970510337'],1595057848970510337
1389311147803807746,🙏💙 https://t.co/aFgkQmnUjU,2022-11-22T14:12:48.000Z,art,['1595057715847593984'],1595057715847593984
1389311147803807746,@sourcreamgay 🙏🏻💙🤗,2022-11-22T11:10:41.000Z,und,['1595011881122635781'],1595011881122635781
1389311147803807746,I love that idea! Thank you 🙏🏻💙🤗 https://t.co/1BfDM0W5ga,2022-11-22T10:48:42.000Z,en,['1595006349964115969'],1595006349964115969
1389311147803807746,RT @SkepticallyDan: Wow https://t.co/OemfJzN2U5,2022-11-22T10:48:05.000Z,und,['1595006194087002114'],1595006194087002114
1389311147803807746,"RT @CarmelitesOCD: On this feast, we remember Mary, so pure and perfect, a life totally dedicated to God. We also remember on this day all…",2022-11-22T10:45:21.000Z,en,['1595005507022032899'],1595005507022032899
1389311147803807746,Such a beautiful smile 🙏🏻💙🤗 https://t.co/C4IfbY6wvf,2022-11-22T10:44:28.000Z,en,['1595005286519128064'],1595005286519128064
1389311147803807746,"I am truly delighted for you, have a great Christmas celebration with those you love 🙏🏻💙🤗 https://t.co/2rizkXxzer",2022-11-22T10:39:44.000Z,en,['1595004094376476673'],1595004094376476673
1389311147803807746,"RT @MAAS_UK: “Before you guys came”.

Does he realise that Judaism has been around for over 5,000 years and that there is a direct connecti…",2022-11-22T10:39:00.000Z,en,['1595003911902986240'],1595003911902986240
1389311147803807746,We must NEVER forget!! https://t.co/3dmOb3SZ4j,2022-11-22T10:37:05.000Z,en,['1595003427486306304'],1595003427486306304
1389311147803807746,Prayers and a gentle hug 🙏🏻💙🤗 https://t.co/4417Pt9pv2,2022-11-22T10:36:27.000Z,en,['1595003267205025792'],1595003267205025792
1389311147803807746,"I still wake up around 01:00 every night for about an hour or so, my beloved drew her last breathe on this earth holding my hand at 01:14 hrs. (27th May, 2022)
I keep my rosary &amp; holding cross under my pillow, inevitably I wake upholding one of these which is a comfort 🙏🏻💙 https://t.co/enNV0UUxca",2022-11-22T10:35:24.000Z,en,['1595003001814532101'],1595003001814532101
1389311147803807746,"Yes, that phrase causes pain and is not true 🙏🏻💙 https://t.co/mmYQsCrfjj",2022-11-22T10:30:24.000Z,en,['1595001745779957760'],1595001745779957760
1389311147803807746,"RT @carmelnunsgb: Today's the feast of St Cecilia, patron saint of musicians 🎶🎵🎶
We thank God for the gift of music in our lives 💕🙏 https:/…",2022-11-22T10:29:11.000Z,en,['1595001441382699008'],1595001441382699008
1389311147803807746,Gentle hugs 🙏🏻💙🤗 https://t.co/q5XPGV7QGF,2022-11-22T10:29:06.000Z,en,['1595001417819127808'],1595001417819127808
1389311147803807746,RT @fr_petros: Relationships do not shine by shaking hands in good times but blossom by holding hands firmly in worst hours of life. Amen!,2022-11-22T10:28:32.000Z,en,['1595001277326540800'],1595001277326540800
1389311147803807746,"RT @MAAS_UK: Just listen to this open antisemitism. 

It shocks us that some of our fellow Muslims are able to say this publicly and believ…",2022-11-22T10:25:43.000Z,en,['1595000566589100035'],1595000566589100035
1389311147803807746,In my prayers 🙏🏻💙🤗 https://t.co/CoUBydxLhd,2022-11-22T10:24:16.000Z,en,['1595000203517607940'],1595000203517607940
1389311147803807746,"RT @CruseSupport: We are here for you, and you're not alone 💜

Our Crusechat service is available to you Monday to Friday, 9am to 9pm, wher…",2022-11-22T10:22:46.000Z,en,['1594999826449633282'],1594999826449633282
1389311147803807746,What a lovely loving couple you make 🙏🏻💙❤️ https://t.co/Px4zD8wC8X,2022-11-22T10:19:54.000Z,en,['1594999105071218688'],1594999105071218688
1389311147803807746,"RT @SteveChalke: Huge respect for the courage of the entire Iranian football team and of their supporters, who at great cost to themselves…",2022-11-22T10:16:05.000Z,en,['1594998144622026752'],1594998144622026752
1389311147803807746,"You are not alone thinking this. The stages of grief are so cruel at times, but they pass.
I’m told I will not get over losing my beloved (I don’t want to tbh) but eventually I will be able to live &amp; cope with it.
Hard to see ahead at times, but that is grief sadly 🙏🏻💙🤗 https://t.co/sRo1l86V7t",2022-11-22T10:08:23.000Z,en,['1594996204701732864'],1594996204701732864
1389311147803807746,You are doing so well day by day. Watching your journey on here and keeping you in my prayers 🙏🏻💙🤗 https://t.co/gW1gt1RXeG,2022-11-22T10:02:08.000Z,en,['1594994630268968962'],1594994630268968962
1389311147803807746,🙏🏻💙🤗 https://t.co/b9NxnYWGKG,2022-11-22T09:33:15.000Z,art,['1594987362366496768'],1594987362366496768
1389311147803807746,"Handsome young fellow to be sure, in my prayers 🙏🏻💙🤗 https://t.co/aMWsXXs0WW",2022-11-22T09:30:46.000Z,en,['1594986738010755072'],1594986738010755072
1389311147803807746,"Thank you! Remembering all those left behind in shock and grieving the loss of a family member. Easy to forget each of these were a brother, sister, daughter or a son rather than a “title” hatefully put on each of them.
This bigotry, violence &amp; hatred really must stop! 🙏🏻🙏🏻 https://t.co/pXr1JttHGH",2022-11-22T09:30:13.000Z,en,['1594986599062056960'],1594986599062056960
1389311147803807746,RT @goodgrieftrust: Thank-you so much Meriel for wearing our umbrella pins &amp; for gifting one to your friend. 🧡 ☂️ We are so sorry about you…,2022-11-21T22:47:56.000Z,en,['1594824963730677788'],1594824963730677788
1389311147803807746,RT @TansuYegen: Amazing🔥🔥🔥 https://t.co/Zcaavt868n,2022-11-21T22:47:38.000Z,en,['1594824888707346434'],1594824888707346434
1389311147803807746,RT @JordanNicholls: I watched this last night and got quite emotional. As @drkathrynmannix says we need to be much more open about death an…,2022-11-21T22:43:17.000Z,en,['1594823795583459335'],1594823795583459335
1389311147803807746,RT @goodgrieftrust: #ChildrensGriefAwarenessWeek 🧡,2022-11-21T22:41:55.000Z,und,['1594823451348541442'],1594823451348541442
1389311147803807746,Gentle holy hugs 🤗🤗💙🙏 https://t.co/L0YyPllTi3,2022-11-21T22:40:24.000Z,en,['1594823066148040708'],1594823066148040708
1389311147803807746,God forbid this should happen to you my dear brother and why we need to call out all bigotry especially homophobia for the evil it is. https://t.co/bJlZQ88cPx,2022-11-21T22:37:06.000Z,en,['1594822236384509952'],1594822236384509952
1389311147803807746,"Mary I’m honoured to have him as my friend. We read the daily Gospel, pray together every night at 21:00 and he prays a blessing over the phone that is priceless. 
I read, he prays, I truly am blessed 🙏🤗💙 https://t.co/WCSnsdGx1d",2022-11-21T22:35:03.000Z,en,['1594821722888454145'],1594821722888454145
1389311147803807746,"RT @yairlapid: Appalled by the horrific shooting in Colorado Springs. 

The thoughts and prayers of millions of Israelis are with the victi…",2022-11-21T20:31:38.000Z,en,['1594790663115128832'],1594790663115128832
1389311147803807746,RT @ksadjadpour: Courage is contagious: Iranian women’s basketball team collectively remove their compulsory hejab. https://t.co/VVQz73mKIQ,2022-11-21T19:44:27.000Z,en,['1594778788042534912'],1594778788042534912
1389311147803807746,I am truly sorry for you loss. In my prayers with a gentle hug 💙🙏🤗 https://t.co/pbN0s0E1hX,2022-11-21T19:21:58.000Z,en,['1594773129989132305'],1594773129989132305
1389311147803807746,💙🙏🤗 https://t.co/dSNU7o0oat,2022-11-21T19:17:43.000Z,art,['1594772063029723136'],1594772063029723136
