text,created_at,lang,id,edit_history_tweet_ids,author_id
"RT @AbrahamHamadeh: My parents came here from Syria, they didn’t expect Arizona elections to be so similar.",2022-11-22T23:25:00.000Z,en,1595196681552687104,['1595196681552687104'],17097090
RT @ChuckCallesto: BREAKING REPORT: Republicans tell Homeland Secretary Alejandro Mayorkas to RESIGN over border chaos or face impeachment.…,2022-11-22T23:24:54.000Z,en,1595196652800774144,['1595196652800774144'],17097090
"RT @DrAndrewJackson: A full investigation into the Maricopa County Recorder's Office needs to be conducted!

TRANSPARENCY NOW.",2022-11-22T23:24:43.000Z,en,1595196610761220097,['1595196610761220097'],17097090
"RT @BillFOXLA: BREAKING: GOP Minority Leader Kevin McCarthy calls on DHS Secretary Mayorkas to resign. Says if he doesn’t, House Republican…",2022-11-22T22:25:49.000Z,en,1595181784442052613,['1595181784442052613'],17097090
"RT @catturd2: I'm crashing so early tonight, I'll probably miss Adam Kinzinger drunk tweeting again. 

LiTeRaL eViL!  😂",2022-11-22T22:25:33.000Z,en,1595181719421870080,['1595181719421870080'],17097090
"RT @lavern_spicer: Biden is sending another $4.5 billion to Ukraine.

Meanwhile Americans are still starving every day on the streets of ou…",2022-11-22T22:25:26.000Z,en,1595181689923407874,['1595181689923407874'],17097090
RT @zerohedge: BOLSONARO ASKS COURT TO ANNULL VOTES IN BRAZIL ELECTIONS: CNN,2022-11-22T22:25:18.000Z,en,1595181655500914694,['1595181655500914694'],17097090
"RT @KariLake: Sherry worked as an election observer in Phoenix.

She saw a man whose ballot was rejected 24 times.

Finally, he asked for a…",2022-11-22T22:24:48.000Z,en,1595181528497135616,['1595181528497135616'],17097090
RT @KariLakeWarRoom: It's been 15 days since @billgatesaz &amp; @Stephen_richer robbed Maricopa County of its vote &amp; neither has given a sincer…,2022-11-22T22:24:29.000Z,en,1595181450764193804,['1595181450764193804'],17097090
RT @ACTBrigitte: The value of President Trump to America is unmeasurable! https://t.co/HoMYVomXaT,2022-11-22T22:24:16.000Z,en,1595181395839782913,['1595181395839782913'],17097090
"RT @PamelaHensley22: Zelensky just said Russia is using the cold weather as a ""weapon of mass destruction."" Let me guess, he wants another…",2022-11-22T22:24:04.000Z,en,1595181345562664961,['1595181345562664961'],17097090
"RT @TomFitton: Will Hunter Biden's tax records, James Biden's tax records, etc. be obtained by the House?",2022-11-22T22:23:54.000Z,en,1595181304357724161,['1595181304357724161'],17097090
"RT @catturd2: In the name of peace and understanding, I'm going to honestly try to see eye to eye with Adam Kinzinger. Therefore, I'm going…",2022-11-22T22:23:48.000Z,en,1595181277241556993,['1595181277241556993'],17097090
RT @JamesBradleyCA: There’s no INNOCENT reason for a grown man to want to dress up like a female stripper and shake it for children.,2022-11-22T22:23:30.000Z,en,1595181203870605312,['1595181203870605312'],17097090
