created_at,text,edit_history_tweet_ids,author_id,lang,id
2022-11-22T19:16:32.000Z,@Casey Money does that.,['1595134149412548608'],21421397,en,1595134149412548608
2022-11-22T19:14:51.000Z,@ABDanielleSmith @RachelNotley Alberta needs real leadership - not the dime store populism touted by Danielle Smith that dooms the Province to being a backwater of ill will and no healthcare.,['1595133728694554624'],21421397,en,1595133728694554624
2022-11-22T17:45:20.000Z,@rodemics X,['1595111198697328645'],21421397,und,1595111198697328645
2022-11-22T17:32:05.000Z,@ianhanomansing 1%&gt;,['1595107867035832320'],21421397,und,1595107867035832320
2022-11-22T17:20:24.000Z,"Is @TimHoustonNS qualified to be Premier?  I mean beyond being elected..... Can he actually assess policy options and truly lead?   

#novascotia",['1595104926094745600'],21421397,en,1595104926094745600
2022-11-22T16:51:08.000Z,@David_Philipps All it takes is one good guy with help from a high heel 👠.,['1595097559751864320'],21421397,en,1595097559751864320
2022-11-22T16:50:36.000Z,"RT @David_Philipps: For one combat veteran, years of hyer-vigilance that had long been a burden a home, suddenly became an asset that saved…",['1595097424900784128'],21421397,en,1595097424900784128
2022-11-21T23:20:13.000Z,"@BlackCreekCHC Awesome and convenient.  

Thanks.. fabulous.",['1594833087497633793'],21421397,en,1594833087497633793
2022-11-21T23:19:56.000Z,"RT @BlackCreekCHC: Visit Black Creek CHC's COVID, Cold &amp; Flu Care Clinic. If you are experiencing mild to moderate symptoms,  learn how to…",['1594833018530799621'],21421397,en,1594833018530799621
2022-11-21T21:30:18.000Z,RT @ZelenskyyUa: Had a call with @EmmanuelMacron. Informed about the situation on the battlefield and at 🇺🇦 nuclear plants. Stressed the ne…,['1594805428650647585'],21421397,en,1594805428650647585
2022-11-21T13:11:30.000Z,"@KiaCanada What about those dealers downright abusing customers with ""Market Adjustments?""  

A stain on your reputation. 

@cbcmarketplace",['1594679900266528769'],21421397,en,1594679900266528769
2022-11-21T11:30:19.000Z,"@NRA #NRA has been supporting mass murder for decades.

NRA is the leading cause of childhood death in America.",['1594654434792988673'],21421397,en,1594654434792988673
2022-11-20T00:58:11.000Z,RT @a_zweig: Its pretty cold at the gas station when I get out of my car so when I'm approached by a young black man who tells me he needs…,['1594132968628314112'],21421397,en,1594132968628314112
2022-11-19T22:08:12.000Z,@weather_buffalo New York ought send workers to Montreal for snow removal training.,['1594090189307219969'],21421397,en,1594090189307219969
2022-11-19T21:51:44.000Z,"@FIFAWorldCup president and committee ought resign immediately.

Really.",['1594086046525972481'],21421397,en,1594086046525972481
2022-11-18T22:50:35.000Z,"@RexChapman ""The Wire"" would rank a 4/10 on a scale that included a smattering of #Korean TV dramas.",['1593738468047331331'],21421397,en,1593738468047331331
2022-11-18T20:13:48.000Z,"RT @mousie_4: @RepGrothman @RepJamesComer @GOPoversight Yeah, that’ll help Americans live better lives, wasting taxpayer money on investiga…",['1593699011378249730'],21421397,en,1593699011378249730
2022-11-18T20:13:44.000Z,RT @CarrieHoliday87: @RepGrothman @RepJamesComer @GOPoversight Question: How does this help improve the lives of the people of Wisconsin's…,['1593698996358328322'],21421397,en,1593698996358328322
2022-11-18T17:25:26.000Z,@rodemics That Rode video mic ought double as a receiver for the wireless go.,['1593656640246620166'],21421397,en,1593656640246620166
2022-11-18T15:19:23.000Z,@SMCS1852 Rich history.  Abuse? Misdeed? Assault? Erosion of dignity?,['1593624918448652289'],21421397,en,1593624918448652289
