edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595142094280339457'],1478665009215463424,nl,RT @DJ_TUNEZ: 👀🦅💜 Amsterdam! https://t.co/Tc0ve9yuqx,1595142094280339457,2022-11-22T19:48:06.000Z
['1595141160913506304'],1478665009215463424,de,@PulseNigeria247 Eibar Young,1595141160913506304,2022-11-22T19:44:23.000Z
['1595134431727325185'],1478665009215463424,en,RT @WizkidSource: Ziggo Dome! #SOLDOUT 🇳🇱🦅 https://t.co/Mz3ZNZArb0,1595134431727325185,2022-11-22T19:17:39.000Z
['1595134416090968064'],1478665009215463424,en,@heisrema Like fr y’all need to hear all I said on this beat 😩🎧 very fascinating story please help me tag @DONJAZZY @MAVINRECORDS @Ekitipikin @mrbayoa1 @sportingking365 @TalentedFBG and many punters to it for a Retweet https://t.co/iylNJWBdrF,1595134416090968064,2022-11-22T19:17:35.000Z
['1595134024850493441'],1478665009215463424,fr,FRA 4 - 3 AUS,1595134024850493441,2022-11-22T19:16:02.000Z
['1595133849746673666'],1478665009215463424,en,"RT @IfechukwuEgede: You see say the food small.. I ask you whether you go chop, you still get mind say yes😭 bruh why ?? https://t.co/emx33U…",1595133849746673666,2022-11-22T19:15:20.000Z
['1595133826044284928'],1478665009215463424,en,"RT @seriki_of_lagos: AVAILABLE!!!
Airbnb Miniflat apartment.
Rent: N35, 000.00 per day.).
Location: akoka yaba https://t.co/CjlTaqsVjH",1595133826044284928,2022-11-22T19:15:14.000Z
['1595131937374363648'],1478665009215463424,es,@instablog9ja 2 Pete,1595131937374363648,2022-11-22T19:07:44.000Z
['1595131790926446592'],1478665009215463424,en,"RT @McDude___: Omo at this point, if I ask you how are you, better say fine because if you don't na still your problem.",1595131790926446592,2022-11-22T19:07:09.000Z
['1595131737008656384'],1478665009215463424,en,"RT @Sayman__: Even tho I want Cristiano Ronaldo to leave Manchester United but never in a millions reason I want it to be this way💔

All th…",1595131737008656384,2022-11-22T19:06:56.000Z
['1595131715025924096'],1478665009215463424,en,"RT @MosesChidiebe10: Every lady says the dont like guys that play bet..

Are the aware the number of female that would loose their jobs if…",1595131715025924096,2022-11-22T19:06:51.000Z
['1595131675838623744'],1478665009215463424,en,"RT @AchorVictoria2: Casanova Intense🔥🔥🔥 this fragrance is worth having guys!! 9,000 Naira only.. Don't sleep on this o https://t.co/sRitIJl…",1595131675838623744,2022-11-22T19:06:42.000Z
['1595131575695724544'],1478665009215463424,pl,@Ukwuezechinedu Wyd blud,1595131575695724544,2022-11-22T19:06:18.000Z
['1595131544653340672'],1478665009215463424,es,RT @Dan_hiel55: Simple https://t.co/PPIDEh6aWc,1595131544653340672,2022-11-22T19:06:11.000Z
