text,lang,author_id,created_at,id,edit_history_tweet_ids
RT @AriaJudyHQ: Drop your handles for followers⁷ 🥈,en,1509894804909527042,2022-11-22T23:23:03.000Z,1595196190106214400,['1595196190106214400']
@ebitari24 @keerah69 Follow back,en,1509894804909527042,2022-11-22T23:22:10.000Z,1595195968693182465,['1595195968693182465']
RT @keerah69: Follow me I follow back let’s connect❤️,en,1509894804909527042,2022-11-22T23:22:01.000Z,1595195930327879680,['1595195930327879680']
"RT @Strictlyirene: You are so loved, remember that",en,1509894804909527042,2022-11-22T23:21:31.000Z,1595195801520975873,['1595195801520975873']
RT @kephasjoe1: Drop your handles let's follow you now 👉🌿,en,1509894804909527042,2022-11-22T23:21:28.000Z,1595195791022383107,['1595195791022383107']
@kimberbabyluv Come to my DM baby,en,1509894804909527042,2022-11-22T23:20:34.000Z,1595195566354747392,['1595195566354747392']
@kimberbabyluv 😥😩,und,1509894804909527042,2022-11-22T23:19:56.000Z,1595195403460296705,['1595195403460296705']
RT @kimberbabyluv: Retweet this to gain active mutuals 💫💫,en,1509894804909527042,2022-11-22T23:19:52.000Z,1595195386557243393,['1595195386557243393']
RT @gainsarianafans: 59 seconds...LIKE IF READY,en,1509894804909527042,2022-11-22T23:19:33.000Z,1595195308128047104,['1595195308128047104']
RT @gyaiigyyiimii: Tap ❤️ let's grow your account ❤️📊,en,1509894804909527042,2022-11-22T23:19:32.000Z,1595195303032147968,['1595195303032147968']
"RT @gainsarianafans: fastest retweeters will be added the quickest 

NEXT TWEET",en,1509894804909527042,2022-11-22T23:19:30.000Z,1595195297239638016,['1595195297239638016']
RT @Ug_gains: Less than 100K followers retweet and drop your handles let’s follow you   💚,en,1509894804909527042,2022-11-22T23:19:28.000Z,1595195286711947265,['1595195286711947265']
"RT @gainsarianafans: ❄️ GAIN LIST ❄️

- RETWEET HERE TO BE ADDED TO MY GAIN LIST
(GAIN 200+ MUTUALS) 

- must be following me",en,1509894804909527042,2022-11-22T23:19:24.000Z,1595195271931117568,['1595195271931117568']
RT @GainmutualGain: follow everyone whoever Retweets &amp; likes this🍔🔥🍿,en,1509894804909527042,2022-11-22T23:19:23.000Z,1595195266684026880,['1595195266684026880']
RT @AriaJudyHQ: Drop your handle for followers ➤,en,1509894804909527042,2022-11-22T23:13:35.000Z,1595193807095611392,['1595193807095611392']
"RT @bbaaleLawrence7: I promise you follow back 🙏💯
All accounts matters 
God bless Us All🙏🏿💯👊",en,1509894804909527042,2022-11-22T23:13:18.000Z,1595193735167590404,['1595193735167590404']
RT @ebitari24: Retweet like and drop your handles follow me and fastest retweeters let's connect 😘,en,1509894804909527042,2022-11-22T23:11:18.000Z,1595193233948147712,['1595193233948147712']
RT @kephasjoe1: Drop your Twitter handles let's follow you now 💋💋👢,en,1509894804909527042,2022-11-22T23:11:08.000Z,1595193190709084161,['1595193190709084161']
"RT @gainsarianafans: 59 SECONDS! 

 ⇢ RETWEET HERE TO BE ADDED TO MY 300+ GAIN LIST

• FOLLOW ME + @kjsbuckley",en,1509894804909527042,2022-11-22T23:10:08.000Z,1595192937108967426,['1595192937108967426']
RT @Ug_gains: Less than 100K followers retweet and drop your handles let’s follow you 🎗,en,1509894804909527042,2022-11-22T23:09:33.000Z,1595192791923056642,['1595192791923056642']
RT @gainsarianafans: picking one more user...did you rt?,en,1509894804909527042,2022-11-22T23:09:25.000Z,1595192759438409728,['1595192759438409728']
@d_dstart1 @Asmahuuu 🤧🤥,und,1509894804909527042,2022-11-22T23:09:05.000Z,1595192674507702273,['1595192674507702273']
RT @d_dstart1: Follow 4 follow back immediately ☺️,en,1509894804909527042,2022-11-22T23:08:59.000Z,1595192649874837504,['1595192649874837504']
RT @HussainSpk: Tap ❤️ let's grow your account 🍵☕🍱,en,1509894804909527042,2022-11-22T23:07:29.000Z,1595192271930097666,['1595192271930097666']
RT @GainmutualGain: Drop handles. RTS 🔃 &amp; FAVS ❤️ Let’s Gain *🎍🍔,en,1509894804909527042,2022-11-22T23:07:27.000Z,1595192264342601728,['1595192264342601728']
"RT @gainsarianafans: 2 MINUTES! 

 ⇢ RETWEET HERE TO BE ADDED TO MY 300+ GAIN LIST

• FOLLOW ME + @ohboyaspen",en,1509894804909527042,2022-11-22T23:07:04.000Z,1595192165353025536,['1595192165353025536']
"RT @gainsarianafans: 3 MINUTES! 

 ⇢ RETWEET HERE TO BE ADDED TO MY 300+ GAIN LIST

• FOLLOW ME + @leighflorals",en,1509894804909527042,2022-11-22T23:06:31.000Z,1595192028115206146,['1595192028115206146']
@RolandOdion @Asmahuuu 😘,und,1509894804909527042,2022-11-22T23:06:02.000Z,1595191908162277378,['1595191908162277378']
RT @RolandOdion: Please follow me and take me to 2k,en,1509894804909527042,2022-11-22T23:05:50.000Z,1595191855477657601,['1595191855477657601']
RT @ke_Mjay: Drop🔴🔴 and follow for late night gain,en,1509894804909527042,2022-11-22T23:05:00.000Z,1595191646878154753,['1595191646878154753']
RT @Asmahuuu: Who's still awake ?,en,1509894804909527042,2022-11-22T23:04:42.000Z,1595191571233873921,['1595191571233873921']
RT @gyaiigyyiimii: Drop your handles let's follow you now 😘😘😘🔌,en,1509894804909527042,2022-11-22T23:04:20.000Z,1595191478929727490,['1595191478929727490']
RT @AriaJudyHQ: Drop your handle &amp; follow the likes⁷ 😘,en,1509894804909527042,2022-11-22T23:04:10.000Z,1595191436756099073,['1595191436756099073']
RT @City_Tykun: Drop ❤️ and follow everyone,en,1509894804909527042,2022-11-22T23:04:08.000Z,1595191430502354944,['1595191430502354944']
RT @gyaiigyyiimii: Drop your Twitter handles let's boost your account 😍😍👉📀,en,1509894804909527042,2022-11-22T23:04:07.000Z,1595191423103602689,['1595191423103602689']
"RT @blessedbaby_234: RT ☑, Reply with your handle let’s follow you now*🧷^⌛️*🖇️",en,1509894804909527042,2022-11-22T23:04:02.000Z,1595191401892945920,['1595191401892945920']
RT @gainsarianafans: starting countdowns!! what are your follower goals?,en,1509894804909527042,2022-11-22T23:03:59.000Z,1595191392984252419,['1595191392984252419']
Who's still awake ?,en,1509894804909527042,2022-11-22T23:02:39.000Z,1595191057041457153,['1595191057041457153']
@fineboytunde_ @5GLoungephc @Asmahuuu  😥🌝,und,1509894804909527042,2022-11-22T23:01:50.000Z,1595190850350374912,['1595190850350374912']
RT @GainmutualGain: Less followers???! Retweet this if you want to grow!🍓’😵*🔮🦖,en,1509894804909527042,2022-11-22T23:01:18.000Z,1595190716501987328,['1595190716501987328']
RT @Ug_gains: Drop your handles lets follow you 🌿,en,1509894804909527042,2022-11-22T23:01:17.000Z,1595190711212806144,['1595190711212806144']
"RT @gainsarianafans: FIRST 80 RTS ?? ADDING FASTEST RTS!!

(must follow me)",en,1509894804909527042,2022-11-22T23:01:13.000Z,1595190696520163329,['1595190696520163329']
RT @Sofiagains: Drop your handles let's follow you👁~🏂,en,1509894804909527042,2022-11-22T23:01:11.000Z,1595190687708114944,['1595190687708114944']
@sum109 @EmpathyGains Please follow back,en,1509894804909527042,2022-11-22T23:01:07.000Z,1595190670016352256,['1595190670016352256']
"RT @sum109: Camp with us, let’s gain new followers together 🍒 Turn on my post notification 🛎. Retweet &amp; Drop your handle ❣️",en,1509894804909527042,2022-11-22T23:00:56.000Z,1595190624663248896,['1595190624663248896']
RT @kephasjoe1: Drop your handles let's gain some followers 😇👷‍♀️,en,1509894804909527042,2022-11-22T23:00:55.000Z,1595190619818835970,['1595190619818835970']
"RT @fineboytunde_: If you are still awake, follow @5GLoungephc and drop usernames let’s gain. ❤️",en,1509894804909527042,2022-11-22T23:00:53.000Z,1595190612835418117,['1595190612835418117']
RT @AriaJudyHQ: Retweet &amp; tap ❤️ for followers⁷ 📛,en,1509894804909527042,2022-11-22T22:53:59.000Z,1595188876045336577,['1595188876045336577']
@hiilex_b Follow back please 🥺,en,1509894804909527042,2022-11-22T22:52:04.000Z,1595188393197142016,['1595188393197142016']
RT @hiilex_b: https://t.co/o7YVAHf4R5,zxx,1509894804909527042,2022-11-22T22:51:56.000Z,1595188359634223105,['1595188359634223105']
RT @kephasjoe1: drop your Twitter handles let's gain some followers 💄,en,1509894804909527042,2022-11-22T22:51:23.000Z,1595188218047205378,['1595188218047205378']
RT @gainsarianafans: gain list?? RT FAST,en,1509894804909527042,2022-11-22T22:51:20.000Z,1595188208316325890,['1595188208316325890']
RT @GainmutualT: I'm following whoever retweets this and follow me quickly^🥋🐸🍋🌮,en,1509894804909527042,2022-11-22T22:50:01.000Z,1595187877289332740,['1595187877289332740']
RT @kephasjoe1: Commen with♥️😣 🍴,en,1509894804909527042,2022-11-22T22:48:34.000Z,1595187511365623808,['1595187511365623808']
RT @AriaJudyHQ: Drop your handle let's follow youʷ 🇬🇭,en,1509894804909527042,2022-11-22T22:48:31.000Z,1595187499713925120,['1595187499713925120']
RT @ThomasCitando: Siga todos que FAV e rt esse tweet para ganhar SEGUIDORES 🎀🏅🥇,pt,1509894804909527042,2022-11-22T22:48:30.000Z,1595187493254701057,['1595187493254701057']
RT @hiilex_b: Retweet and comment your Twitter handle and follow me for a quick follow back😎,en,1509894804909527042,2022-11-22T22:48:23.000Z,1595187465878491142,['1595187465878491142']
RT @GainmutualGain: Account Under 100k ‼️ follow everyone whoever retweets🐥🍈🐙,en,1509894804909527042,2022-11-22T22:48:21.000Z,1595187458479644676,['1595187458479644676']
RT @Ug_gains: Comment with ♥️💧,en,1509894804909527042,2022-11-22T22:48:19.000Z,1595187450091036672,['1595187450091036672']
RT @Ug_gains: Comment with ♻️💖Let’s follow you up  🌎,en,1509894804909527042,2022-11-22T22:39:21.000Z,1595185193819770880,['1595185193819770880']
RT @EmpathyGains: Follow the first 80Retweeters in seconds 🧿📿🔬💉,en,1509894804909527042,2022-11-22T22:39:19.000Z,1595185183900172288,['1595185183900172288']
RT @ebitari24: Tap that retweet button fast let's connect with you like and then drop your handles 💙,en,1509894804909527042,2022-11-22T22:39:08.000Z,1595185139252101120,['1595185139252101120']
RT @GainmutualGain: follow everyone whoever Retweets &amp; likes this👻🐣🍊,en,1509894804909527042,2022-11-22T22:39:06.000Z,1595185129730842625,['1595185129730842625']
@gainsarianafans ❤️,und,1509894804909527042,2022-11-22T22:36:12.000Z,1595184398588059649,['1595184398588059649']
RT @gainsarianafans: LIKE IF YOU’RE ONLINE 💖,en,1509894804909527042,2022-11-22T22:36:03.000Z,1595184360856100864,['1595184360856100864']
RT @GainsDrive: connect with the first likers 😉🔍,en,1509894804909527042,2022-11-22T22:34:44.000Z,1595184028826882048,['1595184028826882048']
RT @gyaiigyyiimii: drop your handles let's gain some followers 💋💋☺️☮️,en,1509894804909527042,2022-11-22T22:34:41.000Z,1595184018634543106,['1595184018634543106']
RT @Daffydre2: Midnight gain 💦 follow me I'll follow back 🌍 Retweet and drop your handles ❤️🛫🥀,en,1509894804909527042,2022-11-22T22:34:32.000Z,1595183981296861186,['1595183981296861186']
RT @AriaJudyHQ: Drop your handle let's follow youʷ 🎄,en,1509894804909527042,2022-11-22T22:33:01.000Z,1595183597807439882,['1595183597807439882']
@kephasjoe1 I follow back 🤠🤡,en,1509894804909527042,2022-11-22T22:31:18.000Z,1595183165760471042,['1595183165760471042']
RT @kephasjoe1: Drop your handles let’s follow you now 🌴💤,en,1509894804909527042,2022-11-22T22:31:10.000Z,1595183131895599105,['1595183131895599105']
"RT @blessedbaby_234: 50+ followers Instantly!, RT +  Drop  handles^🧮•*⭕•.📡",en,1509894804909527042,2022-11-22T22:30:57.000Z,1595183079920136192,['1595183079920136192']
RT @Accra_Made: Twitter is fun when we follow ourselves. Drop Your handles let’s follow !!!,en,1509894804909527042,2022-11-22T22:30:22.000Z,1595182929822777344,['1595182929822777344']
"RT @armyseguearmy: 🎉 ARMY SEGUE ARMY 🎉

Siga todos que deram RT e FAV aqui para ganhar mais seguidores Armys! 🎉",pt,1509894804909527042,2022-11-22T22:30:20.000Z,1595182922176282626,['1595182922176282626']
RT @Big___Sammy: Drop your handles let's gain small followers and engagements!!,en,1509894804909527042,2022-11-22T22:30:06.000Z,1595182865729425415,['1595182865729425415']
RT @Sofiagains: Drop your handles let's follow you💅🥚,en,1509894804909527042,2022-11-22T22:29:57.000Z,1595182825577549824,['1595182825577549824']
RT @GainsDrive: is your account growing❓ like •retweet °comment for quick gains 🥒,en,1509894804909527042,2022-11-22T22:28:58.000Z,1595182580655181832,['1595182580655181832']
"RT @sum109: Join our space to gain new followers. Retweet, Follow &amp; 🍒🍒 Turn on my post notification 🛎, then Drop your handle 🍇🍇",en,1509894804909527042,2022-11-22T22:28:56.000Z,1595182570970705921,['1595182570970705921']
RT @receszn: 𝐚m 𝐚W𝐚k𝐞🥱𝐚𝐧d 𝐜𝐨NN𝐞𝐜tin’ 🔙 RN 𝐜h𝐞𝐜k 𝐨𝐮𝐭. IFB🔙💯,en,1509894804909527042,2022-11-22T22:28:51.000Z,1595182547796901890,['1595182547796901890']
RT @spongebobnfess: SS! hai ayo mutualan rt aja 🦗,in,1509894804909527042,2022-11-22T22:28:48.000Z,1595182535067271168,['1595182535067271168']
RT @GainmutualGain: Need Followers?! RT &amp; Drop your handles!!! 🍁 Follow me firstⁿ🍮。🦑 ≬ 🌠,en,1509894804909527042,2022-11-22T22:28:16.000Z,1595182402002903042,['1595182402002903042']
RT @Ug_gains: Reply with ❤️ Let’s follow you up  👆🏾,en,1509894804909527042,2022-11-22T22:28:14.000Z,1595182396025864192,['1595182396025864192']
RT @AdoredTy: Follow me I follow back let’s connect,en,1509894804909527042,2022-11-22T22:27:32.000Z,1595182217155805186,['1595182217155805186']
RT @dilipnishadmks: Rt...... First Retweet back to all.. 999 like 🥦🍇,en,1509894804909527042,2022-11-22T22:27:24.000Z,1595182186155892736,['1595182186155892736']
"RT @alfuratyalatiqe: Follow me for Permanent FB, Retweet, Drop your Username, Let's Gain 🫣🫡😍",en,1509894804909527042,2022-11-22T22:27:23.000Z,1595182179708968963,['1595182179708968963']
"RT @projetokpopsz: 💎 KPOPPER SEGUE KPOPPER 💎

 ⇢ Favorite este tweet para ganhar seguidores KPOPPERs.
 ⇢ Retweet para que mais KPOPPERs pos…",pt,1509894804909527042,2022-11-22T22:27:11.000Z,1595182131688493056,['1595182131688493056']
RT @AriaJudyHQ: Drop your handle let's follow youʷ 👩‍🚒,en,1509894804909527042,2022-11-22T22:26:59.000Z,1595182079054069764,['1595182079054069764']
"RT @kpprtrick: 🍓 KPOPPER segue KPOPPER 🍓

⇢ Favorite para ganhar seguidores KPOPPERs.
⇢ Retweet para que mais KPOP FÃS possam participar.",pt,1509894804909527042,2022-11-22T22:22:16.000Z,1595180891055476740,['1595180891055476740']
RT @ThomasCitando: Siga todos que FAV e rt esse tweet para ganhar SEGUIDORES 🏚🎆,pt,1509894804909527042,2022-11-22T22:22:13.000Z,1595180878933770242,['1595180878933770242']
RT @kephasjoe1: Drop your handles let’s follow you now 🌴♋,en,1509894804909527042,2022-11-22T22:22:11.000Z,1595180872726183938,['1595180872726183938']
@aystickz 😥🤯🤥,und,1509894804909527042,2022-11-22T22:18:41.000Z,1595179991758770181,['1595179991758770181']
RT @Ug_gains: Reply with your handles let’s follow you  📌,en,1509894804909527042,2022-11-22T22:18:27.000Z,1595179932535386112,['1595179932535386112']
RT @GainmutualT: Drop handles. Let’s follow you quick 🌟🎋🌼,en,1509894804909527042,2022-11-22T22:18:26.000Z,1595179926193590276,['1595179926193590276']
RT @GainmutualGain: I'm following whoever retweets this and follow me quickly🐥🍑🍇,en,1509894804909527042,2022-11-22T22:18:14.000Z,1595179878046994432,['1595179878046994432']
