text,author_id,lang,created_at,id,edit_history_tweet_ids
@MZHemingway I don't know why people are tripping. The trans team was literally the only compromise and now there's no reason for men to be cheesing in women's sports 🤔😀,1309743820481998850,en,2022-11-22T22:21:27.000Z,1595180689044955140,['1595180689044955140']
🖤🔥 https://t.co/qK545o8fVG,1309743820481998850,art,2022-11-22T22:18:15.000Z,1595179883923226624,['1595179883923226624']
@TheBoyDingus How is anarchy immoral? Not *having* a moral quality doesn't make it bad. It's only compared to systems of order where morality is emphasized as a key feature where anarchy could be 'not moral'. But those comparables are equally superficial.,1309743820481998850,en,2022-11-22T21:17:03.000Z,1595164479272423424,['1595164479272423424']
"@Ace_Archist But that is chaos, since order would be imposed according to a design. People are built to order their own existence, but design can never really be achieved since life is ultimately 'wild' and interferes constantly. 
So... Chaos.",1309743820481998850,en,2022-11-22T21:13:26.000Z,1595163570488381440,['1595163570488381440']
"@Grrrlactica That's what I thought too when I saw it. like ew. But at least the hive has its own honeycomb, if ya know what I mean. 😎",1309743820481998850,en,2022-11-22T21:08:22.000Z,1595162295315107840,['1595162295315107840']
Maybe he was in possession of drugs. 🤔 https://t.co/u99mWQu6lL,1309743820481998850,en,2022-11-22T21:06:35.000Z,1595161846042210304,['1595161846042210304']
That would imply the law exists for the benefit of US citizens. 😀 https://t.co/s4ncR0sUXJ,1309743820481998850,en,2022-11-22T21:05:23.000Z,1595161543494156288,['1595161543494156288']
@kylenabecker So no word on what was wrong with him?,1309743820481998850,en,2022-11-22T20:47:14.000Z,1595156974957924353,['1595156974957924353']
"The law? 😂 What does the law have to do with anything? 
*sarcasm* https://t.co/5LK4Er4spl",1309743820481998850,en,2022-11-22T20:45:53.000Z,1595156638985785344,['1595156638985785344']
"Can people simply decline to unilaterally love a target group without it being cast into some terminal action against that group? 

Just curious, since force leads to resistance, which is then taken as 'hate', then can be legitimately cultivated into hate if further pursued. https://t.co/96kLWDqdx7",1309743820481998850,en,2022-11-22T20:41:23.000Z,1595155505626091520,['1595155505626091520']
@leaky_dot @MegaMagikarp_YT @IBeElliot @Bungie @TransEquality Well said.,1309743820481998850,en,2022-11-22T20:33:26.000Z,1595153502191644672,['1595153502191644672']
Awww... https://t.co/i4O05PkrgF,1309743820481998850,und,2022-11-22T20:31:16.000Z,1595152957015986178,['1595152957015986178']
@GrandpaGrumpMD To me it screams 'We love the problem because it is a mechanism of nonaction to emotionally extort America!',1309743820481998850,en,2022-11-22T20:20:26.000Z,1595150230487707648,['1595150230487707648']
"Fact: Violence decreases when social engineering defers to society itself. 

We don't MAKE peaceful people. 
We don't MAKE acceptance. 
We don't MAKE love. 

Guns aren't the problem. https://t.co/UpZY8QTQuB",1309743820481998850,en,2022-11-22T20:16:54.000Z,1595149342868148224,['1595149342868148224']
'Ugh... People won't let us be efficient and successful at our jobs!' 🙄 https://t.co/XcGpDgO5aw,1309743820481998850,en,2022-11-22T19:59:09.000Z,1595144874134999040,['1595144874134999040']
@tekbromancer288 @disclosetv 😅,1309743820481998850,und,2022-11-22T19:20:31.000Z,1595135152715620353,['1595135152715620353']
"Uh oh! He went and brought GOD into it! 
The progressives are going to lose their freaking minds now, right? 

*best hysterical voice* 
'YOU CAN'T HAVE GOD AND SCIENCE!!'
😱😂 https://t.co/2UQ3fELab6",1309743820481998850,en,2022-11-22T19:17:12.000Z,1595134318795362304,['1595134318795362304']
@JuliaMarchh I feel bad for people born with their nervous systems on the outside 😭,1309743820481998850,en,2022-11-22T19:12:06.000Z,1595133034936033281,['1595133034936033281']
@JuliaMarchh OMG. 🤣 Puking and shitting in a fit of rage. Why is that so funny to me?,1309743820481998850,en,2022-11-22T19:07:12.000Z,1595131804490813441,['1595131804490813441']
@ArDisease @TheCajunLibert1 I'm surprised #FTX didn't put out #Booster  #NFTs for their globalist heist.,1309743820481998850,en,2022-11-22T19:01:09.000Z,1595130281207689216,['1595130281207689216']
"@TheCajunLibert1 Good question! Like what if all the shots that do nothing have some sort of cumulative, stacking effect that will be ruined? 😱",1309743820481998850,en,2022-11-22T18:59:45.000Z,1595129925954334720,['1595129925954334720']
"We already know, dude. 🙄
🤣 We can see the fucking strings. 

But this is how you do leverage right here... #FTX and their gross 'sex tape' that no one wants to see. 😭
In fact, that's a new crowd-fund altogether. 

We've learned so much from the Feds. 🥰#Epstein https://t.co/cXowMMVIYN",1309743820481998850,en,2022-11-22T18:54:42.000Z,1595128658414354434,['1595128658414354434']
