created_at,text,edit_history_tweet_ids,author_id,lang,id
2022-11-22T19:37:19.000Z,@Haspilee @obikoyaemmanue1 Ameen 🤲🏻,['1595139383169933312'],991212449691992064,nl,1595139383169933312
2022-11-22T19:36:30.000Z,@ThisIsMoyolee 🏃‍♀️🏃‍♀️🏃‍♀️🏃‍♀️,['1595139175103111168'],991212449691992064,und,1595139175103111168
2022-11-22T19:36:17.000Z,@_DDayo Dayo 🌚,['1595139120216801281'],991212449691992064,tl,1595139120216801281
2022-11-22T19:35:36.000Z,Gbe enu dake https://t.co/z4eBmWhSQm,['1595138950150385665'],991212449691992064,en,1595138950150385665
2022-11-22T19:35:35.000Z,Gbe enu dake https://t.co/z4eBmWyVSm,['1595138944454184960'],991212449691992064,en,1595138944454184960
2022-11-22T19:34:46.000Z,Too bitter sis! https://t.co/l3yjN09Bv3,['1595138739361447937'],991212449691992064,en,1595138739361447937
2022-11-22T19:26:50.000Z,RT @Nana_Remi03: Twitter bants can be funny 😂😂😂😂,['1595136743124369408'],991212449691992064,en,1595136743124369408
2022-11-22T19:26:36.000Z,Twitter bants can be funny 😂😂😂😂,['1595136685402378241'],991212449691992064,en,1595136685402378241
2022-11-22T19:24:33.000Z,RT @sule1030: Be wise always,['1595136166835036160'],991212449691992064,en,1595136166835036160
2022-11-22T19:24:30.000Z,@SMOOCHEY001 Na person wey give up fuck up o,['1595136158207725568'],991212449691992064,en,1595136158207725568
2022-11-22T19:21:57.000Z,@FlushyBuzzz 💯,['1595135515275448320'],991212449691992064,und,1595135515275448320
2022-11-22T19:21:54.000Z,@Oladapomikky1 Haba 😂,['1595135500993511424'],991212449691992064,es,1595135500993511424
2022-11-22T19:21:49.000Z,RT @sule1030: very underrated! 📌,['1595135481737785344'],991212449691992064,en,1595135481737785344
2022-11-22T19:21:44.000Z,@_DDayo Cause I won’t take you serious,['1595135458413285376'],991212449691992064,en,1595135458413285376
2022-11-22T19:20:55.000Z,@IB_OLA1 Lmfaooooo,['1595135254372974592'],991212449691992064,en,1595135254372974592
2022-11-22T19:18:02.000Z,What matters doesn’t mind frs.,['1595134529114546176'],991212449691992064,en,1595134529114546176
2022-11-22T19:17:21.000Z,RT @Nana_Remi03: Don’t play dumb.,['1595134358394122240'],991212449691992064,en,1595134358394122240
2022-11-22T19:17:09.000Z,@IB_OLA1 😂,['1595134307676618752'],991212449691992064,und,1595134307676618752
2022-11-22T19:16:49.000Z,RT @Oladapomikky1: Fear God 🙏,['1595134224084135937'],991212449691992064,en,1595134224084135937
2022-11-22T19:16:47.000Z,@Oladapomikky1 I fear God o,['1595134214428831744'],991212449691992064,en,1595134214428831744
2022-11-22T19:16:10.000Z,@IB_OLA1 Your baba nor do the charm well🌚,['1595134059788673025'],991212449691992064,en,1595134059788673025
2022-11-22T19:15:46.000Z,RT @Oluwa_0x: Never,['1595133959071207424'],991212449691992064,en,1595133959071207424
2022-11-22T19:15:25.000Z,@FlushyBuzzz Never stop telling yourself and acting it,['1595133871632572416'],991212449691992064,en,1595133871632572416
2022-11-22T19:15:23.000Z,Don’t play dumb.,['1595133862346362881'],991212449691992064,en,1595133862346362881
2022-11-22T19:15:22.000Z,"RT @TaoFeek182: Ilorin Tweeps!!!

Looking for where to get your hair done without stressing your purse and at an affordable prices? Well se…",['1595133857376133121'],991212449691992064,en,1595133857376133121
2022-11-22T19:13:49.000Z,RT @Nana_Remi03: Give that thing a trial today!,['1595133469646262272'],991212449691992064,en,1595133469646262272
2022-11-22T19:13:26.000Z,"Follow your mind, if it goes with what is in your head.",['1595133373298913280'],991212449691992064,en,1595133373298913280
2022-11-22T19:12:28.000Z,RT @Nana_Remi03: Don’t give up.,['1595133126061477888'],991212449691992064,en,1595133126061477888
2022-11-22T19:12:02.000Z,@Radiux_xoxo 🌚🚶‍♀️,['1595133019349602304'],991212449691992064,und,1595133019349602304
2022-11-22T19:11:44.000Z,RT @Nana_Remi03: This single life go end one day🌚,['1595132943223394304'],991212449691992064,en,1595132943223394304
2022-11-22T19:11:24.000Z,Give that thing a trial today!,['1595132858590715911'],991212449691992064,en,1595132858590715911
2022-11-22T19:11:06.000Z,Don’t give up.,['1595132785832136704'],991212449691992064,en,1595132785832136704
2022-11-22T19:06:44.000Z,This single life go end one day🌚,['1595131685242548224'],991212449691992064,en,1595131685242548224
2022-11-22T19:04:02.000Z,@HafeezAkanni_ ABK 🚀🚀,['1595131004750266368'],991212449691992064,und,1595131004750266368
2022-11-22T19:03:52.000Z,RT @HafeezAkanni_: December is going to be fun-filled in ABEOKUTA this year..... Let's meet at  #CircumFriends and have fun. https://t.co/b…,['1595130962647855104'],991212449691992064,en,1595130962647855104
2022-11-22T19:02:56.000Z,"RT @muheediva01: Nahhh, I’ve seen it all now. Makeup artists using that face app filter when they do some girls makeups is insane☹️☹️ just…",['1595130728857341953'],991212449691992064,en,1595130728857341953
2022-11-22T19:02:52.000Z,RT @Drakid7: If you could kill yourself without hurting anybody would you?,['1595130711161257984'],991212449691992064,en,1595130711161257984
