lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595174349535084544'],961572158316019712,2022-11-22T21:56:16.000Z,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1595174349535084544
en,['1595152750563639296'],961572158316019712,2022-11-22T20:30:26.000Z,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1595152750563639296
en,['1595133514944417792'],961572158316019712,2022-11-22T19:14:00.000Z,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1595133514944417792
tr,['1595098481357512712'],961572158316019712,2022-11-22T16:54:48.000Z,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1595098481357512712
en,['1595071286186680322'],961572158316019712,2022-11-22T15:06:44.000Z,"RT @UtilityNet_: 🧐🧐🧐#UtilityNet Will start a new and unmissable #technological #revolution 

#utility #utilitynet #BigData #Analytics #Data…",1595071286186680322
ja,['1595055199202295808'],961572158316019712,2022-11-22T14:02:48.000Z,"RT @sololeveling_pr: ◤￣￣￣￣￣￣￣￣￣￣￣◥
『俺だけレベルアップな件』

ANIMATION PROJECT
COMING 2023
◣＿＿＿＿＿＿＿＿＿＿＿◢

https://t.co/FzYJIWI3V8

#俺レベ #SoloLeveling…",1595055199202295808
en,['1595041847549644802'],961572158316019712,2022-11-22T13:09:45.000Z,"RT @nj_ayuk: Instead of being daunted by the vast numbers of Africans without electricity, shrugging our shoulders, and giving up, I hope t…",1595041847549644802
en,['1595028668430323712'],961572158316019712,2022-11-22T12:17:23.000Z,RT @yule886: #阿根廷梅西 #开云 #世界杯冠军预测 #足球 #亚博 #游戏     #真人百家乐  #棋牌 #彩票 #电竞    And forever has no end。 https://t.co/KtobfveGhB,1595028668430323712
en,['1595017163865149440'],961572158316019712,2022-11-22T11:31:40.000Z,RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Don‘t cry because it is over， smile because it happened。 https://t.co/VntkUqJBso,1595017163865149440
zxx,['1595004677774610436'],961572158316019712,2022-11-22T10:42:03.000Z,RT @VIP_Automationy: https://t.co/dIqFakVd1p,1595004677774610436
en,['1594983696267759616'],961572158316019712,2022-11-22T09:18:41.000Z,RT @NOSAFunder: The NOSA Funder European Community is discussing the launch of PancakeSwap https://t.co/EvfrtIfbSM via @YouTube,1594983696267759616
en,['1594947556089290752'],961572158316019712,2022-11-22T06:55:04.000Z,"RT @Desire04540897: I love every word in your name.🫦🫦🫦🫦🫦
#西安 https://t.co/2JidoZJOxq",1594947556089290752
en,['1594928698372763648'],961572158316019712,2022-11-22T05:40:08.000Z,RT @yule886: #阿根廷梅西 #开云 #世界杯冠军预测 #足球 #亚博 #游戏     #真人百家乐  #棋牌 #彩票 #电竞    The longest day has an end。 https://t.co/qrSCfD0N0W,1594928698372763648
en,['1594915109570514944'],961572158316019712,2022-11-22T04:46:08.000Z,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",1594915109570514944
en,['1594900372740374529'],961572158316019712,2022-11-22T03:47:35.000Z,RT @kaiyun830: #阿根廷梅西 #开云 #世界杯冠军预测 #足球 #亚博 #游戏     #真人百家乐  #棋牌 #彩票 #电竞    The longest day has an end。 https://t.co/qJSXZH7ZMs,1594900372740374529
en,['1594875339595198464'],961572158316019712,2022-11-22T02:08:06.000Z,"RT @PortiaAntonia: My timeline doesn’t work correctly anymore. I’ve been noticing random issues with Twitter since post Musk. 

I only see…",1594875339595198464
en,['1594860623787163654'],961572158316019712,2022-11-22T01:09:38.000Z,RT @Brazy617: Roddy Ricch &amp; Lil Durk | Twin @JerryPHD https://t.co/LgYzLvkZDT,1594860623787163654
en,['1594819699262496769'],961572158316019712,2022-11-21T22:27:01.000Z,"RT @ATMrank: And we are ready to power the social economy with our consensus algorithm 💪

#Connect2Earn 
#blockchain 
#DeFi 
#SocialFi http…",1594819699262496769
en,['1594787430669766658'],961572158316019712,2022-11-21T20:18:47.000Z,"RT @Crypticsmma: @SQUIDTAMA_BSC First 100 NFT's for the VIP Group sold out! 🔥

300 NFT's left of the first edition✅
Price: 0.2 BNB🟢
Low 1%…",1594787430669766658
en,['1594742384189132801'],961572158316019712,2022-11-21T17:19:47.000Z,"RT @NeoFilmsNFT: NeoFilmsNFT🤝@polygonstudios

We’re PUMPED and Excited to announce that NEO Masterpiece Films is teaming up with POLYGON St…",1594742384189132801
en,['1594724840543588352'],961572158316019712,2022-11-21T16:10:05.000Z,"RT @TheifMonkey: My name is Doctor Oleefyer, I'll tell you a little about our goal

Those who are active enough will get a decent role to p…",1594724840543588352
en,['1594688395397079041'],961572158316019712,2022-11-21T13:45:15.000Z,"RT @ChrisHassanAhm2: #西安

💋🍓 Don't ask me how, during the day standing up, night lying in bed together? 🎈 🎈 🎈 ❤  🍓 🍓 🍓 🍓 https://t.co/Evq1I…",1594688395397079041
tr,['1594669731356745729'],961572158316019712,2022-11-21T12:31:06.000Z,"RT @Babatoni10: 🏆Dünya Kupası Tüm Hızıyla Devam Ediyor #Marsbahis’e gel Dünya Kupası Heyecanına Katıl

✅https://t.co/KYGL8X4GjV

#MarsBet h…",1594669731356745729
en,['1594657087660892160'],961572158316019712,2022-11-21T11:40:51.000Z,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划 Sometimes it's the smallest decisions that can…,1594657087660892160
en,['1594644580313358336'],961572158316019712,2022-11-21T10:51:09.000Z,RT @yule886: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 Sometimes you have to smile and act like everything…,1594644580313358336
en,['1594631712079609856'],961572158316019712,2022-11-21T10:00:01.000Z,"RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Some people succeed because they are destined to, but most people succeed because they are d…",1594631712079609856
en,['1594619179625316353'],961572158316019712,2022-11-21T09:10:13.000Z,RT @yule886: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Sometimes our hearts just need time to accept what our heads already know. https://t.co/R3t3y…,1594619179625316353
en,['1594606631689535488'],961572158316019712,2022-11-21T08:20:22.000Z,RT @daPang70456438: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Sometimes our hearts just need time to accept what our heads already know. https://t.c…,1594606631689535488
en,['1594557441424986113'],961572158316019712,2022-11-21T05:04:54.000Z,RT @RodneyR63247555: The first step is as good as half over.            #连麦 #裸聊 #文爱 https://t.co/GT0jUmfdEG,1594557441424986113
en,['1594542666313859072'],961572158316019712,2022-11-21T04:06:11.000Z,"RT @yule886: #塔卡尔世界杯开幕式 #世界杯冠军预测 #足球 #开云 #真人百家乐  There is nothing on earth more beautiful to me than your smile,no pleasure greater than ho…",1594542666313859072
en,['1594530921390096385'],961572158316019712,2022-11-21T03:19:31.000Z,"RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 The sign of maturity is not when you start speaking big things， But, actually it is, When you…",1594530921390096385
en,['1594516725160038401'],961572158316019712,2022-11-21T02:23:06.000Z,"RT @cramercoin: @elonmusk They’re gunna love this one

https://t.co/b2QnTUwAIQ",1594516725160038401
en,['1594467268653629442'],961572158316019712,2022-11-20T23:06:35.000Z,"RT @bitbroscrypto: Binance will launch a new ‘industry recovery fund’ 

https://t.co/HwZrQFYnAS
#crypto #binance #FTX",1594467268653629442
in,['1594430522809528322'],961572158316019712,2022-11-20T20:40:34.000Z,"RT @EnjayMultimedia: Karibu @BillGates @gatesfoundation 

@WilliamsRuto #GatesFoundation #EnjayMultimedia

https://t.co/BuBBhwENqU https://…",1594430522809528322
en,['1594404604195676160'],961572158316019712,2022-11-20T18:57:34.000Z,RT @GamblingLabs: ETH Gambling Labs coming to bring real passion.The first revenue-sharing project with 0% flip FEE and own affiliate progr…,1594404604195676160
en,['1594380486717341696'],961572158316019712,2022-11-20T17:21:44.000Z,RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 There is always that one person who can send you a text and cause you to smile instantl…,1594380486717341696
pt,['1594358401265532931'],961572158316019712,2022-11-20T15:53:59.000Z,"RT @CuddlyKids_NFT: A COPA DO MUNDO CHEGOU! 🏆

#NFTGiveaway #NFTsales #NFTs #NFTCommuntiy #NFTMarketplace https://t.co/Ms216piJWY",1594358401265532931
en,['1594329123773898752'],961572158316019712,2022-11-20T13:57:38.000Z,RT @daPang70456438: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Thinking too much of others makes you nothing in their eyes. https://t.co/VvoNMxYc5l,1594329123773898752
in,['1594311807245524992'],961572158316019712,2022-11-20T12:48:50.000Z,"RT @bangcan12: Dukungan juga banyak untuk Panglima @Puspen_TNI  usut intervensi tambang ilegal bro, harusnya kan si KASAD Dudung yg usut, a…",1594311807245524992
tr,['1594290021829599235'],961572158316019712,2022-11-20T11:22:16.000Z,"RT @winwinbank: 🏆Dünya Kupası Bugün Başlyor . Senin Favori Takımın Kim ? #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/wSafe…",1594290021829599235
ar,['1594275331820716032'],961572158316019712,2022-11-20T10:23:53.000Z,RT @alsafrrat9: شركة تنظيف فلل بالرياض https://t.co/z9w9Y2hx5u,1594275331820716032
en,['1594261767894536197'],961572158316019712,2022-11-20T09:30:00.000Z,"RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  When u have a crush on someone, u notice ever…",1594261767894536197
en,['1594238089181921280'],961572158316019712,2022-11-20T07:55:54.000Z,"RT @ryandcrypto: 🎉 @kaizendesu Whitelist Raffle! 🎉

To enter:
- Follow @kaizendesu &amp; @VinlandOfficial 
- Like + RT
- Tag your friends!

Goo…",1594238089181921280
en,['1594210492892913665'],961572158316019712,2022-11-20T06:06:15.000Z,"RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  When I wake up every morning, the greatest joy is gazing upon you and sunshine, that i…",1594210492892913665
en,['1594192057249431552'],961572158316019712,2022-11-20T04:52:59.000Z,RT @StargazeZone: Should Stargaze rebrand to JoeZone?,1594192057249431552
en,['1594162600115412993'],961572158316019712,2022-11-20T02:55:56.000Z,"RT @JaymeKnyx: The verdict is in!! Trump is back!🔥
Thank you Elon Musk! #TrumpIsBack #Trump2024 @realDonaldTrump @DanScavino @elonmusk 
Its…",1594162600115412993
