lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595174667735732240,970057029145583616,['1595174667735732240'],2022-11-22T21:57:32.000Z,"RT @oluwaloninyo: Nigerians love their oppressors!

https://t.co/lUtuC2H2z2
#DavidoAt30 https://t.co/Eof9ynI6kz"
en,1595174016565841960,970057029145583616,['1595174016565841960'],2022-11-22T21:54:57.000Z,RT @GbolahanAwolesi: This is how Peter Obi is addressing over 8k Nigerians listening to him right now on Twitter space. Yet he still has ca…
en,1595173580408557584,970057029145583616,['1595173580408557584'],2022-11-22T21:53:13.000Z,"RT @Princeujay: Our Iron Lady! @NanaKazaure serving them HOT Soup!
They no know their MATE!

 https://t.co/S8Nehku4eI"
en,1595170094501580800,970057029145583616,['1595170094501580800'],2022-11-22T21:39:22.000Z,"RT @DrCharlesOdogwu: The moment they announce a Government who is not accomplice in bringing insecurity to the country,  you’d have already…"
en,1595169981914042368,970057029145583616,['1595169981914042368'],2022-11-22T21:38:55.000Z,"RT @OseThepeaceful: In 2021, a Christian was killed for their faith every two hours on average; that’s about 13 Christians a day &amp; 372 Chri…"
en,1595169767035441168,970057029145583616,['1595169767035441168'],2022-11-22T21:38:03.000Z,RT @jcokechukwu: Report: Herdsmen have invaded villages in ISI Uzo LG of Enugu state &amp; killed so many people in 2 back to back attacks. Man…
en,1595168646665744386,970057029145583616,['1595168646665744386'],2022-11-22T21:33:36.000Z,"RT @SavvyRinu: The Nigeria 2023 elections should not be based on tribe, religion, or “it’s my turn”.

It should be based on competence, cha…"
en,1595168605204799488,970057029145583616,['1595168605204799488'],2022-11-22T21:33:26.000Z,"RT @Dr_dabo1: 8,500 listeners on space,the highest ever in the history of Nigerian twitter.PO is blessed👏"
en,1595138716066263043,970057029145583616,['1595138716066263043'],2022-11-22T19:34:40.000Z,"RT @IkukuomaC: What is Tinubu doing on Peter Obi space ?
Has it gotten to this level https://t.co/NdV6gYNHz2"
en,1595134384591736832,970057029145583616,['1595134384591736832'],2022-11-22T19:17:28.000Z,RT @JaypeeGeneral: [Full Video]: Our diversity makes us very beautiful and strong as a nation. Peter Obi will be a President for all Nigeri…
en,1595133105702318080,970057029145583616,['1595133105702318080'],2022-11-22T19:12:23.000Z,"RT @Iampenlord: We call on every Nigerians out there for financial assistance, one of our sisters is currently helpless and need our help.…"
en,1595132653313069056,970057029145583616,['1595132653313069056'],2022-11-22T19:10:35.000Z,"RT @_weyimi: Tomorrow we apply pressure all over oyo state. Operation shut down oyo state is on the go.

One more day to go.🔥🔥🔥

Are we rea…"
en,1595130215570624512,970057029145583616,['1595130215570624512'],2022-11-22T19:00:54.000Z,RT @YarKafanchan: On which channel can/should I post Peter Obi's speech at CAN? It was a powerful speech and we took your corrections and r…
en,1595121669311696896,970057029145583616,['1595121669311696896'],2022-11-22T18:26:56.000Z,"RT @multimeverse: For those that are victims of tribal &amp; religion sentiments,even our elders are tired of these politicians &amp; they already…"
en,1595079342723416067,970057029145583616,['1595079342723416067'],2022-11-22T15:38:45.000Z,"RT @ARISEtv: Peter Obi to Nigerians: I’ll Be in Charge of Nigeria, Hold Me Responsible 
He said he won’t give excuses as president but prov…"
en,1595079277443452928,970057029145583616,['1595079277443452928'],2022-11-22T15:38:29.000Z,RT @General_Oluchi: Still on Tinubu’s drug charge: read these screenshots and put the puzzle pieces together. Lagos state is in the hands o…
