author_id,lang,id,created_at,edit_history_tweet_ids,text,geo
1417471318526734343,en,1595143361442500609,2022-11-22T19:53:08.000Z,['1595143361442500609'],"RT @Shembwoy: For the world to efficiently balance, there should be equal access to education between both genders.
#ReturnMyFuture 
#Girls…",
1417471318526734343,en,1595143163924353024,2022-11-22T19:52:21.000Z,['1595143163924353024'],@pmukasaofficial ne examination room oyingira ne stationery wabula,
1417471318526734343,tl,1595142614348886016,2022-11-22T19:50:10.000Z,['1595142614348886016'],@FeffebussiMusic @KaroleKasita naye gwe nyini lubuto omulabye😂😂,
1417471318526734343,en,1595142420278104064,2022-11-22T19:49:23.000Z,['1595142420278104064'],RT @FeffebussiMusic: Happy Tuesday #violenceprevention 😂 #Omumanyi @KaroleKasita https://t.co/rvo63Sm7GG,
1417471318526734343,en,1595134787009716225,2022-11-22T19:19:04.000Z,['1595134787009716225'],"For the world to efficiently balance, there should be equal access to education between both genders.
#ReturnMyFuture 
#GirlsBelongToClassroomsNotBedrooms.
@Gufasha_Found https://t.co/lXp9rmTDPH",{'place_id': '0092409a629e836c'}
1417471318526734343,en,1595134403583541249,2022-11-22T19:17:32.000Z,['1595134403583541249'],"RT @jamil_jamie2: A more equal world, with equal access to education for girls , is a more just and fair world. 
#ReturnMyFuture https://t.…",
1417471318526734343,en,1595128072399097856,2022-11-22T18:52:23.000Z,['1595128072399097856'],"am in a debate right now in Qatar but the motion is ""Luganda should be made the international language of Asia.""",{'place_id': '0092409a629e836c'}
1417471318526734343,en,1595117854646763520,2022-11-22T18:11:47.000Z,['1595117854646763520'],@YkeeBenda The GOQT,
1417471318526734343,en,1595117706663297025,2022-11-22T18:11:11.000Z,['1595117706663297025'],RT @YkeeBenda: My Goat would never lose to Saudi 💯 ….Talent without Mamba mentality isn’t shit!! https://t.co/RSHe5Uo87Q,
1417471318526734343,in,1594742685801267207,2022-11-21T17:20:59.000Z,['1594742685801267207'],@hamidSsebuufu1 @bbstvug Wangaala ayi Ssabasajja,
