author_id,lang,id,created_at,edit_history_tweet_ids,text,geo
575692728,en,1595134177065963520,2022-11-22T19:16:38.000Z,['1595134177065963520'],"RT @abdulwahidnizam: @BoschHomeIn @BoschGlobal  Dear ,Sir we bought bosch washing machine few months back.  After running for a few months,…",
575692728,en,1595133912736739331,2022-11-22T19:15:35.000Z,['1595133912736739331'],"RT @BoschHomeIn: @abdulwahidnizam Hi Abdul, we regret the inconvenience caused and have informed our team about your concern. They’ll reach…",
575692728,en,1595133851336335360,2022-11-22T19:15:20.000Z,['1595133851336335360'],"RT @BoschGlobal: @abdulwahidnizam Hi, thank you for your message. Please can you provide us with your contact information so that we can co…",
575692728,en,1595133799037558784,2022-11-22T19:15:08.000Z,['1595133799037558784'],"RT @BoschHomeIn: @abdulwahidnizam @BoschGlobal Hi Abdul, we regret the inconvenience caused and would certainly help better your experience…",
575692728,en,1593312191641714688,2022-11-17T18:36:43.000Z,['1593312191641714688'],"@BoschHomeIn @BoschGlobal Sir  the washing machine started having problems.  The machine runs for 15 minutes.  After that the machine stops, I am not able to wash the clothes.  For this problem, we had shown the complaint on the helpline number of the bosch in your service center https://t.co/VfF7g6fk1g https://t.co/tnianiTQ1k",{'place_id': '323bd0dc7e11a5ff'}
575692728,zxx,1593311705547014144,2022-11-17T18:34:47.000Z,['1593311705547014144'],https://t.co/OJg3HtNO4W,{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1593311674311884801,2022-11-17T18:34:40.000Z,['1593311674311884801'],WhatsApp at 8451000555.,{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1593311668448399362,2022-11-17T18:34:38.000Z,['1593311668448399362'],"Dear Customer, Your request has been registered with ref. number   0478707237. Now buy Bosch Original Accessories and Extended Warranties with genuine bill. Beware of fraudsters. Visit https://t.co/AAf2OWsBxr. Call us at 1800-266-1880; Email - service.in@bosch-home.com; Chat on",{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1593311663876603904,2022-11-17T18:34:37.000Z,['1593311663876603904'],"We even tweeted to you many times.  Complaint was also shown to the company but no hearing is taking place.  Sir, we are facing a lot of problem in washing clothes.  Please solve it somehow and try to get our machine fixed as soon as possible.  big",{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1593311658449010689,2022-11-17T18:34:36.000Z,['1593311658449010689'],"For this problem, we had shown the complaint on the helpline number of the boss in your service center.  After many days of writing the complaint, a serviceman came to you.  Boss from the company and he went after seeing, it has been many days and our machine is not yet fixed.",{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1593311655685152768,2022-11-17T18:34:35.000Z,['1593311655685152768'],"@BoschHomeIn @BoschGlobal  Dear ,Sir we bought bosch washing machine few months back.  After running for a few months, the washing machine started having problems.  The machine runs for 10 minutes 15 minutes.  After that the machine stops, I am not able to wash the clothes.",{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1592924232279023622,2022-11-16T16:55:06.000Z,['1592924232279023622'],RT @abdulwahidnizam: Respect sir my not shortout please do something,
575692728,en,1592575053606289408,2022-11-15T17:47:36.000Z,['1592575053606289408'],Respect sir my not shortout please do something https://t.co/wwF9cXVCR8,{'place_id': '323bd0dc7e11a5ff'}
575692728,en,1591061686064381955,2022-11-11T13:34:01.000Z,['1591061686064381955'],My problem not resolved please do something,{'place_id': '323bd0dc7e11a5ff'}
575692728,hi,1589589544932110336,2022-11-07T12:04:15.000Z,['1589589544932110336'],"RT @YogiDevnath2: हर हर मोदी🚩
घर घर मोदी 🦁 https://t.co/Nf5efjIr3R",
575692728,hi,1589588315485134852,2022-11-07T11:59:22.000Z,['1589588315485134852'],"RT @NigarNawab: ये उत्तर प्रदेश है, जहाँ महिलाओं को पुलिस की लाठियाँ खानी पड़ रही हैं 

कितने शर्म की बात है, कितनी बेरहमी से महिलाओं को पी…",
575692728,en,1589586255544999936,2022-11-07T11:51:11.000Z,['1589586255544999936'],"RT @abdulwahidnizam: Dear Customer, Your request has been registered with ref. number   0478707237. Now buy Bosch Original Accessories and…",
575692728,en,1589347897057083392,2022-11-06T20:04:01.000Z,['1589347897057083392'],"Dear Customer, Your request has been registered with ref. number   0478707237. Now buy Bosch Original Accessories and Extended Warranties with genuine bill. Beware of fraudsters. Visit https://t.co/AAf2OWsBxr. Call us at 1800-266-1880; Email - service.in@bosch-home.com; https://t.co/nB96CaCSyE https://t.co/ZcKuuuLAc3",{'place_id': '07d9f7f720c85002'}
575692728,en,1589342170544472065,2022-11-06T19:41:16.000Z,['1589342170544472065'],"RT @abdulwahidnizam: @BoschHomeIn my complaint no,Dear Customer, Your follow up number is 4240761526   Please contact 1800 266 1880, https:…",
575692728,en,1589339883260514304,2022-11-06T19:32:11.000Z,['1589339883260514304'],"@BoschHomeIn my complaint no,Dear Customer, Your follow up number is 4240761526   Please contact 1800 266 1880, https://t.co/4CTu92Y6Fj¡https://t.co/187RvkG9Zv for any assistance. Problem not resolved please do something , https://t.co/c73ho9OCd0",{'place_id': '07d9f7f720c85002'}
575692728,en,1586370215021268992,2022-10-29T14:51:47.000Z,['1586370215021268992'],RT @UCOBankOfficial: 88 Camps were organised at various Gram Panchayats of Cuttack District today under Pilot Financial Inclusion Campaign.…,
575692728,hi,1567206757340164096,2022-09-06T17:43:02.000Z,['1567206757340164096'],"yeh letter de kar consumer ka electric ka line kata jaraha,bijli karamchari ka kahna hai ki smart prepaid  meter lagwaye,nahi to ham electric line kat denge Kishanganj gudri bazar mein 06-sep-2022 ko yah letter dekar kai dukan ka line kat diya gaya hai  dukandar padeshan hai. https://t.co/MsY8ypCK21",
575692728,hi,1562835418344996869,2022-08-25T16:12:54.000Z,['1562835418344996869'],RT @KomalBehl4: झारखंड में सियासी हलचल के बीच राजभवन के बाहर से रिर्पोटिंग #Jharkhand #HemantSoren https://t.co/ZUh1MOgx0W,
575692728,hi,1515490335434358784,2022-04-17T00:40:27.000Z,['1515490335434358784'],"RT @dilli_times: दिल्ली के जहांगीरपुरी में हिंदू संगठन के कार्यकर्ताओं ने पहले जुलूस निकाला, फिर मस्जिद के सामने जाकर नारेबाजी की, इस दौरान…",
575692728,en,1470747721833148421,2021-12-14T13:29:16.000Z,['1470747721833148421'],"RT @TheOfficialSBI: #KyaAapSafeHai? 
What is something that you must NOT use for carrying out Banking/ Financial transactions?
Tell us the…",
575692728,zxx,1461635389207105536,2021-11-19T10:00:07.000Z,['1461635389207105536'],https://t.co/vCKrRMSSVq,
575692728,zxx,1397448463554543616,2021-05-26T07:04:11.000Z,['1397448463554543616'],https://t.co/ITwBP84Ttd,
575692728,en,1257749141993558016,2020-05-05T19:08:57.000Z,['1257749141993558016'],"RT @DrMdJawaid1: Case Fatality Rate is lowest in Kerala at 0.8%. It is highest in Gujarat, at 5.3%. 
Kerala has a government.
Gujarat has a…",
575692728,en,1257748991074201600,2020-05-05T19:08:21.000Z,['1257748991074201600'],"RT @RahulGandhi: While tackling the virus, think in terms of zones.

While reopening the economy, think in terms of supply chains. 

#Reope…",
575692728,hi,1257400660993224708,2020-05-04T20:04:13.000Z,['1257400660993224708'],"RT @DrMdJawaid1: बिहार सरकार अपने ही मजदूरों से yes/no वाला गेम खेल रही हैं। अचानक जयपुर से बिहार जाने वाली ट्रेन कैंसल हो गई!
बिहार के DMD…",
575692728,zxx,1256626023157895168,2020-05-02T16:46:05.000Z,['1256626023157895168'],RT @LadyVelvet_HFQ: https://t.co/3eiuYLlnlQ,
575692728,hi,1254516051888361472,2020-04-26T21:01:49.000Z,['1254516051888361472'],Villain ko chhodkar Sabhi Indian heroes hai #TabligiHeroes https://t.co/imfcyT0zw6,
575692728,hi,1254515017082273793,2020-04-26T20:57:42.000Z,['1254515017082273793'],Nafrat ko karo Piche Mohabbat Ko Aage lao. https://t.co/6UpVMKGwg6,
575692728,hi,1254442623613501443,2020-04-26T16:10:02.000Z,['1254442623613501443'],RT @yadavtejashwi: बिहार का सुप्रसिद्ध RCP Tax जमा कर पोस्टिंग पाने वाले ऐसे अधिकारियों को माननीय मुख्यमंत्री लॉकडाउन के दौरान इलाज कराने…,
575692728,in,1254441846249607168,2020-04-26T16:06:57.000Z,['1254441846249607168'],Allah unsub ka badal jald se jald ata kare https://t.co/pKfkmrih40,
575692728,qme,1253758487382962176,2020-04-24T18:51:31.000Z,['1253758487382962176'],#RamadanMubarak https://t.co/4fa2UieGzp,
575692728,hi,1253758227931594753,2020-04-24T18:50:29.000Z,['1253758227931594753'],AAP Sab Ko Ramzan Mubarak Ho https://t.co/H5yoiB7UKt,
575692728,en,1253757672698019842,2020-04-24T18:48:17.000Z,['1253757672698019842'],"RT @sajjad_khan17: #RamadanMubarak @momo_mohsin 
We offered our Tarawi at home, so should you ❤️ https://t.co/uVoQqnK4pi",
575692728,en,1253757632520822785,2020-04-24T18:48:07.000Z,['1253757632520822785'],RT @ShraddhaxDaily: #RamadanMubarak May this holy month bring happiness and blessings to everyone ❤️💚 https://t.co/cXldbs2G0H,
575692728,en,1253757586916212737,2020-04-24T18:47:57.000Z,['1253757586916212737'],"RT @INCMinority: On the start of the holy month of Ramzan, wishing everyone a very happy and a blessed Ramzan. We hope that this period ush…",
575692728,en,1253757520155377664,2020-04-24T18:47:41.000Z,['1253757520155377664'],"RT @INCIndia: We wish the holy month of Ramzan brings with it a dawn of health, peace and prosperity. Ramzan Mubarak to each of you!

#Rama…",
575692728,qme,1253039852595171329,2020-04-22T19:15:55.000Z,['1253039852595171329'],#Islamophobia_In_India  #India #indian #IndiaFightsCorona https://t.co/BxEvsXsTnb,
575692728,qht,1253034106746699779,2020-04-22T18:53:05.000Z,['1253034106746699779'],#Islamophobia_In_India #India #indian #IndiaFightsCorona https://t.co/pPBbaHm8CX,
575692728,art,1253032710362324992,2020-04-22T18:47:33.000Z,['1253032710362324992'],👍 https://t.co/B2W7OWskUt,
575692728,en,1253032410238902275,2020-04-22T18:46:21.000Z,['1253032410238902275'],RT @AimimFansClub: Inshallah we will be welcoming the holy month of Ramzan in a few days. To mark the auspicious occasion (Isteqbaal-e-Ramz…,
575692728,qht,1253031629230129152,2020-04-22T18:43:15.000Z,['1253031629230129152'],#arrestarnabgoswami #Arrestarnabgoswami https://t.co/5lWpu0nBvr,
575692728,qme,1253031066765590528,2020-04-22T18:41:01.000Z,['1253031066765590528'],#India #indian #IndiaFightsCorona #Islamophobia_In_India https://t.co/yqp1hM7CDq,
575692728,hi,1253018969960853505,2020-04-22T17:52:57.000Z,['1253018969960853505'],Aamir Khan ka gharib zarurat Mand ko Madad karne ka Anokha Andaaz. #indian #india #arrestarnabgoswami #Islamophobia_In_India https://t.co/XGXbUss7Vi,
575692728,qme,1253016143796854786,2020-04-22T17:41:43.000Z,['1253016143796854786'],#arrestarnabgoswami #ArrestAntiIndiamArnab #ArrestArnav #Islamophobia_In_India #india #indian https://t.co/dCyexqyX90,
575692728,en,1253014531988750336,2020-04-22T17:35:18.000Z,['1253014531988750336'],RT @asadowaisi: Inshallah we will be welcoming the holy month of Ramzan in a few days. To mark the auspicious occasion (Isteqbaal-e-Ramzan)…,
575692728,hi,1252989160480288768,2020-04-22T15:54:29.000Z,['1252989160480288768'],#Islamophobia_In_India #India  #indian #Corona #COVID2019india #COVID2019india is Waqt Nafrat Ki Baat aur Bhed bhao karna Desh ke ganga jamuna tahzeeb ke khelaf hai. https://t.co/0CvI2pFWJx,
575692728,hi,1252904869620518912,2020-04-22T10:19:33.000Z,['1252904869620518912'],"Arrest kar ke desh ka paisa &amp; waqt dino barbad hoga,koi or faisal lena chahiye Shri PM ko. #ArrestAntiIndiaArnab",
575692728,hi,1252902974038265856,2020-04-22T10:12:01.000Z,['1252902974038265856'],#Islamophobia_In_India #india #indian #IndiaFightsCorona #Corona किस बाता की नाराजगी है की पुलिस=पुलिस को पीट रहे हैं??? https://t.co/RZ7FYd41V4,
575692728,hi,1252862320939634690,2020-04-22T07:30:29.000Z,['1252862320939634690'],गरीबों की  सभी कुर्बानी के लिए धन्यवाद https://t.co/7Xk88U71on,
575692728,qme,1252710986882007040,2020-04-21T21:29:08.000Z,['1252710986882007040'],"https://t.co/4Y4JrUIudY
#Islamophobicindianmedia #India #indian #Indian",
575692728,und,1252708725011464195,2020-04-21T21:20:08.000Z,['1252708725011464195'],Coronavirus को रेकने के लिय आप घर में रह कर  police parshasa की मदद कर सकते हैं #Islamophobicindianmedia #Police,
575692728,en,1252692372028362758,2020-04-21T20:15:10.000Z,['1252692372028362758'],@yadavtejashwi everything possible for BJP. https://t.co/t7XdjMNK45,
575692728,qme,1252686858787729409,2020-04-21T19:53:15.000Z,['1252686858787729409'],#Islamophobia_In_India https://t.co/Oy6e6KXWpz,
575692728,en,1252684648909549577,2020-04-21T19:44:28.000Z,['1252684648909549577'],#Islamophobia_In_India 20 foreign nationals with Tablighi links held in Bihar | Patna News - Times of India https://t.co/kLCS6IC8GB,
575692728,en,1252683620738830336,2020-04-21T19:40:23.000Z,['1252683620738830336'],#@alnasar_kw please help him https://t.co/5hWazAKhrx,
575692728,en,1252682313646956545,2020-04-21T19:35:11.000Z,['1252682313646956545'],#India #indian 20 foreign nationals with Tablighi links held in Bihar | Patna News - Times of India https://t.co/kLCS6IC8GB,
575692728,zxx,1211039078130405376,2019-12-28T21:39:50.000Z,['1211039078130405376'],https://t.co/N9bzEiUink https://t.co/ADJRdECIxi,
575692728,en,1189281636371894276,2019-10-29T20:43:32.000Z,['1189281636371894276'],Our space in your hart https://t.co/GHU17hDwKn via @wordpressdotcom,
575692728,en,1068354673634009089,2018-11-30T04:02:57.000Z,['1068354673634009089'],"Bigg Boss 12: Romil Chaudhary or Dipika Kakar, who do you think will be eliminated this week? Vote here | Entertainment News, The Indian Express https://t.co/7972Tkevak",
575692728,zxx,853607891055460353,2017-04-16T13:55:55.000Z,['853607891055460353'],https://t.co/ZukZWdSX0n,
575692728,en,852572970618834944,2017-04-13T17:23:30.000Z,['852572970618834944'],I love @instamojo! Makes collecting payments so easy. Signup with my code and get Rs 500! https://t.co/LmEiqWU18S,
575692728,en,852559956205162496,2017-04-13T16:31:48.000Z,['852559956205162496'],"Hi! You can pay me with Instamojo, just use this link -  https://t.co/x3F8Oye3aJ",
575692728,en,852264167541096448,2017-04-12T20:56:26.000Z,['852264167541096448'],I love @instamojo! Makes collecting payments so easy. Signup with my code and get Rs 500! https://t.co/LmEiqWU18S,
575692728,zxx,852247447757668352,2017-04-12T19:50:00.000Z,['852247447757668352'],https://t.co/6NR3EPMtpC,
575692728,zxx,852247341205553153,2017-04-12T19:49:34.000Z,['852247341205553153'],https://t.co/JeU9DNFLD9,
575692728,zxx,852247179808751617,2017-04-12T19:48:56.000Z,['852247179808751617'],https://t.co/x3F8Oye3aJ,
575692728,zxx,852247021037551618,2017-04-12T19:48:18.000Z,['852247021037551618'],https://t.co/PpfBCNwnr3,
575692728,en,851893829284225024,2017-04-11T20:24:50.000Z,['851893829284225024'],"￼
By becausebirds on ￼

{4 Star Mobile}: https://t.co/qL4jvx8lwS

Sent from Yahoo Mail on Android https://t.co/kt5PT55H6A",
575692728,en,851889783928307712,2017-04-11T20:08:46.000Z,['851889783928307712'],"￼
By becausebirds on ￼

{4 Star Mobile}: https://t.co/qL4jvx8lwS

Sent from Yahoo Mail on Android share https://t.co/3UKRaNi9g5",
575692728,zxx,851888176771743744,2017-04-11T20:02:23.000Z,['851888176771743744'],https://t.co/VbQG0UYEKN,
575692728,zxx,851883197981904897,2017-04-11T19:42:36.000Z,['851883197981904897'],https://t.co/VKMPLsft1Q,
575692728,en,851882853042339840,2017-04-11T19:41:14.000Z,['851882853042339840'],"￼
By becausebirds on ￼

{4 Star Mobile}: https://t.co/qL4jvx8lwS

Sent from Yahoo Mail on Android https://t.co/giPnb25N6N",
575692728,zxx,851872800788709376,2017-04-11T19:01:17.000Z,['851872800788709376'],https://t.co/IeojCTmyJZ,
575692728,en,851872526737096705,2017-04-11T19:00:12.000Z,['851872526737096705'],"4 Star Mobile

Mahavir Marg, NEAR CONGRESS OFFICE, Kishanganj, Bihar 855107
094733 71370 https://t.co/OgmHIfjQVR",
575692728,en,851870320512294912,2017-04-11T18:51:26.000Z,['851870320512294912'],"￼
By becausebirds on ￼

{4 Star Mobile}: https://t.co/qL4jvx8lwS

Sent from Yahoo Mail on Android",
575692728,pl,843781577255600128,2017-03-20T11:09:39.000Z,['843781577255600128'],S0p1Wa2sx😢😢3%}≈,
