lang,id,author_id,edit_history_tweet_ids,created_at,text,geo
en,1595183352470020099,3410982292,['1595183352470020099'],2022-11-22T22:32:02.000Z,@Creepy_jesu5 @YesterdaysBrit1 Looked like it lots of the red stuff came out 🫤,
en,1595178609115025409,3410982292,['1595178609115025409'],2022-11-22T22:13:12.000Z,"@YesterdaysBrit1 Yes bless him, if I remember he was miffed he’d had to come off the refinery to take me for stitches",
en,1595174066968793117,3410982292,['1595174066968793117'],2022-11-22T21:55:09.000Z,@YesterdaysBrit1 I had that space hopper until I spilt head open falling off it and dad put a knife in it 🙄,
en,1595173094234198041,3410982292,['1595173094234198041'],2022-11-22T21:51:17.000Z,@v8oholic @YesterdaysBrit1 Pick n mix 👌,{'place_id': '2a411fc7db765b30'}
en,1595160455760134144,3410982292,['1595160455760134144'],2022-11-22T21:01:03.000Z,@MartinSLewis Good info thanks all the best,
en,1595144662557556738,3410982292,['1595144662557556738'],2022-11-22T19:58:18.000Z,@Ivycottagebaker @v8oholic @GeorgeCochrane1 Snow clearing days over do we think 🤔,
en,1595143193594834945,3410982292,['1595143193594834945'],2022-11-22T19:52:28.000Z,@FordsOval Distant memories 🥲,
en,1595142880045465600,3410982292,['1595142880045465600'],2022-11-22T19:51:13.000Z,@FordsOval Very nice 👌,
en,1595134429373952000,3410982292,['1595134429373952000'],2022-11-22T19:17:38.000Z,@v8oholic @Ivycottagebaker @GeorgeCochrane1 Too right just need a shovel and a bit of old carpet under the drive axle and she was out 🤗🤗 https://t.co/CWtZQkao7p,
en,1595132721533431808,3410982292,['1595132721533431808'],2022-11-22T19:10:51.000Z,@Kesthecollie Our old boy paces up and down and it’s the only time he barks if his teas not delivered on time 🤨,
en,1595131604653182977,3410982292,['1595131604653182977'],2022-11-22T19:06:25.000Z,@v8oholic @Ivycottagebaker @GeorgeCochrane1 It felt a bit soft underfoot 🫣 https://t.co/IELrim1EEq,
