author_id,edit_history_tweet_ids,lang,created_at,text,id
1593230054443450369,['1595195896693927936'],en,2022-11-22T23:21:53.000Z,@infleksif Good morning everyone,1595195896693927936
1593230054443450369,['1595195808869412865'],in,2022-11-22T23:21:32.000Z,@cehlos Amin mblo,1595195808869412865
1593230054443450369,['1595193623838339073'],en,2022-11-22T23:12:51.000Z,"RT @Bohanhost: $50 • 48 Hours ⭐

RT &amp; Follow @TalentIDO_",1595193623838339073
1593230054443450369,['1595193609246343175'],en,2022-11-22T23:12:48.000Z,"RT @Bohanhost: $100 |  • 3 DAYS ⭐️

- RT &amp; Follow

@zeynopromoter  
@KriptoAbi__",1595193609246343175
1593230054443450369,['1595193439842631681'],qme,2022-11-22T23:12:07.000Z,@jiims @NeneHodler @CiervoOfficial https://t.co/qUchBmtTr1,1595193439842631681
1593230054443450369,['1595193389787803648'],en,2022-11-22T23:11:56.000Z,"RT @jiims: $100 GIVEAWAY IN 24HOURS 😉 

RT &amp; Follow
@NeneHodler &amp; @CiervoOfficial + 🔔",1595193389787803648
1593230054443450369,['1595193207427837952'],en,2022-11-22T23:11:12.000Z,@proofinthedoof @jlcx5_2 @ChelleHeath @kmarieehayy @BriennaC7 @KRYPTIC_K1 Done https://t.co/01hsleks12,1595193207427837952
1593230054443450369,['1595193118454083584'],en,2022-11-22T23:10:51.000Z,"RT @proofinthedoof: $200 | 5 Days 

• RT + Follow 

@jlcx5_2 
@ChelleHeath 
@kmarieehayy 
@BriennaC7 
@KRYPTIC_K1",1595193118454083584
1593230054443450369,['1595192687816499200'],in,2022-11-22T23:09:08.000Z,"Selamat pagi
Selamat beraktifitas",1595192687816499200
1593230054443450369,['1595192312883458048'],qme,2022-11-22T23:07:39.000Z,@CiervoOfficial @NeneHodler https://t.co/UXNxnIziYb,1595192312883458048
1593230054443450369,['1595192253714432000'],en,2022-11-22T23:07:25.000Z,"RT @CiervoOfficial: $100 | 🦌⌛

🔴 RT + Follow @NeneHodler (🔔+proof)",1595192253714432000
1593230054443450369,['1595192124131397632'],qme,2022-11-22T23:06:54.000Z,@Twigys_ @RichQuack https://t.co/pa8CiDUkag,1595192124131397632
1593230054443450369,['1595192060562509824'],en,2022-11-22T23:06:39.000Z,"RT @Twigys_: 5$  —-&gt; 12hrs 

RT &amp; follow @RichQuack &amp; Turn on 🔔

#Twigys #Giveaways #RichQUACK $QUACK",1595192060562509824
1593230054443450369,['1595191861240795136'],en,2022-11-22T23:05:51.000Z,@TheRylai Done,1595191861240795136
1593230054443450369,['1595191842928492545'],en,2022-11-22T23:05:47.000Z,"RT @TheRylai: $50 | Ends in 8 Hours 
 
🟩 RT &amp; Follow ~ https://t.co/0b5j25kjma",1595191842928492545
1593230054443450369,['1595191113744539649'],qme,2022-11-22T23:02:53.000Z,@QUEENSFAM @JackBenjaminz https://t.co/mS4pLaOyJf,1595191113744539649
1593230054443450369,['1595191069133897728'],en,2022-11-22T23:02:42.000Z,"RT @QUEENSFAM: $20 
RT 
Follow @JackBenjaminz with 🔔",1595191069133897728
1593230054443450369,['1595190951609532416'],en,2022-11-22T23:02:14.000Z,@da_sooty @MsAlexxxA1 Done,1595190951609532416
1593230054443450369,['1595190931397181440'],en,2022-11-22T23:02:09.000Z,"RT @da_sooty: $10 💵
Must retweet follow myself and @MsAlexxxA1 
#LFG",1595190931397181440
1593230054443450369,['1595190448485982208'],in,2022-11-22T23:00:14.000Z,Barusan akun ke lock 😏,1595190448485982208
1593230054443450369,['1595190373760258049'],en,2022-11-22T22:59:56.000Z,"RT @sukinfts: Find an amazing NFT project @eut_io.
Euterpe, a copyright IP NFT &amp; SocialFi platform, has received $8M investment, is droppin…",1595190373760258049
1593230054443450369,['1595190337919909888'],en,2022-11-22T22:59:48.000Z,"RT @bunniefied: $10 | 145.000 IDR ~ 60 MINS 🪹

- RT this + LIKE @alqsyy 📌",1595190337919909888
1593230054443450369,['1595190328465985537'],en,2022-11-22T22:59:46.000Z,"RT @bunniefied: $10 | 145.000 IDR ~ 60 MINS 🍄

- RT + rt &amp; like @sukinfts 📌",1595190328465985537
1593230054443450369,['1595190062148620289'],en,2022-11-22T22:58:42.000Z,"Amin
Bigwin to day https://t.co/BzAWuvGdWn",1595190062148620289
1593230054443450369,['1595189857739247619'],in,2022-11-22T22:57:53.000Z,@edz_lozano @03xayukgibran @Geri_Claims Susah sekali win di Kaka 😪,1595189857739247619
1593230054443450369,['1595189721143324672'],en,2022-11-22T22:57:21.000Z,"@eridiaelz Amin 
Good morning everyone",1595189721143324672
1593230054443450369,['1595189636300931072'],qme,2022-11-22T22:57:01.000Z,@prctiu https://t.co/QuvamBPaON,1595189636300931072
1593230054443450369,['1595189550539997184'],en,2022-11-22T22:56:40.000Z,"RT @prctiu: $7 | 105.000 IDR • 60 MINS☔

• RT &amp; Follow instagram (show proof)

https://t.co/0gaXzPBkKE",1595189550539997184
1593230054443450369,['1595189520408117248'],en,2022-11-22T22:56:33.000Z,@GiveAwayHost Good morning hanabi,1595189520408117248
1593230054443450369,['1595189422559211521'],in,2022-11-22T22:56:10.000Z,@prctiu Pagi buna,1595189422559211521
1593230054443450369,['1595189391286480896'],en,2022-11-22T22:56:02.000Z,Amin https://t.co/IjfJZ9oPI6,1595189391286480896
1593230054443450369,['1595186341759062016'],en,2022-11-22T22:43:55.000Z,"RT @yunaincrypto: LATER ⏳

• RT

• Like this tweet link below 👇🏻 

https://t.co/NbI7lpHoem",1595186341759062016
1593230054443450369,['1595186321261498368'],en,2022-11-22T22:43:50.000Z,@jiims Good morning jiims,1595186321261498368
1593230054443450369,['1595186062443577345'],in,2022-11-22T22:42:49.000Z,"@edisusanto888 Selamat pagi om
Selamat ngopi 🤭",1595186062443577345
1593230054443450369,['1595185977391448064'],in,2022-11-22T22:42:28.000Z,RT @edisusanto888: Ngopiii seekk Lurrr 😋 https://t.co/ZeZC2yjacF,1595185977391448064
1593230054443450369,['1595156511982243840'],in,2022-11-22T20:45:23.000Z,"RT @eccayin: bismillah giveaway saldo 25k buat 1 orang, rt+like aja (gausah follow) besok diundi. goodluck! 💗 https://t.co/bF5FqsQhqQ",1595156511982243840
1593230054443450369,['1595156446202982400'],qme,2022-11-22T20:45:08.000Z,@BullsPromoter https://t.co/5GYDAVDg8G,1595156446202982400
1593230054443450369,['1595155296829440000'],qme,2022-11-22T20:40:33.000Z,@sof1azara03 https://t.co/EQgekaktti,1595155296829440000
1593230054443450369,['1595154500511490048'],en,2022-11-22T20:37:24.000Z,@JackBenjaminz Done join,1595154500511490048
1593230054443450369,['1595154304683618304'],en,2022-11-22T20:36:37.000Z,"RT @CryptoFeather_: $3  ||| ⌚️30 mins

✅ RT this + LIKE https://t.co/jwgqOwf98n",1595154304683618304
1593230054443450369,['1595154283301081088'],en,2022-11-22T20:36:32.000Z,"RT @CryptoFeather_: $3  ||| ⌚️30 mins

✅ RT this + LIKE https://t.co/L7B3A2T3pI",1595154283301081088
1593230054443450369,['1595154230142447616'],en,2022-11-22T20:36:19.000Z,"RT @blockbook101: It's #Thanksgiving2022 Week! 

We're thankful for the #BlockBook community, we will be doing a lot of #Giveaways 🎁🎁

Foll…",1595154230142447616
1593230054443450369,['1595154166653267968'],en,2022-11-22T20:36:04.000Z,"RT @CryptoFeather_: $5 ||| ⌚️90 mins 

✅ RT, like &amp; follow @blockbook101 + RT their 📌",1595154166653267968
1593230054443450369,['1595154071241261057'],en,2022-11-22T20:35:41.000Z,"RT @CryptoFeather_: $30  ||| ⌚️12 HOURS

✅ RT, like &amp; follow https://t.co/Pou4k9LYpK",1595154071241261057
1593230054443450369,['1595153122191872000'],qam,2022-11-22T20:31:55.000Z,@Web3lfgg @ModernistNFT,1595153122191872000
1593230054443450369,['1595152663637004289'],qme,2022-11-22T20:30:06.000Z,@BullsPromoter https://t.co/nmAtjyoXgF,1595152663637004289
1593230054443450369,['1595151501953228800'],qme,2022-11-22T20:25:29.000Z,@sof1azara03 https://t.co/RWuvS1VH9o,1595151501953228800
1593230054443450369,['1595151183576190977'],en,2022-11-22T20:24:13.000Z,"RT @metaverse_promt: 250K #shib ~ 90 Mins 🎉

RT follow @CryptoMem0
#Bitcoin   #chz",1595151183576190977
1593230054443450369,['1595151119952773120'],en,2022-11-22T20:23:58.000Z,@CryptoAVA_ @TorkPad Nice projects,1595151119952773120
