created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T19:23:50.000Z,1595135987381739520,RT @TheStarKenya: Ronaldo to leave Manchester United with immediate effect https://t.co/iFacDALjOE,1488091558813569025,['1595135987381739520'],en
2022-11-22T19:23:33.000Z,1595135918490275840,"RT @NPSOfficial_KE: 5/5
We thank members of the public for their continued support in the fight again crime.",1488091558813569025,['1595135918490275840'],en
2022-11-22T19:23:29.000Z,1595135899867545601,"RT @NPSOfficial_KE: 4/5
Others include one chips deep frying machines, one complete home theatre,one  gas cooker and three travelling bags…",1488091558813569025,['1595135899867545601'],en
2022-11-22T19:22:14.000Z,1595135586297257984,"RT @NPSOfficial_KE: 3/5
The officers conducted a search in the house of the suspects and  recovered one  pistol loaded with a magazine cont…",1488091558813569025,['1595135586297257984'],en
2022-11-22T19:22:08.000Z,1595135560641048576,RT @jwkhasndi: Is this the first time we are importing Maize? These Raila's cows should give us a break.,1488091558813569025,['1595135560641048576'],en
2022-11-22T19:21:44.000Z,1595135460506218496,"RT @StandardKenya: Interior CS Kindiki orders herders out of Laikipia, Mwingi and Kitui
 https://t.co/FSvC83SN7c",1488091558813569025,['1595135460506218496'],in
2022-11-22T19:20:00.000Z,1595135023526862848,RT @Makiadi_: There is a huge problem in this World Cup…France has already been beaten by Australia.,1488091558813569025,['1595135023526862848'],en
2022-11-22T19:17:02.000Z,1595134276013813760,"RT @gabrieloguda: Nairobi Senator Edwin Sifuna has reminded Kakamega Senator Boni Khalwale that they both went to Musingu Ice Cool, but he…",1488091558813569025,['1595134276013813760'],en
2022-11-22T19:15:38.000Z,1595133923339927552,RT @WehliyeMohamed: @thechelanga Tumekula the GOAT already! https://t.co/nr4vOWoFLI,1488091558813569025,['1595133923339927552'],en
2022-11-22T19:15:30.000Z,1595133892641845248,RT @Kenyans: Peter Salasya meets John Waluke after his release from prison https://t.co/z57u60Dd4R,1488091558813569025,['1595133892641845248'],en
2022-11-22T19:15:21.000Z,1595133852133257216,RT @HonKangata: https://t.co/zRyK1V6Bhj,1488091558813569025,['1595133852133257216'],zxx
2022-11-22T19:15:06.000Z,1595133789482921984,RT @NPSOfficial_KE: POLICE RECOVER 275  STOLEN MOBILE PHONES IN NAIROBI. https://t.co/JxdFw8dqpj,1488091558813569025,['1595133789482921984'],en
2022-11-22T19:15:00.000Z,1595133764807507968,"RT @kdfinfo: On 22 November 2022, H.E. Mr. Michael Lotem Ambassador Embassy of the State of Israel in Kenya, paid a courtesy call to the Ca…",1488091558813569025,['1595133764807507968'],en
2022-11-22T19:14:55.000Z,1595133742988681217,RT @DrAlfredMutua: reiterated that Kenya’s economy will soon be on an upward trajectory. He also stated that all Kenyans residing at home o…,1488091558813569025,['1595133742988681217'],en
2022-11-22T19:14:51.000Z,1595133729214959617,"RT @DrAlfredMutua: ‘The PLAN’ and the importance his Government places on members of the diaspora. The Head of State discussed consular, tr…",1488091558813569025,['1595133729214959617'],en
2022-11-22T19:14:46.000Z,1595133708599558144,"RT @NationAfrica: Rigathi to Raila: Stop lecturing us over the mess Uhuru created
https://t.co/N7hNFkf0GY https://t.co/Pz2AktjjlI",1488091558813569025,['1595133708599558144'],en
2022-11-22T19:14:39.000Z,1595133678354825217,"RT @UDAPartyKe: CS MOSES KURIA in SOUTH KOREA: Kenya to set up offices in other countries, aside from embassies, to promote trade, says CS…",1488091558813569025,['1595133678354825217'],en
2022-11-22T19:14:26.000Z,1595133623388188672,"RT @Onorpik: Huko Elgeyo Marakwet, William Kisang has gone for wazee blessings with Fanta soda!!!
Abomination to Kalenjin rituals!! https:/…",1488091558813569025,['1595133623388188672'],en
2022-11-22T19:14:22.000Z,1595133608112840704,RT @ntvkenya: Elephants now break into homes in Taita Taveta to look for snacks https://t.co/SfMh0qrqQp https://t.co/nFNs3oL0c1,1488091558813569025,['1595133608112840704'],en
2022-11-22T19:14:17.000Z,1595133585497149440,RT @AtwoliDza: Thank you.,1488091558813569025,['1595133585497149440'],en
2022-11-22T19:14:13.000Z,1595133567511977985,"RT @Kenyans: In one week, even before a gazette notice is published, ships with GMO maize dock in Mombasa -  Makau Mutua https://t.co/xsRYH…",1488091558813569025,['1595133567511977985'],en
2022-11-22T19:14:02.000Z,1595133523144634368,"RT @gabrieloguda: Kwanza MP Ferdinand Wanyonyi says he comes from Trans-Nzoia, and he's got 500 bags of maize in his store waiting for Govt…",1488091558813569025,['1595133523144634368'],en
2022-11-22T19:13:59.000Z,1595133508640722944,"RT @Propesaa: Farmers Are Hiding Their Maize ,They dont want To sell it to the millers ...
Naona wakikula Ujeuri waò .. You cant Hide your…",1488091558813569025,['1595133508640722944'],en
2022-11-22T19:13:53.000Z,1595133486222151680,RT @StandardKenya: It is ironical that after President William Ruto spent Sh3.6 billion to provide subsidised fertiliser to farmers to boos…,1488091558813569025,['1595133486222151680'],en
2022-11-22T19:13:40.000Z,1595133431276789761,"RT @PloSigei: In Western Western Kenya and Rift Valley , Farmers are currently harvesting Maize and Government should buy from them instead…",1488091558813569025,['1595133431276789761'],en
2022-11-22T19:13:33.000Z,1595133402168332288,"RT @TheStarKenya: He said there was no need to rush importing maize if Rift Valley had sufficient produce.
https://t.co/9NEckSqySk",1488091558813569025,['1595133402168332288'],en
2022-11-22T19:13:26.000Z,1595133369297563649,RT @Makiadi_: Ni Kama Simba Imeuma nyama mbaya😭 https://t.co/MJN3Dy6yZP,1488091558813569025,['1595133369297563649'],in
2022-11-22T19:13:20.000Z,1595133347319382016,RT @edgarwabwire_: Kama Juzi uliniwish a Happy Men's Day please send me your MPESA number...,1488091558813569025,['1595133347319382016'],en
2022-11-22T19:13:19.000Z,1595133340117790720,"RT @UDAPartyKe: FOOTBALL LOVERS: Cristiano Ronaldo is to leave Manchester United by mutual agreement, with immediate effect. https://t.co/v…",1488091558813569025,['1595133340117790720'],en
2022-11-22T19:13:08.000Z,1595133295104122880,"RT @gabrieloguda: Kapenguria MP Samuel Moroto says he also has a farm in Trans Nzoia where he harvested 1,900 bags of maize currently in hi…",1488091558813569025,['1595133295104122880'],en
2022-11-22T19:13:05.000Z,1595133282982957057,RT @citizentvkenya: Machakos: Woman accused of using witchcraft to delay rains evicted by angry neighbours https://t.co/IYC4g4Emkx,1488091558813569025,['1595133282982957057'],en
2022-11-22T19:12:59.000Z,1595133259478085632,"RT @WilliamsMkenya: Earlier today, Prime Cabinet Secretary, H.E @MusaliaMudavadi exchanged notes with H.E. Deputy President @rigathi at Har…",1488091558813569025,['1595133259478085632'],en
2022-11-22T19:12:55.000Z,1595133242369142784,RT @MikeSonko: @DCI_Kenya has now successfully obtained a warrant of arrest against the three remaining Directors namely Mr. Samuel Chepkwo…,1488091558813569025,['1595133242369142784'],en
2022-11-22T19:12:46.000Z,1595133203777404928,RT @Biancawamu2: Those MPs planning to collect SIGNATURES in order to IMPEACH Moses Kuria should find something to keep them busy. I term s…,1488091558813569025,['1595133203777404928'],en
2022-11-22T19:12:42.000Z,1595133187390595072,"RT @StateHouseKenya: President Ruto's first meeting on Tuesday will be with the Kenyan community living in South Korea.

The President is i…",1488091558813569025,['1595133187390595072'],en
2022-11-22T19:12:40.000Z,1595133178205065216,RT @StateHouseKenya: President Ruto is scheduled to attend a business forum where he will market Kenya as a suitable investment destination…,1488091558813569025,['1595133178205065216'],en
2022-11-22T19:12:33.000Z,1595133150140977152,"RT @DidmusWaBarasa: We are in the process of making Bungoma Great again, this is a Journey  to change lives of our people by making sure we…",1488091558813569025,['1595133150140977152'],en
