created_at,text,author_id,lang,edit_history_tweet_ids,id
2022-11-22T22:47:50.000Z,@ChristensenNoah @BryanMillsFist @charstarwilson @CChase313 @BengalYouTube are you slow? genuine question because then i wont even bother explaining why you’re wrong. if you’re not slow i’d be happy to do so.,1094248120265965568,en,['1595187327105921024'],1595187327105921024
2022-11-22T19:24:25.000Z,"@ChocoThunderr haloti ngata played football ever since he was a young teen. also, football athletes are 100% the best athletes. they employ the fastest people, strongest people, quickest people, the people that jump the highest, and the people that have the best mix of all forms of athleticism.",1094248120265965568,en,['1595136134442778625'],1595136134442778625
2022-11-22T19:16:09.000Z,@CadenEdwards19 @gscalia1803 @idelivermail @KINGVaGLORD @brndxix fr…tyreek hill would be one of the strongest soccer players in the world. not to mention possibly the fastest at 185-190. if he played soccer his whole life he would be a glitch.,1094248120265965568,en,['1595134054784868353'],1595134054784868353
2022-11-22T19:03:51.000Z,@ChocoThunderr there’s freak athletes everywhere. just so happens that the vast majority of them are american or african. africa just doesn’t have the training and facilities to get the most out of freak athletes in terms of sports. ngata is also american born…,1094248120265965568,en,['1595130961573777409'],1595130961573777409
2022-11-22T16:14:51.000Z,"@ChocoThunderr yes, because NFL athletes are way better than rugby athletes. how many dudes have come from rugby and failed? like all of them. only very successful one has been mailata w the eagles at Tackle that i can think of",1094248120265965568,en,['1595088430039433217'],1595088430039433217
2022-11-22T15:48:06.000Z,@gscalia1803 @godfathertrap @idelivermail @KINGVaGLORD @brndxix i mean i don’t see how soccer players are more physically gifted or even on par w all due respect. football players not only bigger and stronger but they definitely are faster even though the fastest football players are 30+ pounds minimumheavier than the fastest soccer players.,1094248120265965568,en,['1595081695887327232'],1595081695887327232
2022-11-22T15:41:55.000Z,@sundubious210 @snakesgould @rwohan do you know how much stronger than messi de sean jackson is?,1094248120265965568,en,['1595080140261826560'],1595080140261826560
2022-11-22T15:41:16.000Z,@sundubious210 @rwohan if messi played in the NFL the guy would actually die on the field in preseason game 1 lol,1094248120265965568,en,['1595079975715192832'],1595079975715192832
2022-11-21T23:14:15.000Z,@Mack_atx @luzkowski @MttLacey @idelivermail @KINGVaGLORD @brndxix they walk around half the game. don’t pretend it’s a 90 minute sprint. those 5’8 140 pound guys on the pitch can handle it.,1094248120265965568,en,['1594831587409109008'],1594831587409109008
2022-11-21T23:11:50.000Z,@Mack_atx @luzkowski @MttLacey @idelivermail @KINGVaGLORD @brndxix i saw it today in the USA Wales game. dudes dropped like flies at the slightest touch. looked like an NBA game on steroids.,1094248120265965568,en,['1594830980501708820'],1594830980501708820
