edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595140088639688705'],1044565864975093760,en,"RT @ejrosetta: Right, I’m done.

3 months ago, I was tasked with writing an article detailing “20 Transphobic JK Rowling Quotes We’re Done…",1595140088639688705,2022-11-22T19:40:08.000Z
['1595133901403729921'],1044565864975093760,en,"RT @NTANewsNow: Due to unavoidable conflicts,  Alh. Atiku Abubakar and his running mate, Dr Ifeanyi Okowa of the People’s Democratic Party,…",1595133901403729921,2022-11-22T19:15:32.000Z
['1595118303730872320'],1044565864975093760,en,@bi_legend @urchilla01 @DrOkaforEmmanu1 How about a debate between Atiku and Datti?,1595118303730872320,2022-11-22T18:13:34.000Z
['1595048977485172736'],1044565864975093760,en,@brutusrichard_ @Orobosa_Ikp @ChuGailx 🤣 just helping friends,1595048977485172736,2022-11-22T13:38:05.000Z
['1594994796505997313'],1044565864975093760,en,"RT @StatiSense: NIGERIA'S BEST WORKPLACES 2022

Large organizations (≥500 Staff)
1 Sterling
2 DHL Express
3 Deloitte
4 Interswitch
5 FBN

M…",1594994796505997313,2022-11-22T10:02:47.000Z
['1594980641317478400'],1044565864975093760,en,"RT @Mazi_Obinna: When anaesthetic is used, your body's reflexes are temporarily stopped. If your stomach has food and drink, there's a risk…",1594980641317478400,2022-11-22T09:06:32.000Z
['1594978481720410112'],1044565864975093760,en,@ChuGailx @Orobosa_Ikp I know Na. That's why I'm tagging you ☺️,1594978481720410112,2022-11-22T08:57:57.000Z
['1594973144237891584'],1044565864975093760,und,@Orobosa_Ikp @ChuGailx 😃,1594973144237891584,2022-11-22T08:36:45.000Z
['1594971216871407616'],1044565864975093760,en,"@Orobosa_Ikp @ChuGailx 

Don't thank me, what are friends for?",1594971216871407616,2022-11-22T08:29:05.000Z
['1594807192988819464'],1044565864975093760,en,@nkiruka_c @Uzoway17 He did,1594807192988819464,2022-11-21T21:37:19.000Z
['1594807055478579200'],1044565864975093760,und,@fazfunkie Yes,1594807055478579200,2022-11-21T21:36:46.000Z
['1594803749603934208'],1044565864975093760,en,@skaalbgroup @StatiSense @ruffydfire The official figure is 16.1m,1594803749603934208,2022-11-21T21:23:38.000Z
['1594772771002847247'],1044565864975093760,en,"RT @YemieFash: Hello @realFFK, 

They said you stole 2 billion naira of public funds, did you steal it or not? https://t.co/qsUUveRQ8z",1594772771002847247,2022-11-21T19:20:32.000Z
['1594736435558584321'],1044565864975093760,en,@CJ_Ubaka He said anything new?,1594736435558584321,2022-11-21T16:56:09.000Z
['1594583621473542144'],1044565864975093760,en,@Makavelli275 This is actually poor journalism. This was made for all political parties to settle their outstanding debts with regards to billboards. Why are the media singling out Obi?,1594583621473542144,2022-11-21T06:48:55.000Z
['1594339189042319361'],1044565864975093760,en,"RT @Osi_Suave: Single mothers are Single mothers because men who got them pregnant in the first place failed in their responsibilities 

No…",1594339189042319361,2022-11-20T14:37:38.000Z
['1594285159452491780'],1044565864975093760,en,@RitaOnwurah Congratulations to you,1594285159452491780,2022-11-20T11:02:57.000Z
['1594210334704910337'],1044565864975093760,en,"@Elforbes00 @AFTVMedia Nah, I don't want him for us. Thanks.",1594210334704910337,2022-11-20T06:05:37.000Z
['1594209319293181953'],1044565864975093760,en,"@Elforbes00 @AFTVMedia 🤣. This guy, I'm just saying that he's different from Aubameyang. If I agree with his mentality issue, why would I want us to have him?",1594209319293181953,2022-11-20T06:01:35.000Z
['1594208926198898688'],1044565864975093760,en,"RT @BBCArchive: #OnThisDay in 1997: Rising star Lewis Hamilton (then aged 12) spoke about his ambition to become an F1 racing driver, on th…",1594208926198898688,2022-11-20T06:00:01.000Z
['1594207289619009536'],1044565864975093760,en,"@Elforbes00 @AFTVMedia Actually nope. He's nothing like Aubameyang. Memphis galvanises attack. He's not a top 9, he's very mobile and brings other attackers into play. Your issue about age and mentality is true though.",1594207289619009536,2022-11-20T05:53:31.000Z
['1594079289451810816'],1044565864975093760,en,@Elforbes00 Can you say this again?,1594079289451810816,2022-11-19T21:24:53.000Z
['1593968961439293440'],1044565864975093760,en,RT @BabatundeKoiki: No caption needed. This photo tells you what’s going on. You might wanna zoom in. https://t.co/14wg8y3wmI,1593968961439293440,2022-11-19T14:06:29.000Z
['1593872482473238528'],1044565864975093760,en,RT @KraksTV: Please someone should check on @SirLeoBDasilva 😂. These ladies don carry am dey go where he no know🔥. Women dey shoot abeg htt…,1593872482473238528,2022-11-19T07:43:07.000Z
['1593507975439818754'],1044565864975093760,en,@ChuGailx Oh okay.,1593507975439818754,2022-11-18T07:34:41.000Z
