text,created_at,lang,id,edit_history_tweet_ids,author_id
"@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica We also need vSphere to act like a declarative distributed platform.vLCM being declarative is only part of the issue, and vSphere 8 replacement for host profiles is getting us there. That and Redfish to get fleshed out more, but DPU's as a proxy management point are interesting.",2022-11-22T21:27:29.000Z,en,1595167106986872842,['1595167106986872842'],179819182
@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica Ultimately WE do need to solve full stack lifecycle and control. vLCM (The ability to patch full stack BIOS/Firmware) was a big part of moving there.,2022-11-22T21:25:54.000Z,en,1595166706904797201,['1595166706904797201'],179819182
@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica I suspect EMC didn't want VMware selling appliances directly. Also Wall street doesn't want software companies selling tin it looks awful on the balance sheet. All the competitors in appliances (and backup appliances) shifted to software for this reason.,2022-11-22T21:25:07.000Z,en,1595166510141800448,['1595166510141800448'],179819182
"@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica Curious what you think we missed? In 2014 we struggled to get even HBA vendors to take our calls so a bit of humility was needed. These days we do tell a LOT of hardware vendors ""no"" to protect users. Think we should have stuck to the original vision of shipping an appliance?",2022-11-22T21:20:56.000Z,en,1595165456599773185,['1595165456599773185'],179819182
"@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica Note the ODM didn't tell any of the OS vendors this, I overheard this story at a bar at 1AM from some Ukrainians and dubious 3rd party drive SLED sellers who had found it first and demanded a custom firmware to fix it....",2022-11-22T21:13:42.000Z,en,1595163637198786560,['1595163637198786560'],179819182
"@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica Well you see the 2nd rev of this SATA drive used an extra 2 watts of power, which is fine until you stuff 24 of them into the host and you do a smart poll on ALL of them at them at boot and it crashes their firmware from lack of power, so you need to stagger start...",2022-11-22T21:12:04.000Z,en,1595163226798706688,['1595163226798706688'],179819182
@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica The server OEMs shifting left all their internal QA testing to the ODMs really felt like it made SATA/SAS drives unworkable in the longer term.,2022-11-22T21:10:39.000Z,en,1595162868152143872,['1595162868152143872'],179819182
"@jaredhulbert @codyhosterman @jbmassae Ohhh we did test SAS expanders with SATA (There be dragons hiding in SATA tunneling protocol, and the @#%#@% that was SAS buffering) , but adding sub-features to the testing (like TRIM/SEDs) turns this into a factorial that sounds like counting the grains of rice on the earth.",2022-11-22T21:08:59.000Z,en,1595162449615159296,['1595162449615159296'],179819182
@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica This is engineering trying to sort out why a SMART call to a SATA drive behind a SAS expander and a controller is causing IO to timeout for 30 seconds. https://t.co/l7UI3cEpf6,2022-11-22T21:07:38.000Z,en,1595162110635675648,['1595162110635675648'],179819182
"@jaredhulbert @codyhosterman @jbmassae @KIOXIAAmerica I've seen arguing they can cover that gap. 

DEALLOCATE I'm cautiously more optimistic with. Part of the hell of TRIM/UNMAP was drive firmware --&gt; SAS Expander (Speaking STP or other bad ideas) --&gt; Actual HBA. NVMe = simple in comparison easy to QA.",2022-11-22T21:04:52.000Z,en,1595161412497969153,['1595161412497969153'],179819182
@jonschr @adamrenz  Democracy Dies in Darkness https://t.co/fMk9K2P91k,2022-11-22T20:40:06.000Z,en,1595155181448335361,['1595155181448335361'],179819182
"@jaredhulbert @codyhosterman @jbmassae Quick overwrites never make it to the QLC, and you can compress data before it hits the NAND slso. Also key to keep metadata operations etc at the smaller, faster buffer device.",2022-11-22T19:42:33.000Z,en,1595140699548024832,['1595140699548024832'],179819182
@jaredhulbert @codyhosterman @jbmassae For QLC I’m seeing the plan for a lot of storage platforms to use for@erly Optane (RIP) or now a CXL/PMEM device ack writes until You can fill a parity stripe and using a LFS always update what amounts to a full NAND page.,2022-11-22T19:41:32.000Z,en,1595140443091525632,['1595140443091525632'],179819182
"@jaredhulbert @codyhosterman @jbmassae Anytime I run into someone using ZFS it's either someone doing nuclear science and running multi-PB lustre clusters, or bob- who found some drives in a dumpster and is trying to save $200 on a RAID controllers. there is no middle ground.",2022-11-22T19:17:09.000Z,en,1595134307550777344,['1595134307550777344'],179819182
"@jaredhulbert @codyhosterman @jbmassae Look, have you met the ZFS/FreeBSD cult members? The only solution is to build your own storage, and proper HBA's or NVMe IS A CONSPIRACY FROM BIG STORAGE TO SELL YOU STUFF YOU DON""T NEED. SDS IS THE FUTURE.",2022-11-22T19:16:00.000Z,en,1595134017484922880,['1595134017484922880'],179819182
@jaredhulbert @codyhosterman @jbmassae Talking to drive vendors it really was something to help fix the lack of over provisioning in cheap consumer drives that lacked large capacitor backed write buffers.,2022-11-22T19:13:04.000Z,en,1595133278427615232,['1595133278427615232'],179819182
"@jaredhulbert @codyhosterman @jbmassae As a result, I think the challenge with this feature (TRIM to raw  devices) is it's an extreme corner/case anti-pattern of people who end up using it (the handful of people who build their own NASs) so when you hit a bug it's likely you are the first to find it is my concern.",2022-11-22T19:12:15.000Z,en,1595133071418068992,['1595133071418068992'],179819182
@jaredhulbert @codyhosterman @jbmassae As far as VMware:  vSAN doesn't pass through the command as our HCL testing team would have murdered me if we asked them to test a full matrix of drive + SAS expander + Controller. The juice wasn't worth the squeeze compared to just trusting GC.,2022-11-22T19:11:05.000Z,en,1595132779196747776,['1595132779196747776'],179819182
"@jaredhulbert @codyhosterman @jbmassae From what I know all MegaRAID/Avago controllers in RAID mode drop the command, as do the Microsemi/Adaptec. Are the new Tri-Modes passing through Deallocate (I think that's the NVMe equivalent for it?)",2022-11-22T19:08:29.000Z,en,1595132126693031936,['1595132126693031936'],179819182
@jaredhulbert @codyhosterman @jbmassae It's more it's been an on again/off again issue for cheap ATA controllers and drives for years and for enterprise use cases not worth the risk given how Garbage Collection and drive over-provisioning mostly solve this.,2022-11-22T19:07:21.000Z,en,1595131839454543873,['1595131839454543873'],179819182
AutoTrim,2022-11-22T16:56:29.000Z,es,1595098905355907072,['1595098905355907072'],179819182
"I'm Curious if @codyhosterman @jbmassae or any of the other TRIM advocates, or if any ZFS fans out there have any other observations. I'll update this thread if I find anything else out.",2022-11-22T16:56:28.000Z,en,1595098903640264705,['1595098903640264705'],179819182
"I Think FSTRIM.Timer for Linux had a randomized time window start function but I haven't seen anything here, so you'll have to get creative with your cron job and a random seed for delay if you want to split this up. Honestly Autotrim looks to be good enough for most VM operators",2022-11-22T16:56:28.000Z,en,1595098902306463745,['1595098902306463745'],179819182
"A manual running of trim against a pool still seems the most ""Complete"" and a cron job to run weekly/monthly for the most space conscious may be worth it on specific use cases. That said, I'd caution against having 500VMs with the same cron job start time firing this off...",2022-11-22T16:56:28.000Z,en,1595098900985266177,['1595098900985266177'],179819182
Autotrim seems to be the Goldilocks offering. It does run on a delay and seems to have some awareness of what's worth running against https://t.co/j3ttZcIsqi https://t.co/OgWNdJk5fS,2022-11-22T16:56:27.000Z,en,1595098899131551744,['1595098899131551744'],179819182
Synchronous TRIM was aimed at physical devices. Historically sync implementations has led to poor performance in Linux. Beyond that it's going to completely miss small deletes that add up to something large enough to reclaim (32KB).So it's bad and bad for VMs from what I can see.,2022-11-22T16:56:27.000Z,en,1595098896942137345,['1595098896942137345'],179819182
"For ZFS TRIM can be run:

1. At the device synchronously (𝘴𝘺𝘴𝘤𝘵𝘭 -𝘢 𝘷𝘧𝘴.𝘻𝘧𝘴.𝘵𝘳𝘪𝘮.𝘦𝘯𝘢𝘣𝘭𝘦𝘥)
2. At a zpool level using ""Autotrim"" that tracks freed pages and runs on a slight delay. 𝘻𝘱𝘰𝘰𝘭 𝘴𝘦𝘵 𝘢𝘶𝘵𝘰𝘵𝘳𝘪𝘮=𝘰𝘯 𝘻𝘳𝘰𝘰𝘵
3. Manually (zpool trim)",2022-11-22T16:56:26.000Z,en,1595098893234176005,['1595098893234176005'],179819182
"Let's focus on #3 in the context of running in a VM (Yes I know TRIM can break things against bare metal drives, in a VM you don't get that, it only shrinks the VMDK).",2022-11-22T16:56:25.000Z,en,1595098889505632257,['1595098889505632257'],179819182
"1. I'll defer Oracle people who are aware of how they handle TRIM/UNMAP but otherwise be ignoring this on this thread for now. 
2. I'm not sure this is still active. It looks like the BSD cats have adopted ZoL
3. ZFS on Linux - Despite some CDDL/GPL concerns seems dominate.",2022-11-22T16:56:24.000Z,en,1595098887215525888,['1595098887215525888'],179819182
"From what I can tell there are 3 ZFS 🍴:
1. The @OracleZFS . It has the greenbyte dedupe code and some other nifty stuff, but I don't run Solaris. 
2. OpenIndiana Fork that was used by OpenSolaris forks
3. ZFS on Linux (LLNL was the imitator of this fork)",2022-11-22T16:56:24.000Z,en,1595098885722353664,['1595098885722353664'],179819182
"It's rare anyone asks (I generally only see ZFS used on bare metal for open source NAS boxes, or old Solaris installs) so this normally isn't something that involves virtual machines but here we go:",2022-11-22T16:56:24.000Z,en,1595098884035969025,['1595098884035969025'],179819182
Doing some research into TRIM/UNMAP support on ZFS this morning: 🧵,2022-11-22T16:56:23.000Z,en,1595098882622775296,['1595098882622775296'],179819182
"@plankers Just leave one of these bad boys attacked to the ISR at each remote site, and anyone could become a remote terminal. There's also were some websites where for a reasonable hourly price we could summon someone anywhere in the US to go touch something. https://t.co/am1DcTRoBy",2022-11-22T15:02:56.000Z,en,1595070329361137667,['1595070329361137667'],179819182
"@plankers The other thing is no on call should need to drive into a colo in 2022. Even 7 years ago when I was in the game you could have:
1. Out of band on all hosts
2. Colo remote hands
3. Smart PDUs. 
4. ""Get-Console"" to turn any iphone into a remote console.

https://t.co/FEu4Pkqfhb",2022-11-22T15:00:39.000Z,en,1595069754141990913,['1595069754141990913'],179819182
@petegerr Here’s an entire song: https://t.co/GVyx3mFMRd,2022-11-22T02:34:24.000Z,en,1594881956474662912,['1594881956474662912'],179819182
"@mattyglesias Did you ever go to the Texas Embassy in London back in the day? The food wasn't anything amazing, but they had Dr. Pepper which was otherwise difficult to find back then.",2022-11-21T22:24:43.000Z,en,1594819122671616000,['1594819122671616000'],179819182
Inverse Galloway continues to not disappoint https://t.co/MAKpEnVysS,2022-11-21T21:00:44.000Z,en,1594797987812745235,['1594797987812745235'],179819182
Reminder of that time I went to a fully legal wedding in a Whataburger. https://t.co/WIUXgPGJ3V,2022-11-21T17:43:30.000Z,en,1594748350452088839,['1594748350452088839'],179819182
"@vtimd @doug_arcidino The IRS is more of a time thief. Congress sets the rules, but if they send me a “hey we think you owe us more” and I’m RIGHT they should have to pay me.",2022-11-21T07:31:12.000Z,en,1594594260342669312,['1594594260342669312'],179819182
"@cxi “Garlic. Silver, a thirst for the blood of hiring managers who ask the same questions… ughhh I mean task management?",2022-11-21T07:18:42.000Z,en,1594591115885400064,['1594591115885400064'],179819182
"RT @RadioFreeTom: Stop asking me if it's time to leave Twitter, if you should leave Twitter, if I am leaving Twitter, is Twitter dying, etc…",2022-11-21T07:12:06.000Z,en,1594589453292605440,['1594589453292605440'],179819182
@vmstan @joinmastodon I was on BBS’s before the internet and I’d this site goes dark that’s where you’ll find me. Playing a door game.,2022-11-20T01:42:26.000Z,en,1594144103364689920,['1594144103364689920'],179819182
@rosyna @GizmoOcean @SwiftOnSecurity @AeroSavvy I’ve seen hypervisors on Planes but I’d have to bug them to see how much they want to explain is going on..,2022-11-19T23:44:53.000Z,en,1594114519491432448,['1594114519491432448'],179819182
