author_id,id,lang,edit_history_tweet_ids,created_at,text
906612331,1595176251005800449,en,['1595176251005800449'],2022-11-22T22:03:49.000Z,"RT @the_meghaning: Elon Musk called Trent Reznor a ""crybaby"" for deleting his Twitter account. Wil Wheaton then wrote this incisive summary…"
906612331,1595176207250821153,en,['1595176207250821153'],2022-11-22T22:03:39.000Z,"RT @cbouzy: Update: We now have 35,702 pre-beta registrations. 64,298 to go. https://t.co/J2sMIgrn9H https://t.co/OtprPFHHRS"
906612331,1595176137151303680,en,['1595176137151303680'],2022-11-22T22:03:22.000Z,"RT @Nata_Yazhi: This is a gorgeous album of bassoon works by Native composers recorded by Yakama bassoonist, Jacqueline Wilson &amp; y’all need…"
906612331,1595176097590743055,en,['1595176097590743055'],2022-11-22T22:03:13.000Z,"RT @larwoolf: “Do stuff. be clenched, curious. Not waiting for inspiration's shove or society's kiss on your forehead. Pay attention. It's…"
906612331,1595176048718712842,en,['1595176048718712842'],2022-11-22T22:03:01.000Z,"RT @katherineschof8: Thank god, folks are finally fighting back with scientific fact against the idiotic, weirdo longtermist cult. https://…"
906612331,1595175988660412416,en,['1595175988660412416'],2022-11-22T22:02:47.000Z,RT @kellyjeanrebar: Taken through the window. #snowing #kootenays #november #deer https://t.co/OfU8HBmZdp
906612331,1595175744417959936,en,['1595175744417959936'],2022-11-22T22:01:49.000Z,"RT @MHuzaifaNizam: Perching on a small hill in Mardan district is one of the most magnificent archaeological sites of Pakistan. 

One of th…"
906612331,1595175652512174094,en,['1595175652512174094'],2022-11-22T22:01:27.000Z,"RT @JakeSherman: @SecMayorkas This is a massive sea change from last month, when McCarthy told me that no one in the Biden administration h…"
906612331,1595175645491138560,en,['1595175645491138560'],2022-11-22T22:01:25.000Z,"RT @JakeSherman: In El Paso, McCarthy calls on @SecMayorkas to resign. 

McCarthy says if he doesn't resign, ""House Republicans will invest…"
906612331,1595175423733862430,en,['1595175423733862430'],2022-11-22T22:00:32.000Z,RT @HistoryHannahB: The sinking ship is looking emptier and emptier https://t.co/3hsqSVdEA9
906612331,1595175234381877248,en,['1595175234381877248'],2022-11-22T21:59:47.000Z,"RT @DrJoGrady: It is not ok to work relentlessly. 

It is not ok to not know if you have a job next month. 

It’s not ok to have your pensi…"
906612331,1595175136503730214,en,['1595175136503730214'],2022-11-22T21:59:24.000Z,"RT @garonnevik: “Do not be anxious about anything” 

should not be read in the tone of 

“being anxious is a sin and you are being a disobe…"
906612331,1595175028492013584,en,['1595175028492013584'],2022-11-22T21:58:58.000Z,"RT @luckytran: Wow, not only have the @MTA taken down the problematic ""You Do You"" anti-mask signs, they have now reinstated signs encourag…"
906612331,1595174970409484288,en,['1595174970409484288'],2022-11-22T21:58:44.000Z,"RT @fakehistoryhunt: @KaczorKiraly @RyanHaecker ""there is currently no compelling evidence that any one of the multiplicity of quotations l…"
906612331,1595174932966936577,en,['1595174932966936577'],2022-11-22T21:58:35.000Z,RT @GrimArtGroup: Abandoned place by Rolf Escher (b. 1936) https://t.co/PjoUl8TfWL
906612331,1595174272082661376,en,['1595174272082661376'],2022-11-22T21:55:58.000Z,RT @DrJoGrady: Another university that thinks it can get away with 100% deductions for ASOS is @TrinityLaban . Let them know they can’t! Le…
906612331,1595157576706146304,en,['1595157576706146304'],2022-11-22T20:49:37.000Z,"RT @RyanHaecker: ""The earth is degenerating today. Bribery and corruption abound. Children no longer obey their parents, every man wants to…"
906612331,1595157157720244225,en,['1595157157720244225'],2022-11-22T20:47:57.000Z,RT @maitlis: This is US gerrymandering in the extreme. #Eurovision
