edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595178761645084673'],1294095131834847233,en,"RT @JonnyCaplan: Creative Entrepreneur of the Year 2022🏆 What a shock!! 😅🥳

About last night @The Great British Entrepreneur Awards, 10th A…",1595178761645084673,2022-11-22T22:13:48.000Z
['1595153558068133889'],1294095131834847233,en,"RT @JoseMarky_200: @shirtsthtgohard Available here guys
https://t.co/nHme15ujB3",1595153558068133889,2022-11-22T20:33:39.000Z
['1595133546171346945'],1294095131834847233,en,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1595133546171346945,2022-11-22T19:14:08.000Z
['1595098854457856006'],1294095131834847233,tr,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1595098854457856006,2022-11-22T16:56:17.000Z
['1595071005168472064'],1294095131834847233,en,"RT @UtilityNet_: The Rules for the First Test Mining of UtilityNet https://t.co/4hJuOKd1WG 

#utility #utilitynet #BigData #Analytics #Data…",1595071005168472064,2022-11-22T15:05:37.000Z
['1595055182508920833'],1294095131834847233,en,RT @TheEMWNews: African-American Muslim man serving as Chief Judge @caryleepeterson  of an Indian tribal court files a Mandamus suit agains…,1595055182508920833,2022-11-22T14:02:44.000Z
['1595041292215779333'],1294095131834847233,en,RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Enjoy when you can， and endure when you must。 https://t.co/CrCkz1aB6M,1595041292215779333,2022-11-22T13:07:33.000Z
['1595027786422419457'],1294095131834847233,en,RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don‘t lo…,1595027786422419457,2022-11-22T12:13:53.000Z
['1595016182947528704'],1294095131834847233,en,RT @kaiyun830: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 Happiness is good health and a bad memory。 https://t.co/RQ2OYU1OUj,1595016182947528704,2022-11-22T11:27:46.000Z
['1595015364035088385'],1294095131834847233,en,RT @daPang70456438: #阿根廷梅西 #开云 #世界杯冠军预测 #足球 #亚博 #游戏     #真人百家乐  #棋牌 #彩票 #电竞    And forever has no end。 https://t.co/BvLW2uAStj,1595015364035088385,2022-11-22T11:24:31.000Z
['1594999747139764226'],1294095131834847233,en,"RT @CryptoWhalEth: Don't waste time and secure your slot. Become a $C4E Premium #Validator! 

Buy now $C4E tokens with the lowest price eve…",1594999747139764226,2022-11-22T10:22:28.000Z
['1594982275338457091'],1294095131834847233,en,"RT @thomas_fells: The only one who really cures himself is himself.
🛰️KT31133
#杭州
#杭州学生 https://t.co/MsfiOnxBD0",1594982275338457091,2022-11-22T09:13:02.000Z
['1594938451089989634'],1294095131834847233,en,"RT @thomas_fells: You look sweet. Can I taste it?
🛰️KT31133
#杭州
#杭州学生 https://t.co/MYIbiz78lS",1594938451089989634,2022-11-22T06:18:53.000Z
['1594926487617953793'],1294095131834847233,en,RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/rBjn28cbM2,1594926487617953793,2022-11-22T05:31:21.000Z
