created_at,text,author_id,id,edit_history_tweet_ids,lang
2022-11-22T22:27:54.000Z,"@TiagoMota233 @KyleChaves_ @PainedCuler @ChampionsLeague O que é encher? Colocar os 50mil? Isso é impossível se o adversário não encher a parte dele. A vocês acontece-vos igual, com a diferença que ficam bem mais longe do limite.",1584310361372729344,1595182312358137857,['1595182312358137857'],pt
2022-11-22T22:15:57.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague And to keep in your mind how small benfraud is. 😂 Good night.

https://t.co/c5ohhAIVyz",1584310361372729344,1595179303695704071,['1595179303695704071'],en
2022-11-22T22:10:58.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Ya...you have 25k tweets and i'm the bot😂😂 
That's why you had to emigrate.😂😂",1584310361372729344,1595178048969752578,['1595178048969752578'],en
2022-11-22T22:09:16.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Mate, benfraud in last season finished with 31956 attendancy. 😂😂 Less than half.
You need to be very well to reach the 80% of occupation. The stadium is oversize for the club size. 😂",1584310361372729344,1595177621159120896,['1595177621159120896'],en
2022-11-22T22:08:47.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Wow....57k...and stadium still not filling, only fill up in 2 games. 😂😂",1584310361372729344,1595177499159298048,['1595177499159298048'],en
2022-11-22T22:07:27.000Z,@KyleChaves_ @PainedCuler @ChampionsLeague The same reason that west wam have much more that benfraud. Cultural.,1584310361372729344,1595177161895329792,['1595177161895329792'],en
2022-11-22T22:05:18.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Digital engagement isn't manipulate, it's something out of your control...only the brand engages. People in stadium you can manipulate with price of tickets (your club is know to offer a lot of tickets) but even with that, you don't fill the stadium 😂😂",1584310361372729344,1595176624068395008,['1595176624068395008'],en
2022-11-22T22:01:27.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Hahah covid only affected your club? 😂 The covid restritions were by percentage, so your club was benefited. After dezember the restritons are over and you still in ridicolous averages.😂",1584310361372729344,1595175654202478618,['1595175654202478618'],en
2022-11-22T21:55:03.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Without a 2 big games your attendance would be below than 30000. Each big game you have a +1800 of average that FCPorto...x2 are 3800.
Is a simple math and your club only fill up the stadium with a FCPorto and sporting. The rest of games only air and insects 😂",1584310361372729344,1595174044906754054,['1595174044906754054'],en
2022-11-22T21:52:40.000Z,"@KyleChaves_ @AdolfoD10s @PainedCuler @ChampionsLeague Mate, benfraud in last season finished with 31956 attendancy. Less than half.
Your need to be very well to reach the 80% of occupation. The stadium is oversize for the club size.",1584310361372729344,1595173444307386368,['1595173444307386368'],en
2022-11-22T21:52:01.000Z,@KyleChaves_ @PainedCuler @ChampionsLeague With bigger stadium you have more cheap tickets grunt. You can't compare directly. Must ve compare with occupation and you have seasons with less than half.😂😂 Ridiculous club.,1584310361372729344,1595173278179594250,['1595173278179594250'],en
2022-11-22T21:49:50.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Digital engagement show us the greatness of your benfraud without manipulation. 
31000 of average in a stadium with 65000 😂😂",1584310361372729344,1595172731175288832,['1595172731175288832'],en
2022-11-22T21:46:07.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Average benfraud then would need the stadium with 40000.😂😂  If it have below than 40000 a lot of Times with 2 big games, imagine without these.😂😂",1584310361372729344,1595171795287609387,['1595171795287609387'],en
2022-11-22T21:39:08.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Mate, benfraud in last season finished with 31956 attendancy. Less than half.
Your need to be very well to reach the 80% of occupation. The stadium is oversize for the club size. Without 2 big games and the average would be below than 30000.",1584310361372729344,1595170037710655495,['1595170037710655495'],en
2022-11-22T21:38:35.000Z,"@KyleChaves_ @AdolfoD10s @PainedCuler @ChampionsLeague The big advantage of biggest stadium is in big games, can influence the average positively. Tipically behavior of small clubs.",1584310361372729344,1595169901404164121,['1595169901404164121'],en
2022-11-22T21:36:05.000Z,"@KyleChaves_ @PainedCuler @ChampionsLeague So, the biggest stadium doesn't matter? 😂 You only fill up when play against sporting lisbon and FCPorto but these 2 games have influence in the average. Without big games, the average would be below than 30000 😂😂",1584310361372729344,1595169268886343688,['1595169268886343688'],en
2022-11-22T21:33:41.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Sporting lisbon is the biggest club in your town but....any more. 
FCPorto always have more engagement that benfraud and sporting lisbon together.",1584310361372729344,1595168666223808515,['1595168666223808515'],en
2022-11-22T21:30:25.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague Mate, benfraud in last season finished with 31956 attendancy. Less than half.
Your need to be very well to reach the 80% of occupation. The stadium is oversize for the club size.",1584310361372729344,1595167843964026881,['1595167843964026881'],en
2022-11-22T21:30:12.000Z,"@KyleChaves_ @flavienpe2001 @AdolfoD10s @PainedCuler @ChampionsLeague 4 years that FCP wasn't good. Why you cannot post the last 10 or 15years?  😂
Or the last season? 😂",1584310361372729344,1595167789244944391,['1595167789244944391'],en
