created_at,text,author_id,lang,edit_history_tweet_ids,id
2022-11-22T23:07:37.000Z,"RT @gunsnrosesgirl3: In 1850, a severe storm hit Scotland stripping large knoll known as ""Skara Brae”

Underneath was a Neolithic village w…",4863079029,en,['1595192303794126848'],1595192303794126848
2022-11-22T23:04:32.000Z,RT @low_dosage: wtf is happening https://t.co/77lsCApph7,4863079029,en,['1595191528498102272'],1595191528498102272
2022-11-22T23:03:49.000Z,RT @RevDaniel: I think it’s strange that the evangelical culture which invented Purity Balls at which girls would promise their virginity t…,4863079029,en,['1595191347593596928'],1595191347593596928
2022-11-22T22:47:35.000Z,RT @moniplaylist: @ModernGurlzz Vogue china having the first photoshoot for Vogue in Congo with Zhong Feifei to celebrate her heritage 🫶🏾🫶🏾…,4863079029,en,['1595187263767564288'],1595187263767564288
2022-11-22T22:44:55.000Z,RT @halfwhorean: @ModernGurlzz my favorites that no one’s posted yet :) https://t.co/TGIaKkjoWN,4863079029,en,['1595186592821510144'],1595186592821510144
2022-11-22T22:37:02.000Z,RT @V05121: @ModernGurlzz I have conflicting feelings about the first cover of Vogue Philippines bit its just so beautiful https://t.co/ZsH…,4863079029,en,['1595184608249016320'],1595184608249016320
2022-11-22T22:33:08.000Z,RT @ModernGurlzz: american vogue could never pt 2 https://t.co/m3zXiQmZ1F,4863079029,en,['1595183627222097922'],1595183627222097922
2022-11-22T22:32:56.000Z,RT @ModernGurlzz: american vogue could never https://t.co/mpNf3H09MJ,4863079029,en,['1595183576156356609'],1595183576156356609
2022-11-22T22:29:39.000Z,"RT @pixelfem: ""To right wing men, we are private property. To left wing men, we are public property. In either case, we are not considered…",4863079029,en,['1595182751791071233'],1595182751791071233
2022-11-22T22:29:23.000Z,RT @MattBinder: lmao yeah man that’s exactly what happened which is why they replaced him with…Bob Iger https://t.co/N6FK3NzKbP,4863079029,en,['1595182684724408320'],1595182684724408320
2022-11-22T22:28:53.000Z,RT @CathoIicConvert: https://t.co/TuvG7YL9Hn,4863079029,zxx,['1595182556848263168'],1595182556848263168
2022-11-22T22:24:56.000Z,RT @Ambrosia_Ijebu: At some point we have to come together as a country and accept that we are finished.,4863079029,en,['1595181562731155457'],1595181562731155457
2022-11-22T22:24:07.000Z,"RT @its_daqueen: It's the Muslims not in Qatar liking that tweet for me lol

Tell me, Muslims outside the middle east, if the country you'r…",4863079029,en,['1595181360146272259'],1595181360146272259
2022-11-22T22:24:01.000Z,"RT @its_daqueen: But when Muslims go to the west they expect their rights, culture, and religion to be protected, no?

With this train of t…",4863079029,en,['1595181333394980865'],1595181333394980865
2022-11-22T22:22:10.000Z,RT @Phil_Lewis_: This is terrifying: Natalia Bryant is seeking a restraining order against a gun-obsessed stalker who sent her a DM hoping…,4863079029,en,['1595180865985957888'],1595180865985957888
2022-11-22T22:21:03.000Z,"RT @dondatimes: ""I went from being a multi billionaire to not being able to use my ApplePay ""
""it can happen to all Americans for saying th…",4863079029,en,['1595180585819033600'],1595180585819033600
2022-11-22T22:20:29.000Z,"RT @Obsolesence: So, the @sp_ehrcj has started. Every woman in the public gallery is wearing a scarf and clothing encompassing purple, whit…",4863079029,en,['1595180442537398272'],1595180442537398272
2022-11-22T22:18:52.000Z,"RT @jmac20M: @CaribbeanRoseee @Northstartv1 @MaadyBK67 Wealthy Latinos absolutely do not associate with poor Latinos. Go to Texas, Cali, Ar…",4863079029,en,['1595180037413781507'],1595180037413781507
2022-11-22T22:17:39.000Z,RT @Northstartv1: A Group Of Wealthy Black People Discussing How They Felt It Was Bad That Low-Income Black People From The South Began Mig…,4863079029,en,['1595179730319319040'],1595179730319319040
2022-11-22T22:16:26.000Z,"RT @2beers2trumpets: ""civil wars are built on mutual respect"" is too funny not to point out https://t.co/fGxK2hMg1U",4863079029,en,['1595179422763597825'],1595179422763597825
2022-11-22T22:16:15.000Z,"RT @historydefined: Cleopatra's Needle at its original site in Alexandria, Egypt, before it was relocated to England, 1870s. https://t.co/b…",4863079029,en,['1595179380099219463'],1595179380099219463
2022-11-22T22:15:29.000Z,RT @Fearlesslori___: Pretty girl privilege is a real thing &amp; if u don’t think so it’s because.... Yea 😂,4863079029,en,['1595179187136069634'],1595179187136069634
2022-11-22T22:15:23.000Z,"RT @Kaylan_TX: Just so we’re clear here, Assemblyman Voepel’s grandson was the mass shooter in Colorado https://t.co/5U8AXQfXCe",4863079029,en,['1595179158858072065'],1595179158858072065
2022-11-22T22:14:58.000Z,"RT @halomancer1: to anyone saying the right's rhetoric has nothing to do with calling terrorists to action, here's tim pool saying the shoo…",4863079029,en,['1595179055548096518'],1595179055548096518
2022-11-22T22:14:09.000Z,"RT @RyanHaecker: ""The earth is degenerating today. Bribery and corruption abound. Children no longer obey their parents, every man wants to…",4863079029,en,['1595178849331027968'],1595178849331027968
2022-11-22T22:13:56.000Z,RT @jk_rowling: Two detransitioners will go to Holyrood today to explain their grave concerns around the government’s controversial gender…,4863079029,en,['1595178793718747136'],1595178793718747136
2022-11-22T22:13:37.000Z,RT @RedLightning420: When I'm halfway through watching a movie on 123movies and I win a free iPhone 14 and Milfs in my area wanna have sex…,4863079029,en,['1595178715352383489'],1595178715352383489
2022-11-22T22:11:49.000Z,"RT @littleapostate: After realizing porn turns men into creeps, I've been able to pick out which men don't watch it w ease. The ones who wo…",4863079029,en,['1595178263206412288'],1595178263206412288
2022-11-22T22:11:06.000Z,RT @kewchysupremacy: I just want feminist theory to be wrong once https://t.co/qw5akR1MOe,4863079029,en,['1595178082306072580'],1595178082306072580
2022-11-22T22:08:16.000Z,RT @AntheaButler: A white supremacist sat through a Bible study and killed 9 African-Americans at Emmanuel AME church.,4863079029,en,['1595177371518238720'],1595177371518238720
2022-11-22T22:06:38.000Z,"RT @Jamalhinton12: To answer all your questions, yes Thanksgiving year 7 is planned out! See you guys Thursday! 🦃🖤 https://t.co/JTJe6ZSOTS",4863079029,en,['1595176960082206720'],1595176960082206720
2022-11-22T22:03:52.000Z,RT @Palace_gio: Hispanics will take your biggest insecurity and make it your nickname,4863079029,en,['1595176261432840195'],1595176261432840195
2022-11-22T22:03:06.000Z,"RT @ImWatson91: You know what would have been helpful? 

If, when I attended my gender clinic in 2015, the specialist who evaluated me (I o…",4863079029,en,['1595176067605663789'],1595176067605663789
2022-11-22T21:57:50.000Z,RT @_gardenoflotus: I was today years old when I found out that tampons are linked to BV (bacterial vaginosis). The bleached products in ta…,4863079029,en,['1595174745598791683'],1595174745598791683
2022-11-22T21:57:13.000Z,RT @failingfall1ng: men b laughing and kekeing about women being raped but i’m supposed to care about their mental health be fr https://t.c…,4863079029,en,['1595174587360284685'],1595174587360284685
