author_id,lang,id,created_at,edit_history_tweet_ids,text
2318270108,en,1595180688038191104,2022-11-22T22:21:27.000Z,['1595180688038191104'],"There will be many legacies of the Roberts court whenever the history of this era is written, assuming history books are still allowed in the America John Roberts leaves behind.  https://t.co/FrrL7dl1Ki"
2318270108,en,1595168502503002114,2022-11-22T21:33:02.000Z,['1595168502503002114'],"RT @UROCKlive1: RCV is not as complicated as it sounds, and if you're dissatisfied with the current two-party system, it's the only way out…"
2318270108,en,1595168465421103104,2022-11-22T21:32:53.000Z,['1595168465421103104'],"Before Elon Musk bought Twitter, company executives had racked up hundreds of thousands of dollars in travel invoices that the social media service planned to pay. But once Musk took over the company, he refused to reimburse travel vendors for those bills. https://t.co/BzUlVV2KYE"
2318270108,en,1595160423539494912,2022-11-22T21:00:56.000Z,['1595160423539494912'],"Mary Trump posted the single word “Stay,” which has so far been liked nearly 40,000 times. The tweet has become a gathering site for participants in Twitter’s liberal #Resistance subculture. https://t.co/BX1BubImsA"
2318270108,en,1595159477463851008,2022-11-22T20:57:10.000Z,['1595159477463851008'],U.S. District Judge Lewis Kaplan sent Trump’s lawyer Alina Habba an unmistakable message: The former president should make that decision — and soon. https://t.co/EFwkxRmqG8
2318270108,en,1595153674845970433,2022-11-22T20:34:07.000Z,['1595153674845970433'],"The Department of Education is extending the freeze another six months with the first payments due two months after June 30, the source said, unless a Supreme Court decision on the president's student loan relief program comes first.
https://t.co/9aRTgOcEIq"
2318270108,en,1595145851973693440,2022-11-22T20:03:02.000Z,['1595145851973693440'],Among the arguments before the 11th US Circuit Court of Appeals on Tuesday was that Donald Trump should be treated in a special way because he was the president. https://t.co/oxYYU24JBA
2318270108,en,1595145509039022080,2022-11-22T20:01:40.000Z,['1595145509039022080'],"Time and again Trump’s attorney faced sharp questioning from the three-judge panel, even over referring to the search of Mar-a-Lago as a “raid.”

“Do you think that ‘raid” is the right term for execution of a a warrant?” https://t.co/e1K3YZGPcg"
2318270108,en,1595144817176346624,2022-11-22T19:58:55.000Z,['1595144817176346624'],The U.S. Supreme Court on Tuesday refused to block a request by the House Ways and Means Committee for Trump's tax returns. There were no noted dissents. https://t.co/g9vn4pxCio
2318270108,en,1595132487017332736,2022-11-22T19:09:55.000Z,['1595132487017332736'],"Just hours before appellate court arguments in the Mar-a-Lago case, Donald Trump’s attorneys asked a lower court judge for an unsealed version of the affidavit supporting the search of his country club and primary residence.
https://t.co/x7whbLBcFP"
2318270108,en,1595122423287803904,2022-11-22T18:29:56.000Z,['1595122423287803904'],"Asked by Insider outside court if Trump would in fact testify at the trial, Habba did not deny it. Later, she backpedaled, saying in an email, ""I do not know at this point."" https://t.co/jwknwOBupF"
2318270108,en,1595085420638765056,2022-11-22T16:02:54.000Z,['1595085420638765056'],"In ranked-choice voting systems, voters can rank multiple candidates. If a candidate gets a majority of first-preference votes, the election is over and that candidate wins. If no one reaches 50% plus one, the candidate in last place is eliminated.  https://t.co/V8vXlKUMI3"
2318270108,en,1595082927347376128,2022-11-22T15:52:59.000Z,['1595082927347376128'],"A specific class of far-right, theocratic, pro-Trump intellectuals have concluded from Republicans' 2022 midterm performance that democracy must be discarded in order to save the country. https://t.co/WbvLWsVJwV"
2318270108,en,1595081156503826433,2022-11-22T15:45:57.000Z,['1595081156503826433'],"“If the Government is so concerned with general deterrence, then why hasn’t it prosecuted the other individuals, including public figures, who were also involved in Greenberg’s offenses?” Scheller asked in an 26-page memo on Monday evening.  https://t.co/TryJ8KHsNT"
2318270108,en,1595080377143463936,2022-11-22T15:42:51.000Z,['1595080377143463936'],The justice department will ask a court today to void the special master review examining documents seized from Donald Trump’s Mar-a-Lago residence and make the materials available to the criminal investigation surrounding the former president. https://t.co/qHmfh0gIbL
2318270108,en,1594955694456786944,2022-11-22T07:27:25.000Z,['1594955694456786944'],RT @UROCKlive1: Acts of racism don't belong anywhere in civilized society. It should always be shunned and shamed.
2318270108,en,1594955295171624960,2022-11-22T07:25:49.000Z,['1594955295171624960'],"The European Union is to seek to requisition the assets of those who try to evade sanctions on Russia and give them to Ukraine, with Ireland among eight member states that have frozen the vast majority of such assets to date. https://t.co/4ibuZj7lBP"
2318270108,en,1594932719015718912,2022-11-22T05:56:07.000Z,['1594932719015718912'],A group of suspects is wanted for targeting mailboxes in Santa Monica. https://t.co/9XBnsbHrhc
2318270108,en,1594927158639529984,2022-11-22T05:34:01.000Z,['1594927158639529984'],"Apple executive Phil Schiller has deleted his account on Twitter. Schiller is one of Apple’s most powerful employees. Having previously been head of Apple’s marketing, he now runs the App Store. https://t.co/Gz2BKxfTzY"
2318270108,en,1594883535889760256,2022-11-22T02:40:41.000Z,['1594883535889760256'],"Jurors convicted Riley Williams of six charges, but did not reach a unanimous verdict on whether she aided and abetted in the theft of a laptop from Pelosi’s office, and obstruction of Congress. Prosecutors must decide whether to retry the two charges. https://t.co/IEOxquV2dn"
2318270108,en,1594824685161574402,2022-11-21T22:46:50.000Z,['1594824685161574402'],"Oregon Gov. Kate Brown announced Monday she is pardoning an estimated 45,000 people convicted of simple possession of marijuana, a month after President Joe Biden did the same under federal law. https://t.co/Xsvim73fAA"
2318270108,en,1594792594214567936,2022-11-21T20:39:18.000Z,['1594792594214567936'],"Manhattan prosecutors rested their case in the tax fraud trial of Trump’s family business without calling outside accountant Donald Bender, a witness they had previously planned to question. https://t.co/H7MB17PVkB"
2318270108,en,1594757544492208129,2022-11-21T18:20:02.000Z,['1594757544492208129'],"Musk talked about working day and night on the platform, to which Oliver screamed, “Holy shit,” adding, “That man is in every possible sense, in a very dark place. The entire vibe of that video is ‘Wizard of Oz’ suicide note.” https://t.co/12dLEK2GC9"
