lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595195605793619970'],1482202524149075970,2022-11-22T23:20:44.000Z,RT @CreeksideAlison: @deBeauxOs1 Despite Brendan Miller's claims that Brian Fox of Enterprise Canada is a liberal supporter who carried a N…,1595195605793619970
en,['1595195318500528134'],1482202524149075970,2022-11-22T23:19:35.000Z,@JoohnChoe @HoneybadgerLA No sympathy from me.,1595195318500528134
qme,['1595194624452268032'],1482202524149075970,2022-11-22T23:16:50.000Z,@CdnResistance @Roolive875489 https://t.co/WaQ0x5AwUy,1595194624452268032
en,['1595194563790004226'],1482202524149075970,2022-11-22T23:16:35.000Z,"RT @Flash_news_ua: ⚡️American actress and singer of Ukrainian origin, 49-year-old Vera Farmiga, during a concert in the USA turned on the s…",1595194563790004226
en,['1595194500669997057'],1482202524149075970,2022-11-22T23:16:20.000Z,"RT @girlsreallyrule: FBI Director Chris Wray has admitted to botching the FBI investigation into Brett Kavanaugh, as his own Federalist Soc…",1595194500669997057
en,['1595194361469452289'],1482202524149075970,2022-11-22T23:15:47.000Z,"RT @PoliticusSarah: Sen Sheldon Whitehouse calls for an investigation into Clarence Thomas, ""If Chief Justice Roberts can launch an investi…",1595194361469452289
en,['1595194321359224834'],1482202524149075970,2022-11-22T23:15:38.000Z,RT @RussellSieg: BrokeA$$ Chairman Xi doesn't have enough money to fully fund China's Debt-Trap Diplomacy Belt and Road Initiative in the S…,1595194321359224834
en,['1595194256498593792'],1482202524149075970,2022-11-22T23:15:22.000Z,RT @DarlaStephen2: It's been a pretty good Tues 👏👏👏,1595194256498593792
qme,['1595194151145979905'],1482202524149075970,2022-11-22T23:14:57.000Z,@atRachelGilmore @ARCCollective @jasonlietaer https://t.co/Hbhp1wScGi,1595194151145979905
en,['1595194012230914049'],1482202524149075970,2022-11-22T23:14:24.000Z,"RT @Debra77resist: Wow. The son of Oklahoma's republican governor is above the law. Hmmm.
Logan County DA takes action after Gov. Stitt's i…",1595194012230914049
en,['1595193628606988288'],1482202524149075970,2022-11-22T23:12:52.000Z,"RT @aballinga: Paul Champ, lawyer for Ottawa residents and businesses, raises this text message from Mendicino's chief of staff to a local…",1595193628606988288
en,['1595193073096855552'],1482202524149075970,2022-11-22T23:10:40.000Z,"RT @TondaMacC: Windsor convoy lawyer challenges the approval of vaccines, saying approvals were sped up and rushed, that serious risks of m…",1595193073096855552
en,['1595192754887430145'],1482202524149075970,2022-11-22T23:09:24.000Z,"RT @wyattsharpe8: Received this from a senior member of Minister Lecce’s staff. 

“I don’t appreciate you tweeting that we aren’t respondin…",1595192754887430145
en,['1595192613623275520'],1482202524149075970,2022-11-22T23:08:50.000Z,"RT @joececiyyc: And Smith has said that she will be consulting with people like Paul Alexander, a former Trump advisor who called the COVID…",1595192613623275520
