created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T22:32:13.000Z,1595183394597617665,@omoelerinjare @Nkemchor_ @itzz_blitz1 @BigJoeOfLagos @Spotlight_Abby @DocOmeiza @SheniKabiru @WOTOWOTO_247 @edehfelixc1 @CyndiGold2 @YunusaTanko Reno that is an animal,461360732,['1595183394597617665'],en
2022-11-22T22:14:14.000Z,1595178871053238272,"RT @IkukuomaC: I owned a super market as a student in UNN
I lived in the house I built as a student in UNN
I owned two cars as a student
I…",461360732,['1595178871053238272'],en
2022-11-22T21:39:50.000Z,1595170214626222080,RT @GbolahanAwolesi: This is how Peter Obi is addressing over 8k Nigerians listening to him right now on Twitter space. Yet he still has ca…,461360732,['1595170214626222080'],en
2022-11-22T21:38:13.000Z,1595169809217556505,"RT @Dr_dabo1: 8,500 listeners on space,the highest ever in the history of Nigerian twitter.PO is blessed👏",461360732,['1595169809217556505'],en
2022-11-22T20:59:07.000Z,1595159968960815104,@TinubuOclock Bulaba bulaba baluuuu,461360732,['1595159968960815104'],lt
2022-11-22T20:16:23.000Z,1595149211074711552,"RT @MissPearls: “I will make Nigeria a Giant, not just in name but in existence, we will be able to stand up to every Nation  on Earth as a…",461360732,['1595149211074711552'],en
2022-11-22T19:37:29.000Z,1595139423339163650,RT @YarKafanchan: CAN... https://t.co/m12Hz2amQl,461360732,['1595139423339163650'],und
2022-11-22T19:17:29.000Z,1595134390262149120,"RT @PeterObi: This evening, I will be on Twitter Spaces to discuss topical political issues and other issues germane to nation-building and…",461360732,['1595134390262149120'],en
2022-11-22T17:06:15.000Z,1595101364975464449,"RT @Princeujay: How Reno was shamed and made to swallow his own lies on Arise TV
   Reuben Abati: Peter Obi was my classmate at the Busines…",461360732,['1595101364975464449'],en
2022-11-22T16:59:03.000Z,1595099554265038848,"RT @emmaikumeh: Reno no get sense sha, you went on Tv to embarrass yourself. Nawa ooh.",461360732,['1595099554265038848'],en
2022-11-22T14:46:28.000Z,1595066187809017863,@O_ssai Balabu blauuuu bulaba,461360732,['1595066187809017863'],lt
2022-11-22T14:43:29.000Z,1595065435908612100,"@instablog9ja Useless post
What rubbish point are you trying to make here.",461360732,['1595065435908612100'],en
2022-11-22T14:33:12.000Z,1595062848950276096,"RT @nnamchina: @OvieNews Listen to this Peter Obi's address when he was a governor years ago.

Without bias, bigotry mindset and sentiment…",461360732,['1595062848950276096'],en
2022-11-22T14:22:27.000Z,1595060144785719297,@Rhamnusia69 @IamChibunna @DavidTitiloye See the face of someone calling people mob. That guy was a core supporter he vanished and no proper investigation by those whom.he supported,461360732,['1595060144785719297'],en
2022-11-22T14:20:27.000Z,1595059638244102144,"@DavidTitiloye Atiku is not in govt, so if he didn't tweet about the lady nobody will beat him but he did and later deleted it.
Its very evil to do such",461360732,['1595059638244102144'],en
2022-11-22T14:13:34.000Z,1595057908626194432,RT @TansuYegen: Amazing🔥🔥🔥 https://t.co/Zcaavt868n,461360732,['1595057908626194432'],en
2022-11-22T13:29:51.000Z,1595046903993229314,RT @VictorIsrael_: This should be everywhere on our timeline. Retweet aggressively 🔥 https://t.co/vMU9HCTcYp,461360732,['1595046903993229314'],en
2022-11-22T13:23:49.000Z,1595045386271559682,"RT @IamTheIroko: ""While Mr President handle the dialogue with Agitators, I will create time to dialogue ASUU in order to address the incess…",461360732,['1595045386271559682'],en
2022-11-22T08:59:14.000Z,1594978803302170624,@solomonapenja Shurrup yah mouth,461360732,['1594978803302170624'],en
2022-11-22T08:54:56.000Z,1594977719972147202,"@MuslimDiur @Emili_dey4u @Waspapping_ Guy your only point is to type cry.
Shameful, you can't even defend your faith",461360732,['1594977719972147202'],en
2022-11-22T08:51:21.000Z,1594976817831727105,@mr_ochonogor Bluuuuba balou blouua,461360732,['1594976817831727105'],pt
