author_id,id,lang,edit_history_tweet_ids,created_at,text
348672703,1595133907842011136,en,['1595133907842011136'],2022-11-22T19:15:34.000Z,"RT @FS_Yusuf_: Peter Obi has made me a more proud Edo boy. The way my people carry Peter Obi for head, is just inexplicable!"
348672703,1595133866624569344,en,['1595133866624569344'],2022-11-22T19:15:24.000Z,"RT @SavvyRinu: If you are having issues listening to the spaces, please rejoin and try to change your connectivity."
348672703,1595133774282752000,en,['1595133774282752000'],2022-11-22T19:15:02.000Z,"RT @firstladyship: Peter Obi will always show up, he won’t pull out of Debates or Town hall. He’ll continue to walk in to the Dragon’s Den.…"
348672703,1595133330017914880,en,['1595133330017914880'],2022-11-22T19:13:16.000Z,"RT @Yahaya_IV: When Deborah was stoned to death, Atiku made a tweet and then deleted it, to please a particular group of voters.

When yout…"
348672703,1595133294454374400,en,['1595133294454374400'],2022-11-22T19:13:08.000Z,"RT @Princeujay: How Reno was shamed and made to swallow his own lies on Arise TV
   Reuben Abati: Peter Obi was my classmate at the Busines…"
348672703,1595128691964928001,en,['1595128691964928001'],2022-11-22T18:54:50.000Z,RT @JaypeeGeneral: Peter Obi is just too qualified to be our president. Obidients you all need to listen to this! Omo see wisdom! Great ana…
348672703,1595128535798415366,en,['1595128535798415366'],2022-11-22T18:54:13.000Z,"RT @Nkemchor_: Peter Obi's closing statement. 
Do you believe in this tag team ? Support Peter Obi /Datti ticket in 2023.
https://t.co/R9Xg…"
348672703,1595128447382491136,en,['1595128447382491136'],2022-11-22T18:53:52.000Z,"RT @von_Bismack: Question from a student in Bayero Uni in Kano aimed at PO went “do you believe in Biafra, yes or no”

“When it comes to th…"
348672703,1595128346480107522,en,['1595128346480107522'],2022-11-22T18:53:28.000Z,"RT @_weyimi: Family members, pay attention. As you know our family members have been cleaning up the INEC register and it’s nothing but a h…"
348672703,1595128245254770688,en,['1595128245254770688'],2022-11-22T18:53:04.000Z,"RT @Eloka51: I didn’t want PO to go for Kadaria’a event but once again, he has shown us why he deserves to be President of Nigeria - he is…"
348672703,1595128180654080000,en,['1595128180654080000'],2022-11-22T18:52:48.000Z,"RT @Yahaya_IV: So finally Atiku has withdrawn from today's engagement he was meant to have with Kadaria Ahmed on The Candidate. 
They thoug…"
348672703,1595128124668530690,en,['1595128124668530690'],2022-11-22T18:52:35.000Z,RT @Aikoges: There’s a reason @PeterObi was pushed out of PDP &amp; not given the ticket. It’s divine. The scriptures must be fulfilled... I do…
348672703,1595128056846626816,en,['1595128056846626816'],2022-11-22T18:52:19.000Z,"RT @FS_Yusuf_: The people whose candidate cannot spell his name, are still confidently assessing another candidate who has been the most ou…"
