lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595147388720553984'],1128802466688978944,2022-11-22T20:09:08.000Z,RT @ChicagoWindy62: @MarshaBlackburn Retweet the #Crook of Tennessee...🪑🗑️ https://t.co/d92n63RYBD,1595147388720553984
en,['1595141305126256640'],1128802466688978944,2022-11-22T19:44:58.000Z,"RT @DonaPerreault: @BeschlossDC Only that I was 6 yrs old, and in our home everything instantly changed.  The television was on constantly,…",1595141305126256640
en,['1595134856471597056'],1128802466688978944,2022-11-22T19:19:20.000Z,"RT @GeoBioEthics: .
Jack Smith looks like a bad muthafucka.
Trump's Worst Nightmare.
Prosecutes Global international crime. 
Espionage. Sel…",1595134856471597056
en,['1595134793888714753'],1128802466688978944,2022-11-22T19:19:05.000Z,"RT @MariaLorraine_: @RobAllen41 @Idrewabird @Librarienne @LindseyGrahamSC The right to be treated equally in all states.
The right to be ma…",1595134793888714753
qme,['1595134609536487425'],1128802466688978944,2022-11-22T19:18:21.000Z,RT @ZemanLynnZ: @RepMTG https://t.co/jqt77Ji9Gj,1595134609536487425
en,['1595134503592161280'],1128802466688978944,2022-11-22T19:17:56.000Z,"RT @laurenpeikoff: It’s not a trend to hate gay people and drag shows. 
It’s not “woke” to support rights for LGBT people. 
When people bel…",1595134503592161280
en,['1595134421547769856'],1128802466688978944,2022-11-22T19:17:36.000Z,"RT @MariaLorraine_: @denise_dewald PUT THESE WOMEN IN CHARGE OF EVERYTHING,
&amp; our nation will be better for women,
children, jobs, health &amp;…",1595134421547769856
en,['1595134356288602112'],1128802466688978944,2022-11-22T19:17:21.000Z,RT @ProjectLincoln: This hate stems from the same line of Christian nationalism that has overtaken the Republican Party. Nothing in politic…,1595134356288602112
en,['1595133555683692545'],1128802466688978944,2022-11-22T19:14:10.000Z,RT @MuellerSheWrote: 11th circuit opens saying they've read all the briefings and asks the parties to present their arguments quickly. The…,1595133555683692545
en,['1595133504941350912'],1128802466688978944,2022-11-22T19:13:58.000Z,RT @PalmerReport: Lindsey Graham reportedly testified to the Fulton County grand jury today for two hours. No word on if he cooperated or p…,1595133504941350912
art,['1595133368647454720'],1128802466688978944,2022-11-22T19:13:25.000Z,RT @harrylitman: 👇🏻👇🏻👇🏻,1595133368647454720
en,['1595133093916028928'],1128802466688978944,2022-11-22T19:12:20.000Z,@VTRN83 @MarshaBlackburn Thank you.,1595133093916028928
en,['1595133052232998912'],1128802466688978944,2022-11-22T19:12:10.000Z,"RT @VTRN83: @MarshaBlackburn Fuck you Marsha. As a nurse, I will speak on behalf of healthcare professionals who  are totally exhausted . N…",1595133052232998912
en,['1595132994099957761'],1128802466688978944,2022-11-22T19:11:56.000Z,@MarshaBlackburn Guess you don't have a kid in PICU with RSV then.,1595132994099957761
en,['1595132840089333761'],1128802466688978944,2022-11-22T19:11:19.000Z,"@GelberLaw Inclusivity, plurality, diversity.
Respect differences.
Dignity to all.",1595132840089333761
en,['1595132618844307457'],1128802466688978944,2022-11-22T19:10:27.000Z,"@Jim_Jordan .
@OhioState wrestlers are furious you didn't protect them from being raped. 
And that you didn't speak up afterwards about their ongoing rapes and abuse. 
You have no ethics. 
You have no standing to lecture anyone on anything.",1595132618844307457
en,['1594384511659552769'],1128802466688978944,2022-11-20T17:37:44.000Z,"@tribelaw .
Jack Smith looks like a bad muthafucka.
Trump's Worst Nightmare.
Prosecutes Global International Crime. 
Espionage. Selling intel.
Crimes Against Humanity.
Mass Killings.
Perhaps, also: Intentional Negligence
resulting in hundreds of thousands of COVID deaths.
@TheJusticeDept https://t.co/FgPucHvidB",1594384511659552769
en,['1594307140847427584'],1128802466688978944,2022-11-20T12:30:17.000Z,RT @TrueGrit10: @kylenabecker Imagine being in a place where you have to make fun of a knee injury to take eyes off of the fact that a spec…,1594307140847427584
en,['1594306910492053505'],1128802466688978944,2022-11-20T12:29:22.000Z,RT @MuellerSheWrote: BREAKING: MEET YOUR SPECIAL COUNSEL:  Jack Smith. He was a prosecutor at The Hague. And AUSA. DoJ Public Integrity Chi…,1594306910492053505
en,['1594306253542412289'],1128802466688978944,2022-11-20T12:26:46.000Z,".
Jack Smith looks like a bad muthafucka.
Trump's Worst Nightmare.
Prosecutes Global international crime. 
Espionage. Selling intel.
Crimes Against Humanity.
Mass Killings.
Perhaps, also: Intentional Negligence
resulting in hundreds of thousands of COVID deaths.
@TheJusticeDept https://t.co/ENiFLoFSQ9 https://t.co/DHRlrP0niT",1594306253542412289
en,['1594304112996544512'],1128802466688978944,2022-11-20T12:18:15.000Z,"RT @AWeissmann_: For those concerned that the appointment of a Special Counsel will delay things: just the opposite. Jack is a super fast,…",1594304112996544512
en,['1594298004294356992'],1128802466688978944,2022-11-20T11:53:59.000Z,RT @ThatChrisRyan: Carsie tells it like it is. https://t.co/zYTZfjmvyp,1594298004294356992
en,['1594273184848613376'],1128802466688978944,2022-11-20T10:15:22.000Z,RT @lnddec: @MarshaBlackburn Choosing NOT to get a Covid vax meant chosing TO ENDANGER members of platoon/regiment. Military couldn't have…,1594273184848613376
en,['1594272828404428801'],1128802466688978944,2022-11-20T10:13:57.000Z,"RT @HollerAnnie: @GOPChairwoman @MarshaBlackburn @SenateGOP @HouseGOP Trump is a Russian Asset, has been for decades.",1594272828404428801
en,['1594272532945076224'],1128802466688978944,2022-11-20T10:12:46.000Z,"@MarshaBlackburn You're missing a Mt. Everest-sized point about group settings, closed quarters, transmission of viruses, and military readiness. 

Might be too much for you to comprehend.",1594272532945076224
en,['1594272071571636224'],1128802466688978944,2022-11-20T10:10:56.000Z,"@str8soonerball @AlishaGrauso @elonmusk One person, one vote, is the idea.
Has nothing to do with political parties.",1594272071571636224
en,['1594271207590793216'],1128802466688978944,2022-11-20T10:07:30.000Z,"@LindseyGrahamSC .
You've misinterpreted the bill.
It's the epitome of hyprocrisy for you, a gay man, to not want to make sure the marriage of gay persons and persons of all races is recognized in all 50 states,  
There are nicer ways to ask the question,
but
Have you lost your mind?
@SenateGOP https://t.co/foWL23DlNP",1594271207590793216
en,['1594267843448930305'],1128802466688978944,2022-11-20T09:54:08.000Z,"RT @MariaLorraine_: @RobAllen41 @Idrewabird @Librarienne @LindseyGrahamSC Check the actual text:
https://t.co/SzVIHCYotZ",1594267843448930305
en,['1594267827636097024'],1128802466688978944,2022-11-20T09:54:04.000Z,RT @MariaLorraine_: @RobAllen41 @Idrewabird @Librarienne @LindseyGrahamSC I'm not sure that language is any different from the right to fil…,1594267827636097024
qme,['1594267725001420800'],1128802466688978944,2022-11-20T09:53:40.000Z,RT @DebraKirkpatr13: @ZemanLynnZ @RepMTG https://t.co/ayMKS7R2My,1594267725001420800
qme,['1594267592595632130'],1128802466688978944,2022-11-20T09:53:08.000Z,RT @JimHTX: @RepMTG https://t.co/E5uiztnID7,1594267592595632130
en,['1594267507979825154'],1128802466688978944,2022-11-20T09:52:48.000Z,"Have you ever noticed so many ""Christians"" are hateful and vindictive, and don't help the poor and needy?
Proves they're not Christians at all.
The real test of being a Christian is walking the talk,living Christ's principles: helping others w/ food, housing; being compassionate. https://t.co/tHpsMCdYVB",1594267507979825154
en,['1594265930154283008'],1128802466688978944,2022-11-20T09:46:32.000Z,"RT @BeschlossDC: “Why aren't they investigating all of the other presidents that preceded me?""
Anyone want to explain it to him?",1594265930154283008
en,['1594265884562186240'],1128802466688978944,2022-11-20T09:46:21.000Z,RT @soozer52: @ezrateach @BeschlossDC Says it all. Now put up the chart where it compares democratic and Republican administrations' econom…,1594265884562186240
qme,['1594265864173649921'],1128802466688978944,2022-11-20T09:46:16.000Z,RT @ezrateach: @BeschlossDC https://t.co/1gNrw68cOh,1594265864173649921
en,['1594265841457324034'],1128802466688978944,2022-11-20T09:46:11.000Z,"RT @cfcrabb: @soozer52 @ezrateach @BeschlossDC Yes, we’d all definitely like to have the great economy at the end of the Clinton administra…",1594265841457324034
en,['1594265730274717697'],1128802466688978944,2022-11-20T09:45:44.000Z,"@aliasvaughn You could be right. I've not encounterd glitches, or I haven't identified them as that so far, but perhaps that is my lack of familiarity with the platform.",1594265730274717697
en,['1594265307060674562'],1128802466688978944,2022-11-20T09:44:03.000Z,People have become infected with hatred and misinformation: https://t.co/fRIfnJ2AmE https://t.co/JAgLsycg5b,1594265307060674562
en,['1594263749841813504'],1128802466688978944,2022-11-20T09:37:52.000Z,"RT @johnpavlovitz: A former friend who is full-on MAGA wrote me and said ""Our friendship is worth more than politics.""

I disagree.

He's n…",1594263749841813504
en,['1593945653431791616'],1128802466688978944,2022-11-19T12:33:52.000Z,RT @flare_63: @elonmusk stop the count https://t.co/VEaEKiRndw,1593945653431791616
en,['1593945546900721665'],1128802466688978944,2022-11-19T12:33:27.000Z,"RT @itsJeffTiedrich: @elonmusk instead of a poll, why don't you consult with the head of your trust &amp; safety team? oh wait",1593945546900721665
en,['1593945503703523328'],1128802466688978944,2022-11-19T12:33:16.000Z,RT @CalltoActivism: @elonmusk Should Trump be allowed internet access in prison?,1593945503703523328
en,['1593921090551656448'],1128802466688978944,2022-11-19T10:56:16.000Z,"@aliasvaughn It's different, and a bit new. I'm not used to it yet.
But I think it's just the learning curve, even like on Twitter at first.",1593921090551656448
en,['1593904472258142210'],1128802466688978944,2022-11-19T09:50:14.000Z,"@RobAllen41 @Idrewabird @Librarienne @LindseyGrahamSC Section 3 protects marriage
""No person acting under color of State law may deny full faith and credit to any public act, record, or judicial proceeding of any other State pertaining to a marriage between 2 individuals, on the basis of the sex, race, ethnicity or national origin."" https://t.co/UXsvjh2vRL",1593904472258142210
