lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595148154831532032'],1585874836286758912,2022-11-22T20:12:11.000Z,wow this is amazing @CryptoArt_eth @John82703470 @xbtlog @DragonzCzar @arosbottom @ratcha__22 @GalaXTeam11 @MrNFT2021 @T7SSC @RSolow4 https://t.co/CIs9tJPKAq,1595148154831532032
en,['1595145866087927808'],1585874836286758912,2022-11-22T20:03:05.000Z,damn i love QQL lol @MNimz12 @kylestetz @ieeegem @robsundelin @Maximeloose @nftamagotchi @LittleMissData @throwawaysean @MrHoopsMN @nftmusicplug @AidanSegers https://t.co/CIs9tJPKAq,1595145866087927808
en,['1595143542925496320'],1585874836286758912,2022-11-22T19:53:51.000Z,damn this is amazing @EanDacay @pabicabum @hooleyhoop @b3njamo @koljareichert @YoungPaatch @erinfrey @nent_the @SeeTizzle @Malsumdnb @NutzLarge https://t.co/CIs9tK6NCq,1595143542925496320
en,['1595141262411460609'],1585874836286758912,2022-11-22T19:44:47.000Z,damn i love QQL lol @chalrssim @FullTiltKong @ChadMountain @Piuladorfoll @msepso @DesignSpace305 @FordCrypto @jchrissystevens @RinaldoGroenen @maxime_zero @cj_coordi https://t.co/CIs9tJPKAq,1595141262411460609
en,['1595138966445248512'],1585874836286758912,2022-11-22T19:35:40.000Z,sick!  @dadidthis @SuvorSuvor @ToddzillaPDX @DDDrewDaniel @illiminateKea @HenryWild @doshiz_nft @WisdomOfTheDAO @infontology @OmarMayet @CuratedByDelphi @_robin_meyers_ https://t.co/CIs9tJPKAq,1595138966445248512
en,['1595136647984660485'],1585874836286758912,2022-11-22T19:26:27.000Z,best team ever 🔥 @sweatdoteth @ManicFace @psgnation7198 @SRoohinian @ParmodKumargau7 @Nimmer11 @Aldered_ @Cyber_frogs @deepeshbanerji @stldmon @TheGipsyfrog @csoy13 https://t.co/CIs9tK6NCq,1595136647984660485
en,['1595134332133576705'],1585874836286758912,2022-11-22T19:17:15.000Z,Best project to ever be in the space @herMiniMe @harnucar @blockchainpogo @gabrielalendo @SEER_meta @eledure @mitchlapanique @PawelBlaszczak @THXprotocol @mdesisti @BamsVzla https://t.co/CIs9tJPKAq,1595134332133576705
en,['1595131962444091392'],1585874836286758912,2022-11-22T19:07:50.000Z,Best project to ever be in the space @lesCogumelos @voc_Papi @e2dw12 @cheeky_corgi @milesdecoster @charliedobronx @_azwethinkweizm @VirgilLatcan @DueArts @e_ternl @jasper78293842 @bubblelement @IQ_501 https://t.co/CIs9tJPKAq,1595131962444091392
en,['1595121802157907968'],1585874836286758912,2022-11-22T18:27:28.000Z,yoo i love QQL @bombysapphire @DefiJojo @Memeptah @hanbonjovi @jongrak_art @NFTiepie @LorsNFT @0xZond @beep_crypto @JheinArts @BryanGeovane @NReintal https://t.co/8hcsBHLqe0,1595121802157907968
en,['1595119446297047040'],1585874836286758912,2022-11-22T18:18:06.000Z,respect for tyler hobbs! @JamesBastine1 @FVmil @ArtOnBlockchain @wkndatburneys @RedPhoenix_NFT @kevinhinyub @dao_nf @alfonso4100 @blogsetebarras @littleboy420eth https://t.co/8hcsBHLqe0,1595119446297047040
en,['1595117074485248001'],1585874836286758912,2022-11-22T18:08:41.000Z,damn i love QQL lol @earslap @CryptoShin1gami @russell_jimmie @ALLSIZED1 @NimaE2022 @Brute__Force @G3Schoenberg @veraverze @MaxKarapetian @fazooga @JoshYakov @Derich23 https://t.co/8hcsBHLqe0,1595117074485248001
en,['1595114718850871296'],1585874836286758912,2022-11-22T17:59:19.000Z,wow this is amazing @Junsen44 @GenticGoth @IppolitoMedici3 @cryptorailcom @nullpilot @0xcamax @mangomaximalist @Povepin @artmaskunit @flakoubay @MANIN_art @Kimberl15154113 @LE47HER https://t.co/8hcsBHLqe0,1595114718850871296
en,['1595077872708112385'],1585874836286758912,2022-11-22T15:32:54.000Z,Twitter is feeling like a show hosted by @elonmusk 🐳. And believe or nor I'm enjoying that sheeeet...,1595077872708112385
en,['1590307638675648514'],1585874836286758912,2022-11-09T11:37:42.000Z,@MrBeast what about something out there. With them👽? Our Dude guys did it...,1590307638675648514
en,['1590305416529186817'],1585874836286758912,2022-11-09T11:28:52.000Z,Will @MrBeast end up entering the YouTube headquarters with a sink like @elonmusk? Numbers👨‍👩‍👧‍👦,1590305416529186817
en,['1588908542660325379'],1585874836286758912,2022-11-05T14:58:11.000Z,"The useless judgment is here💩
#hsc22 #Exam",1588908542660325379
en,['1586003456040763392'],1585874836286758912,2022-10-28T14:34:25.000Z,@Missypromotes Done https://t.co/uiFQyFdMnp,1586003456040763392
en,['1585915555038793728'],1585874836286758912,2022-10-28T08:45:07.000Z,"Otherwise, who calls it a life... https://t.co/e4wXj8I7fe",1585915555038793728
zxx,['1585912780028203008'],1585874836286758912,2022-10-28T08:34:06.000Z,RT @elonmusk: https://t.co/WqGm6InNTp,1585912780028203008
en,['1585910086324846593'],1585874836286758912,2022-10-28T08:23:24.000Z,As so it starts from this...,1585910086324846593
