text,lang,id,author_id,edit_history_tweet_ids,created_at
RT @ivyluvx: when hoodie season starts don’t ask me if i’m wearing anything under because this is what imma do https://t.co/SqntR9tWOg,en,1595136926612217856,383347938,['1595136926612217856'],2022-11-22T19:27:34.000Z
RT @imhighkeycool: “Where’s the zookeeper?” lmao tf he gon do? Jump in and break it up?💀 https://t.co/Vao5FK7MpA,en,1595136723968995328,383347938,['1595136723968995328'],2022-11-22T19:26:45.000Z
"RT @TenHagBalI: The Newcastle game, Villareal last minute winner, Atalanta winner, Spurs Hatrick, Brilliant Strike vs Brighton, Arsenal bra…",en,1595136671292411904,383347938,['1595136671292411904'],2022-11-22T19:26:33.000Z
"RT @paddypower: Piers Morgan is currently emailing every football club in Europe, with 'will you sign my mate?' in the subject line.",en,1595136395730767872,383347938,['1595136395730767872'],2022-11-22T19:25:27.000Z
RT @FIFAWorldCup: Enter a FIFA World Cup Qatar 2022™ Daily Fantasy team and score the most points each matchday for a chance to win prizes!,en,1595136305507184640,383347938,['1595136305507184640'],2022-11-22T19:25:06.000Z
RT @Makiadi_: There is a huge problem in this World Cup…France has already been beaten by Australia.,en,1595134351142162432,383347938,['1595134351142162432'],2022-11-22T19:17:20.000Z
"RT @_TooUnderratedX: • Lauryn Hill - she can rap her ass off and sang it off as well! With that golden voice, she saw much success in the 9…",en,1595134338043375617,383347938,['1595134338043375617'],2022-11-22T19:17:17.000Z
"RT @brfootball: OFFICIAL: Manchester United confirm that Cristiano Ronaldo will leave the club by mutual consent, with immediate effect htt…",en,1595109109107687427,383347938,['1595109109107687427'],2022-11-22T17:37:01.000Z
RT @TrollFootball: The goat is getting roasted https://t.co/rHbFPUja8y,en,1595027291008303104,383347938,['1595027291008303104'],2022-11-22T12:11:55.000Z
"RT @Kevin_teya: Lord Herve Renard

2012 Won AFCON with Zambia

2015 Won AFCON with Ivory Coast

2022 Beat Argentina at the World Cup with S…",en,1595027225354665988,383347938,['1595027225354665988'],2022-11-22T12:11:39.000Z
"RT @MrDtAFC: This is why we love the World Cup, it don’t matter where the matches are played, this is the beautiful game.",en,1595027160489762819,383347938,['1595027160489762819'],2022-11-22T12:11:23.000Z
RT @GaryLineker: That is one of the greatest upsets in World Cup history. Extraordinary performance from Saudi Arabia.,en,1595026985960771612,383347938,['1595026985960771612'],2022-11-22T12:10:42.000Z
RT @Wafunya: الأرجنتين أسفل,ar,1595026824978993152,383347938,['1595026824978993152'],2022-11-22T12:10:03.000Z
RT @433: SAUDI ARABIA SHOCK THE WORLD 🤯 https://t.co/tOFvllbfeD,en,1595026744293355521,383347938,['1595026744293355521'],2022-11-22T12:09:44.000Z
RT @RedLightning420: When I'm halfway through watching a movie on 123movies and I win a free iPhone 14 and Milfs in my area wanna have sex…,en,1594884408854675456,383347938,['1594884408854675456'],2022-11-22T02:44:09.000Z
"RT @EricNjiiru: Saudi Arabia 🇸🇦  fans say Messi will cry tomorrow inshallah  😂 cc @zuhumomar 
#FIFAWorldCup https://t.co/pd4zMZ28sC",en,1594884358829219840,383347938,['1594884358829219840'],2022-11-22T02:43:57.000Z
RT @KhaySleek: Me as a TV presenter 🤞🏾 https://t.co/ycj6MD8N22,pt,1594884276000280577,383347938,['1594884276000280577'],2022-11-22T02:43:37.000Z
RT @SaruniBM: @alexmwanzo Which iPhone? Don't leave out the important details you tetanus broker.,en,1594884250993844224,383347938,['1594884250993844224'],2022-11-22T02:43:31.000Z
