text,lang,id,author_id,edit_history_tweet_ids,created_at
"RT @dave43law: Before anyone condemns the rail workers it would appear that Government have blocked companies making an offer
#ToriesOut138…",en,1595181543441432576,19191838,['1595181543441432576'],2022-11-22T22:24:51.000Z
"RT @WarmongerHodges: In the last 24 hours, Keith Starmer has:

Wined and dined with arms manufacturers BAE Systems in his office.

Made a s…",en,1595171021438746624,19191838,['1595171021438746624'],2022-11-22T21:43:03.000Z
RT @StopFundingHate: *Confirmed* @DuckDuckGo have pulled their advertising from GB News - congratulations to everyone who contacted them👏👏👏…,en,1595164910907904003,19191838,['1595164910907904003'],2022-11-22T21:18:46.000Z
RT @PeterNo94522630: ‘The complexes of monuments at Stonehenge (&amp; Avebury) provide an exceptional insight into the funerary  &amp; ceremonial p…,en,1595162993070903302,19191838,['1595162993070903302'],2022-11-22T21:11:08.000Z
"RT @Kevin_Maguire: Prize hypocrite: This Tory dodgy Brextremist hated everything European, voting to repeal the UK landmark Human Rights Ac…",en,1595134246544637952,19191838,['1595134246544637952'],2022-11-22T19:16:55.000Z
"RT @AnneMcFarlane15: WTF 🤬£16,144 in 7 yrs +EXP&amp;PERKS
The BASIC annual salary of an MP in the HoC is £84,144, as of Apr 2022. In addition,…",en,1595133916310286341,19191838,['1595133916310286341'],2022-11-22T19:15:36.000Z
RT @JohnAdamsEbble: The High Court judged “This is not a case where no harm would be caused to heritage assets”. It ruled alternatives must…,en,1594943849721319424,19191838,['1594943849721319424'],2022-11-22T06:40:21.000Z
"RT @jeremycorbyn: This week, thousands of @ucu members are going on strike to reclaim what’s theirs, protect future generations, and save h…",en,1594819492399521809,19191838,['1594819492399521809'],2022-11-21T22:26:11.000Z
"RT @WildlifeTrusts: The state of the UK’s natural world is bad, but the Retained EU Law Bill could see it get much worse. It could mean:
💧…",en,1594798216788197379,19191838,['1594798216788197379'],2022-11-21T21:01:39.000Z
"RT @DaveThroup: Independent assessment saying what everyone knows.

Sunsetting thousands of pieces of EU legislation in a year’s time is a…",en,1594798185288966155,19191838,['1594798185288966155'],2022-11-21T21:01:31.000Z
RT @charlierooky: Not sure @asda reasoning for 🥚 shortage on news @BBCRadio2 this morning is all due to AI. Producers going out of business…,en,1594797443949871104,19191838,['1594797443949871104'],2022-11-21T20:58:35.000Z
"RT @DrJoGrady: I NEED EVERY UCU MEMBER AND SUPPORTER TO RT THIS THREAD.
 
University bosses are rattled. Across the UK they are threatening…",en,1594795943085350916,19191838,['1594795943085350916'],2022-11-21T20:52:37.000Z
RT @UWankings: Piece in @Wonkhe claiming a 'high appreciation that our institutions have for the people who work in and deliver for the sec…,en,1594775686547443723,19191838,['1594775686547443723'],2022-11-21T19:32:07.000Z
RT @FullFact: There are at least three errors in this graph which appeared on the BBC following the Autumn Statement on Thursday.,en,1594295465386061824,19191838,['1594295465386061824'],2022-11-20T11:43:54.000Z
RT @damian_from: A millionaire lawyer who has a close relationship with the security state became a Labour MP in 2015. Less than a year lat…,en,1594244786747211776,19191838,['1594244786747211776'],2022-11-20T08:22:31.000Z
@Toby_Driver1 Thanks,en,1594235666245844993,19191838,['1594235666245844993'],2022-11-20T07:46:16.000Z
@Toby_Driver1 is it this one ? https://t.co/CiyshuL4so,en,1594233501456519170,19191838,['1594233501456519170'],2022-11-20T07:37:40.000Z
"RT @JohnAdamsEbble: The @nationaltrust 
was a co-signatory to the vision to protect the WHOLE @UNESCO world heritage site landscape in 2006…",en,1594051986319724549,19191838,['1594051986319724549'],2022-11-19T19:36:24.000Z
"RT @Feargal_Sharkey: Does Sir James have the evidence?

Err, that’ll be NO then.

Who knew.",en,1594036803262201856,19191838,['1594036803262201856'],2022-11-19T18:36:04.000Z
RT @BiztheBuz: #DontVoteLabour https://t.co/afeif3Kxlw,qht,1594017531920060422,19191838,['1594017531920060422'],2022-11-19T17:19:29.000Z
"RT @Tim_Burgess: Today the Chancellor decided not to extend free school meals to millions of children, but according to the latest stats ta…",en,1593982273233506304,19191838,['1593982273233506304'],2022-11-19T14:59:23.000Z
"RT @Rachael_Swindon: Every single primary school child can have a free school meal for around £1 billion. 

Closing down the non-dom tax lo…",en,1593915025164763136,19191838,['1593915025164763136'],2022-11-19T10:32:10.000Z
RT @ProfBrianCox: I’m often asked for evidence that Brexit was a mistake. https://t.co/v2rqA4bvJA,en,1593914134533488643,19191838,['1593914134533488643'],2022-11-19T10:28:37.000Z
RT @LKTranslator: BREAKING: The chancellor has explained windfarms will pay a higher windfall tax than oil companies because windfarms don'…,en,1593886807325921280,19191838,['1593886807325921280'],2022-11-19T08:40:02.000Z
RT @AdamBienkov: A reminder that in the last two years alone this school was handed an estimated £1.4 million tax subsidy by the government…,en,1593881288187985926,19191838,['1593881288187985926'],2022-11-19T08:18:06.000Z
"RT @AlanBrownSNP: Chancellor confirms he will tax renewable energy profits 10% higher than oil and gas. Genius. 🤦‍♂️
#financialstatement",en,1593797424765882368,19191838,['1593797424765882368'],2022-11-19T02:44:52.000Z
RT @Taj_Ali1: “How Ofgem allowed a company like this to rack up such unsustainable debt beggar's belief. In times of unprecedented hardship…,en,1593655665767186432,19191838,['1593655665767186432'],2022-11-18T17:21:34.000Z
"RT @marcuschown: Right on every count.

The Tories split the NHS into Trusts, introduced the internal market and PFIs.

New Labour embraced…",en,1593604668931948546,19191838,['1593604668931948546'],2022-11-18T13:58:55.000Z
👇👇👇 https://t.co/HBWgTnIXCU,art,1593600671563087873,19191838,['1593600671563087873'],2022-11-18T13:43:02.000Z
"RT @BeckettUnite: • We pay Tory MPs energy bills. They raise your bills
• We pay Tory MPs rail tickets. They raise your fares.
• We pay Tor…",en,1593584445009059840,19191838,['1593584445009059840'],2022-11-18T12:38:33.000Z
"RT @docrussjackson: How else might a civilised, fair-minded country fix the economic crisis caused by decades of greedy sociopaths &amp; free-m…",en,1593528594449440768,19191838,['1593528594449440768'],2022-11-18T08:56:37.000Z
RT @DavidHarpham77: Shocker alert! The government bailing out of the energy company Bulb has cost the treasury (us) approximately £4.6billi…,en,1593379584854089730,19191838,['1593379584854089730'],2022-11-17T23:04:31.000Z
"RT @AdamBienkov: ""As Conservatives we do not leave our debts to the next generation,"" says Jeremy Hunt, who plans to delay the worst of the…",en,1593379446899486720,19191838,['1593379446899486720'],2022-11-17T23:03:58.000Z
RT @UnderwaterMedia: Good to sew the issue of sewage in rivers being raised with leeds city council again. https://t.co/REyaZweasa,en,1593340665605328896,19191838,['1593340665605328896'],2022-11-17T20:29:52.000Z
RT @SaveStonehenge: This should be good news for those pursuing low carbon low impact transport solutions at #Stonehenge WHS. https://t.co/…,en,1593337573023399936,19191838,['1593337573023399936'],2022-11-17T20:17:34.000Z
"RT @stuglow: Overheard in Westminster supermarket 
Put out the rough stuff, the best veg has gone to the House of Commons restaurant",en,1593333704927350784,19191838,['1593333704927350784'],2022-11-17T20:02:12.000Z
RT @LiberalDespot: The contraction in disposable incomes over the next *two years* is cumulatively *three times worse* than what prompted t…,en,1593331613945020422,19191838,['1593331613945020422'],2022-11-17T19:53:54.000Z
"RT @RichardBurgon: When you hear Tory MPs claim today that we need more cuts remember this:

UK billionaires’ wealth is up £55bn over the p…",en,1593297975152984070,19191838,['1593297975152984070'],2022-11-17T17:40:13.000Z
"RT @RaggedTP: If you held a ‘Children in Need’ telethon every week for a year and raised £50 Million every week, it would not make up for t…",en,1593128735753895936,19191838,['1593128735753895936'],2022-11-17T06:27:44.000Z
"RT @archer_rs: Comment from a Dutch banker here,

""The British had the entire European banking market at their feet, total control and they…",en,1593128657723310082,19191838,['1593128657723310082'],2022-11-17T06:27:25.000Z
RT @RichardBurgon: We don't need a single penny of cuts. On the BBC I explained in just 20 seconds how we can raise taxes on the richest in…,en,1592976377531502593,19191838,['1592976377531502593'],2022-11-16T20:22:19.000Z
"RT @JohnAdamsEbble: ⁦@nationaltrust⁩ trustees should ask themselves, is our support for ⁦@NationalHways⁩ damaging road scheme worth the con…",en,1592914230965145603,19191838,['1592914230965145603'],2022-11-16T16:15:22.000Z
RT @JohnJCrace: Labour terrified of mentioning the word ‘Brexit’. So we get through whole Treasury Qs without anyone asking about the harm…,en,1592777101480165376,19191838,['1592777101480165376'],2022-11-16T07:10:28.000Z
"RT @Feargal_Sharkey: ""Only official bathing spot on Thames fails tests for bacteria linked to sewage"".

Now U know why until @CleanIlkley p…",en,1592721505988771840,19191838,['1592721505988771840'],2022-11-16T03:29:33.000Z
"RT @jeremycorbyn: The privatisation of social care is harmful to us all. 

It’s time for a National Care Service, freely available to all t…",en,1592720072878989314,19191838,['1592720072878989314'],2022-11-16T03:23:51.000Z
"RT @jeremycorbyn: The average vice-chancellor salary is £270,000. 

Meanwhile, university staff are overworked, undervalued and underpaid.…",en,1592719856813514752,19191838,['1592719856813514752'],2022-11-16T03:22:59.000Z
"RT @13sarahmurphy: So Raab is such a raging liability, he needs a chaperone at meetings to keep him under control. And Sunak thinks this pe…",en,1592647925070528514,19191838,['1592647925070528514'],2022-11-15T22:37:09.000Z
"RT @danielgoyal: We spend an equivalent £15-25bn less than France and Germany on healthcare. 

Enough to restore pay to all NHS staff and e…",en,1592645009714532352,19191838,['1592645009714532352'],2022-11-15T22:25:34.000Z
@FreddieBailey96 +100%,und,1592643211558023168,19191838,['1592643211558023168'],2022-11-15T22:18:26.000Z
"RT @premnsikka: Only official bathing spot on Thames fails tests for bacteria linked to sewage.
Water company execs need to face criminal p…",en,1592642693259223042,19191838,['1592642693259223042'],2022-11-15T22:16:22.000Z
"RT @QasimRashid: This holiday season Twitter fires 4K workers, Amazon fires 10K workers, &amp; Facebook fires 11K workers—all while US Billiona…",en,1592630563122331650,19191838,['1592630563122331650'],2022-11-15T21:28:10.000Z
"RT @PeterNo94522630: Why is the @nationaltrust  so determined to see major road engineering at #Stonehenge – loss of archaeology, and @UNES…",en,1592619443980566534,19191838,['1592619443980566534'],2022-11-15T20:43:59.000Z
"RT @BladeoftheS: Michelle Mone sells £200,000,000 of faulty goods to the Government. Then doesn’t pay tax on the profits.

Bankrupted for l…",en,1592619092397084672,19191838,['1592619092397084672'],2022-11-15T20:42:35.000Z
RT @UnderwaterMedia: Let's bleed the river dry but first let's fill it full of sh1t. Even the treated effluent is brimming with ecoli at il…,en,1592605056763047937,19191838,['1592605056763047937'],2022-11-15T19:46:49.000Z
@Laurence_in_EU @ali4bs Twat.....,en,1592604324299165696,19191838,['1592604324299165696'],2022-11-15T19:43:54.000Z
RT @RareBirdAlertUK: Gamebird shooting continues to drive raptor persecution - new #birdcrime report from @Natures_Voice https://t.co/r4Wao…,en,1592558411832385537,19191838,['1592558411832385537'],2022-11-15T16:41:28.000Z
