created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T20:12:18.000Z,1595148187328983041,wow this is amazing @trappedinthe80s @DeadByDawn101 @Lukas_Escapist @ZPTsuking @DTactus @OmarOlaes @Natwood123 @NFTgarage_ @mothdc @sun_fucker_ https://t.co/s3jTUc4pq5,772852505529159680,['1595148187328983041'],en
2022-11-22T20:03:13.000Z,1595145898388246528,damn i love QQL lol @joe1_uk @MacDDonald666 @HannaLSimonsen @thevoadz @spidajsol @tmbdj @GrotesqueChiq @BattleAcDucks @FreedaGonsar @Lespinoz10 @JijonIvan https://t.co/s3jTUc4pq5,772852505529159680,['1595145898388246528'],en
2022-11-22T19:53:57.000Z,1595143566245826561,damn this is amazing @si_exchange @GalacticTavern @BogdanAgafono10 @bigflipprofits @CrazyhogArt @_viraj_pawar @melbarbour @That_Animal_Tau @skayjee4 @NFTRaiCiego @Emobots_nft https://t.co/s3jTUbMgbX,772852505529159680,['1595143566245826561'],en
2022-11-22T19:44:55.000Z,1595141292744658945,damn i love QQL lol @gotDurrrred111 @fernaldeats @VBahenan @HeaHmx @zhngg51406002 @kenpex @UrielJuliet @GourouFdp @Secretmansam @HengTeikChee @punk2739 https://t.co/s3jTUc4pq5,772852505529159680,['1595141292744658945'],en
2022-11-22T19:35:47.000Z,1595138997768314881,sick!  @mattpyke @EkaJabelia @ConnieG40365847 @josephccraven @Solarbeeemm @MdRayha70035132 @shitcoinbags1 @juniperloony @achenate @0xwinnie @hannesHTB @TedKusio https://t.co/s3jTUc4pq5,772852505529159680,['1595138997768314881'],en
2022-11-22T19:26:34.000Z,1595136674308460544,best team ever 🔥 @dD2NheU97DZzVIm @lizzieredford @0001Alexandr @parguvi @AnimasEnSaturno @collins67745770 @thethethethe421 @sandman695 @RobertCEdwards @reubs_eth @ninjaman173 @Asabmoni @OxfkOxfk https://t.co/s3jTUc4pq5,772852505529159680,['1595136674308460544'],en
2022-11-22T19:17:21.000Z,1595134357639163904,Best project to ever be in the space @honesttrader6 @ianadihanabishi @_gauut @hugo_heer @Cristofermoraes @pacifistwarham1 @kindwarrior__ @BarlovArt @criptowhimbrel @SophieNLRobson @edswf1 https://t.co/s3jTUc4pq5,772852505529159680,['1595134357639163904'],en
2022-11-22T19:08:01.000Z,1595132007126007809,Best project to ever be in the space @badassgooddick @TeresaChess @annisa4rsenal @Kornsana1 @jakobs_jens @Efexyhimself @nopeto66 @Roman20870737 @bcarreno058 @DionPlewinski28 @polux_78 @AniSkillnet @larrubia31 https://t.co/s3jTUc4pq5,772852505529159680,['1595132007126007809'],en
2022-11-22T18:27:36.000Z,1595121838249897985,yoo i love QQL @WilhelmStefan4 @Ferolol2 @tobto @colin_of_canada @CreoLife @YungJoen @raesofire @BANDLA7 @hypetv_vip @NFTjamal @SolSlut69 @anonymous_888_ https://t.co/7sR5qVc2he,772852505529159680,['1595121838249897985'],en
2022-11-22T18:18:20.000Z,1595119504392347650,respect for tyler hobbs! @DAO_Jones_ @woshithai @BrandonPerdeck @nenekaGMI @JuanFloresART @slayerhead25 @PatCantinArtist @Prithvir12 @BrandonRoux7 @angrydonut6 https://t.co/7sR5qVc2he,772852505529159680,['1595119504392347650'],en
2022-11-22T18:08:47.000Z,1595117100774744065,damn i love QQL lol @shettson @i12n_ @plutoniumfitzg @DeFinnTheFarmer @BeautifoolData @Samanth21819115 @WallaceNFTs @mrvarma_ @RawGalleryNFT @Henrikaau @officialalim @TheNanozNFT https://t.co/7sR5qUTT36,772852505529159680,['1595117100774744065'],en
2022-11-22T17:59:27.000Z,1595114753068011520,best team ever 🔥 @belief_06 @mirrorverse0x @Stshbog @Maluco_Style @alaziiii @atak_eth @vovibathuuvi @WiseJuggernaut @Mr_BitMak @ReverieNFT @R_SIXSIX6 @mark_lundin @jamedoubles https://t.co/7sR5qVc2he,772852505529159680,['1595114753068011520'],en
2022-11-22T09:52:16.000Z,1594992148289851392,"RT @AplatypussTV: NEW NOVEMBER GIVEAWAY IS HAPPENING NOW! 

$1300 CUSTOM PC YOU BUILD WITH ME!

RETWEET THIS TWEET FOR 25 MASSIVE ENTRIES T…",772852505529159680,['1594992148289851392'],en
2022-11-22T09:17:01.000Z,1594983279542894595,RT @CityofJoburgZA: Good morning to the early risers ☀! It's #VirginActive947RideJoburg 🚴  day and we're at the @FnbStadium at the crack of…,772852505529159680,['1594983279542894595'],en
2022-11-20T14:16:52.000Z,1594333963245522951,@Razer @IntelGaming @StarforgePCs @ItisJayking,772852505529159680,['1594333963245522951'],qam
2022-11-20T14:16:42.000Z,1594333919809503232,@Razer @IntelGaming @StarforgePCs @Wiseman970304,772852505529159680,['1594333919809503232'],qam
2022-11-20T14:14:55.000Z,1594333471643762688,RT @Razer: We’re giving away a cutting-edge PC powered with the latest Intel® Core™ i9-13900K processor built live during RazerCon 2022. He…,772852505529159680,['1594333471643762688'],en
2022-11-20T14:13:08.000Z,1594333021871964160,@OLAGuildGames Zakumi from 2010 world cup,772852505529159680,['1594333021871964160'],en
2022-11-17T16:31:48.000Z,1593280755798622217,@VastGG @NFLTNG @Luminosity @ItisJayking,772852505529159680,['1593280755798622217'],qam
2022-11-17T16:28:34.000Z,1593279941264670720,@VastGG @NFLTNG @XSET @Wiseman970304,772852505529159680,['1593279941264670720'],qam
2022-11-09T14:54:03.000Z,1590357054962958336,"RT @Newegg: Enter to win a one-of-a-kind Raptor build by 
@IronsidePC. Powered by the beastly 24-core 
@IntelGaming 13th Gen Core™ i9-13900…",772852505529159680,['1590357054962958336'],en
2022-11-09T14:37:12.000Z,1590352812743229441,"RT @SideLogic: PC GIVEAWAY

@Jackbuzza and I have teamed up so you can win a Streaming/Gaming PC!

ENTER NOW! 

https://t.co/CCPRfNqq6Q htt…",772852505529159680,['1590352812743229441'],en
2022-11-09T14:36:10.000Z,1590352554537328641,"RT @Jackbuzza: PC GIVEAWAY

@SideLogic and I have teamed up so you can win a Streaming/Gaming PC!

ENTER NOW! 

https://t.co/AonV5vjsUu

(p…",772852505529159680,['1590352554537328641'],en
2022-11-09T14:06:25.000Z,1590345066362867713,"RT @elegantthemes: The Divi Black Friday sale is coming early! 🤯 We are going to blow you away this year. Get ready for 👇

✅ Thousands Of F…",772852505529159680,['1590345066362867713'],en
2022-11-09T14:05:59.000Z,1590344956631453696,The Divi Black Friday Sale from @elegantthemes is coming early this year! There will be thousands of free prizes and tons of exclusive discounts. Find out how to claim your free prizes on the big day: https://t.co/yAQD25YCrE You can also win a free iMac right now while you wait.,772852505529159680,['1590344956631453696'],en
2022-11-09T13:58:41.000Z,1590343119052365826,"I found an awesome giveaway! Want the chance to win the BRAND NEW 13"" MacBook Pro M2 for the holidays? @memberpress is giving one away! It's quick, easy &amp; free, so enter today! https://t.co/i0QkkGjRun",772852505529159680,['1590343119052365826'],en
2022-11-09T13:46:20.000Z,1590340009953210368,"Just entered Wholesale Suite's Black Friday giveaway to win a MacBook Pro 13"" + AirPods Max. Wish me luck! Want to enter too? https://t.co/pYMq27Zvc7",772852505529159680,['1590340009953210368'],en
2022-11-09T13:28:27.000Z,1590335509749911553,@MonopolyMan007 @ItisJayking,772852505529159680,['1590335509749911553'],qam
2022-11-09T13:27:25.000Z,1590335252266110977,@MonopolyMan007 🎩Goodluck every1🎩,772852505529159680,['1590335252266110977'],en
2022-11-09T13:27:03.000Z,1590335158233989121,@MonopolyMan007 🎩,772852505529159680,['1590335158233989121'],und
2022-11-09T13:26:37.000Z,1590335048993366020,RT @MonopolyMan007: 🎩Who needs a #NVIDIA #RTX4090? ⏰December 14th 3pm ET. To enter this raffle Follow+❤+♻️+Comment🎩 https://t.co/KaFxrkQUes,772852505529159680,['1590335048993366020'],en
2022-11-09T13:26:20.000Z,1590334976893280256,"The Black Friday Sale from @monsterinsights is awesome!

They're giving away a free MacBook Air with the M2 chip.  

Enter to win here:
https://t.co/8enrAebZyg

#WordPress #analytics",772852505529159680,['1590334976893280256'],en
2022-11-09T12:18:31.000Z,1590317913705050112,@AussieAntics @GcazaLukhanyo,772852505529159680,['1590317913705050112'],qam
2022-11-09T12:18:17.000Z,1590317854972596224,@AussieAntics @z_khoza,772852505529159680,['1590317854972596224'],qam
2022-11-09T12:13:39.000Z,1590316687869456384,@AussieAntics @RINA88972243,772852505529159680,['1590316687869456384'],qam
2022-11-09T12:13:18.000Z,1590316600678580225,@AussieAntics @DavidRennells,772852505529159680,['1590316600678580225'],qam
2022-11-09T12:12:15.000Z,1590316332968726529,"@AussieAntics @Tiffany36315525 
@MihleNodliwa",772852505529159680,['1590316332968726529'],qam
2022-11-09T12:08:39.000Z,1590315430463569920,"RT @AussieAntics: PC GIVEAWAY 🚨

Giving away this beautiful PC for FREE:
CPU: i9-13900k
GPU: RTX 3070
RAM: 32gb DDR5 5600MHz

To Enter:
- F…",772852505529159680,['1590315430463569920'],en
2022-11-09T11:39:16.000Z,1590308033942650881,@adarklegacy @BoatSaill @pc_rgb tHANK YOU guys for this opportunity,772852505529159680,['1590308033942650881'],en
2022-11-09T11:38:47.000Z,1590307910877581313,RT @InternetH0F: oh no https://t.co/KB6wiqqXwf,772852505529159680,['1590307910877581313'],en
2022-11-09T11:38:14.000Z,1590307773694513154,RT @adarklegacy: @BoatSaill  and I are now partnered with @pc_rgb  and we are giving away a FREE CUSTOM SCARLET VIOLET PC! Click the link t…,772852505529159680,['1590307773694513154'],en
2022-11-09T11:31:17.000Z,1590306026532003842,RT @MsPinky313Play_: Hey Friends! This event is one you don't want to miss! I'm teaming up with @replaycafedet and @CORN_UNCLECAPS to bring…,772852505529159680,['1590306026532003842'],en
2022-11-09T11:30:41.000Z,1590305875054702592,"RT @pc_rgb: SCARLET VIOLET PC GIVEAWAY - Ends 11/18, one winner will be randomly chosen. The winner will be announced on Twitter by @BoatSa…",772852505529159680,['1590305875054702592'],en
