created_at,text,edit_history_tweet_ids,author_id,lang,id
2022-11-22T23:14:39.000Z,RT @2AGiRL21: That’s all he owns. He’s happy. https://t.co/pVWMu4JLiC,['1595194076017709056'],1520770905106006016,en,1595194076017709056
2022-11-22T23:12:52.000Z,"RT @2AGiRL21: Yes, and more.",['1595193628133040129'],1520770905106006016,en,1595193628133040129
2022-11-22T23:10:30.000Z,Like yesterday... https://t.co/ONuMnGylCZ,['1595193029861801985'],1520770905106006016,en,1595193029861801985
2022-11-22T23:09:31.000Z,"RT @cat_barnes30: AARP is reporting that @ReverendWarnock is leading @HerschelWalker in their polling by 4% overall. 

If I'm not mistaken,…",['1595192784566337538'],1520770905106006016,en,1595192784566337538
2022-11-22T22:54:19.000Z,"RT @KariLake: “What can I do to help?”
Good thread with some ideas.",['1595188957922398208'],1520770905106006016,en,1595188957922398208
2022-11-22T22:54:15.000Z,So many are trying to convince someone the Arizona election was crooked.? Anyone who loves this country knows the Elections are rigged. Ya'll should get together and protest at the state capital demanding a new election. Didn't any of you learn from the 2020 cluster-f#*% https://t.co/IxL2cNYjmL,['1595188941195730946'],1520770905106006016,en,1595188941195730946
2022-11-22T22:43:54.000Z,"Looks like anyone joined nov,2022 is a bot from China",['1595186337837105155'],1520770905106006016,en,1595186337837105155
2022-11-22T22:41:36.000Z,RT @wheather0414: https://t.co/dNY6FI9zbB,['1595185759887163393'],1520770905106006016,zxx,1595185759887163393
2022-11-22T22:40:17.000Z,RT @FreedomForAll33: I'll side with Thomas Jefferson on this.  How about you? https://t.co/K2Y10VxBkr,['1595185425026777088'],1520770905106006016,en,1595185425026777088
2022-11-22T21:17:23.000Z,"RT @seanhannity: @SenJohnKennedy  ""Polls Say Most Americans Wouldn’t Trust Biden to Salt the Fries at McDonald’s"" https://t.co/sxgO4u4BbC",['1595164563334627329'],1520770905106006016,en,1595164563334627329
2022-11-22T21:15:33.000Z,Waaaaaa https://t.co/c3fScTBAqm,['1595164104616218624'],1520770905106006016,und,1595164104616218624
2022-11-22T21:14:28.000Z,Your still here. Where else can you peddle lies and get praise... https://t.co/yjUcCywUZp,['1595163830480666625'],1520770905106006016,en,1595163830480666625
2022-11-22T21:10:24.000Z,"Dori, you seem awful bitter https://t.co/9OI7hPvRxQ",['1595162805589549056'],1520770905106006016,en,1595162805589549056
2022-11-22T21:06:25.000Z,Just sign out...your welcome https://t.co/25Z3amDNI8,['1595161803838803968'],1520770905106006016,en,1595161803838803968
2022-11-22T21:01:41.000Z,RT @laurenboebert: .@AdamKinzinger taking time out of his day to threaten to beat up @Catturd2 over a Twitter meme really underscores why h…,['1595160611423649792'],1520770905106006016,en,1595160611423649792
2022-11-22T21:01:24.000Z,"Yes, what he said... https://t.co/7DCaqYOc1b",['1595160539839156224'],1520770905106006016,en,1595160539839156224
2022-11-22T20:37:37.000Z,RT @TaraBull808: RT if you have @elonmusk's back!,['1595154556736131072'],1520770905106006016,en,1595154556736131072
2022-11-22T20:35:26.000Z,RT @DanaPerino: Nov is Nat’l Adoption Month and ⁦@JTXROCKSTAR⁩ (hit country songwriter - adopted at birth) decided to help another adopted…,['1595154008796467201'],1520770905106006016,en,1595154008796467201
2022-11-22T20:33:26.000Z,"RT @VernonForGA: This man needs help.
https://t.co/1hhS5GLDW4",['1595153504137408513'],1520770905106006016,en,1595153504137408513
2022-11-22T20:09:32.000Z,RT @Samanth48487861: Oprah is pushing her gummies the way Fauci is pushing the vaccine. I wonder what is in both. Don’t fall for it.,['1595147490852212736'],1520770905106006016,en,1595147490852212736
2022-11-22T20:08:51.000Z,If ??? Surely you joking https://t.co/WDbLscWmji,['1595147319078694914'],1520770905106006016,en,1595147319078694914
2022-11-22T19:58:37.000Z,RT @voluntee01: ANY QUESTIONS?? https://t.co/7wpQ0E9BPP,['1595144742484213760'],1520770905106006016,en,1595144742484213760
2022-11-22T19:58:05.000Z,#MonstersAmongUs https://t.co/zwPbKkLHax,['1595144607767355392'],1520770905106006016,qht,1595144607767355392
2022-11-22T19:57:33.000Z,RT @voluntee01: Think about that… https://t.co/11fDLTslm2,['1595144473021149184'],1520770905106006016,en,1595144473021149184
2022-11-22T19:57:25.000Z,RT @voluntee01: I couldn’t have said it any better… https://t.co/Jn71y2DkAq,['1595144439512854528'],1520770905106006016,en,1595144439512854528
2022-11-22T19:57:04.000Z,RT @voluntee01: https://t.co/uB5vNxXb98,['1595144353634471939'],1520770905106006016,zxx,1595144353634471939
2022-11-22T19:56:48.000Z,RT @voluntee01: https://t.co/AnjrFBVdix,['1595144283962867713'],1520770905106006016,zxx,1595144283962867713
2022-11-22T19:56:45.000Z,@voluntee01 To Bed...,['1595144273019953153'],1520770905106006016,en,1595144273019953153
2022-11-22T19:55:19.000Z,RT @voluntee01: https://t.co/zqOjDwhVai,['1595143912754405376'],1520770905106006016,zxx,1595143912754405376
2022-11-22T19:55:05.000Z,RT @voluntee01: https://t.co/XiO9QPLP2H,['1595143854071906304'],1520770905106006016,zxx,1595143854071906304
2022-11-22T19:55:02.000Z,Absolutely Agree... https://t.co/UJJEDuDYCP,['1595143838644903937'],1520770905106006016,en,1595143838644903937
2022-11-22T19:17:55.000Z,"RT @laurenboebert: Since so many Democrats decided to run on Republican policies in an attempt to win over voters, I surely hope they’ll wo…",['1595134498098016256'],1520770905106006016,en,1595134498098016256
2022-11-22T19:17:50.000Z,Don't hold your breath... https://t.co/qeUS3u9A0H,['1595134478904459264'],1520770905106006016,en,1595134478904459264
2022-11-22T19:16:01.000Z,RT @eleftheria119: I'd like to know what Nancy Pelosi will push through at the last minute during this lame-duck congressional session whil…,['1595134023059509248'],1520770905106006016,en,1595134023059509248
2022-11-22T19:15:51.000Z,"RT @eleftheria119: The Left played a superb mind game using the abortion issue to suggest that women will be losing their rights, while at…",['1595133980512092160'],1520770905106006016,en,1595133980512092160
2022-11-22T19:14:28.000Z,"RT @KariLake: When Leftist polls go wrong. 

Is “Hell No!” an option??",['1595133629776429056'],1520770905106006016,en,1595133629776429056
2022-11-22T19:14:24.000Z,"Never quit, never back down, Never Concede... https://t.co/uhIxs9oThe",['1595133613628014592'],1520770905106006016,en,1595133613628014592
2022-11-22T19:13:21.000Z,RT @BowTiedRanger: They’re defending pedophiles again https://t.co/UWrF7NpOZs,['1595133348212768768'],1520770905106006016,en,1595133348212768768
2022-11-22T19:12:54.000Z,They will always defend their own. #MonstersAmongUs https://t.co/LQgwAlvjU2,['1595133235289550849'],1520770905106006016,en,1595133235289550849
2022-11-22T19:11:42.000Z,RT @desertlife88: Beetle juice is a POS https://t.co/wIX56eh0v3,['1595132933441933312'],1520770905106006016,en,1595132933441933312
2022-11-22T19:11:33.000Z,Calling B.J a pos is an understatement...pretty accurate still. https://t.co/YLa2EolHr4,['1595132897685827584'],1520770905106006016,en,1595132897685827584
2022-11-22T19:08:04.000Z,"RT @elonmusk: @waitbutwhy It is shocking how many journalists viscously attack free speech, but somehow think they’re the good guys!",['1595132021210157057'],1520770905106006016,en,1595132021210157057
2022-11-22T19:04:09.000Z,"RT @gary37h: Good Tuesday morning Patriots! 🇺🇸 If you have already ended your week and headed for your Thanksgiving destination, please be…",['1595131035062513664'],1520770905106006016,en,1595131035062513664
2022-11-22T19:03:10.000Z,@desertlife88 Pedophiles kill the hearts and minds of many children!,['1595130788810743808'],1520770905106006016,en,1595130788810743808
2022-11-22T19:02:03.000Z,As clown for sure. https://t.co/9GPqSoKzTs,['1595130505296769025'],1520770905106006016,en,1595130505296769025
2022-11-22T19:01:20.000Z,RT @desertlife88: Ass 🤡 https://t.co/9vN2jqt5zZ,['1595130324526112768'],1520770905106006016,und,1595130324526112768
2022-11-22T19:01:19.000Z,As clown for sure. https://t.co/9GPqSp1CVs,['1595130323574018048'],1520770905106006016,en,1595130323574018048
2022-11-22T18:58:15.000Z,Amen https://t.co/eQmdVPJMNm,['1595129551839199232'],1520770905106006016,en,1595129551839199232
2022-11-22T18:57:30.000Z,"RT @JessieJaneDuff: Massive ruling comes down.
https://t.co/mAfVmkwg7P",['1595129359685541888'],1520770905106006016,en,1595129359685541888
2022-11-22T18:56:09.000Z,RT @patfkauffman: Donald Trump hasn’t even posted a SINGLE tweet and the left has been shaking for the past two days,['1595129023323344896'],1520770905106006016,en,1595129023323344896
2022-11-22T18:56:06.000Z,RT @__TEAM_USA: Democrats aren't outraged because they're being censored and suppressed. They're outraged because we no longer are. This is…,['1595129008475484160'],1520770905106006016,en,1595129008475484160
2022-11-22T18:48:10.000Z,RT @WhereClientList: Has anyone seen this missing child? https://t.co/UXol24EFkp,['1595127014142664704'],1520770905106006016,en,1595127014142664704
2022-11-22T18:47:50.000Z,RT @desertlife88: @sr_granier They’re all spoon fed MSM bs,['1595126930411778048'],1520770905106006016,en,1595126930411778048
2022-11-22T18:44:26.000Z,@andivennairawan Well said,['1595126072143908864'],1520770905106006016,en,1595126072143908864
2022-11-22T18:42:58.000Z,Smart decision https://t.co/rTGlhNvyH6,['1595125702604775424'],1520770905106006016,en,1595125702604775424
2022-11-22T18:38:20.000Z,RT @followhelpukk: Twitter is purging again! We need a Patriot follow train to rebuild again,['1595124538605723648'],1520770905106006016,en,1595124538605723648
2022-11-22T16:59:58.000Z,#MonstersAmongUs https://t.co/QRTG4cwc93,['1595099783345352704'],1520770905106006016,qht,1595099783345352704
2022-11-22T02:34:32.000Z,RT @MaryAnnDancer: @sr_granier @desertlife88 People just don’t get the consequences of idealistic thoughts until it’s too late. https://t.c…,['1594881989286543362'],1520770905106006016,en,1594881989286543362
2022-11-21T21:39:35.000Z,"RT @laurenboebert: Every single day @ElonMusk is bringing back people to this platform who have been wrongfully silenced.

There’s so many…",['1594807763963617286'],1520770905106006016,en,1594807763963617286
2022-11-21T21:39:32.000Z,Amen to dat https://t.co/TVmAnVT6R6,['1594807750969753600'],1520770905106006016,en,1594807750969753600
2022-11-21T21:38:30.000Z,"RT @followhelpukk: 🇺🇸 MONDAY PATRIOT FOLLOW  

🇺🇸  SCHIFF SUCKS 

🇺🇸 DROP YOUR HANDLES  

🇺🇸 FOLLOW OTHER PATRIOTS  

🇺🇸 RETWEET",['1594807492080443416'],1520770905106006016,en,1594807492080443416
2022-11-21T21:38:22.000Z,RT @HerHalo3: @tomlinsonlindam Trump did nothing wrong,['1594807455212511241'],1520770905106006016,en,1594807455212511241
2022-11-21T21:38:15.000Z,RT @followhelpukk: We're following whoever retweet + Drop your Twitter handles,['1594807425718165554'],1520770905106006016,en,1594807425718165554
2022-11-21T21:24:51.000Z,RT @MatthewKadish: Follow me if you hate #WakandaForever. https://t.co/CkXXLcuzFD,['1594804057109045261'],1520770905106006016,en,1594804057109045261
2022-11-21T21:24:39.000Z,"RT @mikepompeo: There can be only one standard in our military: excellence. 

There's no room for toxic wokeness that puts our security at…",['1594804004642496532'],1520770905106006016,en,1594804004642496532
2022-11-21T21:24:28.000Z,He Damm well better. https://t.co/bweXxRXrc3,['1594803959952187407'],1520770905106006016,en,1594803959952187407
2022-11-21T21:20:17.000Z,RT @LEMay19993186: https://t.co/zTD1MenUr2,['1594802907328684051'],1520770905106006016,zxx,1594802907328684051
2022-11-21T21:20:12.000Z,Amen https://t.co/GIlt3dkdly,['1594802883395985409'],1520770905106006016,en,1594802883395985409
2022-11-21T21:19:45.000Z,RT @KurtSchlichter: Are you collecting bail for him too?,['1594802772645662720'],1520770905106006016,en,1594802772645662720
2022-11-21T21:16:07.000Z,RT @desertlife88: 🙄,['1594801858475859998'],1520770905106006016,art,1594801858475859998
2022-11-21T21:15:50.000Z,RT @stclairashley: Twitter is maximum fun again,['1594801784521883648'],1520770905106006016,en,1594801784521883648
2022-11-21T21:15:19.000Z,You would think this would be viral but people with the biggest megaphone don't truly give a shit. https://t.co/X7giTGvony,['1594801655459057664'],1520770905106006016,en,1594801655459057664
2022-11-21T21:12:13.000Z,RT @janannette55: THIS!👇👇👇🇺🇸🇺🇸🇺🇸👇👇👇 https://t.co/QoL6fIjObv,['1594800876551634944'],1520770905106006016,en,1594800876551634944
2022-11-21T21:11:32.000Z,"RT @RealCandaceO: Absurd. 
If a white person is not allowed to rap along to the words of a song, then the words should not be permitted in…",['1594800704337715200'],1520770905106006016,en,1594800704337715200
2022-11-21T21:07:54.000Z,RT @sr_granier: And he shouldn't. 70% voted for Kari just like 70+% voted for Trump.,['1594799790784651301'],1520770905106006016,en,1594799790784651301
2022-11-21T21:06:25.000Z,And he shouldn't. 70% voted for Kari just like 70+% voted for Trump. https://t.co/MIxs6XokSs,['1594799417965559814'],1520770905106006016,en,1594799417965559814
2022-11-21T21:00:13.000Z,We haven't had a fair election in decades...ya'll better catch/wake up. https://t.co/QKcxAigFuT,['1594797856573263872'],1520770905106006016,en,1594797856573263872
2022-11-21T18:20:15.000Z,"RT @TheLeoTerrell: President Trump is a Truthteller!
https://t.co/SZrtVR1A5H",['1594757600305889286'],1520770905106006016,en,1594757600305889286
2022-11-21T18:19:34.000Z,RT @RonnyJacksonTX: The mainstream media LOVES Woke Dems who eat up all their propaganda. They NEVER think for themselves! STOP listening t…,['1594757428171653127'],1520770905106006016,en,1594757428171653127
2022-11-21T18:16:58.000Z,"RT @TPostMillennial: BREAKING: MTG’s personal Twitter account restored

https://t.co/tawYAxaTNb",['1594756773998899200'],1520770905106006016,en,1594756773998899200
2022-11-21T18:14:22.000Z,"RT @Kitty2mic: I STAND for #OurFlag 🇺🇸,
it means a lot.
I stand for Old Glory,
for each Warrior's Story.
I stand to pay RESPECT,
to HONOR a…",['1594756117556510736'],1520770905106006016,en,1594756117556510736
2022-11-21T18:12:05.000Z,"RT @GovAbbott: Thankful for the service of our law enforcement officers across Texas who stand in the way of danger. 

We honor their coura…",['1594755545592127488'],1520770905106006016,en,1594755545592127488
2022-11-21T18:10:41.000Z,"RT @RepMattGaetz: On our first day of Republican control of the House of Representatives, we should take over the @January6thCmte and relea…",['1594755190141370396'],1520770905106006016,en,1594755190141370396
2022-11-21T18:10:30.000Z,I support you Matt but we are well past hearing what ya'll may do. Action Not Reaction!!! https://t.co/HifXbrnHJa,['1594755143836356608'],1520770905106006016,en,1594755143836356608
2022-11-21T18:03:32.000Z,"RT @joecap10606481: I know I speak for all patriots. I'm not going down without a fight, I'm not changing anything, they can try but trust…",['1594753393733603330'],1520770905106006016,en,1594753393733603330
2022-11-21T18:00:33.000Z,RT @desertlife88: https://t.co/NP3ffmlYu3,['1594752641489420289'],1520770905106006016,zxx,1594752641489420289
2022-11-21T17:58:40.000Z,Why are so many pretty Asian's/Possibly Chinese asking me to follow them??,['1594752167554023424'],1520770905106006016,en,1594752167554023424
2022-11-21T17:52:45.000Z,@joecap10606481 Hooya,['1594750679947816960'],1520770905106006016,in,1594750679947816960
2022-11-21T17:51:16.000Z,"No one cares about melonhead. Meloncamp is a trader like the Democrats etc,al. https://t.co/5dPDesaBkU",['1594750303827787777'],1520770905106006016,en,1594750303827787777
2022-11-21T17:48:14.000Z,"Trump has reached the entire world,  It is indeed our responsibility to Reach the rest... https://t.co/VbnA6J0q2q",['1594749543962316800'],1520770905106006016,en,1594749543962316800
2022-11-21T15:29:21.000Z,@gary37h @AprilNicoleinVA @MikeMatthewsG Following all Patriot's #MonstersAmongUs,['1594714591510269953'],1520770905106006016,en,1594714591510269953
2022-11-21T15:27:42.000Z,Dats what I'm talking about... https://t.co/876XuvgLz3,['1594714177058504704'],1520770905106006016,en,1594714177058504704
2022-11-21T15:27:13.000Z,Absolutely 💯 https://t.co/5XmacQDLuh,['1594714052499996673'],1520770905106006016,en,1594714052499996673
2022-11-21T15:24:30.000Z,RT @MayraFlores2022: Your life is worth living.. https://t.co/bLDHV3k6Ut,['1594713370292281346'],1520770905106006016,en,1594713370292281346
2022-11-21T15:22:56.000Z,"RT @ScottAdamsSays: Correct me if I am wrong, but the only bipartisan issue in the country is that America should ban TikTok and yet it isn…",['1594712974995984387'],1520770905106006016,en,1594712974995984387
2022-11-21T15:22:13.000Z,"RT @NikkiHaley: When I was Governor, God saved me during the most difficult time in my entire life... after the shooting at Mother Emanuel…",['1594712794850791424'],1520770905106006016,en,1594712794850791424
2022-11-21T15:18:08.000Z,"RT @Cernovich: I fully support Qatar’s ban on alcohol in stadiums. It’s time for the Western, allegedly “Christian world,” to face it’s dis…",['1594711767200022528'],1520770905106006016,en,1594711767200022528
2022-11-21T15:13:36.000Z,@amchodlApe I thought China bought amc years ago? China 🇨🇳,['1594710626949279746'],1520770905106006016,en,1594710626949279746
2022-11-21T15:11:25.000Z,RT @AlexSpencerUSA: I want to give a special thanks to the 3 people still wearing masks on my plane. I owe them my life.,['1594710077281538048'],1520770905106006016,en,1594710077281538048
2022-11-21T15:10:52.000Z,RT @GOPLeader: One of the first orders of business under your new House Republican majority → Fully re-open the U.S. Capitol to the public.,['1594709939745865730'],1520770905106006016,en,1594709939745865730
