text,lang,id,author_id,edit_history_tweet_ids,created_at
"Hi Workforce,

There are new shifts available for you!

WED 23/11/2022 at 07:30-20:00

Location:
22 Corfton Rd,London

Role: Support Worker

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595196112834646016,1591909638198513665,['1595196112834646016'],2022-11-22T23:22:45.000Z
"Hi Workforce,

There are new shifts available for you!

Tue 27/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595195976364560386,1591909638198513665,['1595195976364560386'],2022-11-22T23:22:12.000Z
"Hi Workforce,

There are new shifts available for you!

TUE 11/11/2022 at 19:30-08:00

Location:
22 Corfton Rd,London

Role: Support Worker

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595195919200403457,1591909638198513665,['1595195919200403457'],2022-11-22T23:21:59.000Z
"Hi Workforce,

There are new shifts available for you!

TUE 22/11/2022 at 07:30-20:00

Location:
22 Corfton Rd,London

Role: Support Worker

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595195681307860993,1591909638198513665,['1595195681307860993'],2022-11-22T23:21:02.000Z
"Hi Workforce,

There are new shifts available for you!

Sun 18/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595195644666314757,1591909638198513665,['1595195644666314757'],2022-11-22T23:20:53.000Z
"Hi Workforce,

There are new shifts available for you!

Wed 14/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595195293926055936,1591909638198513665,['1595195293926055936'],2022-11-22T23:19:30.000Z
"Hi Workforce,

There are new shifts available for you!

Tue 13/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595194891151474688,1591909638198513665,['1595194891151474688'],2022-11-22T23:17:53.000Z
"Hi Workforce,

There are new shifts available for you!

Sun 11/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595194423042019328,1591909638198513665,['1595194423042019328'],2022-11-22T23:16:02.000Z
"Hi Workforce,

There are new shifts available for you!

Tue 22/11/2022 at 20:00-08:00

Location:
Redding Way, Knaphill,  Woking

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595193173042675713,1591909638198513665,['1595193173042675713'],2022-11-22T23:11:04.000Z
"Hi Workforce,

There are new shifts available for you!

Sat 10/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595192562712707076,1591909638198513665,['1595192562712707076'],2022-11-22T23:08:38.000Z
"Hi Workforce,

There are new shifts available for you!

Fri 09/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595192031093088256,1591909638198513665,['1595192031093088256'],2022-11-22T23:06:32.000Z
"Hi Workforce,

There are new shifts available for you!

Thu 01/12/2022 at 19:30-08:00

Location:
23 Tunnan Leys,  London

Role: RMN

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595191619590004737,1591909638198513665,['1595191619590004737'],2022-11-22T23:04:53.000Z
"Hi Workforce,

There are new shifts available for you!

Mon 28/11/2022 at 20:00-08:30

Location:
Redding Way, Knaphill,  Woking

Role: Support Worker

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595189392544595968,1591909638198513665,['1595189392544595968'],2022-11-22T22:56:03.000Z
"Hi Workforce,

There are new shifts available for you!

Mon 28/11/2022 at 20:00-08:30

Location:
83 East Bank Road. Sheffield. South Yorkshire. Sheffield

Role: Support Worker

WhatsApp the booking Team 
+447417453357 🇬🇧
#axifour",en,1595188486134448133,1591909638198513665,['1595188486134448133'],2022-11-22T22:52:26.000Z
