text,lang,author_id,created_at,id,edit_history_tweet_ids
"RT @BarnettforAZ: The printers used in Maricopa county or from a Japanese company that recalled the machines in 2021. Yes, they were still…",en,1352451605950386177,2022-11-22T22:13:00.000Z,1595178561723584515,['1595178561723584515']
"RT @KariLake: Sherry worked as an election observer in Phoenix.

She saw a man whose ballot was rejected 24 times.

Finally, he asked for a…",en,1352451605950386177,2022-11-22T22:12:46.000Z,1595178503338856448,['1595178503338856448']
RT @GordonGChang: #Trump to his great credit banned #TikTok; #Biden to his shame reversed the ban. #China’s app presents many threats to ou…,en,1352451605950386177,2022-11-22T22:12:37.000Z,1595178462645714944,['1595178462645714944']
RT @The_FJC: Special Counsel Jack Smith was involved in the Lois Lerner IRS attack on the Tea Party. He's now appointed to find ANYTHING ou…,en,1352451605950386177,2022-11-22T22:11:46.000Z,1595178249289879557,['1595178249289879557']
"RT @kylenabecker: So, I guess we’re just supposed to ignore we’re sending billions of dollars to a country run by a guy who keeps saying th…",en,1352451605950386177,2022-11-22T22:10:39.000Z,1595177969081012225,['1595177969081012225']
RT @TimRunsHisMouth: Anyone who wants extra vaccines or booster shots can have mine... I'm never going to get any.,en,1352451605950386177,2022-11-22T22:09:48.000Z,1595177756098449409,['1595177756098449409']
RT @Paulusprolific: The election crimes in Arizona must void that election and Katie Hobbs must be made an example of. Throw the book at he…,en,1352451605950386177,2022-11-22T22:09:41.000Z,1595177726797041665,['1595177726797041665']
RT @catturd2: These evil liars should all be in prison.,en,1352451605950386177,2022-11-22T22:09:18.000Z,1595177628755185664,['1595177628755185664']
"RT @gregkellyusa: Thank you, Mr President!!!! https://t.co/FJ803lNpTf https://t.co/kA4aOnnaWt",en,1352451605950386177,2022-11-22T22:08:47.000Z,1595177499205701632,['1595177499205701632']
"RT @ACTBrigitte: Trump had the border closed and Biden has it open.

I felt safer with it closed.",en,1352451605950386177,2022-11-22T22:08:36.000Z,1595177452447600640,['1595177452447600640']
RT @PamelaHensley22: Has Adam Kinzinger been reported to PETA for threatening to abuse a cat? @catturd2 😂,en,1352451605950386177,2022-11-22T22:07:35.000Z,1595177196620218369,['1595177196620218369']
RT @samanthamarika1: It’s been over 6 years and they are still whining about Trump’s taxes…,en,1352451605950386177,2022-11-22T22:07:25.000Z,1595177155646087168,['1595177155646087168']
RT @GuntherEagleman: I’m betting a drunk Adam Kinzinger wishes he didn’t fuck with @catturd2 right about now.  Lol!!,en,1352451605950386177,2022-11-22T22:07:20.000Z,1595177133181394944,['1595177133181394944']
"RT @catturd2: I'm crashing so early tonight, I'll probably miss Adam Kinzinger drunk tweeting again. 

LiTeRaL eViL!  😂",en,1352451605950386177,2022-11-22T22:07:13.000Z,1595177106862125056,['1595177106862125056']
"RT @Jules31415: BREAKING: Republican Jim Bognet has filed a lawsuit related to the voting problems in Luzerne County, Pennsylvania on Elect…",en,1352451605950386177,2022-11-22T22:06:38.000Z,1595176957024808962,['1595176957024808962']
"RT @TomFitton: The Pelosi House, in a last abuse of power, will likely obtain for no good-faith reason -- and then leak -- the tax returns…",en,1352451605950386177,2022-11-22T22:06:17.000Z,1595176868751486976,['1595176868751486976']
RT @sayitnspinit: Joe's cut was 10%. Wonder what Barry's cut was to allow his vice president and his vice president's son to sell out Ameri…,en,1352451605950386177,2022-11-22T22:02:23.000Z,1595175886793637890,['1595175886793637890']
RT @Windoctorx: 10 years in jail for conspiring to or fix an election would stop everything immediately,en,1352451605950386177,2022-11-22T22:01:50.000Z,1595175750684282886,['1595175750684282886']
RT @TheInsiderPaper: JUST IN 🚨 HP Inc. says it would slash up to 12% of its workforce (4000 - 6000 employees) with a sharp slump in demand…,en,1352451605950386177,2022-11-22T22:01:35.000Z,1595175688956706818,['1595175688956706818']
RT @ProudElephantUS: BREAKING NEWS: Elon Musk to require Twitter employees to actually do their job.,en,1352451605950386177,2022-11-22T22:01:22.000Z,1595175632656551937,['1595175632656551937']
"RT @DrAndrewJackson: When the tabulators/printers did not work on Election Day across Arizona's Maricopa County, voters were not given prop…",en,1352451605950386177,2022-11-22T22:00:39.000Z,1595175454457335808,['1595175454457335808']
"RT @catturd2: If you haven't noticed, citizens of the USA are over the COVID cult.",en,1352451605950386177,2022-11-22T22:00:04.000Z,1595175304804585472,['1595175304804585472']
Don't be laughed at because you watch Marxist news media and read it just watch NEWSMAX and be properly informed.,en,1352451605950386177,2022-11-22T21:59:57.000Z,1595175277495472128,['1595175277495472128']
"RT @PeterSweden7: The biggest spreaders of misinformation is the mainstream media.

The sooner you realize this, the sooner you can start g…",en,1352451605950386177,2022-11-22T21:58:27.000Z,1595174897864839168,['1595174897864839168']
RT @TimRunsHisMouth: Fauci's final message to America is to get an updated COVID shot... and my final message to him is to fuck off.,en,1352451605950386177,2022-11-22T21:58:21.000Z,1595174872002756608,['1595174872002756608']
RT @JVR926: Instead of saying we are sending Billions more to Ukraine -Why not say we are laundering more money to our Democrat constituent…,en,1352451605950386177,2022-11-22T21:58:14.000Z,1595174845767364608,['1595174845767364608']
RT @samanthamarika1: If I identify as Ukraine does that mean I get to keep my tax money?,en,1352451605950386177,2022-11-22T21:58:05.000Z,1595174806936485888,['1595174806936485888']
"RT @RyanAFournier: Adam Kinzinger, a member of Congress, is intimidated by a meme account of a cat.

Let that sink in. 🤣🤣",en,1352451605950386177,2022-11-22T21:57:58.000Z,1595174777916100608,['1595174777916100608']
