id,edit_history_tweet_ids,created_at,author_id,lang,text
1595195905237741568,['1595195905237741568'],2022-11-22T23:21:55.000Z,3835425045,en,"RT @adjoabasamoah: NEWS: The Administration  extends the pause on student loan payments! 

@AfricanaCarr"
1595160140046807040,['1595160140046807040'],2022-11-22T20:59:48.000Z,3835425045,en,“Tussy cat is used for emergencies and leveling up. No crab legs and bags” - @FunkyDineva 🤭
1595134385136623616,['1595134385136623616'],2022-11-22T19:17:28.000Z,3835425045,en,RT @IAMNJERA: Student Aid approving my debt relief application but telling me the courts are blocking Biden’s program. https://t.co/sESbuAB…
1595134345827995649,['1595134345827995649'],2022-11-22T19:17:18.000Z,3835425045,en,"RT @AfricanArchives: Happy 80th birthday to Guion Bluford Jr, the first African American in Space.

In honor of his birthday, here’s a high…"
1595134263934210049,['1595134263934210049'],2022-11-22T19:16:59.000Z,3835425045,en,"RT @rolandsmartin: A Black woman in Omaha, Nebraska, constantly had trash dumped on her car. She set up a video camera and captured a white…"
1595063964798717952,['1595063964798717952'],2022-11-22T14:37:38.000Z,3835425045,en,RT @TeezySooSkep: Chris Tucker was really in Hong Kong telling people he LAPD 😭
1595063416796110848,['1595063416796110848'],2022-11-22T14:35:28.000Z,3835425045,en,"RT @AshleyShyMiller: Not Mia deactivating her account. People can dish it, but can't take it when they thought the people would be 100% on…"
1594856791912976385,['1594856791912976385'],2022-11-22T00:54:24.000Z,3835425045,en,"RT @AshleyShyMiller: It’s the people in my comments saying how can Mia call someone ghetto when she grew up with ghetto parents, specifical…"
1594746179895660544,['1594746179895660544'],2022-11-21T17:34:52.000Z,3835425045,en,"RT @ratedRIAN: Every year I will share this cute @Etsy commercial. 😍🥰
https://t.co/JGN3aFN9ew"
1594577940150644737,['1594577940150644737'],2022-11-21T06:26:21.000Z,3835425045,en,RT @AshleyShyMiller: Did Mia call Wendy ghetto when she started this shit? Wack bitch #RHOP
1594577842876125184,['1594577842876125184'],2022-11-21T06:25:58.000Z,3835425045,en,"The energy gave “THATS MY MF’IN MAN, that’s my MF’IN man” that’s what G needs to address 😌 #RHOP https://t.co/QVvejtvZiv"
1594576211119849473,['1594576211119849473'],2022-11-21T06:19:29.000Z,3835425045,und,RT @AMAs: Purrr @KELLYROWLAND #AMAs https://t.co/DRixMUlOWG
1594575867098894337,['1594575867098894337'],2022-11-21T06:18:07.000Z,3835425045,en,"RT @AshleyShyMiller: Mia is a weak bitch. First, of all, Mia was the one in Wendy’s business and resorted to throwing a drink. Robyn wack f…"
1594575441477914625,['1594575441477914625'],2022-11-21T06:16:25.000Z,3835425045,en,What man is okay with their woman/ wife going up like that behind another man? @WendyOsefo told not ONE lie. My man would’ve been like “wait you did what” “how does that concern you” #RHOP
