lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595174360905441280,1229838727981207553,['1595174360905441280'],2022-11-22T21:56:19.000Z,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…
en,1595152728958898176,1229838727981207553,['1595152728958898176'],2022-11-22T20:30:21.000Z,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…"
en,1595133533999316996,1229838727981207553,['1595133533999316996'],2022-11-22T19:14:05.000Z,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…"
tr,1595098513905713152,1229838727981207553,['1595098513905713152'],2022-11-22T16:54:55.000Z,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE"
en,1595071340305911808,1229838727981207553,['1595071340305911808'],2022-11-22T15:06:57.000Z,"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…"
en,1595055267531882496,1229838727981207553,['1595055267531882496'],2022-11-22T14:03:05.000Z,"RT @icbexchange: To protect investors and ensure the market’s integrity, ICB Crypto Services organization works every day to ensure that ev…"
en,1595042254397132801,1229838727981207553,['1595042254397132801'],2022-11-22T13:11:22.000Z,"RT @TheshopNFT: Happy Holidays Creams🍦
ThanksGiving is about giving back to the community and society.
#TheShopNFT is giving #FreeMints to…"
en,1595029097780215810,1229838727981207553,['1595029097780215810'],2022-11-22T12:19:05.000Z,"RT @malena_rector: I really want to see a midnight movie
❤️：p991p992
#杭州
#杭州学生
#杭州上门 https://t.co/IRgoQGdrAv"
en,1595017654418706434,1229838727981207553,['1595017654418706434'],2022-11-22T11:33:37.000Z,RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Enjoy when you can， and endure when you must。 https://t.co/CrCkz1aB6M
en,1595005549560602624,1229838727981207553,['1595005549560602624'],2022-11-22T10:45:31.000Z,RT @yule886: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your life to ma…
