text,author_id,lang,created_at,id,edit_history_tweet_ids
RT @patricksavalle: Waar herkennen we dit ook alweer van?,1508110485845065728,nl,2022-11-22T19:46:56.000Z,1595141799911514112,['1595141799911514112']
RT @elonmusk: @DineshDSouza Correct,1508110485845065728,en,2022-11-22T19:43:07.000Z,1595140839201968129,['1595140839201968129']
RT @DineshDSouza: We don’t hear much about Democrats and leftists being let back on Twitter. Why? Because they were never kicked off in the…,1508110485845065728,en,2022-11-22T19:43:03.000Z,1595140825033236480,['1595140825033236480']
@RealGeorgeWebb1 #TortureToObedience #TorturingTheTruth #ConspiracyFacts The greatest CONSPIRACY is IGNORANCE. Think while it's still LEGAL🧠📚 @thierrybaudet @ralfdkkr @PvanHouwelingen @GideonvMeijeren @MJRLdeGraaff @fvdemocratie @FVDrenaissance zijn we al wakker?,1508110485845065728,en,2022-11-22T19:20:51.000Z,1595135236987158528,['1595135236987158528']
RT @RealGeorgeWebb1: Dramatic return of the Konnech hard drive in Court by Dept District Attorney Sisak and Konnech lawyers. Cooperation be…,1508110485845065728,en,2022-11-22T19:17:56.000Z,1595134502631636992,['1595134502631636992']
"RT @stillgray: London Mayor Sadiq Khan wants to regulate speech on Twitter
https://t.co/DuqAR3zrMp",1508110485845065728,en,2022-11-22T19:17:00.000Z,1595134270342713344,['1595134270342713344']
"RT @RippleXrpie: $1 per #XRP = Peanuts

$10 per XRP = Peanuts

$50 per XRP = Peanuts

$100 per XRP = Just the beginning",1508110485845065728,en,2022-11-22T19:16:34.000Z,1595134158757822464,['1595134158757822464']
"RT @greg_price11: Fauci: ""The real danger is in the people who have not been vaccinated. If we're going to see a problem this winter, it's…",1508110485845065728,en,2022-11-22T19:16:17.000Z,1595134086758047744,['1595134086758047744']
RT @AnneliesdeZeeuw: Geloven jullie dat in WWII er gruwelijke experimenten werden uitgevoerd op mensen door artsen en psychiatrisch persone…,1508110485845065728,nl,2022-11-22T19:15:40.000Z,1595133931980222464,['1595133931980222464']
@AlleyMan4 @AJuijn @Minister_FIN mabel heeft voor #soros the color rev in Yugoslavia gerediceerd ...,1508110485845065728,nl,2022-11-22T19:13:07.000Z,1595133290352345091,['1595133290352345091']
RT @grandoldmemes: @AdamKinzinger https://t.co/eduJvKsUsC,1508110485845065728,qme,2022-11-22T19:06:26.000Z,1595131609174642688,['1595131609174642688']
RT @No_hocus_pocus: @AdamKinzinger https://t.co/Ofsb4u5Tt3,1508110485845065728,qme,2022-11-22T19:05:51.000Z,1595131460889247744,['1595131460889247744']
RT @MAGAGEM1: @AdamKinzinger Weeping Karen got turd on his shoe 😂😂😂😭 https://t.co/86yGUsogCW,1508110485845065728,en,2022-11-22T19:05:40.000Z,1595131416870014976,['1595131416870014976']
RT @johnhackerla: @AdamKinzinger https://t.co/nqDLTssQdB,1508110485845065728,qme,2022-11-22T19:05:10.000Z,1595131288796921857,['1595131288796921857']
@AdamKinzinger OOPZ I just shared in the Netherlands....,1508110485845065728,en,2022-11-22T19:04:36.000Z,1595131148229050368,['1595131148229050368']
"RT @AdamKinzinger: Literal evil.  If I met you in person it would not end well… for you.  Sicko

Trolls who have never done a thing in thei…",1508110485845065728,en,2022-11-22T19:03:47.000Z,1595130944033533953,['1595130944033533953']
@D66 achterban ....... zie je al PATRONEN? https://t.co/iZ6JSc4SyT,1508110485845065728,nl,2022-11-22T19:02:55.000Z,1595130725602582529,['1595130725602582529']
We The People are the Gods........... https://t.co/rKfeX7QQKl,1508110485845065728,en,2022-11-22T18:59:33.000Z,1595129878973931520,['1595129878973931520']
https://t.co/npPQnVcijL,1508110485845065728,zxx,2022-11-22T18:50:17.000Z,1595127543438315521,['1595127543438315521']
@MichaelvdGalien Ik bedenk me net dat @elonmusk ZIJN EIGEN TELEFOON HEEFT.... hoe flikkeren we de rest er uit?,1508110485845065728,nl,2022-11-22T18:38:03.000Z,1595124466656620545,['1595124466656620545']
RT @MichaelvdGalien: D66 is echt de Nederlandse anti-Christus he? Ik kan er niets anders van maken. Die partij doet echt 100% het tegengest…,1508110485845065728,nl,2022-11-22T18:36:41.000Z,1595124121016619008,['1595124121016619008']
"RT @MichaelvdGalien: D66'er Paulusma jast prostitutiemotie door Tweede Kamer: 'Regel sekszorgers voor mensen met een beperking'

De staat w…",1508110485845065728,nl,2022-11-22T18:36:31.000Z,1595124079094165504,['1595124079094165504']
"“Major General Aharon Haliva, the head of Israel's Military Intelligence, warned that Tehran may launch an attack on the football tournament in Qatar to create instability in the region.”

https://t.co/QaTeTqQq5G geef ze ongelijk na 50 jr #NATO gijzeling https://t.co/b6mHrk4vP6",1508110485845065728,en,2022-11-22T18:17:11.000Z,1595119217329983488,['1595119217329983488']
@PetravanDam3 WERKELIJK ...... think while it's still legal en @fvdemocratie is de ENIGE DIE jou en mij voor vol aan zien ........ wanneer ga jij zelf eens op onderzoek?,1508110485845065728,nl,2022-11-22T18:12:07.000Z,1595117941317861377,['1595117941317861377']
RT @Agnescmv: De nieuwste Forum Inside staat online! Thierry Baudet bespreekt samen met zijn tafelgasten de Sustainable Development Goals (…,1508110485845065728,nl,2022-11-22T18:09:49.000Z,1595117360993955841,['1595117360993955841']
RT @CMDR_drsYell: Van @SylvanaBIJ1 mag bijv de Oekraïense bevolking zich niet verzetten tegen de Russische invasie. De enige die dat ook vi…,1508110485845065728,nl,2022-11-22T18:09:26.000Z,1595117265946832896,['1595117265946832896']
"RT @Hairy_Weasel: Top 5 Grappigste Fascisten:
1. Jordan Peterson 🇨🇦
2. Marjorie Taylor Greene 🇺🇸
3. Thierry Baudet 🇳🇱
4. Donald Trump 🇺🇸 (b…",1508110485845065728,nl,2022-11-22T18:08:44.000Z,1595117090520039424,['1595117090520039424']
"RT @Loes40907289: Thierry Baudet: 'Het kabinet wil alle kleine ondernemers de vernieling in helpen. Deel I was corona, deel II komt in de w…",1508110485845065728,nl,2022-11-22T18:06:54.000Z,1595116626742898688,['1595116626742898688']
"RT @fvdemocratie: Een raketinslag in Polen, een cryptobeurs als doorgeefluik voor oorlogsgeld en de klimaattop in Egypte. Dat en meer bespr…",1508110485845065728,nl,2022-11-22T18:06:25.000Z,1595116507561795585,['1595116507561795585']
RT @Gothoriumbackup: Interview Thierry Baudet: 'Onze regering wil het boerenprobleem niet oplossen. Ze willen boeren vernietigen' https://t…,1508110485845065728,nl,2022-11-22T18:04:07.000Z,1595115925807955968,['1595115925807955968']
RT @DenGerwin: Thierry Baudet had gelijk 😏,1508110485845065728,nl,2022-11-22T18:03:01.000Z,1595115650103803906,['1595115650103803906']
RT @WallStreetSilv: #JimCramer - Inverse Cramer https://t.co/Nl0rclfmqc,1508110485845065728,en,2022-11-22T18:00:42.000Z,1595115066520576004,['1595115066520576004']
