text,lang,id,author_id,edit_history_tweet_ids,created_at
"@WpgSportsNerd @JennArndt A pinch of this?? No, a couple of shakes more and that should do it.",en,1595185894226817024,2956199983,['1595185894226817024'],2022-11-22T22:42:08.000Z
"@JennArndt Often, the substitutions make the recipe better.",en,1595185310878818304,2956199983,['1595185310878818304'],2022-11-22T22:39:49.000Z
@jilliancynth I’m not familiar with that area Jill - so I couldn’t help out - sorry!,en,1595183166238904321,2956199983,['1595183166238904321'],2022-11-22T22:31:18.000Z
"@rgchernick I do that too, Glenn.",en,1595173962476302336,2956199983,['1595173962476302336'],2022-11-22T21:54:44.000Z
@jilliancynth Any area in the city in particular?,en,1595135613208268801,2956199983,['1595135613208268801'],2022-11-22T19:22:21.000Z
"@MasonDrm Man, they just need to look in the right place.",en,1595134075056316416,2956199983,['1595134075056316416'],2022-11-22T19:16:14.000Z
@LMSmith47 😲,und,1595125260029816832,2956199983,['1595125260029816832'],2022-11-22T18:41:12.000Z
"A thread about an experience in an Alberta ER. Everyone is stressed, please be kind. https://t.co/Nt2xYWdBIl",en,1595123608569131008,2956199983,['1595123608569131008'],2022-11-22T18:34:38.000Z
"@bomberfaithful1 @CramerMarni @craftE2021 Thank you Theresa, and I hope you weren’t feeling too sad today 🙂.",en,1594866219643174912,2956199983,['1594866219643174912'],2022-11-22T01:31:52.000Z
@RockheadsC People aren’t happy unless they’re complaining 🤷🏼‍♀️🤦‍♀️,en,1594766234398371840,2956199983,['1594766234398371840'],2022-11-21T18:54:34.000Z
@TDRich1318 Happy birthday Aidan!,en,1594765650328969216,2956199983,['1594765650328969216'],2022-11-21T18:52:15.000Z
@MasonDrm https://t.co/xGkpWtnGDP,qme,1594763276776534017,2956199983,['1594763276776534017'],2022-11-21T18:42:49.000Z
"@M_So The ones at Ron Paul Garden Centre are really nice (*I might be biased though ;)). If you buy them through Palliative Manitoba this week, a portion of the sales goes to our programs and services. 
https://t.co/a7yvOtjUL6",en,1594730698010951680,2956199983,['1594730698010951680'],2022-11-21T16:33:21.000Z
"@WpgSportsNerd Take care, Rob.",en,1594705815960944640,2956199983,['1594705815960944640'],2022-11-21T14:54:29.000Z
"@Rogue__One_ @bobzillagwn @peggy991 @NHLJets I’m going to continue to say he improved compared to the previous season, and believe he will make more improvements in the off season to be better next season. And on that note, we will agree to disagree, so I’m bowing out of this conversation. Have a good day, gentlemen! 🙂",en,1594697543866544131,2956199983,['1594697543866544131'],2022-11-21T14:21:37.000Z
@bobzillagwn @peggy991 @NHLJets We will. But I remember when a lot of fans were calling for Hall and O’Shea to be fired… time will tell.,en,1594690727732477953,2956199983,['1594690727732477953'],2022-11-21T13:54:32.000Z
@LMSmith47 Same!,en,1594690242040467458,2956199983,['1594690242040467458'],2022-11-21T13:52:36.000Z
@bobzillagwn @peggy991 @NHLJets I do. He improved so much from his first season. I bet he puts in all the work in the off season to improve again.,en,1594690166299701248,2956199983,['1594690166299701248'],2022-11-21T13:52:18.000Z
@bobzillagwn @peggy991 @NHLJets I'd say it was a collective effort. It wasn't all on Leggs.,en,1594689399572529152,2956199983,['1594689399572529152'],2022-11-21T13:49:15.000Z
@CFLGURU Plenty of blame to go around - Argos were just the better team on a day that it mattered. Oh well. Next season will be all about the unfinished business. Is it June yet?,en,1594688219152781312,2956199983,['1594688219152781312'],2022-11-21T13:44:33.000Z
@WpgSportsNerd Lol,und,1594525438852075521,2956199983,['1594525438852075521'],2022-11-21T02:57:44.000Z
"@WpgSportsNerd Not me, lots of lost opportunities in that game.",en,1594525184933105664,2956199983,['1594525184933105664'],2022-11-21T02:56:43.000Z
Love you forever @Wpg_BlueBombers ❤️❤️❤️,en,1594524041905250306,2956199983,['1594524041905250306'],2022-11-21T02:52:11.000Z
"Congratulations Argos, you were the better team tonight.",en,1594523771745992710,2956199983,['1594523771745992710'],2022-11-21T02:51:06.000Z
@livinglifebig It’s a bit high 😬😬😬😬,en,1594515205677281281,2956199983,['1594515205677281281'],2022-11-21T02:17:04.000Z
