created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T21:56:17.000Z,1595174355670945792,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1521869290118467584,['1595174355670945792'],en
2022-11-22T20:30:27.000Z,1595152754649231361,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1521869290118467584,['1595152754649231361'],en
2022-11-22T19:14:01.000Z,1595133517482147840,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1521869290118467584,['1595133517482147840'],en
2022-11-22T16:54:45.000Z,1595098469831741440,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1521869290118467584,['1595098469831741440'],tr
2022-11-22T15:06:44.000Z,1595071288304959488,"RT @UtilityNet_: 🧐🧐🧐#UtilityNet Will start a new and unmissable #technological #revolution 

#utility #utilitynet #BigData #Analytics #Data…",1521869290118467584,['1595071288304959488'],en
2022-11-22T14:00:38.000Z,1595054652667662337,"RT @DaoNfinity: Bears are lovely, so would be the bear market.🐻🐻🐻

@iteunkkiant @Octofan_NFT @Degenxulka @JpegFKVCVP @jaypeNTEOD @Luckypunk…",1521869290118467584,['1595054652667662337'],en
2022-11-22T13:07:48.000Z,1595041356539256832,RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  Only you can control your future。 https://t…,1521869290118467584,['1595041356539256832'],en
2022-11-22T12:15:40.000Z,1595028236261478401,RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don‘t love…,1521869290118467584,['1595028236261478401'],en
2022-11-22T11:29:41.000Z,1595016664898105344,RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Don‘t cry because it is over， smile because it happened。 https://t.co/VntkUqJBso,1521869290118467584,['1595016664898105344'],en
2022-11-22T10:24:43.000Z,1595000316063514625,"RT @CryptoWhalEth: Don't waste time and secure your slot. Become a $C4E Premium #Validator! 

Buy now $C4E tokens with the lowest price eve…",1521869290118467584,['1595000316063514625'],en
2022-11-22T09:17:00.000Z,1594983273272606720,"RT @Sohnneliving: Design is not just what it looks like and feels like. Design is how it works 🔎
⁠
Limited September special offer, link in…",1521869290118467584,['1594983273272606720'],en
2022-11-22T06:46:26.000Z,1594945384463450112,"RT @Desire04540897: you want to play with water
 💦💦💦💦💦💦💦💦
#无锡线下 #无锡 https://t.co/sLXdGMijoJ",1521869290118467584,['1594945384463450112'],en
2022-11-22T05:36:21.000Z,1594927746517536768,RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Don‘t cry because it is over， smile because it happened。 https://t.co/HPhIEheS0R,1521869290118467584,['1594927746517536768'],en
2022-11-22T04:40:44.000Z,1594913747965181952,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",1521869290118467584,['1594913747965181952'],en
2022-11-22T03:46:05.000Z,1594899995136004097,RT @kaiyun830: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏   #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your life t…,1521869290118467584,['1594899995136004097'],en
2022-11-22T02:04:41.000Z,1594874479888723970,RT @jiaoshouli4781: 我的黑丝屁股，自己看都上火，何况是你们呢，是吧小鸡吧弟弟们 https://t.co/kHZl7bEpZ4,1521869290118467584,['1594874479888723970'],zh
2022-11-22T01:09:23.000Z,1594860562378555392,"RT @thekubieth: 🎁 AMAZING AIRDROP GIVEAWAY 🎁

🏆 2x Winner Ocat Batch NFT

This is airdrop of the fifth batch Ocat 🔥

To Join 🎫
1️⃣ RT + Lik…",1521869290118467584,['1594860562378555392'],en
2022-11-21T22:25:08.000Z,1594819227705229313,"RT @ATMrank: And we are ready to power the social economy with our consensus algorithm 💪

#Connect2Earn 
#blockchain 
#DeFi 
#SocialFi http…",1521869290118467584,['1594819227705229313'],en
2022-11-21T20:04:10.000Z,1594783750386163713,"RT @PGN_COL: Si desaparece la posibilidad de investigar disciplinariamente a los funcionarios de elección popular, lo que entrará a regir e…",1521869290118467584,['1594783750386163713'],es
2022-11-21T17:19:41.000Z,1594742357324275712,"RT @NeoFilmsNFT: NeoFilmsNFT🤝@polygonstudios

We’re PUMPED and Excited to announce that NEO Masterpiece Films is teaming up with POLYGON St…",1521869290118467584,['1594742357324275712'],en
2022-11-21T16:08:33.000Z,1594724454961414144,"RT @SoLinusx: 📍Project @OracleRacers #Giveaway 

Prize🎁:
🏅10x #FreeMint NFTs of OracleRacers
🏆 1x $5 $USDT 💵

🎲Enter:
☑️Follow @OracleRacer…",1521869290118467584,['1594724454961414144'],en
