lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595191688439664640,30193873,['1595191688439664640'],2022-11-22T23:05:10.000Z,@RebeccaGrugan @NFTFestAus @lisateh_ @FireblocksHQ @recipromancer @MorgahnaGodwin @Sisterhoodclub_ I will find you!
en,1595174650602221568,30193873,['1595174650602221568'],2022-11-22T21:57:28.000Z,Queen @KimBuc2 has arrived at @NFTFestAus @apocalypticapes 🔥🔥🔥🔥 #NFTFEST2022 https://t.co/4kFulPJAUK
en,1595161419989028864,30193873,['1595161419989028864'],2022-11-22T21:04:53.000Z,@nounsAU come find them at @NFTFestAus and don’t forget to scan for a POAP. #NFTFEST2022 https://t.co/HYKOUjTkoI
en,1595144847962144768,30193873,['1595144847962144768'],2022-11-22T19:59:02.000Z,@ivandashkov @PUMA Congratulations!!
en,1595144680517140480,30193873,['1595144680517140480'],2022-11-22T19:58:22.000Z,@MorganStoneee Well this was a journey for the record books! See you soon down under!
en,1595135526851313664,30193873,['1595135526851313664'],2022-11-22T19:22:00.000Z,RT @SwyftxAU: We are proud to stand alongside 8 other industry leaders in the Australian crypto space by affirming our commitment to transp…
en,1595135230347599873,30193873,['1595135230347599873'],2022-11-22T19:20:49.000Z,RT @Sisterhoodclub_: Sisterhood Club: Building an NFT Business in Web3 - Fity.Eth Founder Apocalyptic Apes https://t.co/pOxlwXTtMw
en,1595134751882772480,30193873,['1595134751882772480'],2022-11-22T19:18:55.000Z,Minting Dec 9th https://t.co/k8UNhkTqs3 https://t.co/sXDcVBe9CR
en,1595134357626552320,30193873,['1595134357626552320'],2022-11-22T19:17:21.000Z,RT @RollingStone: We teamed up with @Coinbase_NFT and 12 influential digital artists in the web3 space to create a custom Rolling Stone log…
zxx,1595133802417750016,30193873,['1595133802417750016'],2022-11-22T19:15:09.000Z,https://t.co/xC2fNUWnfK
en,1595133398502154240,30193873,['1595133398502154240'],2022-11-22T19:13:33.000Z,Looks like I was right yesterday 👇🏻 https://t.co/dbdTVLNqcR
en,1595132659935547392,30193873,['1595132659935547392'],2022-11-22T19:10:36.000Z,@betty_nft We appreciate it @betty_nft ! Can’t wait to hear you speak at @NFTFestAus 💚
en,1595132223371345920,30193873,['1595132223371345920'],2022-11-22T19:08:52.000Z,@SeptimaElle @apocalypticapes @heyALdoteth @Fityeth @TheHaddy Welcome queen!
en,1595131916591992832,30193873,['1595131916591992832'],2022-11-22T19:07:39.000Z,@betty_nft @Deadfellaz @fvckrender @iamlirona @MarkTheHabibi @psych_nft @TheHaddy because I feel like @psych_nft would do apocalyptic so well! https://t.co/v0Cbp4xFeR
en,1595130475462262784,30193873,['1595130475462262784'],2022-11-22T19:01:56.000Z,GM. It’s @NFTFestAus. 2 hour countdown till doors open! Come say hello.
en,1595130207484379137,30193873,['1595130207484379137'],2022-11-22T19:00:52.000Z,@NFTFestAus @GregOakford @stevevallas @rvchellecox @rvchellecox @GregOakford @stevevallas congratulations! We are all so proud of what you have built and are about to reveal in 2 hours!
en,1595129874728988672,30193873,['1595129874728988672'],2022-11-22T18:59:32.000Z,"RT @NFTFestAus: AND THERE IS IT!

We’ve sold out. Can’t wait to see you all tomorrow! ♥️ https://t.co/HGkb3QQxkh"
en,1595129834270650368,30193873,['1595129834270650368'],2022-11-22T18:59:23.000Z,"RT @DaveMustaine: This is going to be fun! Should we give away some merch? 

@rattleheadsnft @Megadeth @Fityeth  https://t.co/D8jmVBF72M"
und,1594893601326366720,30193873,['1594893601326366720'],2022-11-22T03:20:40.000Z,@CryptoBooty69 GM
en,1594864313084579840,30193873,['1594864313084579840'],2022-11-22T01:24:18.000Z,"@VinnieHager @themetav3rse Congrats Vinnie, now if you could do the next release when Australians are awake and not asleep that would be amazing."
en,1594857857509646336,30193873,['1594857857509646336'],2022-11-22T00:58:38.000Z,@MagicEden Something with @0xPolygon ?
en,1594818996532305922,30193873,['1594818996532305922'],2022-11-21T22:24:13.000Z,@wabdoteth @DegenTrue @0xfetty Damn you @wabdoteth this is funny. What makes it so funny is that it’s true.
en,1594817307255062528,30193873,['1594817307255062528'],2022-11-21T22:17:30.000Z,@Guy_Madden_ @AussiZen @DJWienerNFT @aapeqeth @AAPEQueens @apocalypticapes @Fityeth @CryptoBooty69 @TheHaddy @SawbladeAapes @MohawkMobAAPES She is the rarest of rare.
en,1594814671206240256,30193873,['1594814671206240256'],2022-11-21T22:07:02.000Z,"RT @alexeheath: The head of Apple’s App Store, Phil Schiller, deleted his Twitter account over the weekend. Not a good sign for Musk’s busi…"
en,1594813704595726337,30193873,['1594813704595726337'],2022-11-21T22:03:12.000Z,RT @Blockworks_: JP Morgan's crypto wallet is now officially a registered trademark in the US https://t.co/hYSL1wkl4L
en,1594813588371144705,30193873,['1594813588371144705'],2022-11-21T22:02:44.000Z,@0xigami @NFTFestAus @nounsAU I imagine how the security scan is going to go. 🤣
en,1594813335090139136,30193873,['1594813335090139136'],2022-11-21T22:01:43.000Z,@to_jear Sorry to hear. Hope you are ok.
en,1594813113601515520,30193873,['1594813113601515520'],2022-11-21T22:00:51.000Z,@sondernft_eth @NFTFestAus @jamesrowdyeth @renae_eth 🥹 we can do a bevy and recap in a couple of weeks
en,1594804886645878784,30193873,['1594804886645878784'],2022-11-21T21:28:09.000Z,@AussiZen @Guy_Madden_ @DJWienerNFT @aapeqeth @AAPEQueens @apocalypticapes @Fityeth @CryptoBooty69 @TheHaddy @SawbladeAapes @MohawkMobAAPES Ok what is actually happening? @Guy_Madden_ pls explain.
en,1594804286403510273,30193873,['1594804286403510273'],2022-11-21T21:25:46.000Z,GM. Please go vote @TIME person of the year. https://t.co/9NyzcVj1e5 The women of Iran have my vote.
und,1594800859770228736,30193873,['1594800859770228736'],2022-11-21T21:12:09.000Z,@NEO_HiKESHi_NFT gm
