lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595132156279652352,405776002,['1595132156279652352'],2022-11-22T19:08:36.000Z,@GailSimone Temporary pets - the dog just decided we were his first the day at the beach in Portugal. Laid with us for hours. The possum took up residence in my barn about 2 years ago. We named it Toby. https://t.co/pKukc4SU2V
en,1595076999759937538,405776002,['1595076999759937538'],2022-11-22T15:29:26.000Z,"@ThatEricAlper Tainted Love. Also the song Hound Dog. Made famous by Soft Cell and Elvis Presley respectively, both were covers."
en,1595006364253917184,405776002,['1595006364253917184'],2022-11-22T10:48:45.000Z,@GetThoseCookies Trying it out. Just gave you a follow over there.
en,1594171976259702785,405776002,['1594171976259702785'],2022-11-20T03:33:12.000Z,"@ComicsandCleave “How you change my story, if you’re paying me enough to be comfortable the rest of my life, where do you want me to sign? Do you want it in blood? If so, whose? Because I will get it for you.” Principles are nice, but eating dinner and having a roof over your head? Better. 2/2"
en,1594171346434822144,405776002,['1594171346434822144'],2022-11-20T03:30:41.000Z,"@ComicsandCleave Years ago, when I was finishing my writing degree at Emerson, I lived in a crappy, roach-infested apartment. I remember some writer had sold the rights to his novel and the other writing students complaining he’d sold out. All I could think at the time was, “I don’t care…” 1/2"
en,1594169455965339650,405776002,['1594169455965339650'],2022-11-20T03:23:11.000Z,"@JoJoFromJerz Fuck, yeah!"
en,1593812373512622081,405776002,['1593812373512622081'],2022-11-19T03:44:16.000Z,"@TaraAnsley In order:
Matt Ruff
Bruce Campbell 
One of the Raimis 
Jamie Lee Curtis
Mike Flanagan
McG
Samara Weaving
Stephen King
Clive Barker
Doug Bradley"
en,1593804628331741184,405776002,['1593804628331741184'],2022-11-19T03:13:29.000Z,@angel_0f_deathx I think you’ve done quite well with that on your Instagram account.
qme,1593657265336238082,405776002,['1593657265336238082'],2022-11-18T17:27:55.000Z,@BanthaSurprise @AaronMeyers https://t.co/W6HrxqdimL
fr,1593402927661678594,405776002,['1593402927661678594'],2022-11-18T00:37:16.000Z,@midgetmoxie @bales1181 @SoUp4it Bonnie &amp; Clyde
en,1593328846903939072,405776002,['1593328846903939072'],2022-11-17T19:42:54.000Z,@BeatTheCult Aretha had a whole lot of soul.
en,1593235951152951300,405776002,['1593235951152951300'],2022-11-17T13:33:46.000Z,@mrbrianrowe Train to Busan. https://t.co/UXPFhV3eve
en,1592708461560987649,405776002,['1592708461560987649'],2022-11-16T02:37:42.000Z,@GailSimone Particularly with a proper football coach. https://t.co/lpS9ufUmuF
en,1592588371301642240,405776002,['1592588371301642240'],2022-11-15T18:40:31.000Z,"@jpalmiotti I want a Kieth Giffen Justice League movie.  Not sure of all the casting, but I’m thinking Dinklage for Oberon, but would not be adverse to Eddie Marsan. I might go with Patrick Wilson as Maxwell Lord. Not sure about the whole cast, but I would want Barda and Scott Free in it."
en,1592354646601109504,405776002,['1592354646601109504'],2022-11-15T03:11:46.000Z,@midgetmoxie Men of Respect/Severance
en,1591988450802257920,405776002,['1591988450802257920'],2022-11-14T02:56:39.000Z,"@jpalmiotti I knew an Ivy Moss. She was the aunt of the kid across the street from me, growing up in NY. Met her a couple of times."
