text,author_id,lang,created_at,id,edit_history_tweet_ids
"RT @akintollgate: #OBIDATTI IS COMING TO OYO !!!
#OBIDIENTS  YOU ARE READY ???

Drop a note if you are attending and can organize t-shirts.…",2670076569,en,2022-11-22T20:12:13.000Z,1595148162582265856,['1595148162582265856']
"RT @Spotlight_Abby: I will not play your silly games. 
     - Rufai warns Reno Kpo'mockery!

Credit: Arise TV https://t.co/CCxvDxS656",2670076569,en,2022-11-22T20:08:34.000Z,1595147245619646464,['1595147245619646464']
"RT @BigJoeOfLagos: @BenHundeyin Good 👍 job - well done 

There should be a system that wholesales this kind of operations everywhere in the…",2670076569,en,2022-11-22T20:08:07.000Z,1595147131824009216,['1595147131824009216']
"RT @SavvyRinu: This is the last time Nigerians in diaspora will abstain from voting when I become president. 

We can no longer be giants o…",2670076569,en,2022-11-22T20:07:23.000Z,1595146949237538816,['1595146949237538816']
"RT @AfamDeluxo: Atiku is hardened.  Wike, biko keep exposing the ethnic bigot.  https://t.co/uk1J31Wfpo",2670076569,en,2022-11-22T20:07:07.000Z,1595146882279673858,['1595146882279673858']
"RT @Shehusky: Your own candidate has not attended any public scrutiny platform but you come online to mock a man with courage, intelligence…",2670076569,en,2022-11-22T20:07:02.000Z,1595146861274599424,['1595146861274599424']
"RT @SavvyRinu: Nigeria is not bereft of ideas or political papers. 

What is missing is institutional framework and political will to chang…",2670076569,en,2022-11-22T20:06:53.000Z,1595146821105770497,['1595146821105770497']
"RT @MissPearls: See who came to our Space, invite him to speak now, ahhh bala bulu baba blue 🤣🤣🤣

 #90MinutesWithPeterObi https://t.co/cG7D…",2670076569,en,2022-11-22T20:06:42.000Z,1595146775073280001,['1595146775073280001']
RT @Jack_ng01: Baba Agbado came to space to listen to his Next President 😂😂😂😂😂😂😂😂 https://t.co/NFgaITcAGP,2670076569,en,2022-11-22T20:06:31.000Z,1595146729233739776,['1595146729233739776']
RT @Princeujay: At this point I can say APC people taught the Devil how to LIE!,2670076569,en,2022-11-22T20:06:15.000Z,1595146661189541889,['1595146661189541889']
"RT @IkukuomaC: What is Tinubu doing on Peter Obi space ?
Has it gotten to this level https://t.co/NdV6gYNHz2",2670076569,en,2022-11-22T20:06:07.000Z,1595146631376080896,['1595146631376080896']
RT @PeterObi: and this serves as a reminder to me that Nollywood is fully engaged in supporting our movement for the rebirth of Nigeria. I…,2670076569,en,2022-11-22T20:04:03.000Z,1595146110393544705,['1595146110393544705']
RT @PeterObi: the organized private sector and other stakeholders in the entertainment industry in supporting the consolidation and expansi…,2670076569,en,2022-11-22T20:04:00.000Z,1595146098058080256,['1595146098058080256']
"RT @_weyimi: 1-Go through an average Obidient page, you'll see 99% Obi and 1% tinubu.Go through an average tinubu page all you see is a who…",2670076569,en,2022-11-22T20:03:51.000Z,1595146060808474624,['1595146060808474624']
RT @Nkemchor_: I am using a laptop now and it is working well. I guess the glitches only happen on phones. Connect to a laptop,2670076569,en,2022-11-22T20:03:32.000Z,1595145979329536000,['1595145979329536000']
"RT @SavvyRinu: “If Nigerians want a goat to be in charge of the leadership of the country, let them do so.

As for me, Peter Obi, I want to…",2670076569,en,2022-11-22T20:03:24.000Z,1595145943749652480,['1595145943749652480']
"RT @YarKafanchan: Flew out of Lagos this morning, flew back into Lagos this evening.

I wan craze",2670076569,en,2022-11-22T20:03:06.000Z,1595145871158841345,['1595145871158841345']
"RT @VictorIsrael_: David Hundeyin: Do you have plans to sue Tinubu for perjury and falsification of his documents on INEC platform?

Peter…",2670076569,en,2022-11-22T20:02:53.000Z,1595145813717815297,['1595145813717815297']
"RT @Spotlight_Abby: What's really Atiku's message in this election, apart from ""vote for me, I am a Northerner?""

All his surrogates echo t…",2670076569,en,2022-11-22T20:02:33.000Z,1595145732730028032,['1595145732730028032']
"RT @solakafinta: I swear to God, if I see maximum support I will capture places for @peterobi and @NgLabour in kwara state. But I'm doing t…",2670076569,en,2022-11-22T19:39:07.000Z,1595139833424674816,['1595139833424674816']
"RT @ronaldnzimora: Go and recharge your health first.

We don't want a drug bag man and trafficker as our President.",2670076569,en,2022-11-22T19:38:58.000Z,1595139796027944960,['1595139796027944960']
"RT @novieverest: I told you guys yesterday, there's no way you will watch that performance from Peter Obi and Datti yesterday and except fo…",2670076569,en,2022-11-22T19:38:49.000Z,1595139759953055745,['1595139759953055745']
"RT @Spotlight_Abby: This is a good time to reshare these 2 pictures. Please, let's make them go viral. Share in your WhatsApp groups etc.…",2670076569,en,2022-11-22T19:38:19.000Z,1595139631917707264,['1595139631917707264']
RT @FS_Yusuf_: Spread this aggressively👏🏾💪🏽💪🏽💪🏽💪🏽💪🏽 #OyoWelcomesObiDatti https://t.co/m0kjIvs1r0,2670076569,en,2022-11-22T19:37:56.000Z,1595139535696187392,['1595139535696187392']
"RT @chude__: Please Watch Mr Peter Obi’s space live my Instagram Live. I’ve unlocked my instagram. I apologize.🙏

https://t.co/dABCdzApJJ h…",2670076569,en,2022-11-22T19:37:52.000Z,1595139520197906432,['1595139520197906432']
"RT @nnamdiia: Keyamo and co should start explaining how to recharge lake Chad, what about circle, circle and federal republic of the countr…",2670076569,en,2022-11-22T19:37:44.000Z,1595139487960485888,['1595139487960485888']
"RT @Naija_Activist: David Hundeyin: Do you have plans to sue Tinubu for perjury and falsification of his documents on INEC platform?

Peter…",2670076569,en,2022-11-22T19:37:36.000Z,1595139454296915969,['1595139454296915969']
"RT @novieverest: If this thing Wike just said about Atiku is true, then Atiku is not a good person at all.

Just as OBJ said in his book, A…",2670076569,en,2022-11-22T19:37:04.000Z,1595139317642719232,['1595139317642719232']
"RT @Princeujay: Peter Obi the Voice of A NEW NIGERIA!
Hope for All! 
Uniting the Nation!
#PeterObi4President2023 
#ObiDatti023 https://t.co…",2670076569,en,2022-11-22T19:36:51.000Z,1595139264773525504,['1595139264773525504']
RT @Zoeinc_: Lagos is such a chaotic place. You had 3yrs to construct roads but it has to be this 4th year because election is around the c…,2670076569,en,2022-11-22T19:36:39.000Z,1595139215951794179,['1595139215951794179']
"RT @General_Oluchi: If I hear Peter Obi’s voice on a Twitter Space, I’ll just faint due to excitement. Whaaaaat??!!! 😭😭 https://t.co/DWc9H0…",2670076569,en,2022-11-22T19:36:24.000Z,1595139151862861824,['1595139151862861824']
"RT @Princeujay: How Reno was shamed and made to swallow his own lies on Arise TV
   Reuben Abati: Peter Obi was my classmate at the Busines…",2670076569,en,2022-11-22T19:35:34.000Z,1595138942910992384,['1595138942910992384']
"RT @realFFK: Dear CAN, 

as you meet Atiku today kindly ask him why he withdrew his commiserations for the cold-blooded murder of Deborah.…",2670076569,en,2022-11-22T19:35:23.000Z,1595138897020788736,['1595138897020788736']
"RT @chymaker: It less than 24 hours before #OyoWelcomesObiDatti 

If you’re an Obidient in the Environ, please endeavor to go hear directly…",2670076569,en,2022-11-22T19:34:58.000Z,1595138791295299585,['1595138791295299585']
RT @novieverest: A vote for Atiku is a vote for Tinubu. We have been saying it and it is a fact. https://t.co/CP9TQsI7ru,2670076569,en,2022-11-22T19:34:49.000Z,1595138753844375552,['1595138753844375552']
"RT @chymaker: There is something particularly triggering to the Agbadodirians when tweets/threads end with ""Vote Wisely"" 🤔

What exactly is…",2670076569,en,2022-11-22T19:34:27.000Z,1595138658457505793,['1595138658457505793']
RT @PeterObi: is dear to my heart and remains so.   Nollywood and its allied value chain are of strategic importance to the growth of the N…,2670076569,en,2022-11-22T19:34:17.000Z,1595138617071980544,['1595138617071980544']
"RT @PeterObi: Nollywood Actors Summit on my mind. Congratulations on the success of your summit on the 21st of November, 2022. I regret my…",2670076569,en,2022-11-22T19:34:10.000Z,1595138590077751296,['1595138590077751296']
RT @Morris_Monye: Hushpuppi was arrested for less... https://t.co/hHXJUgLB2P,2670076569,en,2022-11-22T19:33:51.000Z,1595138511283564545,['1595138511283564545']
RT @EmekaAmakeze: The audacity of these APC folks struggling to blame @PeterObi for the colossal failure of the APC led government to secur…,2670076569,en,2022-11-22T19:33:13.000Z,1595138349505056768,['1595138349505056768']
RT @chude__: The reason why @Atiku canceled his interview with Kadiria is because he doesn’t have a viable VP like Peter Obi who made him r…,2670076569,en,2022-11-22T19:32:54.000Z,1595138268471136263,['1595138268471136263']
"RT @AlRaheemmuhd: Obi, the rock! The first man to win a Governorship election with an unpopular Political party and the first man in Nigeri…",2670076569,en,2022-11-22T19:32:47.000Z,1595138239966633984,['1595138239966633984']
RT @VictorIsrael_: Peter Obi is going to be on a twitter space by 7pm Nigerian time. The audacity for these people to even announce it. Tha…,2670076569,en,2022-11-22T19:32:41.000Z,1595138217497735168,['1595138217497735168']
RT @firstladyship: Kwankwaso is not going into town telling Northerners to vote for him because he is from the North. He campaigns strictly…,2670076569,en,2022-11-22T19:32:10.000Z,1595138087624982528,['1595138087624982528']
RT @FS_Yusuf_: Atiku will not be attending Kadaria’s Interview! This is d second time he is rejecting opportunities to speak to Nigerians.…,2670076569,en,2022-11-22T19:31:48.000Z,1595137995312889856,['1595137995312889856']
"RT @FinPlanKaluAja1: Day 1: price of Yam N100 
Day 2 : price of yam N110 
Day 3: price of yam N130 
Day 4: price of yam N150 

How do you m…",2670076569,en,2022-11-22T19:30:59.000Z,1595137787380240384,['1595137787380240384']
RT @pyjama_ceo: Twitter will survive not because of Elon but because it’s a behemoth in its own right and people love it as a social utilit…,2670076569,en,2022-11-22T19:30:20.000Z,1595137625530433536,['1595137625530433536']
"RT @Elkrosmediahub: God! I have goosebumps listening to this man talk. 

Taking Kadaria Ahmed and us the audience on life changing educatio…",2670076569,en,2022-11-22T19:28:49.000Z,1595137242657619968,['1595137242657619968']
"RT @Befruitful1000: What baffled me is the way this crowd paid attention and were all quiet listening to what this man has to say.
God abeg…",2670076569,en,2022-11-22T19:27:58.000Z,1595137026596409344,['1595137026596409344']
