text,author_id,lang,created_at,id,edit_history_tweet_ids
RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1041894947585052673,en,2022-11-22T21:56:16.000Z,1595174348733747212,['1595174348733747212']
"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1041894947585052673,en,2022-11-22T20:30:26.000Z,1595152749468991496,['1595152749468991496']
"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1041894947585052673,en,2022-11-22T19:14:00.000Z,1595133514193698816,['1595133514193698816']
"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1041894947585052673,tr,2022-11-22T16:54:52.000Z,1595098499267190788,['1595098499267190788']
"RT @UtilityNet_: The Rules for the First Test Mining of UtilityNet https://t.co/4hJuOKd1WG 

#utility #utilitynet #BigData #Analytics #Data…",1041894947585052673,en,2022-11-22T15:06:44.000Z,1595071286278922240,['1595071286278922240']
"RT @icbexchange: Scheme administrators want as many individuals as possible to participate and invest as much money as possible. 
To encour…",1041894947585052673,en,2022-11-22T14:02:48.000Z,1595055199504125952,['1595055199504125952']
RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don‘t lo…,1041894947585052673,en,2022-11-22T13:09:57.000Z,1595041896849723395,['1595041896849723395']
RT @daPang70456438: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏      I am not afraid of tomorrow for I have seen yesterday and love today。 https://t.co/9…,1041894947585052673,en,2022-11-22T12:17:36.000Z,1595028723878674432,['1595028723878674432']
RT @kaiyun830: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 Happiness is good health and a bad memory。 https://t.co/RQ2OYU1OUj,1041894947585052673,en,2022-11-22T11:31:49.000Z,1595017201970720770,['1595017201970720770']
RT @VIP_Automationy: https://t.co/dIqFakVd1p,1041894947585052673,zxx,2022-11-22T10:42:10.000Z,1595004705192968193,['1595004705192968193']
"RT @UtilityNet_: SOPHON #Intelligent #Computing Server product characteristic
#utility #utilitynet #BigData #Analytics #DataScience #AI #Ma…",1041894947585052673,en,2022-11-22T09:18:55.000Z,1594983756523356160,['1594983756523356160']
RT @_paiverse: Paiverse collaborates with trustworthy and reputable shipping partners. All assets are delivered to your destination fully i…,1041894947585052673,en,2022-11-22T06:56:30.000Z,1594947917743362049,['1594947917743362049']
RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/ylKHIQFlgN,1041894947585052673,en,2022-11-22T05:31:31.000Z,1594926527489114113,['1594926527489114113']
"RT @RTFKT: RTFKT x @Nike Footballverse Jersey draw now closed ⚽️🦿

👇 https://t.co/Z4ygMC7FJ5",1041894947585052673,en,2022-11-22T04:35:16.000Z,1594912374376476673,['1594912374376476673']
RT @daPang70456438: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏  You must always have faith in who you are！ https://t.co/dp0vnwJWEC,1041894947585052673,en,2022-11-22T03:39:29.000Z,1594898336762429441,['1594898336762429441']
"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",1041894947585052673,en,2022-11-22T01:50:37.000Z,1594870935965794304,['1594870935965794304']
RT @Brazy617: Roddy Ricch &amp; Lil Durk | Twin @JerryPHD https://t.co/LgYzLvkZDT,1041894947585052673,en,2022-11-22T00:57:37.000Z,1594857597852872704,['1594857597852872704']
RT @Baghera__Jones: Antoine pue du cul,1041894947585052673,fr,2022-11-21T21:31:50.000Z,1594805811846340608,['1594805811846340608']
"RT @cramercoin: @elonmusk Did you see @jimcramer's UFC debut?

https://t.co/Z1xVStgmjE",1041894947585052673,en,2022-11-21T19:30:02.000Z,1594775161219256356,['1594775161219256356']
"RT @ETXInfinity: ETX INFINITY
https://t.co/5vMMnd7SAZ",1041894947585052673,ca,2022-11-21T17:09:50.000Z,1594739879157678083,['1594739879157678083']
"RT @TheifMonkey: My name is Doctor Oleefyer, I'll tell you a little about our goal

Those who are active enough will get a decent role to p…",1041894947585052673,en,2022-11-21T16:00:48.000Z,1594722506602151938,['1594722506602151938']
"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…",1041894947585052673,en,2022-11-21T13:28:03.000Z,1594684065328025600,['1594684065328025600']
RT @kaiyun830: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  Sometimes the things that seems messed up to eve…,1041894947585052673,en,2022-11-21T12:17:02.000Z,1594666193704599552,['1594666193704599552']
"RT @kaiyun830: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 There is no rehearsal in the life , once missing…",1041894947585052673,en,2022-11-21T11:26:52.000Z,1594653566462853122,['1594653566462853122']
